frozen_last_date,latest_date,fresh_rows,latest_qqq_scaled_adjclose,latest_tqqq_scaled_adjclose,ma80,ma110,dd252,ma80_slope20,ma110_slope20,ma110_slope50,above_ma80_3d,entry_fast_ok,full_ok,exit_signal,strategy_state,strategy_weight,last_trade_date,last_trade_reason,fresh_period_strategy_return,fresh_period_strategy_cagr_annualized,fresh_period_strategy_mdd,fresh_period_qqq_return,fresh_period_tqqq_return,fresh_period_trade_count
2026-06-04,2026-08-31,60,715.4937026081208,71.48510157954115,714.0244616833904,690.591608452622,-0.04109878798131461,0.02363917443346164,0.03180586488737691,0.07168208109635232,True,True,True,False,BULL,1.0,2023-02-28,BULL_FULL,-0.013202077084084607,-0.054266003542685404,-0.31572323405270875,0.017711553024164495,-0.013202077084084607,0
