core,budget_pct,ratchet,CAGR,MDD,Calmar,Final,MaxUnderwaterDays,DotCom_Return,DotCom_MDD,GFC_Return,GFC_MDD,COVID_Return,COVID_MDD,2022_Bear_Return,2022_Bear_MDD,Actual_TQQQ_Era_Return,Actual_TQQQ_Era_MDD,Max_TQQQ_Weight,Avg_TQQQ_Weight,RatchetTrades,FinalMultiple,CoreOnly_CAGR,CoreOnly_MDD,CAGR_Increment,MDD_Change,ActualEra_CAGR,ActualEra_MDD,MDD_floor
SPY,0.1,MILD,0.12764937309993596,-0.5871353180940962,0.21741048301147922,27.140659045560525,2382,-0.3812800836890504,-0.4792554489195502,-0.4036275420064672,-0.5871353180940962,0.17869533721300446,-0.3371727091246721,-0.1544687930597678,-0.3239824721618383,23.677778290001605,-0.4312211552196088,0.615901059944525,0.19124804320937236,1,27.140659045560525,0.08570276033856783,-0.5518943971707635,0.04194661276136813,-0.03524092092333275,0.213735238937794,-0.4312211552196088,-0.6
