date,reason,target,fee
2000-08-28,REVERSAL_ENTRY,0.35,0.00019528680405019448
2000-09-13,BULL_EXIT,0.0,0.00017861701376334425
2001-12-24,REVERSAL_ENTRY,0.35,7.787433823804584e-05
2002-02-05,BULL_EXIT,0.0,6.800324201016572e-05
2002-11-15,REVERSAL_ENTRY,0.35,5.228830221475347e-05
2002-12-12,BULL_FULL,1.0,2.5168673957866624e-05
2008-02-13,BULL_EXIT,0.0,0.0001633255751474748
2009-04-01,REVERSAL_ENTRY,0.35,6.44303260185333e-05
2009-04-22,BULL_FULL,1.0,3.098952824123312e-05
2017-04-25,RATCHET_60_TO_50,0.5,0.0006846313163125877
2018-12-21,BULL_EXIT,0.0,0.0034404281161944028
2020-05-11,REVERSAL_ENTRY,0.35,0.0011126793447946602
2020-05-12,BULL_FULL,1.0,0.0005351265381828472
2022-03-08,BULL_EXIT,0.0,0.0037679564572710004
2023-02-03,REVERSAL_ENTRY,0.35,0.0016602800525417098
2023-02-28,BULL_FULL,1.0,0.0008008377214944528
