n_windows,start_year_min,start_year_max,V7_CAGR_min,V7_CAGR_median,V7_CAGR_max,V7_MDD_worst,V7_MDD_median,V7_FinalMultiple_min,V7_FinalMultiple_median,V7_FinalMultiple_max,Starter_min,Starter_median,Starter_max,Full_min,Full_median,Full_max,TradeCount_min,TradeCount_median,TradeCount_max,V7_beats_QQQ_CAGR_fraction,V7_beats_QQQ_final_fraction
21,1986,2006,0.06916340498514839,0.2299397439226234,0.37095075417841783,-0.6648723551615201,-0.5643134086518344,3.8069358323892053,62.69334395290714,548.7416311267256,3,4.0,5,2,2.0,3,8,9.0,12,0.8095238095238095,0.8095238095238095
