strategy,activate_mult,trail_dd,CAGR,MDD,Calmar,Final,MaxUnderwaterDays,DotCom_Return,DotCom_MDD,GFC_Return,GFC_MDD,COVID_Return,COVID_MDD,2022_Bear_Return,2022_Bear_MDD,Actual_TQQQ_Era_Return,Actual_TQQQ_Era_MDD,ActualEra_CAGR,ActualEra_MDD,TradeCount,Cycle22_TroughDate,Cycle22_TroughPx,Cycle22_PeakDate,Cycle22_PeakPx,Cycle22_TheoreticalMult,Cycle22_PortfolioMult,Cycle22_Capture,Cycle22_First25Date,Cycle22_First75Date,Cycle22_WeightAtPeak,Cycle22_MaxWeight,Cycle22_ExitCountBeforePeak,score,risk_floor
V12_A6p0_T45,6.0,-0.45,0.31843051075055673,-0.5804007047324976,0.5486390835747158,1861.928620869664,750,-0.22223753493752263,-0.3825580141011322,-0.17128434617060462,-0.5643134086518344,1.1938242172670073,-0.14723087963306436,-0.3251312262841066,-0.5614916416879033,381.35541477407634,-0.5804007047324976,0.43992287117824946,-0.5804007047324976,15,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.8750562966302144,0.671174852359075,2023-02-03,2023-02-28,1.0,1.0,0,1.2564377687288661,-0.6
