strategy,activate_mult,trail_dd,reenter_level,CAGR,MDD,Calmar,Final,MaxUnderwaterDays,DotCom_Return,DotCom_MDD,GFC_Return,GFC_MDD,COVID_Return,COVID_MDD,2022_Bear_Return,2022_Bear_MDD,Actual_TQQQ_Era_Return,Actual_TQQQ_Era_MDD,ActualEra_CAGR,ActualEra_MDD,TradeCount,Cycle22_TroughDate,Cycle22_TroughPx,Cycle22_PeakDate,Cycle22_PeakPx,Cycle22_TheoreticalMult,Cycle22_PortfolioMult,Cycle22_Capture,Cycle22_First25Date,Cycle22_First75Date,Cycle22_WeightAtPeak,Cycle22_MaxWeight,Cycle22_ExitCountBeforePeak
V11_A4p0_T40_R1p020,4.0,-0.4,1.02,0.27516342524504367,-0.7179610774225,0.383256744547891,750.3522796919688,706,-0.22223753493752263,-0.3825580141011322,0.043346740080554724,-0.41319231145891766,0.6475388370201063,-0.6992207245312605,-0.09675493555051051,-0.41786163736418147,121.39010360094316,-0.7179610774225,0.34278451754049777,-0.7179610774225,24,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,3.97409713033644,0.29034514282210455,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V11_A4p0_T45_R0p980,4.0,-0.45,0.98,0.30824096987837346,-0.6992207245312605,0.4408350025451695,1507.2628525613577,659,-0.22223753493752263,-0.3825580141011322,-0.12323915273553154,-0.4753276811071643,0.6475388370201063,-0.6992207245312605,-0.2060349576096755,-0.49034666595960474,291.56179212466026,-0.6992207245312605,0.4164837518895226,-0.6992207245312605,18,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.156443435753413,0.3081466340879211,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V11_A4p0_T45_R1p000,4.0,-0.45,1.0,0.30403442442017803,-0.7152546967391683,0.4250715525619962,1380.680882701807,705,-0.22223753493752263,-0.3825580141011322,-0.12323915273553154,-0.4753276811071643,0.6475388370201067,-0.6992207245312605,-0.20603495760967416,-0.49034666595960474,266.99205772840145,-0.7152546967391683,0.4088859246974663,-0.7152546967391683,18,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.074143212865807,0.30011210497827834,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V11_A4p0_T45_R1p020,4.0,-0.45,1.02,0.30002362980513,-0.7315787731325536,0.4101043398518196,1269.5674687656071,719,-0.22223753493752263,-0.3825580141011322,-0.12323915273553154,-0.4753276811071643,0.6475388370201065,-0.6992207245312605,-0.2060349576096756,-0.49034666595960474,245.42479130567878,-0.7315787731325536,0.40165693616190334,-0.7315787731325536,18,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,3.974097130336443,0.29034514282210483,2023-02-03,2023-02-28,1.0,1.0,0
V11_A4p0_T50_R0p980,4.0,-0.5,0.98,0.29253611826863013,-0.7179610774225003,0.40745400756102645,1084.7531780599675,750,-0.22223753493752263,-0.3825580141011322,-0.20100044756273983,-0.5217664391976711,0.6475388370201061,-0.6992207245312605,-0.3251312262841065,-0.5614916416879032,230.0437126550036,-0.7179610774225003,0.39612903857165294,-0.7179610774225003,18,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.171940368759409,0.30965951649550455,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V11_A4p0_T50_R1p000,4.0,-0.5,1.0,0.2915873864370968,-0.7179610774225003,0.4061325824011288,1063.2743753979526,750,-0.22223753493752263,-0.3825580141011322,-0.20100044756273983,-0.5217664391976711,0.6475388370201061,-0.6992207245312605,-0.3251312262841065,-0.5614916416879032,225.46890023611638,-0.7179610774225003,0.39441812640525,-0.7179610774225003,18,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.0893332967446145,0.30159503135223076,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V11_A4p0_T50_R1p020,4.0,-0.5,1.02,0.29040890529855523,-0.7179610774225003,0.40449115478673453,1037.1642387742586,750,-0.22223753493752263,-0.3825580141011322,-0.20100044756273983,-0.5217664391976711,0.6475388370201061,-0.6992207245312605,-0.3251312262841065,-0.5614916416879032,219.90765088881636,-0.7179610774225003,0.3922940640507193,-0.7179610774225003,18,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,3.988914201214488,0.2917916539385069,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V11_A4p0_T55_R0p980,4.0,-0.55,0.98,0.289027567087333,-0.7179610774225003,0.402567181113703,1007.3455800308552,750,-0.22223753493752263,-0.3825580141011322,-0.2580167692766966,-0.5643134086518344,0.6475388370201061,-0.6992207245312605,-0.32513122628410684,-0.5614916416879033,230.0437126550036,-0.7179610774225003,0.39612903857165294,-0.7179610774225003,18,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.1719403687594125,0.3096595164955049,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V11_A4p0_T55_R1p000,4.0,-0.55,1.0,0.28808141056038217,-0.7179610774225003,0.4012493429234385,987.399497029161,750,-0.22223753493752263,-0.3825580141011322,-0.2580167692766966,-0.5643134086518344,0.6475388370201061,-0.6992207245312605,-0.32513122628410684,-0.5614916416879033,225.46890023611638,-0.7179610774225003,0.39441812640525,-0.7179610774225003,18,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.089333296744618,0.30159503135223115,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V11_A4p0_T55_R1p020,4.0,-0.55,1.02,0.2869061283741423,-0.7179610774225003,0.39961237091590407,963.1525703975012,750,-0.22223753493752263,-0.3825580141011322,-0.2580167692766966,-0.5643134086518344,0.6475388370201061,-0.6992207245312605,-0.32513122628410684,-0.5614916416879033,219.90765088881636,-0.7179610774225003,0.3922940640507193,-0.7179610774225003,18,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,3.9889142012144907,0.2917916539385072,2023-02-03,2023-02-28,1.0000000000000002,1.0000000000000002,0
V11_A5p0_T30_R0p980,5.0,-0.3,0.98,0.2836806278362194,-0.7179610774225001,0.3951197867921205,899.5189281169046,706,-0.22223753493752263,-0.3825580141011322,-0.2525191061575093,-0.5643134086518344,0.6475388370201058,-0.6992207245312605,-0.09191707606389532,-0.40995647199094576,203.79529255043118,-0.7179610774225001,0.38584396010743593,-0.7179610774225001,26,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.979158016747364,0.38846384366523395,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V11_A5p0_T30_R1p000,5.0,-0.3,1.0,0.2778415741025817,-0.7179610774225003,0.38698695909817354,794.4788875409805,706,-0.22223753493752263,-0.3825580141011322,-0.2525191061575093,-0.5643134086518344,0.6475388370201063,-0.6992207245312605,-0.0919170760638961,-0.4099564719909463,179.8806141964257,-0.7179610774225003,0.3753329269115735,-0.7179610774225003,26,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.979158016747361,0.3884638436652336,2023-02-03,2023-02-28,1.0,1.0,0
V11_A5p0_T30_R1p020,5.0,-0.3,1.02,0.2770571645509985,-0.7179610774225001,0.3858944074595816,781.3021043707715,706,-0.22223753493752263,-0.3825580141011322,-0.2525191061575093,-0.5643134086518344,0.6475388370201058,-0.6992207245312605,-0.09191707606389476,-0.4099564719909454,176.88062933800168,-0.7179610774225001,0.3739233377334321,-0.7179610774225001,26,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.979158016747366,0.3884638436652341,2023-02-03,2023-02-28,1.0000000000000002,1.0000000000000002,0
V11_A5p0_T35_R0p980,5.0,-0.35,0.98,0.28325649505634654,-0.7179610774225001,0.3945290405898396,891.4590514487145,706,-0.22223753493752263,-0.3825580141011322,-0.2525191061575093,-0.5643134086518344,0.6475388370201058,-0.6992207245312605,-0.07878298117396698,-0.40142235304455276,201.96028413805917,-0.7179610774225001,0.3850793865226627,-0.7179610774225001,26,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.864190307911699,0.3772401632072775,2023-02-03,2023-02-28,1.0000000000000002,1.0000000000000002,0
V11_A5p0_T35_R1p000,5.0,-0.35,1.0,0.27741937056744326,-0.7179610774225003,0.3863989000119426,787.3601914814475,706,-0.22223753493752263,-0.3825580141011322,-0.2525191061575093,-0.5643134086518344,0.6475388370201063,-0.6992207245312605,-0.07878298117396754,-0.4014223530445532,178.25988627562293,-0.7179610774225003,0.3745741522901478,-0.7179610774225003,26,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.8641903079116995,0.3772401632072776,2023-02-03,2023-02-28,1.0000000000000002,1.0000000000000002,0
V11_A5p0_T35_R1p020,5.0,-0.35,1.02,0.2766352201876483,-0.7179610774225001,0.38530670935641287,774.3014750288081,706,-0.22223753493752263,-0.3825580141011322,-0.2525191061575093,-0.5643134086518344,0.6475388370201058,-0.6992207245312605,-0.07878298117396731,-0.4014223530445532,175.28678190543468,-0.7179610774225001,0.3731653407858875,-0.7179610774225001,26,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.8641903079116995,0.3772401632072776,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V11_A5p0_T40_R0p980,5.0,-0.4,0.98,0.30614012539992896,-0.7179610774225,0.4264021198739358,1442.708135943129,706,-0.22223753493752263,-0.3825580141011322,-0.2525191061575093,-0.5643134086518344,0.6475388370201063,-0.6992207245312605,-0.09675493555050974,-0.41786163736418147,327.4642774375965,-0.7179610774225,0.42657248300155626,-0.7179610774225,23,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.8750562966302144,0.671174852359075,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V11_A5p0_T40_R1p000,5.0,-0.4,1.0,0.29682817292931674,-0.7179610774224999,0.41343212363954057,1187.2575553667339,706,-0.22223753493752263,-0.3825580141011322,-0.2525191061575093,-0.5643134086518344,0.6475388370201061,-0.6992207245312605,-0.09675493555051073,-0.41786163736418147,269.3053274187912,-0.7179610774224999,0.40962856863453334,-0.7179610774224999,23,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.875056296630214,0.6711748523590749,2023-02-03,2023-02-28,1.0,1.0,0
V11_A5p0_T40_R1p020,5.0,-0.4,1.02,0.29167544955787417,-0.7179610774225003,0.4062552396363838,1065.2507014345215,706,-0.22223753493752263,-0.3825580141011322,-0.2525191061575093,-0.5643134086518344,0.6475388370201061,-0.6992207245312605,-0.09675493555050785,-0.41786163736418136,241.5277803731577,-0.7179610774225003,0.40028767180549263,-0.7179610774225003,23,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.875056296630216,0.6711748523590751,2023-02-03,2023-02-28,1.0,1.0,0
V11_A5p0_T45_R0p980,5.0,-0.45,0.98,0.3314771165638368,-0.6992207245312605,0.4740664927888837,2434.667939672798,690,-0.22223753493752263,-0.3825580141011322,-0.2525191061575093,-0.5643134086518344,0.6475388370201061,-0.6992207245312605,-0.20603495760967672,-0.49034666595960474,553.3057709883403,-0.6992207245312605,0.47308547974667237,-0.6992207245312605,17,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.875056296630211,0.6711748523590747,2023-02-03,2023-02-28,1.0,1.0,0
V11_A5p0_T45_R1p000,5.0,-0.45,1.0,0.32817074504427657,-0.7152546967391682,0.45881662370118004,2275.252688107974,705,-0.22223753493752263,-0.3825580141011322,-0.2525191061575093,-0.5643134086518344,0.6475388370201061,-0.6992207245312605,-0.20603495760967472,-0.49034666595960474,517.0113784405763,-0.7152546967391682,0.46698178852471695,-0.7152546967391682,17,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.875056296630212,0.6711748523590748,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V11_A5p0_T45_R1p020,5.0,-0.45,1.02,0.32529495167493705,-0.7315787731325534,0.44464788156995566,2144.8154227006203,719,-0.22223753493752263,-0.3825580141011322,-0.2525191061575093,-0.5643134086518344,0.6475388370201061,-0.6992207245312605,-0.2060349576096755,-0.49034666595960474,487.314462574115,-0.7315787731325534,0.46168123192482136,-0.7315787731325534,17,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.875056296630211,0.6711748523590747,2023-02-03,2023-02-28,1.0,1.0,0
V11_A5p0_T50_R0p980,5.0,-0.5,0.98,0.31980631257334213,-0.7179610774225,0.4454368386117191,1915.5789952693979,750,-0.22223753493752263,-0.3825580141011322,-0.2525191061575093,-0.5643134086518344,0.6475388370201063,-0.6992207245312605,-0.3251312262841074,-0.5614916416879039,435.12374178820227,-0.7179610774225,0.45158615156863635,-0.7179610774225,17,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.875056296630209,0.6711748523590745,2023-02-03,2023-02-28,1.0,1.0,0
V11_A5p0_T50_R1p000,5.0,-0.5,1.0,0.31980631257334213,-0.7179610774225,0.4454368386117191,1915.5789952693979,750,-0.22223753493752263,-0.3825580141011322,-0.2525191061575093,-0.5643134086518344,0.6475388370201063,-0.6992207245312605,-0.3251312262841074,-0.5614916416879039,435.12374178820227,-0.7179610774225,0.45158615156863635,-0.7179610774225,17,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.875056296630209,0.6711748523590745,2023-02-03,2023-02-28,1.0,1.0,0
V11_A5p0_T50_R1p020,5.0,-0.5,1.02,0.31980631257334213,-0.7179610774225,0.4454368386117191,1915.5789952693979,750,-0.22223753493752263,-0.3825580141011322,-0.2525191061575093,-0.5643134086518344,0.6475388370201063,-0.6992207245312605,-0.3251312262841074,-0.5614916416879039,435.12374178820227,-0.7179610774225,0.45158615156863635,-0.7179610774225,17,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.875056296630209,0.6711748523590745,2023-02-03,2023-02-28,1.0,1.0,0
V11_A5p0_T55_R0p980,5.0,-0.55,0.98,0.31980631257334213,-0.7179610774225,0.4454368386117191,1915.5789952693979,750,-0.22223753493752263,-0.3825580141011322,-0.2525191061575093,-0.5643134086518344,0.6475388370201063,-0.6992207245312605,-0.3251312262841074,-0.5614916416879039,435.12374178820227,-0.7179610774225,0.45158615156863635,-0.7179610774225,17,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.875056296630209,0.6711748523590745,2023-02-03,2023-02-28,1.0,1.0,0
V11_A5p0_T55_R1p000,5.0,-0.55,1.0,0.31980631257334213,-0.7179610774225,0.4454368386117191,1915.5789952693979,750,-0.22223753493752263,-0.3825580141011322,-0.2525191061575093,-0.5643134086518344,0.6475388370201063,-0.6992207245312605,-0.3251312262841074,-0.5614916416879039,435.12374178820227,-0.7179610774225,0.45158615156863635,-0.7179610774225,17,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.875056296630209,0.6711748523590745,2023-02-03,2023-02-28,1.0,1.0,0
V11_A5p0_T55_R1p020,5.0,-0.55,1.02,0.31980631257334213,-0.7179610774225,0.4454368386117191,1915.5789952693979,750,-0.22223753493752263,-0.3825580141011322,-0.2525191061575093,-0.5643134086518344,0.6475388370201063,-0.6992207245312605,-0.3251312262841074,-0.5614916416879039,435.12374178820227,-0.7179610774225,0.45158615156863635,-0.7179610774225,17,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.875056296630209,0.6711748523590745,2023-02-03,2023-02-28,1.0,1.0,0
