ticker,episode,age,obs_date,close,ma250,gap
QQQ,15,350,2014-04-15,77.4444,72.7289788,0.06483552055594122
QQQ,15,400,2014-06-26,85.2215,76.1298192,0.11942338620449533
QQQ,20,150,2017-02-07,118.4904,106.01005839999999,0.11772790043100301
QQQ,20,200,2017-04-20,124.6601,110.7752156,0.12534287859242044
QQQ,20,250,2017-06-30,129.7606,116.9243176,0.10978282929914673
QQQ,20,300,2017-09-12,137.8495,122.3773124,0.12643019605977246
QQQ,20,325,2017-10-17,140.8156,125.147278,0.1251990634586555
QQQ,20,350,2017-11-21,146.9191,128.5445616,0.1429429465649208
QQQ,20,400,2018-02-05,149.7069,136.1283376,0.09974824227927681
QQQ,23,150,2019-09-19,184.8652,169.70897600000004,0.08930714424910535
QQQ,23,200,2019-11-29,197.0147,174.370192,0.12986455850206324
QQQ,23,250,2020-02-12,225.5227,185.1412396,0.21811164539702044
QQQ,24,150,2020-11-10,273.8944,229.280628,0.1945815151901975
QQQ,24,200,2021-01-25,317.657,247.9632892,0.281064632691604
QQQ,24,250,2021-04-07,321.4608,270.4812052,0.18847740183021044
QQQ,24,300,2021-06-17,334.7605,291.8683932,0.14695701144525297
QQQ,24,325,2021-07-23,357.3341,301.77181079999997,0.1841202100776207
QQQ,24,350,2021-08-27,364.9428,310.8921692,0.17385652053921197
QQQ,24,400,2021-11-08,386.7413,329.4042844,0.17406274998650262
QQQ,28,150,2023-10-19,354.3047,318.9735828,0.11076502602459426
QQQ,28,200,2024-01-02,397.2542,340.2949024,0.1673821652874692
QQQ,28,250,2024-03-14,433.3198,367.18951799999996,0.18009850161354568
QQQ,28,300,2024-05-24,452.478,391.0919016,0.15696080166544668
QQQ,28,325,2024-07-02,481.9259,402.2275484,0.19814244926044466
QQQ,28,350,2024-08-07,430.2577,412.21677080000006,0.0437656361360248
QQQ,28,400,2024-10-17,486.8347,434.440808,0.12060076087511562
QQQ,30,150,2025-12-15,608.318,541.9106868,0.12254291125376637
QQQ,30,200,2026-02-27,605.8594,561.1250792,0.0797225475357084
QQQ,30,250,2026-05-11,712.507,591.8963547999999,0.20376987325889862
QQQ,30,300,2026-07-23,691.96,628.6417019999999,0.10072239528264726
QQQ,30,325,2026-08-27,721.11,642.7624172000001,0.12189197859653578
