ticker,date,state,c,ma250,gap
QQQ,2003-04-16,1.0,22.0939,21.5972104,0.022997859019792566
QQQ,2004-07-16,0.0,29.2256,29.717516800000002,-0.016553092349896548
QQQ,2004-10-05,1.0,30.6502,30.068336,0.01935138678774928
QQQ,2004-10-14,0.0,29.8831,30.087643200000002,-0.006798245998875796
QQQ,2004-10-20,1.0,30.3889,30.10209,0.009527909856092975
QQQ,2005-03-24,0.0,30.8672,30.9266292,-0.0019216190557230783
QQQ,2005-04-06,1.0,31.0629,30.933477200000002,0.004183907265362219
QQQ,2005-04-15,0.0,29.5651,30.9306912,-0.04415003826361297
QQQ,2005-05-18,1.0,31.6586,30.965550800000003,0.022381297348019302
QQQ,2006-05-18,0.0,33.3674,34.225642799999996,-0.025076016979876603
QQQ,2006-09-15,1.0,34.3159,34.110051999999996,0.006034819296083294
QQQ,2008-01-17,0.0,39.0135,41.1410072,-0.051712569642679895
QQQ,2008-05-05,1.0,41.8126,41.2220896,0.014325096222196576
QQQ,2008-06-24,0.0,40.2758,41.4513012,-0.028358607956075588
QQQ,2009-06-03,1.0,31.377,30.637485200000004,0.024137581631536564
QQQ,2010-07-01,0.0,37.1082,38.131651600000005,-0.026839949413573483
QQQ,2010-07-09,1.0,38.8769,38.2872432,0.01540086855874745
QQQ,2010-08-25,0.0,38.3977,39.051985200000004,-0.016754210999752273
QQQ,2010-09-07,1.0,39.8179,39.184856399999994,0.016155312489546603
QQQ,2011-08-09,0.0,46.5742,47.6295912,-0.02215830901357818
QQQ,2011-09-16,1.0,49.793,48.4040876,0.02869411384174092
QQQ,2011-09-26,0.0,48.2004,48.537795599999995,-0.006951193308828207
QQQ,2011-10-12,1.0,49.8018,48.741931199999996,0.021744497476948732
QQQ,2011-11-21,0.0,47.8132,49.2695484,-0.029558793358049007
QQQ,2011-12-02,1.0,49.8194,49.3281384,0.009959054120720623
QQQ,2011-12-15,0.0,48.1652,49.4003696,-0.025003246129559287
QQQ,2012-01-05,1.0,50.8844,49.462564400000005,0.028745691155471098
QQQ,2012-11-15,0.0,55.1644,56.3996896,-0.021902418413309865
QQQ,2012-11-21,1.0,56.8542,56.5279424,0.005771616410364944
QQQ,2015-08-25,0.0,90.5209,96.6180036,-0.06310525339813577
QQQ,2015-09-14,1.0,97.1284,96.88668639999999,0.0024948071709469666
QQQ,2015-09-24,0.0,96.0233,97.1013624,-0.01110244360484891
QQQ,2015-10-09,1.0,98.5488,97.40928439999999,0.011698223706486877
QQQ,2016-01-11,0.0,96.8083,99.9819412,-0.03174214425034583
QQQ,2016-03-18,1.0,99.9248,99.70187999999999,0.0022358655624148405
QQQ,2016-05-02,0.0,99.3198,100.001614,-0.006818029956996541
QQQ,2016-05-26,1.0,101.9629,99.88448079999999,0.02080822950025296
QQQ,2016-06-28,0.0,97.4754,99.90111560000001,-0.024281166285594735
QQQ,2016-07-05,1.0,100.2375,99.91747840000001,0.0032028590505341903
QQQ,2018-10-30,0.0,157.9673,160.3325644,-0.014752239564378877
QQQ,2018-11-02,1.0,161.2615,160.5453908,0.0044604781017481
QQQ,2018-11-14,0.0,157.2818,161.07119759999998,-0.02352622726137832
QQQ,2019-02-06,1.0,162.8113,161.65430479999998,0.007157218618034644
QQQ,2019-02-11,0.0,160.7871,161.8097248,-0.006319921755407298
QQQ,2019-02-14,1.0,163.4796,161.9210132,0.009625599353648262
QQQ,2020-03-13,0.0,185.1582,188.4930548,-0.017692189261500624
QQQ,2020-04-08,1.0,193.4924,188.776146,0.024983315423761088
QQQ,2022-01-25,0.0,335.7252,346.4576716,-0.030977728247250758
QQQ,2022-02-02,1.0,358.4694,347.20187599999997,0.03245237073546248
QQQ,2022-02-15,0.0,346.4454,348.0276788,-0.0045464165535790135
QQQ,2022-03-30,1.0,357.549,351.4434508,0.017372778425950974
QQQ,2022-04-07,0.0,344.8966,352.066204,-0.02036436306167022
QQQ,2023-02-06,1.0,297.5107,295.14782640000004,0.008005729294437103
QQQ,2023-02-23,0.0,290.8763,293.0711148,-0.007489017815685339
QQQ,2023-03-16,1.0,300.6663,290.8722216,0.03367141195582635
QQQ,2025-03-12,0.0,473.3957,477.4759184,-0.008545390966884114
QQQ,2025-03-26,1.0,481.5175,479.16544919999995,0.004908640228394878
QQQ,2025-03-31,0.0,466.1489,479.53840479999997,-0.027921652710139577
QQQ,2025-05-12,1.0,504.8488,483.3103004,0.04456453665931415
