strategy,trend_ma,slope_lb,yellow_cap,red_dd,red_target,rec_fast_ma,rec_fast_days,rec_mid_ma,release_ma,CAGR,MDD,Calmar,Final,MaxUnderwaterDays,DotCom_Return,DotCom_MDD,GFC_Return,GFC_MDD,COVID_Return,COVID_MDD,2022_Bear_Return,2022_Bear_MDD,Actual_TQQQ_Era_Return,Actual_TQQQ_Era_MDD,InvestedDayPct,AvgWeight,TradeCount,ActualEra_CAGR,ActualEra_MDD
V2_M180_S20_YC50_RD20_RT0_RF60x3_RM120_RL180,180,20,0.5,-0.2,0.0,60,3,120,180,0.0658500439894103,-0.23833803970662715,0.2762884349911824,5.680028825503918,3027,0.15909320498328783,-0.1787881987828649,0.10517634500720452,-0.23833803970662715,0.008601746861400583,-0.06326393866503566,0.00557298465327416,-0.1441890918749782,1.8258419374469348,-0.20465074186202936,0.14039696438995913,0.05393598593202928,254,0.06576462685762507,-0.20465074186202936
V2_M180_S20_YC50_RD20_RT0_RF60x3_RM120_RL200,180,20,0.5,-0.2,0.0,60,3,120,200,0.04505747001193661,-0.3747466090134135,0.1202344969326296,3.321353903638759,3090,-0.31047470090609075,-0.3747466090134135,0.12623275894230002,-0.23833803970662726,0.0018368852408510161,0.0,-0.03936021892930419,-0.12963133410349748,1.6771758944796824,-0.12963133410349748,0.15002918855808522,0.051159593137962756,267,0.06223895237484944,-0.12963133410349748
V2_M180_S20_YC50_RD20_RT0_RF60x5_RM100_RL180,180,20,0.5,-0.2,0.0,60,5,100,180,0.04445971867015497,-0.29205896551695076,0.15222856997887496,3.2699974804126994,3027,-0.057535504419517935,-0.2723424412553971,0.015663772244269625,-0.29205896551695076,0.008601746861399917,-0.06326393866503566,-0.055884367264850354,-0.17417146188224197,1.177106751804922,-0.20441570489279415,0.13266199649737304,0.0514511002197859,233,0.048857465993393356,-0.20441570489279415
V2_M180_S20_YC50_RD20_RT0_RF60x5_RM100_RL200,180,20,0.5,-0.2,0.0,60,5,100,200,0.03544071902588963,-0.38028462061110024,0.09319524667849569,2.5820318841767076,6492,-0.2904490652138898,-0.38028462061110024,0.035014744515680984,-0.2920589655169512,0.0018368852408512382,0.0,-0.0513424152123908,-0.17417146188224175,1.2007545102970556,-0.17501425423949246,0.1330998248686515,0.05217381702415426,241,0.049552452275156256,-0.17501425423949246
V2_M180_S20_YC50_RD20_RT0_RF60x5_RM120_RL180,180,20,0.5,-0.2,0.0,60,5,120,180,0.0636611971996448,-0.2751203280666138,0.23139401456453182,5.370736622868729,3027,0.2008744822763464,-0.178788198782865,0.03849281244857816,-0.2751203280666138,0.008601746861400361,-0.06326393866503577,0.09529064849618041,-0.11944826316465917,1.7446060153539276,-0.20467443853715017,0.1355808523058961,0.055831436646176444,228,0.06386028245768038,-0.20467443853715017
V2_M180_S20_YC50_RD20_RT0_RF60x5_RM120_RL200,180,20,0.5,-0.2,0.0,60,5,120,200,0.03836034910838526,-0.3833592090658814,0.10006372144249943,2.7878420368174224,6401,-0.28561971288772947,-0.3833592090658814,0.0582787358682455,-0.27512032806661335,0.0018368852408519043,0.0,0.0463484847327591,-0.10092469845694862,1.3082282048784033,-0.10092469845694862,0.12594862813777,0.044179166002883935,240,0.05262521261322939,-0.10092469845694862
V2_M180_S20_YC50_RD20_RT15_RF40x3_RM100_RL180,180,20,0.5,-0.2,0.15,40,3,100,180,0.04080279588719171,-0.4835750116137181,0.08437738697669757,2.9720714668472303,6624,-0.3948583643024789,-0.4462845532565778,0.0408937743719211,-0.36978671437975075,0.0018368852408519043,0.0,-0.11588878823871518,-0.28104742966494667,1.996633984114856,-0.28104742966494667,0.2583187390542907,0.06706837185757844,340,0.06960621760102148,-0.28104742966494667
V2_M180_S20_YC50_RD20_RT15_RF40x3_RM100_RL200,180,20,0.5,-0.2,0.15,40,3,100,200,0.027303465349697298,-0.5781852073242502,0.0472226978549891,2.0827417159370087,6849,-0.5072873870346716,-0.5581268946298306,0.060733767515400494,-0.3697867143797501,0.0018368852408519043,0.0,-0.16439078783279548,-0.2810474296649469,1.4779061485164653,-0.2810474296649469,0.2568593111500292,0.06351564901302559,348,0.057213227042086645,-0.2810474296649469
V2_M180_S20_YC50_RD20_RT15_RF40x3_RM120_RL180,180,20,0.5,-0.2,0.15,40,3,120,180,0.04165632823361598,-0.4735921530714893,0.08795823149402543,3.0391748593603922,6639,-0.3846031277409703,-0.43690082792825835,0.0012211780261282001,-0.3674137988079559,0.001836885240849906,0.0,-0.06953326978316743,-0.25891514492997614,2.1326240226260205,-0.25891514492997614,0.2581727962638646,0.06611955927007185,323,0.07252075155475413,-0.25891514492997614
V2_M180_S20_YC50_RD20_RT15_RF40x3_RM120_RL200,180,20,0.5,-0.2,0.15,40,3,120,200,0.02542541089433259,-0.5670185234464759,0.044840529617605415,1.9814860489873514,7192,-0.4964199857815067,-0.5393229428768456,0.020304990223133812,-0.3674137988079553,0.0018368852408512382,0.0,-0.12057828058455211,-0.2589151449299749,1.3932396276204448,-0.2589151449299749,0.2552539404553415,0.06059178641694337,337,0.054962059456175494,-0.2589151449299749
V2_M180_S20_YC50_RD20_RT15_RF40x5_RM100_RL180,180,20,0.5,-0.2,0.15,40,5,100,180,0.04277504212910754,-0.3882893881371329,0.11016278949658187,3.1293393598807655,6504,-0.3175929548815549,-0.3658980999762207,0.07664557975869557,-0.3575898427097135,0.08863470076446744,-0.06326393866503555,-0.10980669351182226,-0.26385718627049504,1.7050437715476523,-0.26385718627049504,0.24897840046701694,0.06466497903408744,315,0.06291362044305204,-0.26385718627049504
V2_M180_S20_YC50_RD20_RT15_RF40x5_RM100_RL200,180,20,0.5,-0.2,0.15,40,5,100,200,0.027127598906154793,-0.5001144796309722,0.0542427784257954,2.0730522664780917,6649,-0.4441083739090791,-0.4937325922028305,0.09716702147186096,-0.3575898427097136,0.0018368852408525704,0.0,-0.15864235447344688,-0.2638571862704969,1.1134738890235778,-0.2638571862704969,0.24387040280210157,0.05966193520148111,318,0.046951555372462206,-0.2638571862704969
V2_M180_S20_YC50_RD20_RT15_RF40x5_RM120_RL180,180,20,0.5,-0.2,0.15,40,5,120,180,0.03833930085097892,-0.444340205373832,0.0862836637047582,2.786303261539029,6629,-0.38157134431400785,-0.42534768888329066,0.016296074565875784,-0.35517100277013125,0.088634700764467,-0.06326393866503566,-0.0748844540433552,-0.24480874612050885,1.8155058119641754,-0.24480874612050885,0.24897840046701694,0.06402363337571713,305,0.06552520069538925,-0.24480874612050885
V2_M180_S20_YC50_RD20_RT15_RF40x5_RM120_RL200,180,20,0.5,-0.2,0.15,40,5,120,200,0.02602690235507854,-0.5429556460158197,0.04793559574536631,2.013387936151422,7167,-0.49393626354558673,-0.5298685938125103,0.03566722236940545,-0.3551710027701317,0.001836885240850572,0.0,-0.12563592126800616,-0.24480874612050874,1.3839419486110702,-0.24480874612050874,0.2570052539404553,0.06101602628944296,317,0.054710307955878834,-0.24480874612050874
V2_M180_S20_YC50_RD20_RT15_RF60x3_RM100_RL180,180,20,0.5,-0.2,0.15,60,3,100,180,0.038638276774245695,-0.41379149771373924,0.09337619788644289,2.8082374258209235,6465,-0.2822310721033048,-0.3745792228228967,0.046081712299808064,-0.35308973207023586,0.08863470076446767,-0.06326393866503577,-0.21576072882270292,-0.3337243871004676,1.3753163452545834,-0.3337243871004676,0.24051371862230006,0.06297922903235308,284,0.05447592862117734,-0.3337243871004676
V2_M180_S20_YC50_RD20_RT15_RF60x3_RM100_RL200,180,20,0.5,-0.2,0.15,60,3,100,200,0.022827096925918777,-0.5274595292049389,0.04327743772176604,1.8491845177772666,6620,-0.4232419856851376,-0.5074440451905013,0.06602059032035212,-0.35308973207023586,0.0018368852408519043,0.0,-0.2587837923313385,-0.33372438710046737,0.8701245413607401,-0.33372438710046737,0.23628137769994162,0.058620621478256155,291,0.039128464666938534,-0.33372438710046737
V2_M180_S20_YC50_RD20_RT15_RF60x3_RM120_RL180,180,20,0.5,-0.2,0.15,60,3,120,180,0.03683703707649322,-0.46764701836137057,0.07877102949478806,2.6785651964657426,6525,-0.3600650511821799,-0.43336548582506695,0.006211387999370821,-0.35065394805335814,0.08863470076446722,-0.06326393866503566,-0.12899242669815314,-0.2671544409912393,1.6418920156301877,-0.2671544409912393,0.24051371862230006,0.06271142381088123,284,0.061375225453694116,-0.2671544409912393
V2_M180_S20_YC50_RD20_RT15_RF60x3_RM120_RL200,180,20,0.5,-0.2,0.15,60,3,120,200,0.025381477343633163,-0.5621286825053973,0.045152432411931696,1.9791750825201608,7072,-0.47634063525477144,-0.5364308102378894,0.02539031627266719,-0.35065394805335826,0.001836885240850794,0.0,-0.17677556574756004,-0.2671544409912381,1.2873877519791468,-0.2671544409912381,0.2501459427904262,0.06049266745118984,296,0.05204001422368165,-0.2671544409912381
V2_M180_S20_YC50_RD20_RT15_RF60x5_RM100_RL180,180,20,0.5,-0.2,0.15,60,5,100,180,0.03799512875657873,-0.4164683424810788,0.09123173331789307,2.761257632121814,6503,-0.3067696916737964,-0.3741782260323052,0.04063769781849702,-0.3612513421433523,0.08863470076446744,-0.06326393866503577,-0.10135792084319117,-0.24922497948725486,1.4309035662973324,-0.24922497948725486,0.23744892002335086,0.06536726100633232,275,0.05597257460150007,-0.24922497948725486
V2_M180_S20_YC50_RD20_RT15_RF60x5_RM100_RL200,180,20,0.5,-0.2,0.15,60,5,100,200,0.0224219814113642,-0.5296173237126449,0.0423361933370777,1.8293392711289345,6744,-0.44295981540364815,-0.5071282364353835,0.060472810005639754,-0.3612513421433523,0.0018368852408516823,0.0,-0.15065707821012186,-0.24922497948725475,0.9255628815881634,-0.24922497948725475,0.23380035026269702,0.0614225051728682,282,0.040991377826737674,-0.24922497948725475
V2_M180_S20_YC50_RD20_RT15_RF60x5_RM120_RL180,180,20,0.5,-0.2,0.15,60,5,120,180,0.04211445419341486,-0.3668006591067675,0.11481564481364871,3.075791484552988,6255,-0.24436395300910163,-0.32249915246421623,-0.01769344300289888,-0.3588462886935302,0.08863470076446767,-0.06326393866503566,-0.01885687683821513,-0.19316915369058252,1.6316921060539928,-0.20467443853715017,0.23686514886164622,0.06468787168821923,269,0.06112352028596213,-0.20467443853715017
V2_M180_S20_YC50_RD20_RT15_RF60x5_RM120_RL200,180,20,0.5,-0.2,0.15,60,5,120,200,0.025662480808945176,-0.47800021135968396,0.05368717460594335,1.9940011849685457,6580,-0.3816584422509828,-0.4444739252407063,0.0010298463811471148,-0.3588462886935302,0.0018368852408512382,0.0,-0.07268197309697921,-0.19316915369058274,0.999141859309757,-0.19316915369058274,0.22664915353181553,0.05353618321047265,280,0.043387604229729426,-0.19316915369058274
V2_M180_S20_YC50_RD25_RT0_RF40x3_RM100_RL180,180,20,0.5,-0.25,0.0,40,3,100,180,0.030660865295381035,-0.26403141466927327,0.11612582288280714,2.276306369911907,1192,0.14028858744153738,-0.1739980420381817,0.011277248940118723,-0.07991404730523699,0.0018368852408514602,0.0,-0.052430472746544776,-0.26403141466927327,0.3095318952946109,-0.26403141466927327,0.05764740221833042,0.020551290834632887,256,0.016671752375316373,-0.26403141466927327
V2_M180_S20_YC50_RD25_RT0_RF40x3_RM100_RL200,180,20,0.5,-0.25,0.0,40,3,100,200,0.02387497187714338,-0.32121116043488374,0.07432796495868747,1.9014830819909856,3090,-0.24213213532057354,-0.32121116043488374,0.14555422231509474,-0.10468960965647967,0.0018368852408516823,0.0,-0.027054571616358936,-0.26443071972422505,0.3709557338721685,-0.26443071972422505,0.06567425569176882,0.028228064253270478,268,0.019533122734295638,-0.26443071972422505
V2_M180_S20_YC50_RD25_RT0_RF40x3_RM120_RL180,180,20,0.5,-0.25,0.0,40,3,120,180,0.0359301496031621,-0.19664789110473757,0.18271311937957763,2.6154804301613725,3027,0.1234679891620789,-0.17878819878286467,0.26096846310312927,-0.08897158706773045,0.0018368852408514602,0.0,-0.08039207320709518,-0.19664789110473757,0.17661346539598188,-0.19664789110473757,0.06158785755983654,0.019717823826025924,254,0.010021881074228745,-0.19664789110473757
V2_M180_S20_YC50_RD25_RT0_RF40x3_RM120_RL200,180,20,0.5,-0.25,0.0,40,3,120,200,0.02614927500280939,-0.38470074970629076,0.06797302844554813,2.0199386283014586,3090,-0.33166755018585126,-0.38470074970629076,0.2849931122355056,-0.1046896022532644,0.0018368852408512382,0.0,0.04481163008579747,-0.19664789110473702,0.4722614465327244,-0.19664789110473702,0.06596614127262113,0.027994143987302832,266,0.02399936574541095,-0.19664789110473702
V2_M180_S20_YC50_RD25_RT0_RF40x5_RM100_RL180,180,20,0.5,-0.25,0.0,40,5,100,180,0.03762145275010309,-0.26835914549295947,0.1401906861828568,2.7343105543334953,3027,0.1068726451070483,-0.1846206713897114,0.16355802459897673,-0.09032297653345989,0.0018368852408523484,0.0,-0.02095103921149255,-0.26835914549295947,0.3530361670913733,-0.26835914549295947,0.06187974314068885,0.02439713310264516,230,0.018710997761836268,-0.26835914549295947
V2_M180_S20_YC50_RD25_RT0_RF40x5_RM100_RL200,180,20,0.5,-0.25,0.0,40,5,100,200,0.025282090189305162,-0.34072424330949547,0.07420103114394558,1.9739567547228334,3090,-0.26434131038573216,-0.34072424330949547,0.1857267576831929,-0.10468960225326462,0.0018368852408523484,0.0,0.005267880789650237,-0.27134988936094584,0.41650058167771054,-0.27134988936094584,0.06363105662580268,0.02775249704666907,243,0.021578107472076002,-0.27134988936094584
V2_M180_S20_YC50_RD25_RT0_RF40x5_RM120_RL180,180,20,0.5,-0.25,0.0,40,5,120,180,0.03506788998631882,-0.18474712889903722,0.18981561551347917,2.5568289825995745,3027,0.11195669541224373,-0.178788198782865,0.1958836829779611,-0.08897158706773023,0.0018368852408514602,0.0,-0.04227455723618878,-0.18474712889903722,0.22538379593806823,-0.18474712889903722,0.05939871570344425,0.019167774302503646,230,0.01254012740245991,-0.18474712889903722
V2_M180_S20_YC50_RD25_RT0_RF40x5_RM120_RL200,180,20,0.5,-0.25,0.0,40,5,120,200,0.025295156526745854,-0.4034255716809011,0.06270092503395806,1.9746420460102772,3090,-0.3385154276746366,-0.4034255716809011,0.21866830188585795,-0.10468960225326462,0.0018368852408510161,0.0,0.08811880789066273,-0.1958885120313394,0.5332863111152641,-0.1958885120313394,0.06377699941622884,0.02744409446378055,242,0.026552461565629182,-0.1958885120313394
V2_M180_S20_YC50_RD25_RT0_RF60x3_RM100_RL180,180,20,0.5,-0.25,0.0,60,3,100,180,0.031195085702824255,-0.22912274134133892,0.13615010679516498,2.3086616928471577,1192,0.13441331915211352,-0.14613093817293354,0.004781383516237359,-0.08399666532970329,0.0018368852408519043,0.0,-0.027739175995401877,-0.22912274134133892,0.34365502790054747,-0.22912274134133892,0.054144775248102746,0.019672490246843567,213,0.018276519370057143,-0.22912274134133892
V2_M180_S20_YC50_RD25_RT0_RF60x3_RM100_RL200,180,20,0.5,-0.25,0.0,60,3,100,200,0.02395610204953269,-0.3387917879970078,0.07071039764914334,1.9055911148857623,3090,-0.25499754839805067,-0.3387917879970078,0.13819583857639595,-0.10468960965647955,0.0018368852408510161,0.0,-0.0017020422198947838,-0.2295409863483483,0.4066794183978175,-0.2295409863483483,0.06217162872154115,0.027349263665481162,225,0.021142406263208624,-0.2295409863483483
V2_M180_S20_YC50_RD25_RT0_RF60x3_RM120_RL180,180,20,0.5,-0.25,0.0,60,3,120,180,0.03760652994124647,-0.1787881987828649,0.21034123167669996,2.733239696029386,3027,0.15909320498328783,-0.1787881987828649,0.2481686046952123,-0.08897158706773023,0.0018368852408514602,0.0,-0.05897261075516924,-0.16001782212675264,0.20401908817087233,-0.16001782212675264,0.05852305896088733,0.018977203601493825,221,0.01144876145504048,-0.16001782212675264
V2_M180_S20_YC50_RD25_RT0_RF60x3_RM120_RL200,180,20,0.5,-0.25,0.0,60,3,120,200,0.02780982756922845,-0.3747466090134135,0.0742096843582994,2.1108842485493526,3090,-0.31047470090609075,-0.3747466090134135,0.2719493840432192,-0.10468960225326451,0.0018368852408512382,0.0,0.06914733101652426,-0.16001782212675264,0.5065532874952112,-0.16001782212675264,0.06290134267367192,0.027253523762770734,233,0.02544599242976675,-0.16001782212675264
V2_M180_S20_YC50_RD25_RT0_RF60x5_RM100_RL180,180,20,0.5,-0.25,0.0,60,5,100,180,0.03233300390794125,-0.2723424412553971,0.11872187000637198,2.37906364093138,3027,-0.057535504419517935,-0.2723424412553971,0.1369165779099466,-0.10438840242153236,0.0018368852408512382,0.0,0.023893378080227068,-0.2274084897991504,0.4150107168002801,-0.2274084897991504,0.059690601284296554,0.023876889725569946,201,0.02151219465218257,-0.2274084897991504
V2_M180_S20_YC50_RD25_RT0_RF60x5_RM100_RL200,180,20,0.5,-0.25,0.0,60,5,100,200,0.024736003619168834,-0.38028462061110024,0.06504602678756556,1.9455200830330013,3090,-0.2904490652138898,-0.38028462061110024,0.15857772382778568,-0.10468960225326474,0.001836885240850572,0.0,0.05131323106486718,-0.22782766488567663,0.48138205923686406,-0.22782766488567663,0.06144191476941039,0.02724001213574122,215,0.02438718818700214,-0.22782766488567663
V2_M180_S20_YC50_RD25_RT0_RF60x5_RM120_RL180,180,20,0.5,-0.25,0.0,60,5,120,180,0.037978876097691794,-0.178788198782865,0.21242384204461082,2.7600802937439473,3027,0.2008744822763464,-0.178788198782865,0.16411847125543533,-0.08897158706773034,0.001836885240850794,0.0,-0.01657084705015066,-0.15690954755661124,0.2582709977926734,-0.15690954755661124,0.056771745475773495,0.018539994377200227,202,0.014185672098265378,-0.15690954755661124
V2_M180_S20_YC50_RD25_RT0_RF60x5_RM120_RL200,180,20,0.5,-0.25,0.0,60,5,120,200,0.028178658169083715,-0.3833592090658814,0.07350458135007559,2.1316132738959395,3090,-0.28561971288772947,-0.3833592090658814,0.18629788227068356,-0.10468960225326462,0.0018368852408519043,0.0,0.11732205261734174,-0.15690954755661157,0.5744370890035304,-0.15690954755661157,0.06115002918855809,0.026816314538477132,214,0.028220778615372533,-0.15690954755661157
V2_M180_S20_YC50_RD25_RT15_RF40x3_RM100_RL180,180,20,0.5,-0.25,0.15,40,3,100,180,0.017576150314468464,-0.4462845532565778,0.039383281778886906,1.6073035696048985,3096,-0.3948583643024789,-0.4462845532565778,0.29496138105923597,-0.10817706676270145,0.0018368852408510161,0.0,-0.0011532867539463254,-0.2528491631936626,0.3026326382049409,-0.2528491631936626,0.14827787507297138,0.03289441370145858,299,0.016342524240827494,-0.2528491631936626
V2_M180_S20_YC50_RD25_RT15_RF40x3_RM100_RL200,180,20,0.5,-0.25,0.15,40,3,100,200,0.012782567122444854,-0.5581268946298306,0.02290261810608984,1.4133299083787854,7867,-0.5072873870346716,-0.5581268946298306,0.3196440389383164,-0.10817706676270133,0.0018368852408512382,0.0,0.025606537886671887,-0.2528491631936626,0.35158256580847436,-0.2528491631936626,0.14827787507297138,0.03621190405157004,309,0.018643861110811955,-0.2528491631936626
V2_M180_S20_YC50_RD25_RT15_RF40x3_RM120_RL180,180,20,0.5,-0.25,0.15,40,3,120,180,0.013776213940406956,-0.43690082792825835,0.031531672772817654,1.4515871436127121,3096,-0.3846031277409703,-0.43690082792825835,0.24737054125632318,-0.10481964608841565,0.0018368852408516823,0.0,-0.042353106995712486,-0.20981266635497586,0.2009647022750245,-0.20981266635497586,0.14813193228254523,0.02781736917696707,282,0.011291252316195433,-0.20981266635497586
V2_M180_S20_YC50_RD25_RT15_RF40x3_RM120_RL200,180,20,0.5,-0.25,0.15,40,3,120,200,0.014220047324828844,-0.5393229428768456,0.02636647951406731,1.4689960597146925,8142,-0.4964199857815067,-0.5393229428768456,0.27114609222533126,-0.10481964608841599,0.0018368852408514602,0.0,0.08064763327650049,-0.2098126663549762,0.4241323157070387,-0.2098126663549762,0.14827787507297138,0.035544087825762634,296,0.021914724421977727,-0.2098126663549762
V2_M180_S20_YC50_RD25_RT15_RF40x5_RM100_RL180,180,20,0.5,-0.25,0.15,40,5,100,180,0.023653373768946384,-0.3658980999762207,0.06464470236517651,1.8903058697901562,3027,-0.3175929548815549,-0.3658980999762207,0.3233194218373001,-0.09677000944838199,0.0018368852408510161,0.0,0.019386210665760295,-0.254943742532305,0.3294187280054719,-0.254943742532305,0.14740221833041448,0.03245162137480134,272,0.017611708801775983,-0.254943742532305
V2_M180_S20_YC50_RD25_RT15_RF40x5_RM100_RL200,180,20,0.5,-0.25,0.15,40,5,100,200,0.018849270409458052,-0.4937325922028305,0.03817708352077875,1.6629835799285604,3101,-0.4441083739090791,-0.4937325922028305,0.3485425991703819,-0.10468960225384338,0.001836885240850794,0.0,0.04669673791596307,-0.25494374253230434,0.3793760184460919,-0.25494374253230434,0.14740221833041448,0.0357638436601533,282,0.01991595594988227,-0.25494374253230434
V2_M180_S20_YC50_RD25_RT15_RF40x5_RM120_RL180,180,20,0.5,-0.25,0.15,40,5,120,180,0.014902491200693202,-0.42534768888329066,0.03503602250624249,1.4961572095862359,3101,-0.38157134431400785,-0.42534768888329066,0.250913337221943,-0.09336964494675981,0.001836885240850794,0.0,-0.019891545882093853,-0.21118934791337118,0.22828260012922663,-0.21118934791337118,0.14740221833041448,0.0277245483105066,263,0.012686827692495628,-0.21118934791337118
V2_M180_S20_YC50_RD25_RT15_RF40x5_RM120_RL200,180,20,0.5,-0.25,0.15,40,5,120,200,0.015305419287442668,-0.5298685938125103,0.02888531131335247,1.5124201267974027,7867,-0.49393626354558673,-0.5298685938125103,0.27475641578060594,-0.10468960225384327,0.0018368852408510161,0.0,0.10399608502734359,-0.21118934791337196,0.45490181925460527,-0.21118934791337196,0.14740221833041448,0.035338109070658125,277,0.023254935480046868,-0.21118934791337196
V2_M180_S20_YC50_RD25_RT15_RF60x3_RM100_RL180,180,20,0.5,-0.25,0.15,60,3,100,180,0.024202293889519444,-0.3745792228228967,0.0646119496621478,1.9181094597218973,3027,-0.2822310721033048,-0.3745792228228967,0.3325893310099013,-0.09677000950333492,0.0018368852408516823,0.0,-0.023421432500193018,-0.2638378450049913,0.27359193250237124,-0.2638378450049913,0.13747810858143608,0.03067987257870607,242,0.014938529440414072,-0.2638378450049913
V2_M180_S20_YC50_RD25_RT15_RF60x3_RM100_RL200,180,20,0.5,-0.25,0.15,60,3,100,200,0.018884017638535866,-0.5074440451905013,0.03721399003006637,1.6645290015437677,3090,-0.4232419856851376,-0.5074440451905013,0.3579891977794609,-0.10468960225384338,0.0018368852408514602,0.0,0.0027418124377158737,-0.26383784500499063,0.3214505774218863,-0.26383784500499063,0.13747810858143608,0.03413832093746755,256,0.017236687200085976,-0.26383784500499063
V2_M180_S20_YC50_RD25_RT15_RF60x3_RM120_RL180,180,20,0.5,-0.25,0.15,60,3,120,180,0.015312736415425299,-0.43336548582506695,0.035334462287120075,1.5127170279779611,3027,-0.3600650511821799,-0.43336548582506695,0.2836156347261616,-0.09336964500192013,0.0018368852408510161,0.0,-0.06739030237532928,-0.2207363939127308,0.16956608540010643,-0.2207363939127308,0.13733216579100993,0.02604335759436443,242,0.009649915923365393,-0.2207363939127308
V2_M180_S20_YC50_RD25_RT15_RF60x3_RM120_RL200,180,20,0.5,-0.25,0.15,60,3,120,200,0.01575722913425648,-0.5364308102378894,0.029374206017862146,1.5308585277638482,7755,-0.47634063525477144,-0.5364308102378894,0.3080820366000685,-0.10468960225384327,0.00183688524085035,0.0,0.05239464553279927,-0.2207363939127306,0.3868990940517083,-0.2207363939127306,0.13747810858143608,0.03377006448597766,256,0.02025614602162107,-0.2207363939127306
V2_M180_S20_YC50_RD25_RT15_RF60x5_RM100_RL180,180,20,0.5,-0.25,0.15,60,5,100,180,0.02447434448174346,-0.3741782260323052,0.0654082540859297,1.9320348008076593,3027,-0.3067696916737964,-0.3741782260323052,0.3178108894823617,-0.09677000944838221,0.0018368852408510161,0.0,0.029909581040880706,-0.24932939237425444,0.34314286353700174,-0.24932939237425444,0.13660245183887915,0.030504328287258627,238,0.018252717081315817,-0.24932939237425444
V2_M180_S20_YC50_RD25_RT15_RF60x5_RM100_RL200,180,20,0.5,-0.25,0.15,60,5,100,200,0.019154655579946445,-0.5071282364353835,0.037770832313706246,1.6766133661644465,6208,-0.44295981540364815,-0.5071282364353835,0.34292907123679495,-0.10468960225384338,0.0018368852408510161,0.0,0.05750160233790269,-0.24932939237425478,0.3936150718964786,-0.24932939237425478,0.13660245183887915,0.03396277664602011,252,0.020558379262017645,-0.24932939237425478
V2_M180_S20_YC50_RD25_RT15_RF60x5_RM120_RL180,180,20,0.5,-0.25,0.15,60,5,120,180,0.022317282550398332,-0.32249915246421623,0.0692010579868876,1.824243883770341,3027,-0.24436395300910163,-0.32249915246421623,0.245706206972357,-0.09336964494675981,0.0018368852408521263,0.0,-0.01855116963800474,-0.20522724757050437,0.23081420820584841,-0.20522724757050437,0.136456509048453,0.025711600903054445,231,0.012814679619047142,-0.20522724757050437
V2_M180_S20_YC50_RD25_RT15_RF60x5_RM120_RL200,180,20,0.5,-0.25,0.15,60,5,120,200,0.022765077202602235,-0.4444739252407063,0.051218026322407406,1.8461329929894055,3090,-0.3816584422509828,-0.4444739252407063,0.2694500348380191,-0.1046896022538435,0.0018368852408512382,0.0,0.1075067057184449,-0.2052272475705038,0.4595285650084928,-0.2052272475705038,0.13660245183887915,0.03343829066767207,245,0.0234541551139813,-0.2052272475705038
V2_M180_S40_YC15_RD15_RT0_RF40x3_RM100_RL180,180,40,0.15,-0.15,0.0,40,3,100,180,0.059217181410245345,-0.08974811266286709,0.6598153393229651,4.79191801643266,658,0.07815496960252633,-0.07923176023923117,-0.005951504759007076,-0.06561649720295959,0.0018368852408516823,0.0,-0.005222066845863238,-0.07268488166216291,1.5718966564084709,-0.08974811266286709,0.1780502043199066,0.036666974751187374,331,0.05962925411510378,-0.08974811266286709
V2_M180_S40_YC15_RD15_RT0_RF40x3_RM100_RL200,180,40,0.15,-0.15,0.0,40,3,100,200,0.049261423764518586,-0.34894249039557534,0.14117347448478929,3.705128029531165,3049,-0.2813002542043501,-0.34894249039557534,0.12603784185074285,-0.10468960965647955,0.0018368852408516823,0.0,0.016410696437054506,-0.07268488166216158,1.624071276668742,-0.0897481126628672,0.18695271453590193,0.0446082915104249,345,0.06093486118011904,-0.0897481126628672
V2_M180_S40_YC15_RD15_RT0_RF40x3_RM120_RL180,180,40,0.15,-0.15,0.0,40,3,120,180,0.06110889281106302,-0.08974811266286709,0.6808933469232337,5.030557497804977,2422,0.09984035919798684,-0.05797823114798861,0.05630379803858698,-0.07193154560032378,0.00183688524085035,0.0,-0.0009940012076208316,-0.05430506781609912,1.5828278879081217,-0.08974811266286709,0.19030939871570343,0.03859607708408902,332,0.05990484090209347,-0.08974811266286709
V2_M180_S40_YC15_RD15_RT0_RF40x3_RM120_RL200,180,40,0.15,-0.15,0.0,40,3,120,200,0.049040195307941126,-0.36745484922725546,0.13345910500588282,3.6839095516268245,2736,-0.31530229814263344,-0.36745484922725546,0.15775042215870827,-0.1046896074328103,0.0018368852408525704,0.0,0.03171946893635513,-0.05200490410373815,1.6635939915883098,-0.08974811266286709,0.18957968476357268,0.04519536352971179,347,0.06190774812456867,-0.08974811266286709
V2_M180_S40_YC15_RD15_RT0_RF40x5_RM100_RL180,180,40,0.15,-0.15,0.0,40,5,100,180,0.0589184598786594,-0.08974811266286697,0.6564868957187191,4.75524560556534,2422,0.058449062046652456,-0.06927923228648947,0.040909083481833974,-0.06957221785994128,0.0018368852408510161,0.0,-0.008529907911817403,-0.06800494441494798,1.571616611703368,-0.08974811266286697,0.17936368943374198,0.03690879428126858,301,0.059622179485713245,-0.08974811266286697
