strategy,trend_ma,slope_lb,yellow_cap,red_dd,red_target,rec_fast_ma,rec_fast_days,rec_mid_ma,release_ma,CAGR,MDD,Calmar,Final,MaxUnderwaterDays,DotCom_Return,DotCom_MDD,GFC_Return,GFC_MDD,COVID_Return,COVID_MDD,2022_Bear_Return,2022_Bear_MDD,Actual_TQQQ_Era_Return,Actual_TQQQ_Era_MDD,InvestedDayPct,AvgWeight,TradeCount,ActualEra_CAGR,ActualEra_MDD
V2_M150_S20_YC35_RD25_RT15_RF40x3_RM100_RL200,150,20,0.35,-0.25,0.15,40,3,100,200,-0.009006275824914534,-0.7181793267067245,-0.012540427564538256,0.7815997284842883,9379,-0.6928158990303848,-0.7181793267067245,0.2696380118222672,-0.1089841454070476,0.0018368852408512382,0.0,-0.030290255084028828,-0.29254303453943675,0.2764231021624204,-0.29254303453943675,0.15980735551663747,0.04056088378840472,256,0.015076719352079326,-0.29254303453943675
V2_M150_S20_YC35_RD25_RT15_RF40x3_RM120_RL180,150,20,0.35,-0.25,0.15,40,3,120,180,-0.007536967748337231,-0.6673054072974721,-0.01129463011376048,0.8137845466101924,9379,-0.6374208447337686,-0.6673054072974721,0.25050647287827266,-0.1089841454070477,0.0018368852408519043,0.0,-0.10835920852004799,-0.2690562537061746,0.11648465371992955,-0.2690562537061746,0.16024518388791595,0.03447899968023638,235,0.0067786653882337955,-0.2690562537061746
V2_M150_S20_YC35_RD25_RT15_RF40x3_RM120_RL200,150,20,0.35,-0.25,0.15,40,3,120,200,0.0008353316584330805,-0.7171693064289868,0.001164762143255212,1.0230027545213214,9379,-0.677644039650014,-0.7171693064289868,0.250506472878272,-0.1089841454070476,0.0018368852408510161,0.0,0.003669121597857039,-0.2690562537061747,0.3211236276259266,-0.2690562537061747,0.15980735551663747,0.04461395419451193,243,0.017221253988718654,-0.2690562537061747
V2_M150_S20_YC35_RD25_RT15_RF40x5_RM100_RL180,150,20,0.35,-0.25,0.15,40,5,100,180,-0.0030381115809996473,-0.650435640537705,-0.00467088731252194,0.9204670409240997,9379,-0.6262862240914466,-0.650435640537705,0.2974415023658903,-0.1089841454070477,0.0018368852408521263,0.0,-0.07204028153930453,-0.2945263410213742,0.19010653102360098,-0.2945263410213742,0.15980735551663747,0.03628038054617778,221,0.010728255168863443,-0.2945263410213742
V2_M150_S20_YC35_RD25_RT15_RF40x5_RM100_RL200,150,20,0.35,-0.25,0.15,40,5,100,200,-0.0079351863098448,-0.7161356433349961,-0.011080563275542554,0.8049377346101778,9379,-0.6905882872946141,-0.7161356433349961,0.29744150236588984,-0.1089841454070477,0.0018368852408512382,0.0,-0.010351121976202915,-0.29452634102137476,0.2771051547251209,-0.29452634102137476,0.15951546993578516,0.04034191935750646,230,0.01510996745494042,-0.29452634102137476
V2_M150_S20_YC35_RD25_RT15_RF40x5_RM120_RL180,150,20,0.35,-0.25,0.15,40,5,120,180,-0.007075705646608421,-0.6802277750278907,-0.010401965203961722,0.8241490260410023,9379,-0.6515039746628568,-0.6802277750278907,0.2540581755527971,-0.1089841454070476,0.0018368852408516823,0.0,-0.08744582483122343,-0.27032972582664627,0.17306569089548618,-0.27032972582664627,0.16053706946876825,0.03458719585423429,216,0.009834889493267829,-0.27032972582664627
V2_M150_S20_YC35_RD25_RT15_RF40x5_RM120_RL200,150,20,0.35,-0.25,0.15,40,5,120,200,0.002694300191200538,-0.7281548839163916,0.00370017457921755,1.076037337299687,9379,-0.6901648390591575,-0.7281548839163916,0.25405817555280064,-0.1089841454070476,0.0018368852408510161,0.0,0.025354771215266636,-0.27032972582664505,0.4416746487346963,-0.27032972582664505,0.15995329830706362,0.04493626471065765,224,0.022682098650985916,-0.27032972582664505
V2_M150_S20_YC35_RD25_RT15_RF60x3_RM100_RL180,150,20,0.35,-0.25,0.15,60,3,100,180,0.0008448973806456372,-0.6026157767297429,0.0014020498853028723,1.023269097261084,9379,-0.5751627574583049,-0.6026157767297429,0.3065301356053216,-0.1089841454070476,0.0018368852408510161,0.0,-0.09885315739483158,-0.29528834490792333,0.15571921848656411,-0.29528834490792333,0.1579100992410975,0.034865792487997496,200,0.00891290086506391,-0.29528834490792333
V2_M150_S20_YC35_RD25_RT15_RF60x3_RM100_RL200,150,20,0.35,-0.25,0.15,60,3,100,200,-0.0033036248781742605,-0.676926892713574,-0.004880327423440264,0.9138134839301673,9379,-0.6478508093479571,-0.676926892713574,0.3065301356053167,-0.10898414540704782,0.0018368852408519043,0.0,-0.03894676121715135,-0.29528834490792377,0.26502859522851185,-0.29528834490792377,0.15732632807939287,0.038764912545602416,211,0.014518789272672583,-0.29528834490792377
V2_M150_S20_YC35_RD25_RT15_RF60x3_RM120_RL180,150,20,0.35,-0.25,0.15,60,3,120,180,-0.004005427366710612,-0.6392300502634017,-0.006266018571968154,0.8964491665733647,9379,-0.6068235959040801,-0.6392300502634017,0.28684268773585986,-0.10898414540704782,0.001836885240850794,0.0,-0.11979865194962735,-0.27124002526739777,0.10216054118686668,-0.27124002526739777,0.15776415645067135,0.03294869655336742,202,0.005981897722027396,-0.27124002526739777
V2_M150_S20_YC35_RD25_RT15_RF60x3_RM120_RL200,150,20,0.35,-0.25,0.15,60,3,120,200,0.004396663692224578,-0.6933018529855826,0.006341629801350045,1.1269198592096203,9379,-0.6504411368154057,-0.6933018529855826,0.2868426877358563,-0.1089841454070477,0.0018368852408514602,0.0,-0.009207606618513164,-0.2712400252673979,0.3041740677290614,-0.2712400252673979,0.15732632807939287,0.043083651067643836,210,0.016416222026463423,-0.2712400252673979
V2_M150_S20_YC35_RD25_RT15_RF60x5_RM100_RL180,150,20,0.35,-0.25,0.15,60,5,100,180,0.0007429033311017186,-0.6148286292162692,0.0012083095935996149,1.0204326683635736,9379,-0.5882193265672795,-0.6148286292162692,0.2920406910602573,-0.10898414540704748,0.0018368852408519043,0.0,-0.06245974876432636,-0.28921025853176907,0.20239370014919356,-0.28921025853176907,0.15732632807939287,0.03464871222371398,189,0.011364989896032629,-0.28921025853176907
V2_M150_S20_YC35_RD25_RT15_RF60x5_RM100_RL200,150,20,0.35,-0.25,0.15,60,5,100,200,-0.0034051961603278613,-0.6868559336029739,-0.004957657048204493,0.9112804581799699,9379,-0.6586734486648634,-0.6868559336029739,0.29204069106025776,-0.1089841454070477,0.0018368852408516823,0.0,-0.00013399332953156762,-0.28921025853176885,0.3161176080494761,-0.28921025853176885,0.15674255691768826,0.038547832281318896,200,0.016984503005497364,-0.28921025853176885
V2_M150_S20_YC35_RD25_RT15_RF60x5_RM120_RL180,150,20,0.35,-0.25,0.15,60,5,120,180,-0.004329751996145825,-0.6450827297752131,-0.006711932898365734,0.8885323782261886,9379,-0.6132019971164316,-0.6450827297752131,0.24883795440210044,-0.1089841454070476,0.0018368852408512382,0.0,-0.08619777133305151,-0.26481462258664445,0.1442345107925238,-0.26481462258664445,0.15718038528896672,0.032626473985818784,184,0.008295298607596369,-0.26481462258664445
V2_M150_S20_YC35_RD25_RT15_RF60x5_RM120_RL200,150,20,0.35,-0.25,0.15,60,5,120,200,0.004069603099014829,-0.6982773393381811,0.005828061244078105,1.11696772099332,9379,-0.6561119417098451,-0.6982773393381811,0.24883795440210088,-0.10898414540704748,0.0018368852408516823,0.0,0.028614985904828583,-0.26481462258664434,0.35395971876224364,-0.26481462258664434,0.15674255691768826,0.04276142850009433,192,0.01875361815005694,-0.26481462258664434
V2_M150_S20_YC50_RD15_RT0_RF40x3_RM100_RL180,150,20,0.5,-0.15,0.0,40,3,100,180,0.06667359961606012,-0.43152227723787007,0.15450789711908042,5.800785249282356,1803,-0.39647432137410876,-0.43152227723787007,-0.1376121869175505,-0.36942804031266285,0.001836885240850794,0.0,-0.08401862776943303,-0.28832214388187105,3.307611719889713,-0.28832214388187105,0.274810274372446,0.12289865943845843,296,0.09367188456813169,-0.28832214388187105
V2_M150_S20_YC50_RD15_RT0_RF40x3_RM100_RL200,150,20,0.5,-0.15,0.0,40,3,100,200,0.05638899707676148,-0.5189050875556289,0.10866919293928937,4.455367679497292,2856,-0.46980679142114756,-0.5189050875556289,-0.13761218691754917,-0.36942804031266196,0.0018368852408521263,0.0,-0.06180028447905117,-0.28832214388187094,2.7661265122655876,-0.28832214388187094,0.2609457092819615,0.11613000350789333,305,0.08470074142539086,-0.28832214388187094
V2_M150_S20_YC50_RD15_RT0_RF40x3_RM120_RL180,150,20,0.5,-0.15,0.0,40,3,120,180,0.05403434372596627,-0.547061887424821,0.09877190308453328,4.1926466768919575,2351,-0.48649198189286036,-0.547061887424821,-0.07336154455796373,-0.3377003686402966,0.0018368852408516823,0.0,-0.0753537409368007,-0.1934118734642557,2.3882814957281258,-0.1934118734642557,0.2583187390542907,0.10956768554725052,290,0.07769214501461974,-0.1934118734642557
V2_M150_S20_YC50_RD15_RT0_RF40x3_RM120_RL200,150,20,0.5,-0.15,0.0,40,3,120,200,0.06610823072252558,-0.5811906328983547,0.11374620818103817,5.71762325636045,1803,-0.5014098744295818,-0.5811906328983547,-0.07336154455796495,-0.3377003686402966,0.001836885240850572,0.0,0.047920977186062474,-0.20416952041108327,2.863764671959845,-0.20416952041108327,0.2631348511383538,0.11855121174258156,296,0.08640430915298869,-0.20416952041108327
V2_M150_S20_YC50_RD15_RT0_RF40x5_RM100_RL180,150,20,0.5,-0.15,0.0,40,5,100,180,0.06021490639691196,-0.45943564655569713,0.13106276547832502,4.916388253346136,1862,-0.4141605277401622,-0.45943564655569713,-0.14976726783557404,-0.3808516081258273,0.0018368852408514602,0.0,-0.1013314888194431,-0.292507037443698,2.5849650562001543,-0.292507037443698,0.26255107997664917,0.11469171449977936,265,0.08142703778121985,-0.292507037443698
V2_M150_S20_YC50_RD15_RT0_RF40x5_RM100_RL200,150,20,0.5,-0.15,0.0,40,5,100,200,0.04997999483057014,-0.542527789783499,0.09212430362417959,3.774862951229407,2964,-0.4853440035612433,-0.542527789783499,-0.14976726783557615,-0.3808516081258284,0.00183688524085035,0.0,-0.07953309194042768,-0.2946758735151419,2.133296806273262,-0.2946758735151419,0.2486865148861646,0.10779554653831068,274,0.07253487311849494,-0.2946758735151419
V2_M150_S20_YC50_RD15_RT0_RF40x5_RM120_RL180,150,20,0.5,-0.15,0.0,40,5,120,180,0.04846458274651666,-0.5608457259707609,0.08641339409804705,3.629248415826467,2846,-0.4917534950791268,-0.5608457259707609,-0.11759055124224238,-0.3625130923217055,0.0018368852408512382,0.0,-0.06700018421316001,-0.18253341386847544,1.9243407773957149,-0.18253341386847544,0.2459136018680677,0.10115095231765281,260,0.06800589186931694,-0.18253341386847544
V2_M150_S20_YC50_RD15_RT0_RF40x5_RM120_RL200,150,20,0.5,-0.15,0.0,40,5,120,200,0.06669321869344791,-0.5939358635101817,0.11229027036570692,5.803691901577048,2846,-0.5065185356923618,-0.5939358635101817,-0.11759055124224171,-0.3625130923217049,0.0018368852408516823,0.0,0.0573882380320494,-0.18920870312738758,2.91038525000828,-0.18920870312738758,0.2656158785755984,0.11425934435233032,269,0.08720352636197792,-0.18920870312738758
V2_M150_S20_YC50_RD15_RT0_RF60x3_RM100_RL180,150,20,0.5,-0.15,0.0,60,3,100,180,0.05679882692955229,-0.44352860735017474,0.12806124788408177,4.502686029072871,2009,-0.40671965241433194,-0.44352860735017474,-0.16723804371732498,-0.37347847316329097,0.0018368852408514602,0.0,-0.10735194613808319,-0.27320297869362975,2.5604232949867485,-0.27320297869362975,0.2612375948628138,0.11897709331825765,241,0.0809716608061628,-0.27320297869362975
V2_M150_S20_YC50_RD15_RT0_RF60x3_RM100_RL200,150,20,0.5,-0.15,0.0,60,3,100,200,0.046864347465732425,-0.5255679361756451,0.08916896225965797,3.4813612808101166,2861,-0.4750533933321146,-0.5255679361756451,-0.16723804371732598,-0.3734784731632913,0.0018368852408514602,0.0,-0.08569958343785011,-0.27320297869362986,2.1111710842879554,-0.27320297869362986,0.2475189725627554,0.1121196132564717,252,0.07206896035325028,-0.27320297869362986
V2_M150_S20_YC50_RD15_RT0_RF60x3_RM120_RL180,150,20,0.5,-0.15,0.0,60,3,120,180,0.05254593228424742,-0.5397343802068499,0.09735516989692135,4.034344476581921,2372,-0.4702086216658955,-0.5397343802068499,-0.10855147220231409,-0.344186778569332,0.0018368852408510161,0.0,-0.08211571964632869,-0.17507324431803928,2.320345446742814,-0.17507324431803928,0.2596322241681261,0.10997393952070594,246,0.07635465583995393,-0.17507324431803928
V2_M150_S20_YC50_RD15_RT0_RF60x3_RM120_RL200,150,20,0.5,-0.15,0.0,60,3,120,200,0.06499775322436818,-0.5744152510631997,0.1131546439689096,5.557610131941028,1803,-0.48559956118423553,-0.5744152510631997,-0.10855147220231387,-0.344186778569331,0.0018368852408512382,0.0,0.04025748504780591,-0.17507324431803895,2.8247432070029843,-0.17507324431803895,0.2648861646234676,0.11891277343181376,252,0.08572837361908303,-0.17507324431803895
V2_M150_S20_YC50_RD15_RT0_RF60x5_RM100_RL180,150,20,0.5,-0.15,0.0,60,5,100,180,0.04952135629485799,-0.5240215522374488,0.09450251823310213,3.730209132654165,2431,-0.4843247979849189,-0.5240215522374488,-0.19431667832046207,-0.3950279607665984,0.001836885240850572,0.0,-0.04412123596645223,-0.27158675133624166,2.26097721939638,-0.27158675133624166,0.24708114419147695,0.1120462247720964,223,0.07516464316596916,-0.27158675133624166
V2_M150_S20_YC50_RD15_RT0_RF60x5_RM100_RL200,150,20,0.5,-0.15,0.0,60,5,100,200,0.03960749765773164,-0.5941939868057102,0.06665752016551879,2.880493168433596,6492,-0.5437200161067125,-0.5941939868057102,-0.19431667832046107,-0.3950279607665981,0.0018368852408510161,0.0,-0.0209351285114886,-0.271586751336241,1.8459434306897538,-0.271586751336241,0.23336252189141857,0.10499094103221523,234,0.06622791344951828,-0.271586751336241
V2_M150_S20_YC50_RD15_RT0_RF60x5_RM120_RL180,150,20,0.5,-0.15,0.0,60,5,120,180,0.04470434900350817,-0.546074343745351,0.08186495028661335,3.290921998599546,2973,-0.4511114857406028,-0.546074343745351,-0.16696281183204564,-0.37944609916925565,0.0018368852408521263,0.0,-0.005019679625367535,-0.17202068091317335,1.6009074047607585,-0.17561552474181397,0.22942206654991243,0.0979132547629968,215,0.060358248943585435,-0.17561552474181397
V2_M150_S20_YC50_RD15_RT0_RF60x5_RM120_RL200,150,20,0.5,-0.15,0.0,60,5,120,200,0.05864851529856141,-0.580277500327036,0.10106977310943119,4.722338639945163,2973,-0.4670572150800303,-0.580277500327036,-0.16696281183204564,-0.37944609916925587,0.0018368852408516823,0.0,0.12763204240317205,-0.1720206809131738,2.1208172816058957,-0.1720206809131738,0.22956800934033858,0.10203219105281755,223,0.0722724664832477,-0.1720206809131738
V2_M150_S20_YC50_RD15_RT15_RF40x3_RM100_RL180,150,20,0.5,-0.15,0.15,40,3,100,180,0.045595139674826424,-0.6355184297476218,0.07174479533651486,3.368211383921853,5664,-0.6150082235287673,-0.6355184297476218,-0.0719101681318437,-0.4485831389546575,0.0018368852408510161,0.0,-0.12388023029576467,-0.22765974805497646,2.7277949536769204,-0.22765974805497646,0.39258610624635143,0.1293680825376298,329,0.08402058536656698,-0.22765974805497646
V2_M150_S20_YC50_RD15_RT15_RF40x3_RM100_RL200,150,20,0.5,-0.15,0.15,40,3,100,200,0.037732444425681244,-0.7034672848930175,0.05363780979725241,2.7422879900374353,6832,-0.6806533099506903,-0.7034672848930175,-0.07191016813184503,-0.44858313895465807,0.0018368852408512382,0.0,-0.010809840581104124,-0.22765974805497557,2.717399099137604,-0.22765974805497557,0.37697022767075306,0.1270514839946328,337,0.08383498941193368,-0.22765974805497557
V2_M150_S20_YC50_RD15_RT15_RF40x3_RM120_RL180,150,20,0.5,-0.15,0.15,40,3,120,180,0.03899945925680348,-0.6392229629109505,0.06101072946316614,2.834957220277669,6706,-0.6115278427903998,-0.6392229629109505,-0.09763543587648094,-0.4457768682770442,0.0018368852408521263,0.0,-0.11832080674157253,-0.23874612335735435,2.157380870554527,-0.23874612335735435,0.37740805604203154,0.12064514135464292,322,0.07303852625308882,-0.23874612335735435
V2_M150_S20_YC50_RD15_RT15_RF40x3_RM120_RL200,150,20,0.5,-0.15,0.15,40,3,120,200,0.04462161749528981,-0.6927191671961477,0.06441516217300644,3.2838311454217073,6351,-0.653974140091026,-0.6927191671961477,-0.09763543587648105,-0.4457768682770441,0.0018368852408519043,0.0,-0.004532908848005612,-0.23874612335735468,2.436124025003978,-0.23874612335735468,0.37536485697606536,0.12866605735484532,328,0.0786190207912818,-0.23874612335735468
V2_M150_S20_YC50_RD15_RT15_RF40x5_RM100_RL180,150,20,0.5,-0.15,0.15,40,5,100,180,0.0434994035591747,-0.6146174752148099,0.07077475879443808,3.1890888878131336,4153,-0.5929311247883291,-0.6146174752148099,-0.056453566714509074,-0.43814742272490226,0.0018368852408516823,0.0,-0.1451052636308472,-0.2336233890341186,2.0855790207091203,-0.2336233890341186,0.38207822533566843,0.12115612199985835,300,0.07152615984022437,-0.2336233890341186
V2_M150_S20_YC50_RD15_RT15_RF40x5_RM100_RL200,150,20,0.5,-0.15,0.15,40,5,100,200,0.035640273291527746,-0.6864610337527262,0.0519188585209134,2.5956197181244516,6749,-0.6623386696593483,-0.6864610337527262,-0.05645356671451052,-0.4381474227249029,0.0018368852408510161,0.0,-0.03477413728392753,-0.2336233890341186,2.0759700363695943,-0.2336233890341186,0.36646234676007006,0.11871194915527891,308,0.07132126412256357,-0.2336233890341186
V2_M150_S20_YC50_RD15_RT15_RF40x5_RM120_RL180,150,20,0.5,-0.15,0.15,40,5,120,180,0.033692236813650966,-0.6495527852190226,0.0518698981519882,2.465870529684381,6696,-0.622650635937066,-0.6495527852190226,-0.09971676040038802,-0.4352880426004725,0.001836885240850794,0.0,-0.15036607876563846,-0.24812670985305896,1.663035422001096,-0.24812670985305896,0.36762988908347927,0.11268946841793684,298,0.06189409309942984,-0.24812670985305896
V2_M150_S20_YC50_RD15_RT15_RF40x5_RM120_RL200,150,20,0.5,-0.15,0.15,40,5,120,200,0.04702985039414287,-0.7015172781489718,0.06704018825913476,3.496383005517982,5923,-0.6638816044787212,-0.7015172781489718,-0.09971676040038702,-0.43528804260047194,0.0018368852408514602,0.0,-0.04071389571685091,-0.2481267098530594,2.5475883771330228,-0.2481267098530594,0.38032691185055456,0.1251499098662257,307,0.08073233178602046,-0.2481267098530594
V2_M150_S20_YC50_RD15_RT15_RF60x3_RM100_RL180,150,20,0.5,-0.15,0.15,60,3,100,180,0.042137127681003195,-0.5603502765887569,0.07519783507116529,3.077614700994716,2810,-0.5356101875768952,-0.5603502765887569,-0.06585097912756743,-0.4342116213803565,0.001836885240850572,0.0,-0.21419963011539034,-0.2781979992540462,1.8357779934134202,-0.2781979992540462,0.37740805604203154,0.1243528582744465,272,0.0659940121138487,-0.2781979992540462
V2_M150_S20_YC50_RD15_RT15_RF60x3_RM100_RL200,150,20,0.5,-0.15,0.15,60,3,100,200,0.03432429325158859,-0.6418930261724616,0.0534735413099292,2.507268294013073,6727,-0.6143417877715768,-0.6418930261724616,-0.06585097912756888,-0.43421162138035685,0.0018368852408514602,0.0,-0.11278569433493013,-0.2781979992540464,1.8263328492956923,-0.2781979992540464,0.36179217746643316,0.12194592513686975,282,0.06577597788703571,-0.2781979992540464
V2_M150_S20_YC50_RD15_RT15_RF60x3_RM120_RL180,150,20,0.5,-0.15,0.15,60,3,120,180,0.03944086737511143,-0.6077345371591046,0.06489818327502067,2.8679446354604914,5950,-0.577622201850357,-0.6077345371591046,-0.09174419856620919,-0.43133221117580633,0.0018368852408516823,0.0,-0.16547620466483082,-0.24084619178981848,1.9501668347733943,-0.24084619178981848,0.37653239929947463,0.12024832556000305,282,0.0685818141228034,-0.24084619178981848
V2_M150_S20_YC50_RD15_RT15_RF60x3_RM120_RL200,150,20,0.5,-0.15,0.15,60,3,120,200,0.04798750559351106,-0.6658998613811798,0.07206414714365236,3.584537267007967,2973,-0.6237731891494818,-0.6658998613811798,-0.0917441985662103,-0.4313322111758069,0.0018368852408516823,0.0,-0.05777411412011457,-0.24084619178981814,2.46430773080845,-0.24084619178981814,0.37565674255691767,0.12871599273442025,288,0.07915938277371648,-0.24084619178981814
V2_M150_S20_YC50_RD15_RT15_RF60x5_RM100_RL180,150,20,0.5,-0.15,0.15,60,5,100,180,0.0424412482664176,-0.5753979035941961,0.0737598242908261,3.102170448154273,2789,-0.551504578748688,-0.5753979035941961,-0.09081168371836668,-0.4414955093063,0.0018368852408512382,0.0,-0.08405068825938045,-0.24936144122018178,1.8271901550658738,-0.24936144122018178,0.35347343841214246,0.11631338710142217,253,0.0657957963629816,-0.24936144122018178
V2_M150_S20_YC50_RD15_RT15_RF60x5_RM100_RL200,150,20,0.5,-0.15,0.15,60,5,100,200,0.034578573721229855,-0.6541497384669512,0.05286033409149918,2.524111036728165,6751,-0.6275414797540276,-0.6541497384669512,-0.09081168371836612,-0.44149550930629977,0.0018368852408519043,0.0,0.03416002815025876,-0.2493614412201819,1.8142478085404155,-0.2493614412201819,0.3378575598365441,0.11370865028575021,263,0.06549600398518507,-0.2493614412201819
V2_M150_S20_YC50_RD15_RT15_RF60x5_RM120_RL180,150,20,0.5,-0.15,0.15,60,5,120,180,0.032304176669265106,-0.6164934500115369,0.052399870053218854,2.3772548653839003,6721,-0.5870534943684431,-0.6164934500115369,-0.13249949985187115,-0.43865316826402867,0.0018368852408512382,0.0,-0.046943250122915225,-0.21257227978399706,1.4346788104515897,-0.21257227978399706,0.3374197314652656,0.10725984191033824,254,0.056073051750460845,-0.21257227978399706
V2_M150_S20_YC50_RD15_RT15_RF60x5_RM120_RL200,150,20,0.5,-0.15,0.15,60,5,120,200,0.039832117703043624,-0.673359998138962,0.05915426787028034,2.897492501219763,3682,-0.6321739742329364,-0.673359998138962,-0.13249949985187248,-0.438653168264029,0.0018368852408512382,0.0,0.07605650417660903,-0.2125722797839973,1.7880194651602133,-0.2125722797839973,0.3307063631056626,0.11041616800503033,262,0.06488446932459202,-0.2125722797839973
V2_M150_S20_YC50_RD20_RT0_RF40x3_RM100_RL180,150,20,0.5,-0.2,0.0,40,3,100,180,0.027688375955250644,-0.46201018847191877,0.059930228047197186,2.1041010216314144,6346,-0.39647432137410876,-0.43152227723787007,-0.05256464892390478,-0.35389537988727493,0.0018368852408516823,0.0,-0.0791038217653216,-0.2529082934360304,1.2546530415716641,-0.2529082934360304,0.1358727378867484,0.05741609557957539,251,0.0511106433560653,-0.2529082934360304
V2_M150_S20_YC50_RD20_RT0_RF40x3_RM100_RL200,150,20,0.5,-0.2,0.0,40,3,100,200,0.024171395169528598,-0.5274852767805067,0.04582382908781475,1.9165339875590457,6545,-0.46980679142114756,-0.5189050875556289,-0.052564648923904,-0.35389537988727493,0.001836885240850572,0.0,-0.056766263335511824,-0.25290829343603105,1.337713315243088,-0.25290829343603105,0.13704028021015763,0.05925103151664356,260,0.05344473595101218,-0.25290829343603105
V2_M150_S20_YC50_RD20_RT0_RF40x3_RM120_RL180,150,20,0.5,-0.2,0.0,40,3,120,180,0.01973460038218655,-0.547061887424821,0.036073798661213706,1.7027939517441877,6541,-0.48649198189286036,-0.547061887424821,0.008757043094185013,-0.3208637984068361,0.0018368852408516823,0.0,-0.10975288156119045,-0.1896751286359244,1.014126578812712,-0.1896751286359244,0.13412142440163455,0.052516160931415534,245,0.04386544282962612,-0.1896751286359244
V2_M150_S20_YC50_RD20_RT0_RF40x3_RM120_RL200,150,20,0.5,-0.2,0.0,40,3,120,200,0.031415586305257204,-0.5811906328983547,0.05405384141962164,2.3221451864624587,6395,-0.5014098744295818,-0.5811906328983547,0.008757043094184347,-0.32086379840683665,0.0018368852408514602,0.0,0.008935710437682154,-0.2004826133875396,1.2967723106487559,-0.2004826133875396,0.1389375364856976,0.06149968712674658,251,0.052304148742416734,-0.2004826133875396
V2_M150_S20_YC50_RD20_RT0_RF40x5_RM100_RL180,150,20,0.5,-0.2,0.0,40,5,100,180,0.018699176089638003,-0.495637006231608,0.03772756241873513,1.6563238337518926,6884,-0.4141605277401622,-0.45943564655569713,-0.06591844773950539,-0.36560034048513845,0.0018368852408521263,0.0,-0.09559259248747243,-0.25121870863765505,0.8545574745795146,-0.25121870863765505,0.1190893169877408,0.05286357616395988,220,0.03859603557989866,-0.25121870863765505
V2_M150_S20_YC50_RD20_RT0_RF40x5_RM100_RL200,150,20,0.5,-0.2,0.0,40,5,100,200,0.01520079298816901,-0.5570196027956069,0.027289511736890877,1.508180924947459,7388,-0.4853440035612433,-0.542527789783499,-0.06591844773950428,-0.36560034048513745,0.0018368852408519043,0.0,-0.0736549910649209,-0.25351411503782917,0.9222509410200901,-0.25351411503782917,0.12025685931115003,0.05457100007012445,229,0.04088150848891181,-0.25351411503782917
V2_M150_S20_YC50_RD20_RT0_RF40x5_RM120_RL180,150,20,0.5,-0.2,0.0,40,5,120,180,0.011598807585298632,-0.5627486494722713,0.020610991418949905,1.369020014811614,7416,-0.4917534950791268,-0.5608457259707609,-0.03939153280377983,-0.3463072957519526,0.0018368852408510161,0.0,-0.10079839159390802,-0.17202017932765057,0.718096120288668,-0.17559559140528902,0.11719206071220081,0.04775383832772994,215,0.03374043129241877,-0.17559559140528902
V2_M150_S20_YC50_RD20_RT0_RF40x5_RM120_RL200,150,20,0.5,-0.2,0.0,40,5,120,200,0.029186494085416292,-0.5939358635101817,0.04914081785350205,2.1892605472832436,6541,-0.5065185356923618,-0.5939358635101817,-0.039391532803781604,-0.3463072957519533,0.0018368852408521263,0.0,0.019084021518531502,-0.17878131782223428,1.297412729325067,-0.17878131782223428,0.13689433741973148,0.06086223036240743,224,0.052322136797341434,-0.17878131782223428
V2_M150_S20_YC50_RD20_RT0_RF60x3_RM100_RL180,150,20,0.5,-0.2,0.0,60,3,100,180,0.018694846046589886,-0.493520011567541,0.03788062410521197,1.6561320897603184,7080,-0.40671965241433194,-0.44352860735017474,-0.08881107519474196,-0.35804558564580635,0.0018368852408514602,0.0,-0.09688739757457221,-0.23657599654314443,0.8770897928815675,-0.23657599654314443,0.1163164039696439,0.0520045612618019,202,0.039365346202500984,-0.23657599654314443
V2_M150_S20_YC50_RD20_RT0_RF60x3_RM100_RL200,150,20,0.5,-0.2,0.0,60,3,100,200,0.015455908107403937,-0.5518561294760963,0.028007133167256795,1.518537699322951,7183,-0.4750533933321146,-0.5255679361756451,-0.08881107519474307,-0.358045585645807,0.0018368852408510161,0.0,-0.0749812033670485,-0.23657599654314443,0.9451830829553234,-0.23657599654314443,0.11762988908347928,0.0537506730676492,213,0.04163863716669436,-0.23657599654314443
V2_M150_S20_YC50_RD20_RT0_RF60x3_RM120_RL180,150,20,0.5,-0.2,0.0,60,3,120,180,0.018815021031886925,-0.5455209475666947,0.03449000650811237,1.661461653457655,6564,-0.4702086216658955,-0.5397343802068499,-0.033474946784429305,-0.32751510172741827,0.0018368852408516823,0.0,-0.11067499553184157,-0.1707510242732163,0.9880659666307381,-0.1707510242732163,0.12945125510799765,0.05143244729799617,207,0.043032245988802176,-0.1707510242732163
V2_M150_S20_YC50_RD20_RT0_RF60x3_RM120_RL200,150,20,0.5,-0.2,0.0,60,3,120,200,0.03086779880041912,-0.5744152510631997,0.0537377772322116,2.288787229917215,6404,-0.48559956118423553,-0.5744152510631997,-0.03347494678442664,-0.32751510172741716,0.0018368852408519043,0.0,0.007890659356005525,-0.17075102427321776,1.290075512595803,-0.17075102427321776,0.13470519556333918,0.06037128120910398,213,0.05211576679245389,-0.17075102427321776
