strategy,exit_ma,exit_slope_lb,exit_dd,resume_ma,CAGR,MDD,Calmar,Final,MaxUnderwaterDays,DotCom_Return,DotCom_MDD,GFC_Return,GFC_MDD,COVID_Return,COVID_MDD,2022_Bear_Return,2022_Bear_MDD,Actual_TQQQ_Era_Return,Actual_TQQQ_Era_MDD,ActualEra_CAGR,ActualEra_MDD,TradeCount,InvestedDayPct,Cycle22_TroughDate,Cycle22_TroughPx,Cycle22_PeakDate,Cycle22_PeakPx,Cycle22_TheoreticalMult,Cycle22_PortfolioMult,Cycle22_Capture,Cycle22_First25Date,Cycle22_First75Date,Cycle22_WeightAtPeak,Cycle22_MaxWeight,Cycle22_ExitCountBeforePeak
V8_X80S50D15_R100,80,50,-0.15,100,0.26054674886929674,-0.6992207245312605,0.372624465677788,548.143191580484,2241,-0.46089435323709826,-0.5680178961208662,-0.3673129850067708,-0.6460361330156329,0.6475388370201063,-0.6992207245312605,-0.16839664613998384,-0.49034666595960485,390.1051121991206,-0.6992207245312605,0.4419218013031265,-0.6992207245312605,31,0.7705779334500875,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.500719035374251,0.43938104704067826,2023-02-03,2023-02-28,1.0,1.0,0
V8_X80S50D18_R60,80,50,-0.18,60,0.2717472682896067,-0.7126457496284333,0.3813216712950202,697.4828302710121,1094,-0.5187591651446192,-0.6143846209705777,-0.3583297263954285,-0.6410103479420677,0.6475388370201063,-0.6992207245312605,-0.35523660944617974,-0.581053166329307,297.9619165522814,-0.7126457496284333,0.4183644394810191,-0.7126457496284333,26,0.808231173380035,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.878666251487056,0.4762780055569845,2023-01-25,2023-02-28,1.0,1.0000000000000002,0
V8_X80S50D18_R80,80,50,-0.18,80,0.27474978245818815,-0.7179610774225003,0.38268060915578783,743.7509365946647,1080,-0.46089435323709826,-0.5680178961208662,-0.380108965030593,-0.6531949879687973,0.6475388370201063,-0.6992207245312605,-0.32513122628410474,-0.5614916416879021,293.5744185015364,-0.7179610774225003,0.41707929413744727,-0.7179610774225003,22,0.7975773496789259,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.319109938236927,0.42165152546309453,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V8_X80S50D18_R100,80,50,-0.18,100,0.27632204893812506,-0.7179610774225003,0.38487051405367084,769.1446467564011,1080,-0.46089435323709826,-0.5680178961208662,-0.380108965030593,-0.6531949879687973,0.6475388370201063,-0.6992207245312605,-0.32513122628410474,-0.5614916416879021,303.6320023463911,-0.7179610774225003,0.4199992945478459,-0.7179610774225003,22,0.7988908347927612,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.5007190353742565,0.4393810470406788,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V8_X100S20D10_R60,100,20,-0.1,60,0.2115598668452412,-0.6992207245312605,0.30256521213250004,186.22559454376963,1354,-0.5138016678075485,-0.6104122082486889,-0.3776820208058477,-0.6319117305642795,-0.008642176230299503,-0.6992207245312605,-0.02749942948879247,-0.41786163736418136,119.88116333569327,-0.6992207245312605,0.34176355062080765,-0.6992207245312605,55,0.7333625218914186,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.306297359195488,0.3227760684666564,2023-01-25,2023-02-28,1.0000000000000002,1.0000000000000002,0
V8_X100S20D10_R80,100,20,-0.1,80,0.20641411591606595,-0.6992207245312605,0.29520594666933053,165.84148738490666,2241,-0.4553407621561779,-0.5676115825087562,-0.39880441393103727,-0.6444051911290215,-0.008642176230299392,-0.6992207245312605,0.009627144826644063,-0.41786163736418147,114.88778634831853,-0.6992207245312605,0.3382975218522315,-0.6992207245312605,49,0.7162872154115587,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,3.8964057662749507,0.282760551866958,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V8_X100S20D10_R100,100,20,-0.1,100,0.2107098696986851,-0.6992207245312605,0.3013495771881469,182.69965703695016,1357,-0.4553407621561779,-0.5676115825087562,-0.3863943510719594,-0.6370648945055788,0.09137639746854265,-0.6992207245312605,0.00962714482664384,-0.41786163736418136,109.94361759716489,-0.6992207245312605,0.3347246708255325,-0.6992207245312605,52,0.7122008172796264,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.035107826610772,0.2963012896953047,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V8_X100S20D12_R60,100,20,-0.12,60,0.18850017091531912,-0.7196143249711031,0.2619461069273302,110.3397384207284,2284,-0.5138016678075485,-0.6104122082486889,-0.3776820208058478,-0.6319117305642793,-0.008642176230299614,-0.6992207245312605,-0.0940410545001279,-0.41786163736418147,105.28732447254498,-0.6992207245312605,0.3312204633169793,-0.6992207245312605,52,0.7446001167542323,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,6.4101670655391745,0.5281655778194849,2023-01-25,2023-02-28,1.0,1.0,0
V8_X100S20D12_R80,100,20,-0.12,80,0.18345235939054727,-0.7675020163450341,0.2390252474699368,98.26203740782908,3398,-0.4553407621561779,-0.5676115825087562,-0.39880441393103716,-0.6444051911290214,-0.008642176230298726,-0.6992207245312605,-0.05945480011967552,-0.41786163736418147,100.8967919410457,-0.6992207245312605,0.32778166933495534,-0.6992207245312605,46,0.7275248102743724,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.800020257221351,0.46860021917786937,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V8_X100S20D12_R100,100,20,-0.12,100,0.18557597123916159,-0.7324536177203372,0.2533620788395335,103.17928124870487,3405,-0.4553407621561779,-0.5676115825087562,-0.3863943510719601,-0.6370648945055788,0.09137639746854265,-0.6992207245312605,-0.05945480011967419,-0.41786163736418136,91.97953128783983,-0.6992207245312605,0.3203469015676199,-0.6992207245312605,49,0.724314068884997,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.998048960241791,0.4879326987646546,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V8_X100S20D15_R60,100,20,-0.15,60,0.19349700611618337,-0.6992207245312605,0.2767323669444992,123.69710667805852,2247,-0.5138016678075485,-0.6104122082486889,-0.3776820208058469,-0.6319117305642794,-0.008642176230299281,-0.6992207245312605,-0.24570420936141768,-0.5098824812808789,99.54918355905424,-0.6992207245312605,0.32669825619495296,-0.6992207245312605,43,0.7751021599532983,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.593690304524437,0.3508326994712261,2023-01-25,2023-02-28,1.0,1.0000000000000002,0
V8_X100S20D15_R80,100,20,-0.15,80,0.19107889720000548,-0.7244821704681288,0.2637454791696787,117.04944382833494,2470,-0.4553407621561779,-0.5676115825087562,-0.3988044139310374,-0.6444051911290214,-0.008642176230299725,-0.6992207245312605,-0.21690790879755906,-0.4911715570575049,101.42679489949151,-0.6992207245312605,0.3282040851876573,-0.6992207245312605,37,0.7577349678925861,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.156443435753415,0.30814663408792126,2023-02-03,2023-02-28,1.0000000000000002,1.0000000000000002,0
V8_X100S20D15_R100,100,20,-0.15,100,0.2031993320422174,-0.6992207245312605,0.29060827992253374,154.21639110847534,2247,-0.4553407621561779,-0.5676115825087562,-0.38639435107195996,-0.6370648945055792,0.09137639746854265,-0.6992207245312605,-0.21690790879755972,-0.4911715570575055,111.29969668780338,-0.6992207245312605,0.3357192721938158,-0.6992207245312605,37,0.7556917688266199,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.298355888858254,0.32200078533425214,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V8_X100S20D18_R60,100,20,-0.18,60,0.24401204727075232,-0.7126457496284335,0.3424030065400345,382.56805452745544,1092,-0.5138016678075485,-0.6104122082486889,-0.37768202080584823,-0.6319117305642796,-0.008642176230299281,-0.6992207245312605,-0.2352310844186709,-0.5030773763421004,166.35536108461463,-0.7126457496284335,0.36879488791068216,-0.7126457496284335,31,0.8025394045534151,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.610817473942204,0.3525047331112899,2023-01-25,2023-02-28,1.0,1.0,0
V8_X100S20D18_R80,100,20,-0.18,80,0.2465751376032146,-0.7179610774225001,0.34343802938235324,404.6270356186896,890,-0.4553407621561779,-0.5676115825087562,-0.3988044139310367,-0.6444051911290216,-0.008642176230299392,-0.6992207245312605,-0.20603495760967505,-0.49034666595960474,162.55769430768825,-0.7179610774225001,0.36686985335750055,-0.7179610774225001,25,0.792031523642732,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.171940368759411,0.3096595164955047,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V8_X100S20D18_R100,100,20,-0.18,100,0.2525250737604592,-0.7179610774225001,0.35172529779334427,460.6589488797198,862,-0.4553407621561779,-0.5676115825087562,-0.3988044139310367,-0.6444051911290216,0.09137639746854265,-0.6992207245312605,-0.20603495760967538,-0.49034666595960474,185.20682482515278,-0.7179610774225001,0.3777823131550466,-0.7179610774225001,25,0.7946584938704028,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.314381929937653,0.3235653217236688,2023-02-03,2023-02-28,1.0,1.0,0
V8_X100S30D10_R60,100,30,-0.1,60,0.17593115388513247,-0.6993960292004532,0.2515472586915546,82.59818738997413,1372,-0.4805320579934973,-0.5837534705244439,-0.4962397913746247,-0.6993960292004532,0.21782505424969778,-0.6992207245312605,-0.027703184748396503,-0.41786163736418136,65.53666496788037,-0.6992207245312605,0.29353336230666893,-0.6992207245312605,55,0.7486865148861647,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,2.8373871900289878,0.1793742513204749,2023-01-25,2023-02-28,1.0,1.0000000000000002,0
V8_X100S30D10_R80,100,30,-0.1,80,0.17093672563330609,-0.7374789447455646,0.23178522838001897,73.55705474110246,3159,-0.4180707858422532,-0.5380240808956194,-0.513338158323932,-0.7095989728056551,0.2178250542496969,-0.6992207245312605,0.009415610924006446,-0.41786163736418147,62.788158562919065,-0.6992207245312605,0.2901919212272819,-0.6992207245312605,49,0.7316112084063048,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,2.5673126786695177,0.1530083260877624,2023-02-03,2023-02-28,1.0,1.0,0
V8_X100S30D10_R100,100,30,-0.1,100,0.18129566920630724,-0.7036044261301091,0.25766703913937916,93.4995934165651,1380,-0.4180707858422532,-0.5380240808956194,-0.5032923359887995,-0.7036044261301091,0.3406920171366177,-0.6992207245312605,0.00941561092400578,-0.41786163736418147,69.46047455052674,-0.6992207245312605,0.2980857543680795,-0.6992207245312605,49,0.7269410391126678,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,2.6587024310253597,0.1619302171818949,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V8_X100S30D12_R60,100,30,-0.12,60,0.16844127893433058,-0.7710194693294445,0.21846566219764066,69.40464632676465,3466,-0.4805320579934973,-0.5837534705244439,-0.49623979137462504,-0.6993960292004534,0.21782505424969734,-0.6992207245312605,-0.17543168029479506,-0.46422161719055666,76.3003164948776,-0.6992207245312605,0.30548041934803005,-0.6992207245312605,52,0.7572971395213076,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.593690304524432,0.3508326994712256,2023-01-25,2023-02-28,1.0,1.0,0
V8_X100S30D12_R80,100,30,-0.12,80,0.16347866176509473,-0.8101275620744124,0.20179372905976847,61.807668309248946,3559,-0.4180707858422532,-0.5380240808956194,-0.5133381583239315,-0.7095989728056551,0.217825054249698,-0.6992207245312605,-0.14395262729681313,-0.4437675253893324,73.10718357945045,-0.6992207245312605,0.3021081167629882,-0.6992207245312605,46,0.7402218330414477,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.1564434357534115,0.3081466340879209,2023-02-03,2023-02-28,1.0,1.0,0
V8_X100S30D12_R100,100,30,-0.12,100,0.17371105023890432,-0.7815048411903687,0.22227763806851406,78.45439540153515,3482,-0.4180707858422532,-0.5380240808956194,-0.5032923359887989,-0.7036044261301089,0.3406920171366181,-0.6992207245312605,-0.14395262729681224,-0.44376752538933184,80.74389660798418,-0.6992207245312605,0.3099619525861377,-0.6992207245312605,46,0.7352597781669585,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.298355888858254,0.32200078533425214,2023-02-03,2023-02-28,1.0,1.0,0
V8_X100S30D15_R60,100,30,-0.15,60,0.1961547147779601,-0.7286504690336049,0.26920275648503506,131.42282726001076,2473,-0.4805320579934973,-0.5837534705244439,-0.49623979137462515,-0.6993960292004533,0.21782505424969822,-0.6992207245312605,-0.245704209361418,-0.509882481280879,122.51878603927217,-0.6992207245312605,0.343540501952708,-0.6992207245312605,43,0.7783129013426737,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.5936903045244355,0.3508326994712259,2023-01-25,2023-02-28,1.0,1.0000000000000002,0
V8_X100S30D15_R80,100,30,-0.15,80,0.1937312211570208,-0.7749948573196344,0.24997742801423445,124.35997292295828,2542,-0.4180707858422532,-0.5380240808956194,-0.5133381583239316,-0.709598972805655,0.21782505424969778,-0.6992207245312605,-0.21690790879755972,-0.49117155705750526,124.8253216591081,-0.6992207245312605,0.34506544723040466,-0.6992207245312605,37,0.7609457092819615,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.156443435753414,0.3081466340879212,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V8_X100S30D15_R100,100,30,-0.15,100,0.20587864608341366,-0.7296112453059173,0.28217581267828623,163.84824733258333,2478,-0.4180707858422532,-0.5380240808956194,-0.5032923359887992,-0.7036044261301091,0.3406920171366179,-0.6992207245312605,-0.21690790879755928,-0.49117155705750504,136.9536035646594,-0.6992207245312605,0.35267603846724027,-0.6992207245312605,37,0.7589025102159953,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.298355888858257,0.32200078533425247,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V8_X100S30D18_R60,100,30,-0.18,60,0.26069346722484443,-0.7126457496284335,0.36581073746776355,549.8835441799807,1087,-0.4805320579934973,-0.5837534705244439,-0.4962397913746246,-0.6993960292004533,0.6475388370201061,-0.6992207245312605,-0.2352310844186709,-0.5030773763421004,277.12808892955155,-0.7126457496284335,0.41209650484842286,-0.7126457496284335,28,0.8089608873321658,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.6108174739422045,0.35250473311129,2023-01-25,2023-02-28,1.0,1.0000000000000002,0
V8_X100S30D18_R80,100,30,-0.18,80,0.2632909269883019,-0.7179610774225001,0.3667203352214072,581.5899832302274,895,-0.4180707858422532,-0.5380240808956194,-0.5133381583239316,-0.7095989728056551,0.6475388370201063,-0.6992207245312605,-0.20603495760967605,-0.49034666595960463,270.81674164905536,-0.7179610774225001,0.41011057212156277,-0.7179610774225001,22,0.7984530064214828,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.171940368759411,0.3096595164955047,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V8_X100S30D18_R100,100,30,-0.18,100,0.26484906020491006,-0.7179610774225001,0.36889055484139255,601.4470707852864,895,-0.4180707858422532,-0.5380240808956194,-0.5133381583239316,-0.7095989728056551,0.6475388370201063,-0.6992207245312605,-0.20603495760967605,-0.49034666595960463,280.09731558170427,-0.7179610774225001,0.4130162129465589,-0.7179610774225001,22,0.7997664915353182,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.314381929937653,0.3235653217236688,2023-02-03,2023-02-28,1.0,1.0,0
V8_X100S40D10_R60,100,40,-0.1,60,0.21457071171276687,-0.7113948794377378,0.3016197022423836,199.25007851054949,1346,-0.3073498205891392,-0.44498358800208115,-0.49869229721292907,-0.7113948794377378,0.6475388370201063,-0.6992207245312605,-0.22162110864779916,-0.4942340450688345,105.02216153557083,-0.6992207245312605,0.3310165976566031,-0.6992207245312605,51,0.75,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,3.501975983008799,0.24425448877050907,2023-01-25,2023-02-28,1.0000000000000002,1.0000000000000002,0
V8_X100S40D10_R80,100,40,-0.1,80,0.20924751728645097,-0.7211905643098875,0.2901417844903191,176.78352023033395,1380,-0.22693711700116959,-0.3862888694877312,-0.5157074224848456,-0.7211905643098875,0.6475388370201063,-0.6992207245312605,-0.19190540191030792,-0.4749257198283684,100.64258239392016,-0.6992207245312605,0.3275783302980988,-0.6992207245312605,45,0.7329246935201401,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,3.168643099950975,0.2117129881747368,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V8_X100S40D10_R100,100,40,-0.1,100,0.2156477378209165,-0.7154352948055942,0.30142172099506864,204.11882019370896,1354,-0.22693711700116959,-0.3862888694877312,-0.5057105072239627,-0.7154352948055942,0.6475388370201061,-0.6992207245312605,-0.19190540191030825,-0.4749257198283686,100.98518081940104,-0.6992207245312605,0.3278522589377155,-0.6992207245312605,45,0.7269410391126678,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,3.2814386743329136,0.22272461480238515,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V8_X100S40D12_R60,100,40,-0.12,60,0.2050999485496794,-0.7640622627811325,0.268433553835168,160.99074312107373,2988,-0.3073498205891392,-0.44498358800208115,-0.4986922972129293,-0.711394879437738,0.6475388370201063,-0.6992207245312605,-0.22162110864780005,-0.49423404506883495,124.91236485538514,-0.6992207245312605,0.345122479799691,-0.6992207245312605,48,0.7568593111500291,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.154839650020122,0.40561469875449907,2023-01-25,2023-02-28,1.0,1.0000000000000002,0
V8_X100S40D12_R80,100,40,-0.12,80,0.19981826238072276,-0.8043585922645711,0.24841937949361542,142.83813841475578,3405,-0.22693711700116959,-0.3862888694877312,-0.5157074224848459,-0.7211905643098876,0.6475388370201063,-0.6992207245312605,-0.1919054019103077,-0.4749257198283683,119.71115825093807,-0.6992207245312605,0.34164777428239823,-0.6992207245312605,42,0.7397840046701692,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.66418021358227,0.35771425101981263,2023-02-03,2023-02-28,1.0,1.0,0
V8_X100S40D12_R100,100,40,-0.12,100,0.20610632874799095,-0.7748662158662273,0.265989566363509,164.69293996016143,3160,-0.22693711700116959,-0.3862888694877312,-0.5057105072239625,-0.7154352948055942,0.6475388370201061,-0.6992207245312605,-0.19190540191030658,-0.4749257198283675,119.94789823241477,-0.6992207245312605,0.34180895644399945,-0.6992207245312605,42,0.7335084646818447,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.823428201931842,0.37326077754373244,2023-02-03,2023-02-28,1.0,1.0,0
V8_X100S40D15_R60,100,40,-0.15,60,0.2380149142039929,-0.7394816046814918,0.3218672549758831,335.3874301501795,2478,-0.3073498205891392,-0.44498358800208115,-0.49869229721292974,-0.711394879437738,0.6475388370201063,-0.6992207245312605,-0.24570420936141735,-0.5098824812808787,236.55997620911188,-0.6992207245312605,0.39851190968873795,-0.6992207245312605,39,0.7745183887915937,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.4265375598407415,0.43213910766726754,2023-01-25,2023-02-28,1.0,1.0000000000000002,0
V8_X100S40D15_R80,100,40,-0.15,80,0.23533840043590337,-0.783976119285202,0.3001856748525395,316.18849000915867,2543,-0.22693711700116959,-0.3862888694877312,-0.5157074224848454,-0.7211905643098875,0.6475388370201061,-0.6992207245312605,-0.21690790879755917,-0.49117155705750504,240.99606698156745,-0.6992207245312605,0.4000992486110726,-0.6992207245312605,33,0.7571511967308815,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.910016767402532,0.3817139545270628,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V8_X100S40D15_R100,100,40,-0.15,100,0.2435130613303358,-0.7404040307930511,0.3288921334875872,378.41044806842456,2478,-0.22693711700116959,-0.3862888694877312,-0.5057105072239626,-0.7154352948055941,0.6475388370201063,-0.6992207245312605,-0.21690790879756117,-0.49117155705750637,240.006740357942,-0.6992207245312605,0.39974762451142665,-0.6992207245312605,33,0.75379451255108,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.077658294351804,0.39807989718189996,2023-02-03,2023-02-28,1.0,1.0,0
V8_X100S40D18_R60,100,40,-0.18,60,0.2779137197525896,-0.7126457496284334,0.38997456997041113,795.7015080057305,997,-0.3073498205891392,-0.44498358800208115,-0.49869229721292885,-0.7113948794377378,0.6475388370201061,-0.6992207245312605,-0.2352310844186698,-0.5030773763420997,302.3113011018038,-0.7126457496284334,0.4196210643702962,-0.7126457496284334,27,0.8039988324576766,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.028305672206219,0.3932618655247146,2023-01-25,2023-02-28,1.0,1.0000000000000002,0
V8_X100S40D18_R80,100,40,-0.18,80,0.28037231869700974,-0.7211905643098875,0.38876315438943665,838.4667358773994,895,-0.22693711700116959,-0.3862888694877312,-0.5157074224848454,-0.7211905643098875,0.6475388370201061,-0.6992207245312605,-0.20603495760967483,-0.49034666595960474,295.42849051363106,-0.7179610774225,0.4176245493149917,-0.7179610774225,21,0.7934909515469936,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.54969027485776,0.346537212693932,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V8_X100S40D18_R100,100,40,-0.18,100,0.28195151996947,-0.7211905643098875,0.39095286866276663,867.0943048974993,895,-0.22693711700116959,-0.3862888694877312,-0.5157074224848454,-0.7211905643098875,0.6475388370201061,-0.6992207245312605,-0.20603495760967483,-0.49034666595960474,305.5493774952988,-0.7179610774225,0.42054567326544134,-0.7179610774225,21,0.794804436660829,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.705029260640272,0.3617021242742617,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V8_X100S50D10_R60,100,50,-0.1,60,0.18073627958029115,-0.7955380154226748,0.22718748328357977,92.30113078354897,2139,-0.3073498205891392,-0.44498358800208115,-0.633149690446409,-0.7955380154226748,0.6475388370201061,-0.6992207245312605,-0.1904993359934759,-0.49034666595960463,79.36658941972311,-0.6992207245312605,0.3085978522349113,-0.6992207245312605,56,0.7504378283712785,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.04114759947838,0.39451555397016386,2023-01-25,2023-02-28,1.0,1.0,0
V8_X100S50D10_R80,100,50,-0.1,80,0.1795251455054685,-0.830152914590915,0.21625551431561904,89.75683249157322,3562,-0.22693711700116959,-0.3862888694877312,-0.6461928070182308,-0.8028075240748365,0.6475388370201063,-0.6992207245312605,-0.15959551190128396,-0.49034666595960485,83.58580006576342,-0.6992207245312605,0.3127097155401939,-0.6992207245312605,50,0.7342381786339754,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.561309853186803,0.3476715697716032,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V8_X100S50D10_R100,100,50,-0.1,100,0.18415234970110528,-0.8043541940701602,0.2289443519518001,99.85738374358061,3559,-0.22693711700116959,-0.3862888694877312,-0.6385295703965455,-0.7985364616628623,0.6475388370201061,-0.6992207245312605,-0.1595955119012854,-0.49034666595960474,80.69541500597632,-0.6992207245312605,0.3099143034604861,-0.6992207245312605,50,0.7257734967892586,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.717045563450279,0.36287521143405144,2023-02-03,2023-02-28,1.0,1.0,0
V8_X100S50D12_R60,100,50,-0.12,60,0.19051126580699895,-0.8453479857559145,0.22536431033977422,115.53958279433563,3529,-0.3073498205891392,-0.44498358800208115,-0.6331496904464093,-0.7955380154226749,0.6475388370201063,-0.6992207245312605,-0.19049933599347557,-0.49034666595960474,132.4639971294342,-0.6992207245312605,0.3499347991571413,-0.6992207245312605,50,0.756713368359603,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.041147599478382,0.3945155539701641,2023-01-25,2023-02-28,1.0,1.0,0
V8_X100S50D12_R80,100,50,-0.12,80,0.18522080574680233,-0.8719754426551003,0.21241516295782226,102.3407049945948,3599,-0.22693711700116959,-0.3862888694877312,-0.6461928070182306,-0.8028075240748362,0.6475388370201063,-0.6992207245312605,-0.15959551190128507,-0.49034666595960485,126.9508465812509,-0.6992207245312605,0.34644766250969217,-0.6992207245312605,44,0.7396380618797431,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.561309853186801,0.347671569771603,2023-02-03,2023-02-28,1.0,1.0,0
V8_X100S50D12_R100,100,50,-0.12,100,0.19147593792849404,-0.8525293051674931,0.22459748511621605,118.11682286858964,3558,-0.22693711700116959,-0.3862888694877312,-0.6385295703965455,-0.7985364616628623,0.6475388370201061,-0.6992207245312605,-0.15959551190128507,-0.49034666595960474,127.2017851149246,-0.6992207245312605,0.346609421317694,-0.6992207245312605,44,0.7333625218914186,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.717045563450279,0.36287521143405144,2023-02-03,2023-02-28,1.0,1.0,0
V8_X100S50D15_R60,100,50,-0.15,60,0.22426968031174077,-0.8154360254525317,0.27503038044864503,247.44686304062108,2579,-0.3073498205891392,-0.44498358800208115,-0.6331496904464091,-0.7955380154226748,0.6475388370201063,-0.6992207245312605,-0.1909814663502245,-0.49034666595960474,238.51015492598435,-0.6992207245312605,0.39921312813475196,-0.6992207245312605,41,0.7721833041447752,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.041147599478382,0.3945155539701641,2023-01-25,2023-02-28,1.0,1.0,0
V8_X100S50D15_R80,100,50,-0.15,80,0.22154794139955025,-0.8472136217640074,0.2615018641204789,232.89253073744732,3160,-0.22693711700116959,-0.3862888694877312,-0.6461928070182307,-0.8028075240748365,0.6475388370201063,-0.6992207245312605,-0.16009604826113844,-0.49034666595960474,242.98266248020803,-0.6992207245312605,0.4008012629540141,-0.6992207245312605,35,0.7548161120840631,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.5613098531868035,0.3476715697716033,2023-02-03,2023-02-28,1.0000000000000002,1.0000000000000002,0
V8_X100S50D15_R100,100,50,-0.15,100,0.22967631182276937,-0.8162136008442739,0.28139240951779915,279.00062367944116,2579,-0.22693711700116959,-0.3862888694877312,-0.6385295703965449,-0.7985364616628622,0.6475388370201063,-0.6992207245312605,-0.16009604826113966,-0.49034666595960474,241.9852142707999,-0.6992207245312605,0.4004494625488948,-0.6992207245312605,35,0.7514594279042616,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.7170455634502835,0.3628752114340519,2023-02-03,2023-02-28,1.0,1.0,0
V8_X100S50D18_R60,100,50,-0.18,60,0.25480055764992193,-0.8000555137624628,0.31847859713091414,484.0046189072783,1170,-0.3073498205891392,-0.44498358800208115,-0.6412550879743897,-0.8000555137624628,0.6475388370201063,-0.6992207245312605,-0.34994787846002706,-0.5776167164110173,256.8140282001423,-0.7126457496284334,0.40554523235253526,-0.7126457496284334,29,0.8018096906012843,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.02830567220622,0.39326186552471465,2023-01-25,2023-02-28,1.0,1.0,0
