strategy,exit_ma,exit_slope_lb,exit_dd,resume_ma,CAGR,MDD,Calmar,Final,MaxUnderwaterDays,DotCom_Return,DotCom_MDD,GFC_Return,GFC_MDD,COVID_Return,COVID_MDD,2022_Bear_Return,2022_Bear_MDD,Actual_TQQQ_Era_Return,Actual_TQQQ_Era_MDD,ActualEra_CAGR,ActualEra_MDD,TradeCount,InvestedDayPct,Cycle22_TroughDate,Cycle22_TroughPx,Cycle22_PeakDate,Cycle22_PeakPx,Cycle22_TheoreticalMult,Cycle22_PortfolioMult,Cycle22_Capture,Cycle22_First25Date,Cycle22_First75Date,Cycle22_WeightAtPeak,Cycle22_MaxWeight,Cycle22_ExitCountBeforePeak,score
V8_X80S50D18_R100,80,50,-0.18,100,0.27632204893812506,-0.7179610774225003,0.38487051405367084,769.1446467564011,1080,-0.46089435323709826,-0.5680178961208662,-0.380108965030593,-0.6531949879687973,0.6475388370201063,-0.6992207245312605,-0.32513122628410474,-0.5614916416879021,303.6320023463911,-0.7179610774225003,0.4199992945478459,-0.7179610774225003,22,0.7988908347927612,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.5007190353742565,0.4393810470406788,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.840105470460417
V8_X80S50D15_R100,80,50,-0.15,100,0.26054674886929674,-0.6992207245312605,0.372624465677788,548.143191580484,2241,-0.46089435323709826,-0.5680178961208662,-0.3673129850067708,-0.6460361330156329,0.6475388370201063,-0.6992207245312605,-0.16839664613998384,-0.49034666595960485,390.1051121991206,-0.6992207245312605,0.4419218013031265,-0.6992207245312605,31,0.7705779334500875,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.500719035374251,0.43938104704067826,2023-02-03,2023-02-28,1.0,1.0,0,0.8372814224848646
V8_X80S50D18_R60,80,50,-0.18,60,0.2717472682896067,-0.7126457496284333,0.3813216712950202,697.4828302710121,1094,-0.5187591651446192,-0.6143846209705777,-0.3583297263954285,-0.6410103479420677,0.6475388370201063,-0.6992207245312605,-0.35523660944617974,-0.581053166329307,297.9619165522814,-0.7126457496284333,0.4183644394810191,-0.7126457496284333,26,0.808231173380035,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.878666251487056,0.4762780055569845,2023-01-25,2023-02-28,1.0,1.0000000000000002,0,0.8332707135564302
V8_X80S50D15_R60,80,50,-0.15,60,0.25584732693194634,-0.6992207245312605,0.3659035236741013,495.1229672326787,2241,-0.5187591651446192,-0.6143846209705777,-0.35832972639542715,-0.6410103479420677,0.6475388370201063,-0.6992207245312605,-0.20549383981953817,-0.49034666595960474,393.3515031570686,-0.6992207245312605,0.4426527999344936,-0.6992207245312605,35,0.7854640980735552,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.878666251487062,0.47627800555698513,2023-01-25,2023-02-28,1.0,1.0,0,0.8300506565098941
V8_X80S40D18_R80,80,40,-0.18,80,0.28370015994683895,-0.7179610774225003,0.3951469917635789,899.8917862785701,996,-0.28424537094054436,-0.42647013182127613,-0.387781202575219,-0.6297315720308785,0.6475388370201061,-0.6992207245312605,-0.20603495760967505,-0.49034666595960474,270.8167416490556,-0.7179610774225003,0.41011057212156277,-0.7179610774225003,22,0.794804436660829,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.171940368759413,0.309659516495505,2023-02-03,2023-02-28,1.0,1.0,0,0.8295912982397688
V8_X80S40D18_R60,80,40,-0.18,60,0.2806765642800735,-0.7126457496284335,0.3938514534415107,843.9102919386057,1002,-0.3610707709918244,-0.48802986161595185,-0.36627152017320264,-0.6167225688401717,0.6475388370201063,-0.6992207245312605,-0.24145313481595354,-0.507120267658622,274.8652786205,-0.7126457496284335,0.4113893975501617,-0.7126457496284335,26,0.8054582603619381,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.610817473942201,0.3525047331112896,2023-01-25,2023-02-28,1.0,1.0000000000000002,0,0.8291742097305002
V8_X80S50D18_R80,80,50,-0.18,80,0.27474978245818815,-0.7179610774225003,0.38268060915578783,743.7509365946647,1080,-0.46089435323709826,-0.5680178961208662,-0.380108965030593,-0.6531949879687973,0.6475388370201063,-0.6992207245312605,-0.32513122628410474,-0.5614916416879021,293.5744185015364,-0.7179610774225003,0.41707929413744727,-0.7179610774225003,22,0.7975773496789259,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.319109938236927,0.42165152546309453,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.8264654712159418
V8_X80S50D15_R80,80,50,-0.15,80,0.25177217002385377,-0.7312925785137645,0.3442837756340158,453.17611385135524,2277,-0.46089435323709826,-0.5680178961208662,-0.3801089650305941,-0.6531949879687973,0.6475388370201061,-0.6992207245312605,-0.16839664613998429,-0.49034666595960474,387.5640889226286,-0.6992207245312605,0.4413456475012971,-0.6992207245312605,31,0.7711617046117922,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.319109938236925,0.4216515254630943,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.7908087385665301
V8_X120S30D18_R100,120,30,-0.18,100,0.2656051688586978,-0.7969332066724248,0.33328410290208094,611.3168373469089,1170,-0.2517738759391892,-0.40045091868371596,-0.6472315057079496,-0.7969332066724248,0.6475388370201063,-0.6992207245312605,-0.20603495760967583,-0.49034666595960474,305.549377495298,-0.7179610774225003,0.4205456732654411,-0.7179610774225003,25,0.7894045534150613,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.7050292606402655,0.36170212427426107,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.7768600261546883
V8_X120S30D18_R60,120,30,-0.18,60,0.26232653523627003,-0.7898203252033624,0.33213444484190296,569.6176605525505,1168,-0.34423044073935527,-0.47453580653386795,-0.6348749778640728,-0.7898203252033624,0.6475388370201063,-0.6992207245312605,-0.20605764390561532,-0.49034666595960474,313.88163825770744,-0.7126457496284335,0.42288339041323963,-0.7126457496284335,37,0.7981611208406305,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.028305672206219,0.3932618655247146,2023-01-25,2023-02-28,1.0,1.0000000000000002,0,0.7716097193515898
V8_X100S30D18_R100,100,30,-0.18,100,0.26484906020491006,-0.7179610774225001,0.36889055484139255,601.4470707852864,895,-0.4180707858422532,-0.5380240808956194,-0.5133381583239316,-0.7095989728056551,0.6475388370201063,-0.6992207245312605,-0.20603495760967605,-0.49034666595960463,280.09731558170427,-0.7179610774225001,0.4130162129465589,-0.7179610774225001,22,0.7997664915353182,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.314381929937653,0.3235653217236688,2023-02-03,2023-02-28,1.0,1.0,0,0.7685065598899307
V8_X120S30D18_R80,120,30,-0.18,80,0.2640461042123674,-0.7969332066724248,0.33132777251795725,591.1338943204674,1170,-0.2517738759391892,-0.40045091868371596,-0.6472315057079496,-0.7969332066724248,0.6475388370201063,-0.6992207245312605,-0.20603495760967583,-0.49034666595960474,295.4284905136302,-0.7179610774225003,0.4176245493149915,-0.7179610774225003,25,0.7880910683012259,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.549690274857753,0.34653721269393134,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.7641492967452075
V8_X80S40D15_R100,80,40,-0.15,100,0.25648224392391494,-0.6992207245312605,0.36681155881907535,501.9862308862963,2162,-0.28424537094054436,-0.42647013182127613,-0.28625134121636087,-0.5683265607581136,0.6475388370201063,-0.6992207245312605,-0.21690790879756028,-0.4911715570575057,238.1358041744959,-0.6992207245312605,0.3990789409167914,-0.6992207245312605,31,0.7694103911266783,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.298355888858252,0.32200078533425197,2023-02-03,2023-02-28,1.0,1.0,0,0.7629351889204767
V8_X100S30D18_R60,100,30,-0.18,60,0.26069346722484443,-0.7126457496284335,0.36581073746776355,549.8835441799807,1087,-0.4805320579934973,-0.5837534705244439,-0.4962397913746246,-0.6993960292004533,0.6475388370201061,-0.6992207245312605,-0.2352310844186709,-0.5030773763421004,277.12808892955155,-0.7126457496284335,0.41209650484842286,-0.7126457496284335,28,0.8089608873321658,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.6108174739422045,0.35250473311129,2023-01-25,2023-02-28,1.0,1.0000000000000002,0,0.7609202740686427
V8_X100S30D18_R80,100,30,-0.18,80,0.2632909269883019,-0.7179610774225001,0.3667203352214072,581.5899832302274,895,-0.4180707858422532,-0.5380240808956194,-0.5133381583239316,-0.7095989728056551,0.6475388370201063,-0.6992207245312605,-0.20603495760967605,-0.49034666595960463,270.81674164905536,-0.7179610774225001,0.41011057212156277,-0.7179610774225001,22,0.7984530064214828,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.171940368759411,0.3096595164955047,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.7562574260285578
V8_X110S20D18_R100,110,20,-0.18,100,0.2658697490886739,-0.7179610774225001,0.3703122041701112,614.8072073563428,875,-0.22223753493752263,-0.3825580141011322,-0.40296302263596884,-0.7011310858465596,0.02713243191752901,-0.6992207245312605,-0.20603495760967494,-0.49034666595960474,174.245744058537,-0.7179610774225001,0.37266676641012,-0.7179610774225001,24,0.7885288966725044,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.314381929937652,0.32356532172366875,2023-02-03,2023-02-28,1.0,1.0,0,0.753732159614511
V8_X80S40D15_R60,80,40,-0.15,60,0.25179797479523414,-0.6992207245312605,0.3601122878101661,453.4306290108806,2162,-0.3610707709918244,-0.48802986161595185,-0.2761171221895633,-0.5621974099324104,0.6475388370201063,-0.6992207245312605,-0.25184105191371153,-0.5138700072379756,240.12076496426596,-0.6992207245312605,0.39978821987357027,-0.6992207245312605,35,0.7842965557501459,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.593690304524435,0.3508326994712258,2023-01-25,2023-02-28,1.0,1.0,0,0.7498548748359151
V8_X110S30D18_R100,110,30,-0.18,100,0.260898512559,-0.7976496031002274,0.3270841125538894,552.3246830494257,1198,-0.22223753493752263,-0.3825580141011322,-0.665614441096202,-0.7976496031002274,0.6475388370201058,-0.6992207245312605,-0.20603495760967538,-0.49034666595960474,280.09731558170455,-0.7179610774225003,0.4130162129465591,-0.7179610774225003,23,0.7883829538820782,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.314381929937657,0.3235653217236692,2023-02-03,2023-02-28,1.0,1.0,0,0.7458947150113036
V8_X100S40D15_R100,100,40,-0.15,100,0.2435130613303358,-0.7404040307930511,0.3288921334875872,378.41044806842456,2478,-0.22693711700116959,-0.3862888694877312,-0.5057105072239626,-0.7154352948055941,0.6475388370201063,-0.6992207245312605,-0.21690790879756117,-0.49117155705750637,240.006740357942,-0.6992207245312605,0.39974762451142665,-0.6992207245312605,33,0.75379451255108,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.077658294351804,0.39807989718189996,2023-02-03,2023-02-28,1.0,1.0,0,0.743327775919492
V8_X100S50D18_R100,100,50,-0.18,100,0.25877009081279945,-0.8068220169097162,0.32072760210974255,527.4853699533434,1194,-0.22693711700116959,-0.3862888694877312,-0.6533957007112599,-0.8068220169097162,0.6475388370201061,-0.6992207245312605,-0.3251312262841072,-0.5614916416879037,259.56638696684195,-0.7179610774225001,0.4064606735621501,-0.7179610774225001,23,0.7926152948044367,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.705029260640267,0.3617021242742613,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.7402638956046798
V8_X110S30D18_R60,110,30,-0.18,60,0.25686968892765494,-0.7905618150636868,0.32492043510470053,506.21932346555474,1194,-0.3039326085980587,-0.4422453966398282,-0.6539018178431619,-0.7905618150636868,0.6475388370201063,-0.6992207245312605,-0.2352310844186709,-0.5030773763421004,277.1280889295514,-0.7126457496284336,0.41209650484842286,-0.7126457496284336,29,0.7975773496789259,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.610817473942201,0.3525047331112896,2023-01-25,2023-02-28,1.0,1.0000000000000002,0,0.7368086071132026
V8_X80S40D15_R80,80,40,-0.15,80,0.2477359578166376,-0.6992207245312605,0.354302939150886,415.0159535212227,2254,-0.28424537094054436,-0.42647013182127613,-0.3006867782703745,-0.5770570777032316,0.6475388370201063,-0.6992207245312605,-0.2169079087975596,-0.49117155705750537,236.58213068443783,-0.6992207245312605,0.3985199059884479,-0.6992207245312605,31,0.7699941622883829,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.1564434357534115,0.3081466340879209,2023-02-03,2023-02-28,1.0,1.0,0,0.7355496788020555
V8_X110S30D18_R80,110,30,-0.18,80,0.25934524591477937,-0.7976496031002274,0.3251368080756028,534.0893966495557,1198,-0.22223753493752263,-0.3825580141011322,-0.665614441096202,-0.7976496031002274,0.6475388370201058,-0.6992207245312605,-0.20603495760967538,-0.49034666595960474,270.8167416490557,-0.7179610774225003,0.41011057212156277,-0.7179610774225003,23,0.7870694687682428,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.171940368759416,0.30965951649550527,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.733657747580899
V8_X100S50D18_R60,100,50,-0.18,60,0.25480055764992193,-0.8000555137624628,0.31847859713091414,484.0046189072783,1170,-0.3073498205891392,-0.44498358800208115,-0.6412550879743897,-0.8000555137624628,0.6475388370201063,-0.6992207245312605,-0.34994787846002706,-0.5776167164110173,256.8140282001423,-0.7126457496284334,0.40554523235253526,-0.7126457496284334,29,0.8018096906012843,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.02830567220622,0.39326186552471465,2023-01-25,2023-02-28,1.0,1.0,0,0.7322700757117264
V8_X100S40D15_R60,100,40,-0.15,60,0.2380149142039929,-0.7394816046814918,0.3218672549758831,335.3874301501795,2478,-0.3073498205891392,-0.44498358800208115,-0.49869229721292974,-0.711394879437738,0.6475388370201063,-0.6992207245312605,-0.24570420936141735,-0.5098824812808787,236.55997620911188,-0.6992207245312605,0.39851190968873795,-0.6992207245312605,39,0.7745183887915937,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.4265375598407415,0.43213910766726754,2023-01-25,2023-02-28,1.0,1.0000000000000002,0,0.7287886646447748
V8_X100S50D18_R80,100,50,-0.18,80,0.25721944611354153,-0.8068220169097162,0.31880568542085846,510.07016638189623,1194,-0.22693711700116959,-0.3862888694877312,-0.6533957007112599,-0.8068220169097162,0.6475388370201061,-0.6992207245312605,-0.3251312262841072,-0.5614916416879037,250.9636523103236,-0.7179610774225001,0.40356851315067677,-0.7179610774225001,23,0.7913018096906013,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.549690274857756,0.3465372126939317,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.7276089723096516
V8_X110S40D18_R100,110,40,-0.18,100,0.25390472081583226,-0.8405168855334043,0.30208164188718306,474.680749851813,1595,-0.22223753493752263,-0.3825580141011322,-0.7364816025639084,-0.8405168855334043,0.6475388370201063,-0.6992207245312605,-0.2060349576096745,-0.49034666595960474,305.5493774952987,-0.7179610774225003,0.42054567326544134,-0.7179610774225003,23,0.7913018096906013,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.70502926064027,0.3617021242742615,2023-02-03,2023-02-28,1.0,1.0,0,0.7272164635905027
V8_X110S20D18_R60,110,20,-0.18,60,0.2573846171165248,-0.7126457496284333,0.36116768710221414,511.89850141630126,997,-0.3039326085980587,-0.4422453966398282,-0.381986737981892,-0.6906306316783493,-0.06699853983383319,-0.6992207245312605,-0.23523108441867036,-0.5030773763420999,156.50397335327318,-0.7126457496284333,0.3637127104386191,-0.7126457496284333,30,0.7964098073555166,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.610817473942203,0.3525047331112898,2023-01-25,2023-02-28,1.0,1.0000000000000002,0,0.7228892102830023
V8_X110S20D18_R80,110,20,-0.18,80,0.25985642101384987,-0.7179610774225001,0.3619366413939061,540.0255837742478,959,-0.22223753493752263,-0.3825580141011322,-0.40296302263596884,-0.7011310858465596,-0.06699853983383275,-0.6992207245312605,-0.2060349576096755,-0.49034666595960474,152.92985655796335,-0.7179610774225001,0.3617948233166013,-0.7179610774225001,24,0.7859019264448336,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.171940368759412,0.3096595164955048,2023-02-03,2023-02-28,1.0,1.0,0,0.7207854758853711
V8_X110S40D18_R60,110,40,-0.18,60,0.24989824375177005,-0.834930622654432,0.2993042020153572,435.05672555757263,1594,-0.3039326085980587,-0.4422453966398282,-0.7272512646284659,-0.834930622654432,0.6475388370201063,-0.6992207245312605,-0.23523108441867024,-0.5030773763421001,302.3113011018036,-0.7126457496284333,0.4196210643702962,-0.7126457496284333,29,0.8004962054874489,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.028305672206222,0.3932618655247148,2023-01-25,2023-02-28,1.0,1.0000000000000002,0,0.7182716177695275
V8_X110S40D18_R80,110,40,-0.18,80,0.25236006963377866,-0.8405168855334043,0.30024390226690956,459.00891825040253,1595,-0.22223753493752263,-0.3825580141011322,-0.7364816025639084,-0.8405168855334043,0.6475388370201063,-0.6992207245312605,-0.2060349576096745,-0.49034666595960474,295.42849051363083,-0.7179610774225003,0.4176245493149917,-0.7179610774225003,23,0.7899883245767659,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.549690274857758,0.34653721269393184,2023-02-03,2023-02-28,1.0,1.0,0,0.7145417678417139
V8_X80S30D18_R100,80,30,-0.18,100,0.2575735239187398,-0.7179610774225001,0.35875694660696056,513.9973154482034,1035,-0.35837306589580487,-0.485868206789998,-0.35177686280327625,-0.6079817478918785,0.02713243191752812,-0.6992207245312605,-0.20603495760967583,-0.49034666595960485,174.24574405853681,-0.7179610774225001,0.37266676641011975,-0.7179610774225001,28,0.7946584938704028,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.314381929937654,0.3235653217236689,2023-02-03,2023-02-28,1.0,1.0,0,0.7123295581519022
V8_X120S50D15_R100,120,50,-0.15,100,0.21287342735077996,-0.8872634970741438,0.23992131768381686,191.80372043078307,3599,-0.2517738759391892,-0.40045091868371596,-0.7958190661998792,-0.8764201546821021,0.6475388370201065,-0.6992207245312605,-0.2296411092914361,-0.4994451875203353,304.54223037037826,-0.6992207245312605,0.42025907604460877,-0.6992207245312605,34,0.7586106246351431,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.875056296630211,0.6711748523590747,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.7033205508286342
V8_X120S50D15_R60,120,50,-0.15,60,0.2078599651742261,-0.8867865241815417,0.23439684693683202,171.3409132346129,3599,-0.34423044073935527,-0.47453580653386795,-0.7927801760943831,-0.8745808763411433,0.6475388370201061,-0.6992207245312605,-0.22966312107890996,-0.4994594900827958,309.1154077419834,-0.6992207245312605,0.4215533787287764,-0.6992207245312605,46,0.778604786923526,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,8.347612493403881,0.7173079779534633,2023-01-25,2023-02-28,1.0,1.0,0,0.6939320100871877
V8_X100S40D15_R80,100,40,-0.15,80,0.23533840043590337,-0.783976119285202,0.3001856748525395,316.18849000915867,2543,-0.22693711700116959,-0.3862888694877312,-0.5157074224848454,-0.7211905643098875,0.6475388370201061,-0.6992207245312605,-0.21690790879755917,-0.49117155705750504,240.99606698156745,-0.6992207245312605,0.4000992486110726,-0.6992207245312605,33,0.7571511967308815,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.910016767402532,0.3817139545270628,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.69362034400311
V8_X120S20D18_R100,120,20,-0.18,100,0.25037727201052795,-0.752319840143121,0.33280695078159345,439.6210012270885,1097,-0.2517738759391892,-0.40045091868371596,-0.5562331837491058,-0.752319840143121,0.027132431917528343,-0.6992207245312605,-0.2060349576096755,-0.49034666595960474,174.24574405853693,-0.7179610774224999,0.37266676641011975,-0.7179610774224999,28,0.7841506129597198,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.314381929937653,0.3235653217236688,2023-02-03,2023-02-28,1.0,1.0,0,0.6925250665062879
V8_X100S20D18_R100,100,20,-0.18,100,0.2525250737604592,-0.7179610774225001,0.35172529779334427,460.6589488797198,862,-0.4553407621561779,-0.5676115825087562,-0.3988044139310367,-0.6444051911290216,0.09137639746854265,-0.6992207245312605,-0.20603495760967538,-0.49034666595960474,185.20682482515278,-0.7179610774225001,0.3777823131550466,-0.7179610774225001,25,0.7946584938704028,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.314381929937653,0.3235653217236688,2023-02-03,2023-02-28,1.0,1.0,0,0.6894984137063616
