n_windows,start_year_min,start_year_max,V7_STRICT_XIRR_min,V7_STRICT_XIRR_median,V7_STRICT_XIRR_max,V7_STRICT_FinalToContributed_min,V7_STRICT_FinalToContributed_median,V7_STRICT_FinalToContributed_max,V7_STRICT_MDD_worst,V7_STRICT_MDD_median,V7_STATE_DCA_XIRR_min,V7_STATE_DCA_XIRR_median,V7_STATE_DCA_XIRR_max,V7_STATE_DCA_FinalToContributed_min,V7_STATE_DCA_FinalToContributed_median,V7_STATE_DCA_FinalToContributed_max,V7_STATE_DCA_MDD_worst,V7_STATE_DCA_MDD_median,CASH_XIRR_min,CASH_XIRR_median,CASH_XIRR_max,CASH_FinalToContributed_min,CASH_FinalToContributed_median,CASH_FinalToContributed_max,CASH_MDD_worst,CASH_MDD_median,QQQ_DCA_XIRR_min,QQQ_DCA_XIRR_median,QQQ_DCA_XIRR_max,QQQ_DCA_FinalToContributed_min,QQQ_DCA_FinalToContributed_median,QQQ_DCA_FinalToContributed_max,QQQ_DCA_MDD_worst,QQQ_DCA_MDD_median,TQQQ_DCA_XIRR_min,TQQQ_DCA_XIRR_median,TQQQ_DCA_XIRR_max,TQQQ_DCA_FinalToContributed_min,TQQQ_DCA_FinalToContributed_median,TQQQ_DCA_FinalToContributed_max,TQQQ_DCA_MDD_worst,TQQQ_DCA_MDD_median,STRICT_beats_CASH_XIRR_fraction,STRICT_beats_QQQ_XIRR_fraction,STATE_DCA_beats_CASH_XIRR_fraction,STATE_DCA_beats_QQQ_XIRR_fraction,STRICT_vs_STATE_XIRR_win_fraction,STRICT_Starter_median,STRICT_Full_median
21,1986,2006,0.0766336492169023,0.2795501034683605,0.37630730492027364,2.2948245071178928,28.13010128055474,94.1364122901785,-0.5796059255425261,-0.5144553787630909,0.07533102829137417,0.28380236897005484,0.3988471789152809,2.2606360705574042,29.68290291955715,124.10197809808317,-0.6649269914872529,-0.5643162033319395,0.008562019967012738,0.01670688199909811,0.039736410985599435,1.0906857770256515,1.1863820003891878,1.5163359966162313,0.0,0.0,0.06584427686972344,0.11291794184441242,0.1795336725099131,2.0281629552827822,3.5166662347122437,7.979188913128387,-0.8299316689643199,-0.8296445912090163,-0.3162505694178851,0.1364500672584955,0.36497828593148196,0.12945519231371896,4.679505634736129,81.86070252217817,-0.9997774537265426,-0.9997763900974709,1.0,0.8571428571428571,1.0,0.8571428571428571,0.23809523809523808,4.0,2.0
