core,core_pct,CAGR,MDD,Calmar,Final,MaxUnderwaterDays,DotCom_Return,DotCom_MDD,GFC_Return,GFC_MDD,COVID_Return,COVID_MDD,2022_Bear_Return,2022_Bear_MDD,Actual_TQQQ_Era_Return,Actual_TQQQ_Era_MDD,FinalMultiple,ActualEra_CAGR,ActualEra_MDD
SPY,0.4,0.05929784653910963,-0.21588127900813414,0.27467803976126787,4.868979230552235,1644,-0.08940672567034391,-0.1618943956148554,-0.14035618764463076,-0.21355105091681248,0.056746402668942375,-0.21588127900813414,-0.05450064316192327,-0.17385131309679602,2.9984811465153443,-0.21588127900813414,4.868979230552235,0.08734373751903246,-0.21588127900813414
SPY,0.6,0.07012439046792451,-0.32821330415372374,0.21365492982905007,6.438488413391236,1952,-0.18412025595074655,-0.2697994739305454,-0.2206882414404734,-0.32821330415372374,0.07089481149171006,-0.2698354598443191,-0.07077705090239361,-0.20758642916108272,4.610037781466923,-0.2698354598443191,6.438488413391236,0.10982105255455155,-0.2698354598443191
SPY,0.8,0.07865399990891064,-0.440978939050936,0.17836225938179234,8.00799759623025,2212,-0.2772148629269844,-0.37332884839812086,-0.3001040255986531,-0.440978939050936,0.08110755717509655,-0.30832812872722837,-0.08146510247697514,-0.22953882094471856,6.431060172312497,-0.30832812872722837,8.00799759623025,0.12883224561300044,-0.30832812872722837
QQQ,0.4,0.07702498363098886,-0.4534727395353849,0.16985581913899928,7.6822449068527465,5021,-0.4145540528648599,-0.4534727395353849,-0.08592986252574253,-0.17736572124499506,0.23162004989626594,-0.20282051711120164,-0.12461355470819435,-0.2813812421952617,5.584868732311551,-0.2813812421952617,7.6822449068527465,0.12061673694083108,-0.2813812421952617
QQQ,0.6,0.08993604925626242,-0.6137000942016597,0.14654723065222433,10.658386927842004,5260,-0.5690610318807205,-0.6137000942016597,-0.1486592152771402,-0.2869464690588427,0.2779901670469296,-0.2417652251846193,-0.14392036860516477,-0.31646894418645866,8.9509824261084,-0.31646894418645866,10.658386927842004,0.14892493640642224,-0.31646894418645866
QQQ,0.8,0.09974811046483523,-0.7348393643334037,0.135741381458681,13.634528948831274,5355,-0.686789986621538,-0.7348393643334037,-0.21801304735083615,-0.40545854781206603,0.3089809158777155,-0.2674189194488511,-0.15548180153063407,-0.3373438237552935,12.9765829371907,-0.3373438237552935,13.634528948831274,0.172750997204002,-0.3373438237552935
SPY_QQQ_50_50,0.4,0.07026262620298396,-0.3084567519723044,0.22778760962020594,6.461380860426411,2748,-0.25358445437633326,-0.3084567519723044,-0.1155363581449308,-0.1994546075044531,0.14020163412530273,-0.21300171571304938,-0.08960759605199464,-0.22959464597485446,4.320626618383525,-0.22959464597485446,6.461380860426411,0.10627501404727546,-0.22959464597485446
SPY_QQQ_50_50,0.6,0.08248368997090672,-0.45745900373246606,0.18030837582802353,8.827090858202503,4382,-0.39117524159035055,-0.45745900373246606,-0.18712760719220523,-0.3105837708053446,0.17016370872824682,-0.2572967522488304,-0.10711585004199464,-0.26313767004055244,6.724661961564245,-0.26313767004055244,8.827090858202503,0.13147824234981464,-0.26313767004055244
SPY_QQQ_50_50,0.8,0.0918784001274886,-0.582391445694518,0.15776055916810566,11.192800855978604,4762,-0.5089580519639646,-0.582391445694518,-0.2602936303653224,-0.42296296458936455,0.19060166110583432,-0.28712675530547604,-0.11791513792151975,-0.28367648478656704,9.45051402208461,-0.28712675530547604,11.192800855978604,0.15233009376328188,-0.28712675530547604
