date,desired_budget,funded_budget,actual_budget_pct
2000-08-28,0.21764485802618536,0.21576342452845276,0.14870332326148528
2001-12-24,0.1374585956670234,0.1374585956670234,0.15
2002-11-15,0.10879632587621964,0.10879632587621964,0.15
2009-04-01,0.13804137792732027,0.13804137792732027,0.15
2020-05-11,1.4135238224970532,1.4135238224970532,0.15
2023-02-03,1.9396559856001159,1.9396559856001159,0.15
