core,core_pct,initial_cash_pct,budget_pct,ratchet,CAGR,MDD,Calmar,Final,MaxUnderwaterDays,DotCom_Return,DotCom_MDD,GFC_Return,GFC_MDD,COVID_Return,COVID_MDD,2022_Bear_Return,2022_Bear_MDD,Actual_TQQQ_Era_Return,Actual_TQQQ_Era_MDD,FinalMultiple,ActualEra_CAGR,ActualEra_MDD,Max_TQQQ_Weight,Avg_TQQQ_Weight,Min_Reserve_Cash_Pct,RatchetTrades,Avg_Actual_Funding_Pct,Min_Actual_Funding_Pct,Baseline_CAGR,Baseline_MDD,CAGR_Increment,MDD_Change
SPY,0.6,0.4,0.2,BAL,0.12988154683847597,-0.450297084029776,0.2884352385233024,28.65623231740191,1210,-0.2433737900241727,-0.3344602540708428,-0.27129126428837524,-0.4375471435134668,0.2558753007442338,-0.08366038989658386,-0.13237016613777342,-0.2483309920843465,17.271528795499837,-0.450297084029776,28.65623231740191,0.19189278296033985,-0.450297084029776,0.7800860039947015,0.28499162663863437,0.092754107142006,4,0.19999999999999998,0.2,0.07012439046792451,-0.32821330415372374,0.059757156370551456,-0.12208377987605223
SPY,0.6,0.4,0.25,NONE,0.15773362515832656,-0.5164549132726324,0.3054160607337668,55.951942703087774,1162,-0.2577808671217995,-0.3533293183121311,-0.2778684087719979,-0.45616200480253755,0.3082907244494171,-0.05208836603804168,-0.2090621344718484,-0.33070742350093874,32.271151826246815,-0.5164549132726324,55.951942703087774,0.23584568369167314,-0.5164549132726324,0.9214781476239794,0.3920286548237288,0.014237509035244324,0,0.25,0.25,0.07012439046792451,-0.32821330415372374,0.08760923469040205,-0.18824160911890864
SPY,0.6,0.4,0.25,MILD,0.15084663824762257,-0.4799346657622682,0.3143066108967908,47.49143550323972,1134,-0.2577808671217995,-0.3533293183121311,-0.2778684087719979,-0.45616200480253755,0.3098372315039908,-0.058533059497472784,-0.20936116196052135,-0.33237980423398694,27.24021266713761,-0.4799346657622682,47.49143550323972,0.22366434659010737,-0.4799346657622682,0.8492289188004193,0.3629833875286604,0.06832575260130676,3,0.25,0.25,0.07012439046792451,-0.32821330415372374,0.08072224777969805,-0.15172136160854444
SPY,0.6,0.4,0.25,BAL,0.1448333481841626,-0.412008538614946,0.35152996748817533,41.124315515534484,1134,-0.2577808671217995,-0.3533293183121311,-0.23405932493152182,-0.412008538614946,0.30507061616124775,-0.0611887785516696,-0.15552209811622741,-0.2779672123211724,22.695239671169755,-0.37275335293522127,41.124315515534484,0.21075938103592584,-0.37275335293522127,0.800523366198624,0.3070869729180747,0.08131242959796595,6,0.25,0.25,0.07012439046792451,-0.32821330415372374,0.07470895771623809,-0.08379523446122228
SPY,0.8,0.19999999999999996,0.1,NONE,0.11297562876766332,-0.48104185385337306,0.23485613125484825,18.937203019168493,1974,-0.30530045773878023,-0.39326450067043217,-0.3202867644282118,-0.48104185385337306,0.15157940688437632,-0.13884014455288818,-0.12748964318761657,-0.23919352830026652,14.07014058935212,-0.4569146712433184,18.937203019168493,0.17810106640174195,-0.4569146712433184,0.7596997472154969,0.21575172542608745,0.02082784298101942,0,0.09999999999999999,0.1,0.07865399990891064,-0.440978939050936,0.03432162885875267,-0.040062914802437066
SPY,0.8,0.19999999999999996,0.1,MILD,0.11261867638205225,-0.48104185385337306,0.2341140910711268,18.77102371534409,1899,-0.30530045773878023,-0.39326450067043217,-0.3202867644282118,-0.48104185385337306,0.15193568021595216,-0.14043953822347233,-0.12774795723215415,-0.23992385434497632,13.937895850298549,-0.41823431295451885,18.77102371534409,0.17747383824312823,-0.41823431295451885,0.68326255766992,0.20961822578835435,0.042289577042571906,1,0.09999999999999999,0.1,0.07865399990891064,-0.440978939050936,0.03396467647314161,-0.040062914802437066
SPY,0.8,0.19999999999999996,0.1,BAL,0.11131080862070242,-0.48104185385337306,0.231395267852579,18.174069280703932,1899,-0.30530045773878023,-0.39326450067043217,-0.3202867644282118,-0.48104185385337306,0.15328704822052885,-0.14650035100150516,-0.1287215179896748,-0.24267495689830154,13.462842208725487,-0.34531716671468815,18.174069280703932,0.17517681957119846,-0.34531716671468815,0.6037685612904476,0.19062853192621196,0.07553824566303587,2,0.09999999999999999,0.1,0.07865399990891064,-0.440978939050936,0.032656808711791774,-0.040062914802437066
SPY,0.8,0.19999999999999996,0.15,NONE,0.12842068470020163,-0.4985851653323037,0.25757020791946367,27.655405348835007,1982,-0.31910218092484177,-0.41104213115548294,-0.32705539340578005,-0.4985851653323037,0.20233342857153414,-0.10673033358796735,-0.15840196066113277,-0.271481285226991,19.477344018076252,-0.48414069842034546,27.655405348835007,0.20012900890762308,-0.48414069842034546,0.8312941715941358,0.2796761802985394,0.01336863789367081,0,0.15,0.15,0.07865399990891064,-0.440978939050936,0.04976668479129098,-0.05760622628136769
SPY,0.8,0.19999999999999996,0.15,MILD,0.12883728728067956,-0.4985851653323037,0.2584057774659428,27.937330900074212,1548,-0.31910218092484177,-0.41104213115548294,-0.32705539340578005,-0.4985851653323037,0.20206997296163554,-0.1054430237931322,-0.15826341236817787,-0.2710906280722625,19.686094764174218,-0.4029047080020607,27.937330900074212,0.20086470105631915,-0.4029047080020607,0.7547482178945767,0.2631497574043391,0.03402956004308617,2,0.15,0.15,0.07865399990891064,-0.440978939050936,0.050183287371768914,-0.05760622628136769
SPY,0.8,0.19999999999999996,0.15,BAL,0.12366093638418207,-0.4985851653323037,0.24802369782053763,24.62282122242232,1548,-0.31910218092484177,-0.41104213115548294,-0.32705539340578005,-0.4985851653323037,0.20680490278305186,-0.12851650162215045,-0.1080774403923862,-0.23133434672740538,17.23187816295633,-0.39824057357717313,24.62282122242232,0.19173634556532293,-0.39824057357717313,0.652568915368152,0.2417049442991581,0.03402956004308617,4,0.15,0.15,0.07865399990891064,-0.440978939050936,0.04500693647527143,-0.05760622628136769
SPY,0.8,0.19999999999999996,0.2,NONE,0.14271208703625993,-0.5134007991193139,0.27797402590932424,39.08110265583524,1224,-0.33173332704131375,-0.4272328954051885,-0.33188947323535534,-0.5134007991193139,0.25625377029852947,-0.08567985783809007,-0.18603421938473907,-0.3049267290761436,25.96711780332677,-0.4997526944678087,39.08110265583524,0.2202585928136691,-0.4997526944678087,0.8723258941507892,0.33190539398579955,0.0,0,0.1973930826138527,0.18435849568311613,0.07865399990891064,-0.440978939050936,0.06405808712734928,-0.07242186006837792
SPY,0.8,0.19999999999999996,0.2,MILD,0.14010726666606566,-0.5134007991193139,0.2729003673278367,36.70570085719152,1224,-0.33173332704131375,-0.4272328954051885,-0.33188947323535534,-0.5134007991193139,0.25745023590679383,-0.09205741849912896,-0.1864468647971893,-0.30636562956684277,24.3280202400267,-0.4413196455328746,36.70570085719152,0.2156440341244783,-0.4413196455328746,0.7582388954527839,0.3137499043915717,0.0,2,0.1973930826138527,0.18435849568311613,0.07865399990891064,-0.440978939050936,0.06145326675715501,-0.07242186006837792
