date,reason,target,fee
2000-08-28,REVERSAL_ENTRY,0.35,4.7527499977702246e-05
2000-09-13,BULL_EXIT,0.0,3.967175311222399e-05
2001-12-24,REVERSAL_ENTRY,0.35,3.377657407565995e-05
2002-02-05,BULL_EXIT,0.0,2.5519687903185424e-05
2002-11-15,REVERSAL_ENTRY,0.35,2.8630057793311368e-05
2002-12-12,BULL_FULL,1.0,5.317465042324912e-05
2008-02-13,BULL_EXIT,0.0,0.0001726178099086754
2009-04-01,REVERSAL_ENTRY,0.35,3.81680204578777e-05
2009-04-22,BULL_FULL,1.0,7.083548911060317e-05
2013-10-18,RATCHET_60_TO_50,0.5,0.00022211959649734837
2017-05-17,RATCHET_75_TO_65,0.65,0.000455164535510733
2018-12-21,BULL_EXIT,0.0,0.003420841500911064
2020-05-11,REVERSAL_ENTRY,0.35,0.00040388167498743886
2020-05-12,BULL_FULL,1.0,0.0007494924052270564
2022-03-08,BULL_EXIT,0.0,0.002639998742091355
2023-02-03,REVERSAL_ENTRY,0.35,0.0005573460196190794
2023-02-28,BULL_FULL,1.0,0.00103732465369394
