date,reason,target,fee
2000-08-28,REVERSAL_ENTRY,0.35,2.539190010305496e-05
2000-09-13,BULL_EXIT,0.0,2.119491225945506e-05
2001-12-24,REVERSAL_ENTRY,0.35,1.611374632638265e-05
2002-02-05,BULL_EXIT,0.0,1.2174644363849717e-05
2002-11-15,REVERSAL_ENTRY,0.35,1.284056566866259e-05
2002-12-12,BULL_FULL,1.0,2.3848802387937305e-05
2008-02-13,BULL_EXIT,0.0,7.741899578808708e-05
2009-04-01,REVERSAL_ENTRY,0.35,1.5684208289797174e-05
2009-04-22,BULL_FULL,1.0,2.910810024183623e-05
2017-05-09,RATCHET_60_TO_50,0.5,0.0003406229760186581
2018-12-21,BULL_EXIT,0.0,0.001620315645174381
2020-05-11,REVERSAL_ENTRY,0.35,0.00013656007833445669
2020-05-12,BULL_FULL,1.0,0.0002534176416200868
2022-03-08,BULL_EXIT,0.0,0.0008926338018036469
2023-02-03,REVERSAL_ENTRY,0.35,0.00018265084939430917
2023-02-28,BULL_FULL,1.0,0.0003399472184700425
