date,reason,target,fee
2000-08-28,REVERSAL_ENTRY,0.35,2.3763749988851123e-05
2000-09-13,BULL_EXIT,0.0,1.9835876556111996e-05
2001-12-24,REVERSAL_ENTRY,0.35,1.7036076994562155e-05
2002-02-05,BULL_EXIT,0.0,1.2871505766748455e-05
2002-11-15,REVERSAL_ENTRY,0.35,1.461174567877479e-05
2002-12-12,BULL_FULL,1.0,2.713841774793025e-05
2008-02-13,BULL_EXIT,0.0,8.809788496486755e-05
2009-04-01,REVERSAL_ENTRY,0.35,1.8089105774791004e-05
2009-04-22,BULL_FULL,1.0,3.357131545621704e-05
2017-01-10,RATCHET_60_TO_50,0.5,0.0002710818551949177
2018-12-21,BULL_EXIT,0.0,0.0018749300521269713
2020-05-11,REVERSAL_ENTRY,0.35,0.000132686104015377
2020-05-12,BULL_FULL,1.0,0.00024622861941380527
2022-03-08,BULL_EXIT,0.0,0.0008673113176142302
2023-02-03,REVERSAL_ENTRY,0.35,0.0001719966286486195
2023-02-28,BULL_FULL,1.0,0.00032011773112041575
