date,reason,target,fee
2000-08-28,REVERSAL_ENTRY,0.35,3.564562498327668e-05
2000-09-13,BULL_EXIT,0.0,2.9753814834168e-05
2001-12-24,REVERSAL_ENTRY,0.35,2.54432730242941e-05
2002-02-05,BULL_EXIT,0.0,1.922351228875588e-05
2002-11-15,REVERSAL_ENTRY,0.35,2.169459520092328e-05
2002-12-12,BULL_FULL,1.0,4.0293405071382716e-05
2008-02-13,BULL_EXIT,0.0,0.00013080216384730883
2009-04-01,REVERSAL_ENTRY,0.35,2.7889859042322557e-05
2009-04-22,BULL_FULL,1.0,5.176039476998719e-05
2014-06-30,RATCHET_60_TO_50,0.5,0.00022309188961107317
2018-01-08,RATCHET_75_TO_65,0.65,0.0006314176862977469
2018-12-21,BULL_EXIT,0.0,0.002493657172879275
2020-05-11,REVERSAL_ENTRY,0.35,0.0002634681571523254
2020-05-12,BULL_FULL,1.0,0.0004889238483300285
2022-03-08,BULL_EXIT,0.0,0.00172217668326967
2023-02-03,REVERSAL_ENTRY,0.35,0.0003498636825783794
2023-02-28,BULL_FULL,1.0,0.0006511614160602506
