date,reason,target,fee
2000-08-28,REVERSAL_ENTRY,0.35,3.564562498327668e-05
2000-09-13,BULL_EXIT,0.0,2.9753814834168e-05
2001-12-24,REVERSAL_ENTRY,0.35,2.54432730242941e-05
2002-02-05,BULL_EXIT,0.0,1.922351228875588e-05
2002-11-15,REVERSAL_ENTRY,0.35,2.169459520092328e-05
2002-12-12,BULL_FULL,1.0,4.0293405071382716e-05
2008-02-13,BULL_EXIT,0.0,0.00013080216384730883
2009-04-01,REVERSAL_ENTRY,0.35,2.7889859042322557e-05
2009-04-22,BULL_FULL,1.0,5.176039476998719e-05
2018-12-21,BULL_EXIT,0.0,0.0034765666589257564
2020-05-11,REVERSAL_ENTRY,0.35,0.00026935804598963314
2020-05-12,BULL_FULL,1.0,0.0004998538489331285
2022-03-08,BULL_EXIT,0.0,0.001760676323348745
2023-02-03,REVERSAL_ENTRY,0.35,0.00035706394525409485
2023-02-28,BULL_FULL,1.0,0.0006645624447276783
