selected_policy_now,form,exit_ma,slope_lb,train_campaigns,train_obs,CAGR_Median,CAGR_Min,MDD_Worst,fixed_candidate
I50_XMA120_S50,I50,120,50,3,900,0.0644815655881227,-0.0617971937589559,-0.3411325832304861,L25_50_PB5_XMA110_S30
