strategy,exit_ma,exit_slope,exit_dd,resume_ma,level_mult,CAGR,MDD,Calmar,Final,MaxUnderwaterDays,DotCom_Return,DotCom_MDD,GFC_Return,GFC_MDD,COVID_Return,COVID_MDD,2022_Bear_Return,2022_Bear_MDD,Actual_TQQQ_Era_Return,Actual_TQQQ_Era_MDD,ActualEra_CAGR,ActualEra_MDD,TradeCount,Cycle22_TroughDate,Cycle22_TroughPx,Cycle22_PeakDate,Cycle22_PeakPx,Cycle22_TheoreticalMult,Cycle22_PortfolioMult,Cycle22_Capture,Cycle22_First25Date,Cycle22_First75Date,Cycle22_WeightAtPeak,Cycle22_MaxWeight,Cycle22_ExitCountBeforePeak
V10_X80S50D15_R60L1p00,80,50,-0.15,60,1.0,0.2627213557257666,-0.6992207245312605,0.37573450915930473,574.4901269479657,2241,-0.46089435323709826,-0.5680178961208662,-0.3583297263954278,-0.6410103479420678,0.6475388370201061,-0.6992207245312605,-0.16839664613998384,-0.49034666595960474,407.45252799485195,-0.6992207245312605,0.4457637939220864,-0.6992207245312605,31,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.545876466611504,0.4437895247222987,2023-02-03,2023-02-28,1.0,1.0,0
V10_X80S50D15_R60L1p02,80,50,-0.15,60,1.02,0.2627213557257666,-0.6992207245312605,0.37573450915930473,574.4901269479657,2241,-0.46089435323709826,-0.5680178961208662,-0.3583297263954278,-0.6410103479420678,0.6475388370201061,-0.6992207245312605,-0.16839664613998384,-0.49034666595960474,407.45252799485195,-0.6992207245312605,0.4457637939220864,-0.6992207245312605,31,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.545876466611504,0.4437895247222987,2023-02-03,2023-02-28,1.0,1.0,0
V10_X80S50D15_R80L0p98,80,50,-0.15,80,0.98,0.25177217002385377,-0.7312925785137645,0.3442837756340158,453.17611385135524,2277,-0.46089435323709826,-0.5680178961208662,-0.3801089650305941,-0.6531949879687973,0.6475388370201061,-0.6992207245312605,-0.16839664613998429,-0.49034666595960474,387.5640889226286,-0.6992207245312605,0.4413456475012971,-0.6992207245312605,31,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.319109938236925,0.4216515254630943,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V10_X80S50D15_R80L1p00,80,50,-0.15,80,1.0,0.25177217002385377,-0.7312925785137645,0.3442837756340158,453.17611385135524,2277,-0.46089435323709826,-0.5680178961208662,-0.3801089650305941,-0.6531949879687973,0.6475388370201061,-0.6992207245312605,-0.16839664613998429,-0.49034666595960474,387.5640889226286,-0.6992207245312605,0.4413456475012971,-0.6992207245312605,31,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.319109938236925,0.4216515254630943,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V10_X80S50D15_R80L1p02,80,50,-0.15,80,1.02,0.25177217002385377,-0.7312925785137645,0.3442837756340158,453.17611385135524,2277,-0.46089435323709826,-0.5680178961208662,-0.3801089650305941,-0.6531949879687973,0.6475388370201061,-0.6992207245312605,-0.16839664613998429,-0.49034666595960474,387.5640889226286,-0.6992207245312605,0.4413456475012971,-0.6992207245312605,31,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.319109938236925,0.4216515254630943,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V10_X80S50D15_R100L0p98,80,50,-0.15,100,0.98,0.25898902543843305,-0.6992207245312605,0.370396666391793,529.9898879082031,2249,-0.46089435323709826,-0.5680178961208662,-0.3673129850067701,-0.646036133015633,0.6475388370201061,-0.6992207245312605,-0.1683966461399834,-0.49034666595960474,393.8965514365987,-0.6992207245312605,0.4427749758034514,-0.6992207245312605,31,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.500719035374248,0.43938104704067793,2023-02-03,2023-02-28,1.0,1.0,0
V10_X80S50D15_R100L1p00,80,50,-0.15,100,1.0,0.25898902543843305,-0.6992207245312605,0.370396666391793,529.9898879082031,2249,-0.46089435323709826,-0.5680178961208662,-0.3673129850067701,-0.646036133015633,0.6475388370201061,-0.6992207245312605,-0.1683966461399834,-0.49034666595960474,393.8965514365987,-0.6992207245312605,0.4427749758034514,-0.6992207245312605,31,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.500719035374248,0.43938104704067793,2023-02-03,2023-02-28,1.0,1.0,0
V10_X80S50D15_R100L1p02,80,50,-0.15,100,1.02,0.25898902543843305,-0.6992207245312605,0.370396666391793,529.9898879082031,2249,-0.46089435323709826,-0.5680178961208662,-0.3673129850067701,-0.646036133015633,0.6475388370201061,-0.6992207245312605,-0.1683966461399834,-0.49034666595960474,393.8965514365987,-0.6992207245312605,0.4427749758034514,-0.6992207245312605,31,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.500719035374248,0.43938104704067793,2023-02-03,2023-02-28,1.0,1.0,0
V10_X80S50D18_R60L0p98,80,50,-0.18,60,0.98,0.2792014609718336,-0.7126457496284333,0.3917815564288521,817.8316124621675,1080,-0.46089435323709826,-0.5680178961208662,-0.35832972639542804,-0.6410103479420675,0.6475388370201063,-0.6992207245312605,-0.3251312262841075,-0.5614916416879039,311.92108852223976,-0.7126457496284333,0.42233860441530524,-0.7126457496284333,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.5458764666115,0.4437895247222983,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V10_X80S50D18_R60L1p00,80,50,-0.18,60,1.0,0.2792014609718336,-0.7126457496284333,0.3917815564288521,817.8316124621675,1080,-0.46089435323709826,-0.5680178961208662,-0.35832972639542804,-0.6410103479420675,0.6475388370201063,-0.6992207245312605,-0.3251312262841075,-0.5614916416879039,311.92108852223976,-0.7126457496284333,0.42233860441530524,-0.7126457496284333,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.5458764666115,0.4437895247222983,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V10_X80S50D18_R60L1p02,80,50,-0.18,60,1.02,0.2792014609718336,-0.7126457496284333,0.3917815564288521,817.8316124621675,1080,-0.46089435323709826,-0.5680178961208662,-0.35832972639542804,-0.6410103479420675,0.6475388370201063,-0.6992207245312605,-0.3251312262841075,-0.5614916416879039,311.92108852223976,-0.7126457496284333,0.42233860441530524,-0.7126457496284333,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.5458764666115,0.4437895247222983,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V10_X80S50D18_R80L0p98,80,50,-0.18,80,0.98,0.27474978245818815,-0.7179610774225003,0.38268060915578783,743.7509365946647,1080,-0.46089435323709826,-0.5680178961208662,-0.380108965030593,-0.6531949879687973,0.6475388370201063,-0.6992207245312605,-0.32513122628410474,-0.5614916416879021,293.5744185015364,-0.7179610774225003,0.41707929413744727,-0.7179610774225003,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.319109938236927,0.42165152546309453,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V10_X80S50D18_R80L1p00,80,50,-0.18,80,1.0,0.27474978245818815,-0.7179610774225003,0.38268060915578783,743.7509365946647,1080,-0.46089435323709826,-0.5680178961208662,-0.380108965030593,-0.6531949879687973,0.6475388370201063,-0.6992207245312605,-0.32513122628410474,-0.5614916416879021,293.5744185015364,-0.7179610774225003,0.41707929413744727,-0.7179610774225003,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.319109938236927,0.42165152546309453,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V10_X80S50D18_R80L1p02,80,50,-0.18,80,1.02,0.27474978245818815,-0.7179610774225003,0.38268060915578783,743.7509365946647,1080,-0.46089435323709826,-0.5680178961208662,-0.380108965030593,-0.6531949879687973,0.6475388370201063,-0.6992207245312605,-0.32513122628410474,-0.5614916416879021,293.5744185015364,-0.7179610774225003,0.41707929413744727,-0.7179610774225003,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.319109938236927,0.42165152546309453,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V10_X80S50D18_R100L0p98,80,50,-0.18,100,0.98,0.2760117556315518,-0.7254892331683097,0.3804491410936191,764.0678454246458,1080,-0.46089435323709826,-0.5680178961208662,-0.36731298500676945,-0.6460361330156326,0.6475388370201063,-0.6992207245312605,-0.32513122628410696,-0.5614916416879036,295.50079429232693,-0.7254892331683097,0.4176457478706139,-0.7254892331683097,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.5007190353742486,0.43938104704067804,2023-02-03,2023-02-28,1.0,1.0,0
V10_X80S50D18_R100L1p00,80,50,-0.18,100,1.0,0.2760117556315518,-0.7254892331683097,0.3804491410936191,764.0678454246458,1080,-0.46089435323709826,-0.5680178961208662,-0.36731298500676945,-0.6460361330156326,0.6475388370201063,-0.6992207245312605,-0.32513122628410696,-0.5614916416879036,295.50079429232693,-0.7254892331683097,0.4176457478706139,-0.7254892331683097,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.5007190353742486,0.43938104704067804,2023-02-03,2023-02-28,1.0,1.0,0
V10_X80S50D18_R100L1p02,80,50,-0.18,100,1.02,0.2760117556315518,-0.7254892331683097,0.3804491410936191,764.0678454246458,1080,-0.46089435323709826,-0.5680178961208662,-0.36731298500676945,-0.6460361330156326,0.6475388370201063,-0.6992207245312605,-0.32513122628410696,-0.5614916416879036,295.50079429232693,-0.7254892331683097,0.4176457478706139,-0.7254892331683097,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.5007190353742486,0.43938104704067804,2023-02-03,2023-02-28,1.0,1.0,0
V10_X100S20D10_R60L0p98,100,20,-0.1,60,0.98,0.21044041677970293,-0.6992207245312605,0.30096421544252244,181.59540661818582,1354,-0.4553407621561779,-0.5676115825087562,-0.37768202080584823,-0.6319117305642797,-0.1399289377439099,-0.6992207245312605,0.009627144826644063,-0.41786163736418147,104.22349219061336,-0.6992207245312605,0.33039965072977084,-0.6992207245312605,49,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,3.967667837404311,0.2897174854549045,2023-02-03,2023-02-28,1.0000000000000002,1.0000000000000002,0
V10_X100S20D10_R60L1p00,100,20,-0.1,60,1.0,0.21044041677970293,-0.6992207245312605,0.30096421544252244,181.59540661818582,1354,-0.4553407621561779,-0.5676115825087562,-0.37768202080584823,-0.6319117305642797,-0.1399289377439099,-0.6992207245312605,0.009627144826644063,-0.41786163736418147,104.22349219061336,-0.6992207245312605,0.33039965072977084,-0.6992207245312605,49,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,3.967667837404311,0.2897174854549045,2023-02-03,2023-02-28,1.0000000000000002,1.0000000000000002,0
V10_X100S20D10_R60L1p02,100,20,-0.1,60,1.02,0.21044041677970293,-0.6992207245312605,0.30096421544252244,181.59540661818582,1354,-0.4553407621561779,-0.5676115825087562,-0.37768202080584823,-0.6319117305642797,-0.1399289377439099,-0.6992207245312605,0.009627144826644063,-0.41786163736418147,104.22349219061336,-0.6992207245312605,0.33039965072977084,-0.6992207245312605,49,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,3.967667837404311,0.2897174854549045,2023-02-03,2023-02-28,1.0000000000000002,1.0000000000000002,0
V10_X100S20D10_R80L0p98,100,20,-0.1,80,0.98,0.20641411591606595,-0.6992207245312605,0.29520594666933053,165.84148738490666,2241,-0.4553407621561779,-0.5676115825087562,-0.39880441393103727,-0.6444051911290215,-0.008642176230299392,-0.6992207245312605,0.009627144826644063,-0.41786163736418147,114.88778634831853,-0.6992207245312605,0.3382975218522315,-0.6992207245312605,49,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,3.8964057662749507,0.282760551866958,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V10_X100S20D10_R80L1p00,100,20,-0.1,80,1.0,0.20641411591606595,-0.6992207245312605,0.29520594666933053,165.84148738490666,2241,-0.4553407621561779,-0.5676115825087562,-0.39880441393103727,-0.6444051911290215,-0.008642176230299392,-0.6992207245312605,0.009627144826644063,-0.41786163736418147,114.88778634831853,-0.6992207245312605,0.3382975218522315,-0.6992207245312605,49,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,3.8964057662749507,0.282760551866958,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V10_X100S20D10_R80L1p02,100,20,-0.1,80,1.02,0.20641411591606595,-0.6992207245312605,0.29520594666933053,165.84148738490666,2241,-0.4553407621561779,-0.5676115825087562,-0.39880441393103727,-0.6444051911290215,-0.008642176230299392,-0.6992207245312605,0.009627144826644063,-0.41786163736418147,114.88778634831853,-0.6992207245312605,0.3382975218522315,-0.6992207245312605,49,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,3.8964057662749507,0.282760551866958,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V10_X100S20D10_R100L0p98,100,20,-0.1,100,0.98,0.21198222195882188,-0.6992207245312605,0.3031692490249474,188.0018853912347,1354,-0.4553407621561779,-0.5676115825087562,-0.3863943510719594,-0.6370648945055788,0.09137639746854265,-0.6992207245312605,0.009627144826644507,-0.41786163736418147,109.68451273548251,-0.6992207245312605,0.3345333355099682,-0.6992207245312605,52,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.035107826610772,0.2963012896953047,2023-02-03,2023-02-28,1.0000000000000002,1.0000000000000002,0
V10_X100S20D10_R100L1p00,100,20,-0.1,100,1.0,0.21198222195882188,-0.6992207245312605,0.3031692490249474,188.0018853912347,1354,-0.4553407621561779,-0.5676115825087562,-0.3863943510719594,-0.6370648945055788,0.09137639746854265,-0.6992207245312605,0.009627144826644507,-0.41786163736418147,109.68451273548251,-0.6992207245312605,0.3345333355099682,-0.6992207245312605,52,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.035107826610772,0.2963012896953047,2023-02-03,2023-02-28,1.0000000000000002,1.0000000000000002,0
V10_X100S20D10_R100L1p02,100,20,-0.1,100,1.02,0.21198222195882188,-0.6992207245312605,0.3031692490249474,188.0018853912347,1354,-0.4553407621561779,-0.5676115825087562,-0.3863943510719594,-0.6370648945055788,0.09137639746854265,-0.6992207245312605,0.009627144826644507,-0.41786163736418147,109.68451273548251,-0.6992207245312605,0.3345333355099682,-0.6992207245312605,52,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.035107826610772,0.2963012896953047,2023-02-03,2023-02-28,1.0000000000000002,1.0000000000000002,0
V10_X100S20D12_R60L0p98,100,20,-0.12,60,0.98,0.18843241059485738,-0.7196143249711031,0.2618519449323415,110.1685249862179,2284,-0.4553407621561779,-0.5676115825087562,-0.37768202080584823,-0.6319117305642796,-0.1399289377439099,-0.6992207245312605,-0.05945480011967641,-0.41786163736418147,93.73176967529163,-0.6992207245312605,0.32185919384746753,-0.6992207245312605,46,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,6.047289156248517,0.49273975486122,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V10_X100S20D12_R60L1p00,100,20,-0.12,60,1.0,0.18843241059485738,-0.7196143249711031,0.2618519449323415,110.1685249862179,2284,-0.4553407621561779,-0.5676115825087562,-0.37768202080584823,-0.6319117305642796,-0.1399289377439099,-0.6992207245312605,-0.05945480011967641,-0.41786163736418147,93.73176967529163,-0.6992207245312605,0.32185919384746753,-0.6992207245312605,46,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,6.047289156248517,0.49273975486122,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V10_X100S20D12_R60L1p02,100,20,-0.12,60,1.02,0.18843241059485738,-0.7196143249711031,0.2618519449323415,110.1685249862179,2284,-0.4553407621561779,-0.5676115825087562,-0.37768202080584823,-0.6319117305642796,-0.1399289377439099,-0.6992207245312605,-0.05945480011967641,-0.41786163736418147,93.73176967529163,-0.6992207245312605,0.32185919384746753,-0.6992207245312605,46,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,6.047289156248517,0.49273975486122,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V10_X100S20D12_R80L0p98,100,20,-0.12,80,0.98,0.18345235939054727,-0.7675020163450341,0.2390252474699368,98.26203740782908,3398,-0.4553407621561779,-0.5676115825087562,-0.39880441393103716,-0.6444051911290214,-0.008642176230298726,-0.6992207245312605,-0.05945480011967552,-0.41786163736418147,100.8967919410457,-0.6992207245312605,0.32778166933495534,-0.6992207245312605,46,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.800020257221351,0.46860021917786937,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V10_X100S20D12_R80L1p00,100,20,-0.12,80,1.0,0.18345235939054727,-0.7675020163450341,0.2390252474699368,98.26203740782908,3398,-0.4553407621561779,-0.5676115825087562,-0.39880441393103716,-0.6444051911290214,-0.008642176230298726,-0.6992207245312605,-0.05945480011967552,-0.41786163736418147,100.8967919410457,-0.6992207245312605,0.32778166933495534,-0.6992207245312605,46,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.800020257221351,0.46860021917786937,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V10_X100S20D12_R80L1p02,100,20,-0.12,80,1.02,0.18345235939054727,-0.7675020163450341,0.2390252474699368,98.26203740782908,3398,-0.4553407621561779,-0.5676115825087562,-0.39880441393103716,-0.6444051911290214,-0.008642176230298726,-0.6992207245312605,-0.05945480011967552,-0.41786163736418147,100.8967919410457,-0.6992207245312605,0.32778166933495534,-0.6992207245312605,46,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.800020257221351,0.46860021917786937,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V10_X100S20D12_R100L0p98,100,20,-0.12,100,0.98,0.186821909927136,-0.7240445211879516,0.258025445204135,106.17370455241645,2285,-0.4553407621561779,-0.5676115825087562,-0.3863943510719594,-0.6370648945055786,0.09137639746854331,-0.6992207245312605,-0.05945480011967652,-0.41786163736418147,91.7623809089767,-0.6992207245312605,0.320157627332575,-0.6992207245312605,49,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.998048960241781,0.48793269876465367,2023-02-03,2023-02-28,1.0,1.0,0
V10_X100S20D12_R100L1p00,100,20,-0.12,100,1.0,0.186821909927136,-0.7240445211879516,0.258025445204135,106.17370455241645,2285,-0.4553407621561779,-0.5676115825087562,-0.3863943510719594,-0.6370648945055786,0.09137639746854331,-0.6992207245312605,-0.05945480011967652,-0.41786163736418147,91.7623809089767,-0.6992207245312605,0.320157627332575,-0.6992207245312605,49,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.998048960241781,0.48793269876465367,2023-02-03,2023-02-28,1.0,1.0,0
V10_X100S20D12_R100L1p02,100,20,-0.12,100,1.02,0.186821909927136,-0.7240445211879516,0.258025445204135,106.17370455241645,2285,-0.4553407621561779,-0.5676115825087562,-0.3863943510719594,-0.6370648945055786,0.09137639746854331,-0.6992207245312605,-0.05945480011967652,-0.41786163736418147,91.7623809089767,-0.6992207245312605,0.320157627332575,-0.6992207245312605,49,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.998048960241781,0.48793269876465367,2023-02-03,2023-02-28,1.0,1.0,0
V10_X100S20D15_R60L0p98,100,20,-0.15,60,0.98,0.1934289609096418,-0.6992207245312605,0.27663505116973125,123.50516670451402,2247,-0.4553407621561779,-0.5676115825087562,-0.37768202080584756,-0.6319117305642794,-0.13992893774391024,-0.6992207245312605,-0.21690790879755972,-0.49117155705750537,88.61747927350827,-0.6992207245312605,0.3173687873179296,-0.6992207245312605,37,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.333642677591893,0.325445645157456,2023-02-03,2023-02-28,1.0,1.0,0
V10_X100S20D15_R60L1p00,100,20,-0.15,60,1.0,0.1934289609096418,-0.6992207245312605,0.27663505116973125,123.50516670451402,2247,-0.4553407621561779,-0.5676115825087562,-0.37768202080584756,-0.6319117305642794,-0.13992893774391024,-0.6992207245312605,-0.21690790879755972,-0.49117155705750537,88.61747927350827,-0.6992207245312605,0.3173687873179296,-0.6992207245312605,37,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.333642677591893,0.325445645157456,2023-02-03,2023-02-28,1.0,1.0,0
V10_X100S20D15_R60L1p02,100,20,-0.15,60,1.02,0.1934289609096418,-0.6992207245312605,0.27663505116973125,123.50516670451402,2247,-0.4553407621561779,-0.5676115825087562,-0.37768202080584756,-0.6319117305642794,-0.13992893774391024,-0.6992207245312605,-0.21690790879755972,-0.49117155705750537,88.61747927350827,-0.6992207245312605,0.3173687873179296,-0.6992207245312605,37,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.333642677591893,0.325445645157456,2023-02-03,2023-02-28,1.0,1.0,0
V10_X100S20D15_R80L0p98,100,20,-0.15,80,0.98,0.19107889720000548,-0.7244821704681288,0.2637454791696787,117.04944382833494,2470,-0.4553407621561779,-0.5676115825087562,-0.3988044139310374,-0.6444051911290214,-0.008642176230299725,-0.6992207245312605,-0.21690790879755906,-0.4911715570575049,101.42679489949151,-0.6992207245312605,0.3282040851876573,-0.6992207245312605,37,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.156443435753415,0.30814663408792126,2023-02-03,2023-02-28,1.0000000000000002,1.0000000000000002,0
V10_X100S20D15_R80L1p00,100,20,-0.15,80,1.0,0.19107889720000548,-0.7244821704681288,0.2637454791696787,117.04944382833494,2470,-0.4553407621561779,-0.5676115825087562,-0.3988044139310374,-0.6444051911290214,-0.008642176230299725,-0.6992207245312605,-0.21690790879755906,-0.4911715570575049,101.42679489949151,-0.6992207245312605,0.3282040851876573,-0.6992207245312605,37,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.156443435753415,0.30814663408792126,2023-02-03,2023-02-28,1.0000000000000002,1.0000000000000002,0
V10_X100S20D15_R80L1p02,100,20,-0.15,80,1.02,0.19107889720000548,-0.7244821704681288,0.2637454791696787,117.04944382833494,2470,-0.4553407621561779,-0.5676115825087562,-0.3988044139310374,-0.6444051911290214,-0.008642176230299725,-0.6992207245312605,-0.21690790879755906,-0.4911715570575049,101.42679489949151,-0.6992207245312605,0.3282040851876573,-0.6992207245312605,37,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.156443435753415,0.30814663408792126,2023-02-03,2023-02-28,1.0000000000000002,1.0000000000000002,0
V10_X100S20D15_R100L0p98,100,20,-0.15,100,0.98,0.2017124758084421,-0.6992207245312605,0.2884818323193508,149.10908151850612,2254,-0.4553407621561779,-0.5676115825087562,-0.3863943510719592,-0.6370648945055786,0.09137639746854309,-0.6992207245312605,-0.21690790879756028,-0.4911715570575058,112.38834897870528,-0.6992207245312605,0.33650960744056624,-0.6992207245312605,37,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.2983558888582545,0.3220007853342522,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V10_X100S20D15_R100L1p00,100,20,-0.15,100,1.0,0.2017124758084421,-0.6992207245312605,0.2884818323193508,149.10908151850612,2254,-0.4553407621561779,-0.5676115825087562,-0.3863943510719592,-0.6370648945055786,0.09137639746854309,-0.6992207245312605,-0.21690790879756028,-0.4911715570575058,112.38834897870528,-0.6992207245312605,0.33650960744056624,-0.6992207245312605,37,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.2983558888582545,0.3220007853342522,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V10_X100S20D15_R100L1p02,100,20,-0.15,100,1.02,0.2017124758084421,-0.6992207245312605,0.2884818323193508,149.10908151850612,2254,-0.4553407621561779,-0.5676115825087562,-0.3863943510719592,-0.6370648945055786,0.09137639746854309,-0.6992207245312605,-0.21690790879756028,-0.4911715570575058,112.38834897870528,-0.6992207245312605,0.33650960744056624,-0.6992207245312605,37,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.2983558888582545,0.3220007853342522,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V10_X100S20D18_R60L0p98,100,20,-0.18,60,0.98,0.24442084774712525,-0.7126457496284335,0.34297664425075697,386.00698432846815,1033,-0.4553407621561779,-0.5676115825087562,-0.377682020805848,-0.6319117305642796,-0.13992893774391035,-0.6992207245312605,-0.20603495760967572,-0.49034666595960474,149.7351995607601,-0.7126457496284335,0.3600448408640513,-0.7126457496284335,25,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.349800282352948,0.32702302540309747,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V10_X100S20D18_R60L1p00,100,20,-0.18,60,1.0,0.24442084774712525,-0.7126457496284335,0.34297664425075697,386.00698432846815,1033,-0.4553407621561779,-0.5676115825087562,-0.377682020805848,-0.6319117305642796,-0.13992893774391035,-0.6992207245312605,-0.20603495760967572,-0.49034666595960474,149.7351995607601,-0.7126457496284335,0.3600448408640513,-0.7126457496284335,25,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.349800282352948,0.32702302540309747,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V10_X100S20D18_R60L1p02,100,20,-0.18,60,1.02,0.24442084774712525,-0.7126457496284335,0.34297664425075697,386.00698432846815,1033,-0.4553407621561779,-0.5676115825087562,-0.377682020805848,-0.6319117305642796,-0.13992893774391035,-0.6992207245312605,-0.20603495760967572,-0.49034666595960474,149.7351995607601,-0.7126457496284335,0.3600448408640513,-0.7126457496284335,25,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.349800282352948,0.32702302540309747,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V10_X100S20D18_R80L0p98,100,20,-0.18,80,0.98,0.2465751376032146,-0.7179610774225001,0.34343802938235324,404.6270356186896,890,-0.4553407621561779,-0.5676115825087562,-0.3988044139310367,-0.6444051911290216,-0.008642176230299392,-0.6992207245312605,-0.20603495760967505,-0.49034666595960474,162.55769430768825,-0.7179610774225001,0.36686985335750055,-0.7179610774225001,25,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.171940368759411,0.3096595164955047,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V10_X100S20D18_R80L1p00,100,20,-0.18,80,1.0,0.2465751376032146,-0.7179610774225001,0.34343802938235324,404.6270356186896,890,-0.4553407621561779,-0.5676115825087562,-0.3988044139310367,-0.6444051911290216,-0.008642176230299392,-0.6992207245312605,-0.20603495760967505,-0.49034666595960474,162.55769430768825,-0.7179610774225001,0.36686985335750055,-0.7179610774225001,25,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.171940368759411,0.3096595164955047,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V10_X100S20D18_R80L1p02,100,20,-0.18,80,1.02,0.2465751376032146,-0.7179610774225001,0.34343802938235324,404.6270356186896,890,-0.4553407621561779,-0.5676115825087562,-0.3988044139310367,-0.6444051911290216,-0.008642176230299392,-0.6992207245312605,-0.20603495760967505,-0.49034666595960474,162.55769430768825,-0.7179610774225001,0.36686985335750055,-0.7179610774225001,25,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.171940368759411,0.3096595164955047,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
