date,reason,target_weight,tqqq_price,qqq_price,notional,fee,cash_after,shares_after,avg_cost_after
2000-08-28,CRASH_REVERSAL_ENTRY,0.35,79.677436,83.09077453613281,0.37758599292479295,0.00018879299646239647,0.7010423367210102,0.004738932524445101,79.717274718
2000-09-12,DEFENSIVE_EXIT,0.0,62.20145,77.08039093017578,-0.2947684744726457,0.00014738423723632284,0.9973491407762926,0.0,
2001-12-24,CRASH_REVERSAL_ENTRY,0.35,1.257756,33.168827056884766,0.3674397863523474,0.00018371989317617372,0.6822044547611834,0.29213916399710865,1.258384878
2002-01-23,DEFENSIVE_EXIT,0.0,1.137651,32.41804885864258,-0.33235241206047467,0.00016617620603023733,1.0152360912422937,0.0,
2002-01-28,CRASH_REVERSAL_ENTRY,0.35,1.19214,32.941043853759766,0.35540342114954127,0.00017770171057477063,0.6598572232814306,0.2981222181535233,1.19273607
2002-02-05,DEFENSIVE_EXIT,0.0,0.95029,30.629697799682617,-0.28330256268911164,0.00014165128134455582,0.9432860506198792,0.0,
2002-11-15,CRASH_REVERSAL_ENTRY,0.35,0.226152,22.303747177124023,0.33446403891679,0.000167232019458395,0.6209802688260089,1.4789346939969137,0.22626507599999998
2002-12-12,BULL_FULL,1.0,0.204519,21.81448745727539,0.6212005744781721,0.00031060028723908605,0.0,4.5163081139636265,0.21170886077179638
2004-08-09,DEFENSIVE_EXIT,0.0,0.303975,27.679628372192383,-1.3728447589420933,0.0006864223794710467,1.3721583365626222,0.0,
2004-10-21,LEVEL_RESUME_ENTRY,0.35,0.411328,30.886409759521484,0.48184271316863897,0.00024092135658431948,0.8946098316708881,1.1714318333997173,0.411533664
2004-10-22,BULL_FULL,1.0,0.384268,30.211299896240234,0.8942265126174657,0.0004471132563087328,-1.1102230246251565e-16,3.498522594580627,0.39352533052999517
2006-07-14,DEFENSIVE_EXIT,0.0,0.313996,30.76439094543457,-1.0985221006079384,0.0005492610503039692,1.0979728395576343,0.0,
2006-09-13,LEVEL_RESUME_ENTRY,0.35,0.417394,34.19694519042969,0.38746139225186854,0.00019373069612593427,0.7193774263430586,0.9282869237503859,0.41760269699999997
2006-10-24,BULL_FULL,1.0,0.48131,36.09231948852539,0.7230297908985865,0.0003615148954492933,-1.1102230246251565e-16,2.4304992004506136,0.4571268439570121
2008-02-14,DEFENSIVE_EXIT,0.0,0.422169,37.81784057617188,-1.0260814169550352,0.0005130407084775176,1.0255683762465575,0.0,
2008-04-30,LEVEL_RESUME_ENTRY,0.35,0.497831,40.6362419128418,0.3600025052393835,0.00018000125261969174,0.6683960799062354,0.7231420004768354,0.4980799155
2008-06-27,DEFENSIVE_EXIT,0.0,0.435063,39.32086563110352,-0.3146123281534534,0.00015730616407672672,0.9847835500952473,0.0,
2009-04-01,CRASH_REVERSAL_ENTRY,0.35,0.080306,26.60420227050781,0.3464075195937749,0.00017320375979688746,0.6431550469143565,4.313594495975082,0.080346153
2009-04-22,BULL_FULL,1.0,0.095538,28.350719451904297,0.6428928141320828,0.0003214464070660414,0.0,11.04277884285363,0.08963278156505593
2011-08-22,DEFENSIVE_EXIT,0.0,0.2622023820877075,44.14594650268555,-2.8954429174639604,0.0014477214587319803,2.8939951960052284,0.0,
2011-11-03,LEVEL_RESUME_ENTRY,0.35,0.3874984383583069,51.17778015136719,1.0129184159846745,0.0005064592079923372,1.880627741906403,2.613993543499297,0.3876921875774861
2011-11-09,BULL_FULL,1.0,0.3612980246543884,50.041481018066406,1.8796893897736275,0.0009398446948868138,0.0,7.816594337045585,0.37024488989344667
2016-02-09,DEFENSIVE_EXIT,0.0,1.403126835823059,89.47406005859375,-10.967673279051214,0.005483836639525607,10.962189442411688,0.0,
2016-04-14,LEVEL_RESUME_ENTRY,0.35,2.126136302947998,103.3420181274414,3.8386214845904685,0.0019193107422952342,7.126949160640004,1.8054446835172426,2.127199371099472
2016-06-23,BULL_FULL,1.0,1.9976592063903809,101.60877227783205,7.126811172994627,0.0035634055864973133,-8.881784197001252e-16,5.373025755502106,2.041850509031975
2018-12-18,DEFENSIVE_EXIT,0.0,4.86110258102417,150.99253845214844,-26.11882936798063,0.013059414683990316,26.10576995329664,0.0,
2019-02-21,LEVEL_RESUME_ENTRY,0.35,5.931876659393311,164.04165649414062,9.173813405731782,0.0045869067028658905,17.0324951325133,1.5465280100193524,5.934842597723008
2019-04-04,BULL_FULL,1.0,7.218163967132568,175.91734313964844,17.072407838249685,0.008536203919124843,0.0,3.9117288998838338,6.7129765448171215
2022-03-04,DEFENSIVE_EXIT,0.0,22.966073989868164,328.4881591796875,-89.83705534303772,0.04491852767151886,89.7921368153662,0.0,
2023-02-03,CRASH_REVERSAL_ENTRY,0.35,12.25070095062256,300.37860107421875,32.172888335315,0.0160864441676575,59.73356332141736,2.626207958629504,12.25682630109787
2023-02-28,BULL_FULL,1.0,10.623353004455566,287.9976806640625,59.87973193667709,0.029939865968338544,0.0,8.262821174020425,11.146150284808332
