strategy,exit_ma,exit_slope,exit_dd,resume_ma,level_mult,CAGR,MDD,Calmar,Final,MaxUnderwaterDays,DotCom_Return,DotCom_MDD,GFC_Return,GFC_MDD,COVID_Return,COVID_MDD,2022_Bear_Return,2022_Bear_MDD,Actual_TQQQ_Era_Return,Actual_TQQQ_Era_MDD,ActualEra_CAGR,ActualEra_MDD,TradeCount,Cycle22_TroughDate,Cycle22_TroughPx,Cycle22_PeakDate,Cycle22_PeakPx,Cycle22_TheoreticalMult,Cycle22_PortfolioMult,Cycle22_Capture,Cycle22_First25Date,Cycle22_First75Date,Cycle22_WeightAtPeak,Cycle22_MaxWeight,Cycle22_ExitCountBeforePeak,score
V10_X100S40D18_R80L1p00,100,40,-0.18,80,1.0,0.28037231869700974,-0.7211905643098875,0.38876315438943665,838.4667358773994,895,-0.22693711700116959,-0.3862888694877312,-0.5157074224848454,-0.7211905643098875,0.6475388370201061,-0.6992207245312605,-0.20603495760967483,-0.49034666595960474,295.42849051363106,-0.7179610774225,0.4176245493149917,-0.7179610774225,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.54969027485776,0.346537212693932,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.8146784358230217
V10_X110S50D15_R60L1p02,110,50,-0.15,60,1.02,0.26342398226491026,-0.6992207245312605,0.3767393800312525,583.2606902089786,2102,-0.22223753493752263,-0.3825580141011322,-0.20885690727373707,-0.5643134086518344,0.6475388370201061,-0.6992207245312605,-0.16009604826113832,-0.49034666595960485,232.13394173884922,-0.6992207245312605,0.3969001937317804,-0.6992207245312605,32,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.487161846985057,0.4380575314907065,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.8102726187855106
V10_X110S50D15_R60L0p98,110,50,-0.15,60,0.98,0.26342398226491026,-0.6992207245312605,0.3767393800312525,583.2606902089786,2102,-0.22223753493752263,-0.3825580141011322,-0.20885690727373707,-0.5643134086518344,0.6475388370201061,-0.6992207245312605,-0.16009604826113832,-0.49034666595960485,232.13394173884922,-0.6992207245312605,0.3969001937317804,-0.6992207245312605,32,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.487161846985057,0.4380575314907065,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.8102726187855106
V10_X110S50D15_R60L1p00,110,50,-0.15,60,1.0,0.26342398226491026,-0.6992207245312605,0.3767393800312525,583.2606902089786,2102,-0.22223753493752263,-0.3825580141011322,-0.20885690727373707,-0.5643134086518344,0.6475388370201061,-0.6992207245312605,-0.16009604826113832,-0.49034666595960485,232.13394173884922,-0.6992207245312605,0.3969001937317804,-0.6992207245312605,32,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.487161846985057,0.4380575314907065,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.8102726187855106
V10_X120S50D12_R60L0p98,120,50,-0.12,60,0.98,0.26400647342790506,-0.6992207245312605,0.377572437666072,590.629312644499,1372,-0.2517738759391892,-0.40045091868371596,-0.2520474438209447,-0.5643134086518345,0.6475388370201061,-0.6992207245312605,-0.229641109291437,-0.49944518752033595,220.25492629320973,-0.6992207245312605,0.39242816372402634,-0.6992207245312605,34,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.662078441644433,0.4551336999656035,2023-02-03,2023-02-28,1.0,1.0,0,0.8097307953897338
V10_X120S50D12_R60L1p02,120,50,-0.12,60,1.02,0.26400647342790506,-0.6992207245312605,0.377572437666072,590.629312644499,1372,-0.2517738759391892,-0.40045091868371596,-0.2520474438209447,-0.5643134086518345,0.6475388370201061,-0.6992207245312605,-0.229641109291437,-0.49944518752033595,220.25492629320973,-0.6992207245312605,0.39242816372402634,-0.6992207245312605,34,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.662078441644433,0.4551336999656035,2023-02-03,2023-02-28,1.0,1.0,0,0.8097307953897338
V10_X120S50D12_R60L1p00,120,50,-0.12,60,1.0,0.26400647342790506,-0.6992207245312605,0.377572437666072,590.629312644499,1372,-0.2517738759391892,-0.40045091868371596,-0.2520474438209447,-0.5643134086518345,0.6475388370201061,-0.6992207245312605,-0.229641109291437,-0.49944518752033595,220.25492629320973,-0.6992207245312605,0.39242816372402634,-0.6992207245312605,34,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.662078441644433,0.4551336999656035,2023-02-03,2023-02-28,1.0,1.0,0,0.8097307953897338
V10_X80S40D18_R100L1p02,80,40,-0.18,100,1.02,0.28497099378951796,-0.7254892331683098,0.39279837764788184,924.4739662518606,996,-0.28424537094054436,-0.42647013182127613,-0.37514359522146234,-0.6220883780815107,0.6475388370201061,-0.6992207245312605,-0.20603495760967527,-0.49034666595960474,272.5942931190989,-0.7254892331683098,0.41067424022472476,-0.7254892331683098,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.314381929937649,0.3235653217236684,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.8088604961174435
V10_X80S40D18_R100L0p98,80,40,-0.18,100,0.98,0.28497099378951796,-0.7254892331683098,0.39279837764788184,924.4739662518606,996,-0.28424537094054436,-0.42647013182127613,-0.37514359522146234,-0.6220883780815107,0.6475388370201061,-0.6992207245312605,-0.20603495760967527,-0.49034666595960474,272.5942931190989,-0.7254892331683098,0.41067424022472476,-0.7254892331683098,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.314381929937649,0.3235653217236684,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.8088604961174435
V10_X80S40D18_R100L1p00,80,40,-0.18,100,1.0,0.28497099378951796,-0.7254892331683098,0.39279837764788184,924.4739662518606,996,-0.28424537094054436,-0.42647013182127613,-0.37514359522146234,-0.6220883780815107,0.6475388370201061,-0.6992207245312605,-0.20603495760967527,-0.49034666595960474,272.5942931190989,-0.7254892331683098,0.41067424022472476,-0.7254892331683098,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.314381929937649,0.3235653217236684,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.8088604961174435
V10_X80S50D18_R100L1p02,80,50,-0.18,100,1.02,0.2760117556315518,-0.7254892331683097,0.3804491410936191,764.0678454246458,1080,-0.46089435323709826,-0.5680178961208662,-0.36731298500676945,-0.6460361330156326,0.6475388370201063,-0.6992207245312605,-0.32513122628410696,-0.5614916416879036,295.50079429232693,-0.7254892331683097,0.4176457478706139,-0.7254892331683097,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.5007190353742486,0.43938104704067804,2023-02-03,2023-02-28,1.0,1.0,0,0.8086583240394754
V10_X80S50D18_R100L1p00,80,50,-0.18,100,1.0,0.2760117556315518,-0.7254892331683097,0.3804491410936191,764.0678454246458,1080,-0.46089435323709826,-0.5680178961208662,-0.36731298500676945,-0.6460361330156326,0.6475388370201063,-0.6992207245312605,-0.32513122628410696,-0.5614916416879036,295.50079429232693,-0.7254892331683097,0.4176457478706139,-0.7254892331683097,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.5007190353742486,0.43938104704067804,2023-02-03,2023-02-28,1.0,1.0,0,0.8086583240394754
V10_X80S50D18_R100L0p98,80,50,-0.18,100,0.98,0.2760117556315518,-0.7254892331683097,0.3804491410936191,764.0678454246458,1080,-0.46089435323709826,-0.5680178961208662,-0.36731298500676945,-0.6460361330156326,0.6475388370201063,-0.6992207245312605,-0.32513122628410696,-0.5614916416879036,295.50079429232693,-0.7254892331683097,0.4176457478706139,-0.7254892331683097,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.5007190353742486,0.43938104704067804,2023-02-03,2023-02-28,1.0,1.0,0,0.8086583240394754
V10_X80S50D15_R100L1p02,80,50,-0.15,100,1.02,0.25898902543843305,-0.6992207245312605,0.370396666391793,529.9898879082031,2249,-0.46089435323709826,-0.5680178961208662,-0.3673129850067701,-0.646036133015633,0.6475388370201061,-0.6992207245312605,-0.1683966461399834,-0.49034666595960474,393.8965514365987,-0.6992207245312605,0.4427749758034514,-0.6992207245312605,31,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.500719035374248,0.43938104704067793,2023-02-03,2023-02-28,1.0,1.0,0,0.8086131312196891
V10_X80S50D15_R100L1p00,80,50,-0.15,100,1.0,0.25898902543843305,-0.6992207245312605,0.370396666391793,529.9898879082031,2249,-0.46089435323709826,-0.5680178961208662,-0.3673129850067701,-0.646036133015633,0.6475388370201061,-0.6992207245312605,-0.1683966461399834,-0.49034666595960474,393.8965514365987,-0.6992207245312605,0.4427749758034514,-0.6992207245312605,31,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.500719035374248,0.43938104704067793,2023-02-03,2023-02-28,1.0,1.0,0,0.8086131312196891
V10_X80S50D15_R100L0p98,80,50,-0.15,100,0.98,0.25898902543843305,-0.6992207245312605,0.370396666391793,529.9898879082031,2249,-0.46089435323709826,-0.5680178961208662,-0.3673129850067701,-0.646036133015633,0.6475388370201061,-0.6992207245312605,-0.1683966461399834,-0.49034666595960474,393.8965514365987,-0.6992207245312605,0.4427749758034514,-0.6992207245312605,31,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.500719035374248,0.43938104704067793,2023-02-03,2023-02-28,1.0,1.0,0,0.8086131312196891
V10_X80S40D18_R80L1p00,80,40,-0.18,80,1.0,0.28370015994683895,-0.7179610774225003,0.3951469917635789,899.8917862785701,996,-0.28424537094054436,-0.42647013182127613,-0.387781202575219,-0.6297315720308785,0.6475388370201061,-0.6992207245312605,-0.20603495760967505,-0.49034666595960474,270.8167416490556,-0.7179610774225003,0.41011057212156277,-0.7179610774225003,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.171940368759413,0.309659516495505,2023-02-03,2023-02-28,1.0,1.0,0,0.8029430949796994
V10_X80S40D18_R80L0p98,80,40,-0.18,80,0.98,0.28370015994683895,-0.7179610774225003,0.3951469917635789,899.8917862785701,996,-0.28424537094054436,-0.42647013182127613,-0.387781202575219,-0.6297315720308785,0.6475388370201061,-0.6992207245312605,-0.20603495760967505,-0.49034666595960474,270.8167416490556,-0.7179610774225003,0.41011057212156277,-0.7179610774225003,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.171940368759413,0.309659516495505,2023-02-03,2023-02-28,1.0,1.0,0,0.8029430949796994
V10_X80S40D18_R80L1p02,80,40,-0.18,80,1.02,0.28370015994683895,-0.7179610774225003,0.3951469917635789,899.8917862785701,996,-0.28424537094054436,-0.42647013182127613,-0.387781202575219,-0.6297315720308785,0.6475388370201061,-0.6992207245312605,-0.20603495760967505,-0.49034666595960474,270.8167416490556,-0.7179610774225003,0.41011057212156277,-0.7179610774225003,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.171940368759413,0.309659516495505,2023-02-03,2023-02-28,1.0,1.0,0,0.8029430949796994
V10_X110S40D15_R60L1p02,110,40,-0.15,60,1.02,0.2615462012321428,-0.6992207245312605,0.37405384602619807,560.1044105158994,2163,-0.22223753493752263,-0.3825580141011322,-0.29165702953367434,-0.5729721899899685,0.6475388370201063,-0.6992207245312605,-0.21690790879755995,-0.4911715570575055,249.04791872920066,-0.6992207245312605,0.40291185521025974,-0.6992207245312605,32,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.245101452393805,0.4144264741448351,2023-02-03,2023-02-28,1.0,1.0,0,0.8020983026990516
V10_X110S40D15_R60L0p98,110,40,-0.15,60,0.98,0.2615462012321428,-0.6992207245312605,0.37405384602619807,560.1044105158994,2163,-0.22223753493752263,-0.3825580141011322,-0.29165702953367434,-0.5729721899899685,0.6475388370201063,-0.6992207245312605,-0.21690790879755995,-0.4911715570575055,249.04791872920066,-0.6992207245312605,0.40291185521025974,-0.6992207245312605,32,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.245101452393805,0.4144264741448351,2023-02-03,2023-02-28,1.0,1.0,0,0.8020983026990516
V10_X110S40D15_R60L1p00,110,40,-0.15,60,1.0,0.2615462012321428,-0.6992207245312605,0.37405384602619807,560.1044105158994,2163,-0.22223753493752263,-0.3825580141011322,-0.29165702953367434,-0.5729721899899685,0.6475388370201063,-0.6992207245312605,-0.21690790879755995,-0.4911715570575055,249.04791872920066,-0.6992207245312605,0.40291185521025974,-0.6992207245312605,32,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.245101452393805,0.4144264741448351,2023-02-03,2023-02-28,1.0,1.0,0,0.8020983026990516
V10_X80S50D18_R80L1p00,80,50,-0.18,80,1.0,0.27474978245818815,-0.7179610774225003,0.38268060915578783,743.7509365946647,1080,-0.46089435323709826,-0.5680178961208662,-0.380108965030593,-0.6531949879687973,0.6475388370201063,-0.6992207245312605,-0.32513122628410474,-0.5614916416879021,293.5744185015364,-0.7179610774225003,0.41707929413744727,-0.7179610774225003,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.319109938236927,0.42165152546309453,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.8012804513127298
V10_X80S50D18_R80L1p02,80,50,-0.18,80,1.02,0.27474978245818815,-0.7179610774225003,0.38268060915578783,743.7509365946647,1080,-0.46089435323709826,-0.5680178961208662,-0.380108965030593,-0.6531949879687973,0.6475388370201063,-0.6992207245312605,-0.32513122628410474,-0.5614916416879021,293.5744185015364,-0.7179610774225003,0.41707929413744727,-0.7179610774225003,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.319109938236927,0.42165152546309453,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.8012804513127298
V10_X80S50D18_R80L0p98,80,50,-0.18,80,0.98,0.27474978245818815,-0.7179610774225003,0.38268060915578783,743.7509365946647,1080,-0.46089435323709826,-0.5680178961208662,-0.380108965030593,-0.6531949879687973,0.6475388370201063,-0.6992207245312605,-0.32513122628410474,-0.5614916416879021,293.5744185015364,-0.7179610774225003,0.41707929413744727,-0.7179610774225003,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.319109938236927,0.42165152546309453,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.8012804513127298
V10_X120S50D18_R80L1p00,120,50,-0.18,80,1.0,0.2546746152135504,-0.8815026010852105,0.2889096582358607,482.683233069584,2079,-0.2517738759391892,-0.40045091868371596,-0.8042163792884842,-0.8815026010852105,0.6475388370201063,-0.6992207245312605,-0.32513122628410707,-0.5614916416879034,435.12374178820204,-0.7179610774225003,0.45158615156863613,-0.7179610774225003,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.875056296630215,0.6711748523590751,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.800852779406189
V10_X120S50D18_R80L1p02,120,50,-0.18,80,1.02,0.2546746152135504,-0.8815026010852105,0.2889096582358607,482.683233069584,2079,-0.2517738759391892,-0.40045091868371596,-0.8042163792884842,-0.8815026010852105,0.6475388370201063,-0.6992207245312605,-0.32513122628410707,-0.5614916416879034,435.12374178820204,-0.7179610774225003,0.45158615156863613,-0.7179610774225003,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.875056296630215,0.6711748523590751,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.800852779406189
V10_X120S50D18_R80L0p98,120,50,-0.18,80,0.98,0.2546746152135504,-0.8815026010852105,0.2889096582358607,482.683233069584,2079,-0.2517738759391892,-0.40045091868371596,-0.8042163792884842,-0.8815026010852105,0.6475388370201063,-0.6992207245312605,-0.32513122628410707,-0.5614916416879034,435.12374178820204,-0.7179610774225003,0.45158615156863613,-0.7179610774225003,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.875056296630215,0.6711748523590751,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.800852779406189
V10_X120S50D18_R100L0p98,120,50,-0.18,100,0.98,0.25436675645827456,-0.8790639686936439,0.2893609174270707,479.46779765093083,2024,-0.2517738759391892,-0.40045091868371596,-0.8001872252009028,-0.8790639686936439,0.6475388370201063,-0.6992207245312605,-0.32513122628410707,-0.5614916416879036,423.4827688947376,-0.7254892331683094,0.4491802519482231,-0.7254892331683094,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.875056296630214,0.6711748523590749,2023-02-03,2023-02-28,1.0,1.0,0,0.7988415238965448
V10_X120S50D18_R100L1p02,120,50,-0.18,100,1.02,0.25436675645827456,-0.8790639686936439,0.2893609174270707,479.46779765093083,2024,-0.2517738759391892,-0.40045091868371596,-0.8001872252009028,-0.8790639686936439,0.6475388370201063,-0.6992207245312605,-0.32513122628410707,-0.5614916416879036,423.4827688947376,-0.7254892331683094,0.4491802519482231,-0.7254892331683094,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.875056296630214,0.6711748523590749,2023-02-03,2023-02-28,1.0,1.0,0,0.7988415238965448
V10_X120S50D18_R100L1p00,120,50,-0.18,100,1.0,0.25436675645827456,-0.8790639686936439,0.2893609174270707,479.46779765093083,2024,-0.2517738759391892,-0.40045091868371596,-0.8001872252009028,-0.8790639686936439,0.6475388370201063,-0.6992207245312605,-0.32513122628410707,-0.5614916416879036,423.4827688947376,-0.7254892331683094,0.4491802519482231,-0.7254892331683094,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.875056296630214,0.6711748523590749,2023-02-03,2023-02-28,1.0,1.0,0,0.7988415238965448
V10_X100S50D15_R60L0p98,100,50,-0.15,60,0.98,0.262707554341324,-0.6992207245312605,0.3757147709222096,574.3191293938352,2127,-0.22693711700116959,-0.3862888694877312,-0.25741004502902753,-0.5643134086518345,0.6475388370201065,-0.6992207245312605,-0.16009604826113955,-0.49034666595960474,245.05614175257688,-0.6992207245312605,0.40152828021298115,-0.6992207245312605,32,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.755769530136206,0.36665562449567596,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.7845850332939364
V10_X100S50D15_R60L1p00,100,50,-0.15,60,1.0,0.262707554341324,-0.6992207245312605,0.3757147709222096,574.3191293938352,2127,-0.22693711700116959,-0.3862888694877312,-0.25741004502902753,-0.5643134086518345,0.6475388370201065,-0.6992207245312605,-0.16009604826113955,-0.49034666595960474,245.05614175257688,-0.6992207245312605,0.40152828021298115,-0.6992207245312605,32,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.755769530136206,0.36665562449567596,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.7845850332939364
V10_X100S50D15_R60L1p02,100,50,-0.15,60,1.02,0.262707554341324,-0.6992207245312605,0.3757147709222096,574.3191293938352,2127,-0.22693711700116959,-0.3862888694877312,-0.25741004502902753,-0.5643134086518345,0.6475388370201065,-0.6992207245312605,-0.16009604826113955,-0.49034666595960474,245.05614175257688,-0.6992207245312605,0.40152828021298115,-0.6992207245312605,32,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.755769530136206,0.36665562449567596,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.7845850332939364
V10_X120S50D10_R60L1p02,120,50,-0.1,60,1.02,0.261635306126456,-0.6992207245312605,0.37418128059898337,561.1829208676435,979,-0.2517738759391892,-0.40045091868371596,-0.25204744382094457,-0.5643134086518344,0.6475388370201063,-0.6992207245312605,-0.22964110929143622,-0.4994451875203355,169.31451236416993,-0.6992207245312605,0.37026666293043653,-0.6992207245312605,40,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.662078441644434,0.45513369996560354,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.7767348427235138
V10_X120S50D10_R60L1p00,120,50,-0.1,60,1.0,0.261635306126456,-0.6992207245312605,0.37418128059898337,561.1829208676435,979,-0.2517738759391892,-0.40045091868371596,-0.25204744382094457,-0.5643134086518344,0.6475388370201063,-0.6992207245312605,-0.22964110929143622,-0.4994451875203355,169.31451236416993,-0.6992207245312605,0.37026666293043653,-0.6992207245312605,40,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.662078441644434,0.45513369996560354,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.7767348427235138
V10_X120S50D10_R60L0p98,120,50,-0.1,60,0.98,0.261635306126456,-0.6992207245312605,0.37418128059898337,561.1829208676435,979,-0.2517738759391892,-0.40045091868371596,-0.25204744382094457,-0.5643134086518344,0.6475388370201063,-0.6992207245312605,-0.22964110929143622,-0.4994451875203355,169.31451236416993,-0.6992207245312605,0.37026666293043653,-0.6992207245312605,40,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.662078441644434,0.45513369996560354,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.7767348427235138
V10_X110S50D12_R60L0p98,110,50,-0.12,60,0.98,0.2578266476610227,-0.6992207245312605,0.3687342760526199,516.8225986037734,1372,-0.22223753493752263,-0.3825580141011322,-0.20885690727373818,-0.5643134086518345,0.6475388370201063,-0.6992207245312605,-0.19837267734205621,-0.49034666595960485,175.96493583471556,-0.6992207245312605,0.3734886381688596,-0.6992207245312605,35,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.4871618469850585,0.43805753149070664,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.7670659486795092
V10_X110S50D12_R60L1p02,110,50,-0.12,60,1.02,0.2578266476610227,-0.6992207245312605,0.3687342760526199,516.8225986037734,1372,-0.22223753493752263,-0.3825580141011322,-0.20885690727373818,-0.5643134086518345,0.6475388370201063,-0.6992207245312605,-0.19837267734205621,-0.49034666595960485,175.96493583471556,-0.6992207245312605,0.3734886381688596,-0.6992207245312605,35,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.4871618469850585,0.43805753149070664,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.7670659486795092
V10_X110S50D12_R60L1p00,110,50,-0.12,60,1.0,0.2578266476610227,-0.6992207245312605,0.3687342760526199,516.8225986037734,1372,-0.22223753493752263,-0.3825580141011322,-0.20885690727373818,-0.5643134086518345,0.6475388370201063,-0.6992207245312605,-0.19837267734205621,-0.49034666595960485,175.96493583471556,-0.6992207245312605,0.3734886381688596,-0.6992207245312605,35,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.4871618469850585,0.43805753149070664,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.7670659486795092
V10_X110S40D12_R60L0p98,110,40,-0.12,60,0.98,0.2500478609361756,-0.6992207245312605,0.3576093387446449,436.4773827868639,2249,-0.22223753493752263,-0.3825580141011322,-0.29165702953367434,-0.5729721899899685,0.6475388370201061,-0.6992207245312605,-0.2169079087975604,-0.4911715570575058,224.49341297588578,-0.6992207245312605,0.39404911541193366,-0.6992207245312605,38,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.245101452393804,0.41442647414483497,2023-02-03,2023-02-28,1.0,1.0,0,0.7604174961419488
V10_X110S40D12_R60L1p00,110,40,-0.12,60,1.0,0.2500478609361756,-0.6992207245312605,0.3576093387446449,436.4773827868639,2249,-0.22223753493752263,-0.3825580141011322,-0.29165702953367434,-0.5729721899899685,0.6475388370201061,-0.6992207245312605,-0.2169079087975604,-0.4911715570575058,224.49341297588578,-0.6992207245312605,0.39404911541193366,-0.6992207245312605,38,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.245101452393804,0.41442647414483497,2023-02-03,2023-02-28,1.0,1.0,0,0.7604174961419488
V10_X110S40D12_R60L1p02,110,40,-0.12,60,1.02,0.2500478609361756,-0.6992207245312605,0.3576093387446449,436.4773827868639,2249,-0.22223753493752263,-0.3825580141011322,-0.29165702953367434,-0.5729721899899685,0.6475388370201061,-0.6992207245312605,-0.2169079087975604,-0.4911715570575058,224.49341297588578,-0.6992207245312605,0.39404911541193366,-0.6992207245312605,38,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.245101452393804,0.41442647414483497,2023-02-03,2023-02-28,1.0,1.0,0,0.7604174961419488
V10_X80S50D15_R80L1p00,80,50,-0.15,80,1.0,0.25177217002385377,-0.7312925785137645,0.3442837756340158,453.17611385135524,2277,-0.46089435323709826,-0.5680178961208662,-0.3801089650305941,-0.6531949879687973,0.6475388370201061,-0.6992207245312605,-0.16839664613998429,-0.49034666595960474,387.5640889226286,-0.6992207245312605,0.4413456475012971,-0.6992207245312605,31,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.319109938236925,0.4216515254630943,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.760361621121888
V10_X80S50D15_R80L1p02,80,50,-0.15,80,1.02,0.25177217002385377,-0.7312925785137645,0.3442837756340158,453.17611385135524,2277,-0.46089435323709826,-0.5680178961208662,-0.3801089650305941,-0.6531949879687973,0.6475388370201061,-0.6992207245312605,-0.16839664613998429,-0.49034666595960474,387.5640889226286,-0.6992207245312605,0.4413456475012971,-0.6992207245312605,31,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.319109938236925,0.4216515254630943,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.760361621121888
V10_X80S50D15_R80L0p98,80,50,-0.15,80,0.98,0.25177217002385377,-0.7312925785137645,0.3442837756340158,453.17611385135524,2277,-0.46089435323709826,-0.5680178961208662,-0.3801089650305941,-0.6531949879687973,0.6475388370201061,-0.6992207245312605,-0.16839664613998429,-0.49034666595960474,387.5640889226286,-0.6992207245312605,0.4413456475012971,-0.6992207245312605,31,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.319109938236925,0.4216515254630943,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.760361621121888
V10_X120S30D15_R60L1p00,120,30,-0.15,60,1.0,0.25456975224060785,-0.6992207245312605,0.3640763829065061,481.5856645312115,2122,-0.2517738759391892,-0.40045091868371596,-0.21939675266850645,-0.5294097505121869,0.6475388370201065,-0.6992207245312605,-0.21690790879756006,-0.4911715570575056,201.79402254456042,-0.6992207245312605,0.3850097918042461,-0.6992207245312605,34,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.1193426639403805,0.4021493184923854,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.7576462151049725
V10_X120S30D15_R60L1p02,120,30,-0.15,60,1.02,0.25456975224060785,-0.6992207245312605,0.3640763829065061,481.5856645312115,2122,-0.2517738759391892,-0.40045091868371596,-0.21939675266850645,-0.5294097505121869,0.6475388370201065,-0.6992207245312605,-0.21690790879756006,-0.4911715570575056,201.79402254456042,-0.6992207245312605,0.3850097918042461,-0.6992207245312605,34,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.1193426639403805,0.4021493184923854,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.7576462151049725
