strategy,exit_ma,exit_slope,exit_dd,resume_ma,level_mult,CAGR,MDD,Calmar,Final,MaxUnderwaterDays,DotCom_Return,DotCom_MDD,GFC_Return,GFC_MDD,COVID_Return,COVID_MDD,2022_Bear_Return,2022_Bear_MDD,Actual_TQQQ_Era_Return,Actual_TQQQ_Era_MDD,ActualEra_CAGR,ActualEra_MDD,TradeCount,Cycle22_TroughDate,Cycle22_TroughPx,Cycle22_PeakDate,Cycle22_PeakPx,Cycle22_TheoreticalMult,Cycle22_PortfolioMult,Cycle22_Capture,Cycle22_First25Date,Cycle22_First75Date,Cycle22_WeightAtPeak,Cycle22_MaxWeight,Cycle22_ExitCountBeforePeak,score
V10_X110S40D18_R60L1p00,110,40,-0.18,60,1.0,0.3004781226644828,-0.7126457496284333,0.4216374304079541,1281.7119546350634,741,-0.22223753493752263,-0.3825580141011322,-0.30730755840679036,-0.5822920017818995,0.6475388370201063,-0.6992207245312605,-0.2060349576096736,-0.49034666595960474,313.89063575982766,-0.7126457496284333,0.4228858832383664,-0.7126457496284333,20,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.743654581064797,0.36547290703075486,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.902614901116969
V10_X110S30D18_R60L0p98,110,30,-0.18,60,0.98,0.30083277584572454,-0.7126457496284333,0.42213508745765466,1291.266283564153,704,-0.22223753493752263,-0.3825580141011322,-0.23895635225287892,-0.5410747980360706,0.6475388370201063,-0.6992207245312605,-0.20603495760967594,-0.49034666595960485,287.74601911485234,-0.7126457496284333,0.41534401887049,-0.7126457496284333,20,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.349800282352945,0.32702302540309713,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.8832639951883897
V10_X110S30D18_R60L1p02,110,30,-0.18,60,1.02,0.30083277584572454,-0.7126457496284333,0.42213508745765466,1291.266283564153,704,-0.22223753493752263,-0.3825580141011322,-0.23895635225287892,-0.5410747980360706,0.6475388370201063,-0.6992207245312605,-0.20603495760967594,-0.49034666595960485,287.74601911485234,-0.7126457496284333,0.41534401887049,-0.7126457496284333,20,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.349800282352945,0.32702302540309713,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.8832639951883897
V10_X110S30D18_R60L1p00,110,30,-0.18,60,1.0,0.30083277584572454,-0.7126457496284333,0.42213508745765466,1291.266283564153,704,-0.22223753493752263,-0.3825580141011322,-0.23895635225287892,-0.5410747980360706,0.6475388370201063,-0.6992207245312605,-0.20603495760967594,-0.49034666595960485,287.74601911485234,-0.7126457496284333,0.41534401887049,-0.7126457496284333,20,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.349800282352945,0.32702302540309713,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.8832639951883897
V10_X110S50D18_R80L0p98,110,50,-0.18,80,0.98,0.2699839426441015,-0.8413890992339722,0.3208788215700722,671.6161551861895,1595,-0.22223753493752263,-0.3825580141011322,-0.7379276734410904,-0.8413890992339722,0.6475388370201061,-0.6992207245312605,-0.32513122628410684,-0.5614916416879034,435.1237417882025,-0.7179610774225,0.45158615156863635,-0.7179610774225,20,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.875056296630212,0.6711748523590748,2023-02-03,2023-02-28,1.0,1.0,0,0.8738459956810608
V10_X110S50D18_R80L1p00,110,50,-0.18,80,1.0,0.2699839426441015,-0.8413890992339722,0.3208788215700722,671.6161551861895,1595,-0.22223753493752263,-0.3825580141011322,-0.7379276734410904,-0.8413890992339722,0.6475388370201061,-0.6992207245312605,-0.32513122628410684,-0.5614916416879034,435.1237417882025,-0.7179610774225,0.45158615156863635,-0.7179610774225,20,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.875056296630212,0.6711748523590748,2023-02-03,2023-02-28,1.0,1.0,0,0.8738459956810608
V10_X110S50D18_R80L1p02,110,50,-0.18,80,1.02,0.2699839426441015,-0.8413890992339722,0.3208788215700722,671.6161551861895,1595,-0.22223753493752263,-0.3825580141011322,-0.7379276734410904,-0.8413890992339722,0.6475388370201061,-0.6992207245312605,-0.32513122628410684,-0.5614916416879034,435.1237417882025,-0.7179610774225,0.45158615156863635,-0.7179610774225,20,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.875056296630212,0.6711748523590748,2023-02-03,2023-02-28,1.0,1.0,0,0.8738459956810608
V10_X110S50D18_R100L0p98,110,50,-0.18,100,0.98,0.2696723274483672,-0.8381249458955369,0.32175671273001216,667.1421270344505,1594,-0.22223753493752263,-0.3825580141011322,-0.7325343224449274,-0.8381249458955369,0.6475388370201063,-0.6992207245312605,-0.32513122628410773,-0.5614916416879041,423.4827688947371,-0.7254892331683094,0.44918025194822286,-0.7254892331683094,20,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.8750562966302144,0.671174852359075,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.8724024624449869
V10_X110S50D18_R100L1p00,110,50,-0.18,100,1.0,0.2696723274483672,-0.8381249458955369,0.32175671273001216,667.1421270344505,1594,-0.22223753493752263,-0.3825580141011322,-0.7325343224449274,-0.8381249458955369,0.6475388370201063,-0.6992207245312605,-0.32513122628410773,-0.5614916416879041,423.4827688947371,-0.7254892331683094,0.44918025194822286,-0.7254892331683094,20,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.8750562966302144,0.671174852359075,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.8724024624449869
V10_X110S50D18_R100L1p02,110,50,-0.18,100,1.02,0.2696723274483672,-0.8381249458955369,0.32175671273001216,667.1421270344505,1594,-0.22223753493752263,-0.3825580141011322,-0.7325343224449274,-0.8381249458955369,0.6475388370201063,-0.6992207245312605,-0.32513122628410773,-0.5614916416879041,423.4827688947371,-0.7254892331683094,0.44918025194822286,-0.7254892331683094,20,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.8750562966302144,0.671174852359075,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.8724024624449869
V10_X100S50D18_R60L1p02,100,50,-0.18,60,1.02,0.29469610352248243,-0.7126457496284334,0.41352397551817877,1135.2243847055443,750,-0.22693711700116959,-0.3862888694877312,-0.27381724608236413,-0.5643134086518344,0.6475388370201063,-0.6992207245312605,-0.32513122628410684,-0.5614916416879034,266.6564406035641,-0.7126457496284334,0.4087776798765128,-0.7126457496284334,20,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.743654581064793,0.36547290703075447,2023-02-03,2023-02-28,1.0,1.0,0,0.87112529363503
V10_X100S50D18_R60L1p00,100,50,-0.18,60,1.0,0.29469610352248243,-0.7126457496284334,0.41352397551817877,1135.2243847055443,750,-0.22693711700116959,-0.3862888694877312,-0.27381724608236413,-0.5643134086518344,0.6475388370201063,-0.6992207245312605,-0.32513122628410684,-0.5614916416879034,266.6564406035641,-0.7126457496284334,0.4087776798765128,-0.7126457496284334,20,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.743654581064793,0.36547290703075447,2023-02-03,2023-02-28,1.0,1.0,0,0.87112529363503
V10_X100S50D18_R60L0p98,100,50,-0.18,60,0.98,0.29469610352248243,-0.7126457496284334,0.41352397551817877,1135.2243847055443,750,-0.22693711700116959,-0.3862888694877312,-0.27381724608236413,-0.5643134086518344,0.6475388370201063,-0.6992207245312605,-0.32513122628410684,-0.5614916416879034,266.6564406035641,-0.7126457496284334,0.4087776798765128,-0.7126457496284334,20,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.743654581064793,0.36547290703075447,2023-02-03,2023-02-28,1.0,1.0,0,0.87112529363503
V10_X120S40D18_R60L1p00,120,40,-0.18,60,1.0,0.28993410996154156,-0.7126457496284333,0.4068418426865107,1026.8202919451182,979,-0.2517738759391892,-0.40045091868371596,-0.3213581831742073,-0.5907648217419563,0.6475388370201061,-0.6992207245312605,-0.32513122628410585,-0.5614916416879028,266.65644060356453,-0.7126457496284333,0.4087776798765128,-0.7126457496284333,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.743654581064796,0.3654729070307547,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.8527903598722806
V10_X120S40D18_R60L1p02,120,40,-0.18,60,1.02,0.28993410996154156,-0.7126457496284333,0.4068418426865107,1026.8202919451182,979,-0.2517738759391892,-0.40045091868371596,-0.3213581831742073,-0.5907648217419563,0.6475388370201061,-0.6992207245312605,-0.32513122628410585,-0.5614916416879028,266.65644060356453,-0.7126457496284333,0.4087776798765128,-0.7126457496284333,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.743654581064796,0.3654729070307547,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.8527903598722806
V10_X120S40D18_R60L0p98,120,40,-0.18,60,0.98,0.28993410996154156,-0.7126457496284333,0.4068418426865107,1026.8202919451182,979,-0.2517738759391892,-0.40045091868371596,-0.3213581831742073,-0.5907648217419563,0.6475388370201061,-0.6992207245312605,-0.32513122628410585,-0.5614916416879028,266.65644060356453,-0.7126457496284333,0.4087776798765128,-0.7126457496284333,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.743654581064796,0.3654729070307547,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.8527903598722806
V10_X100S40D18_R60L0p98,100,40,-0.18,60,0.98,0.2848436322199026,-0.7126457496284333,0.39969877371529594,921.981497916714,894,-0.22693711700116959,-0.3862888694877312,-0.4986922972129292,-0.711394879437738,0.6475388370201061,-0.6992207245312605,-0.20603495760967405,-0.49034666595960474,313.89063575982726,-0.7126457496284333,0.4228858832383662,-0.7126457496284333,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.743654581064796,0.3654729070307547,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.8467453180736981
V10_X100S40D18_R60L1p00,100,40,-0.18,60,1.0,0.2848436322199026,-0.7126457496284333,0.39969877371529594,921.981497916714,894,-0.22693711700116959,-0.3862888694877312,-0.4986922972129292,-0.711394879437738,0.6475388370201061,-0.6992207245312605,-0.20603495760967405,-0.49034666595960474,313.89063575982726,-0.7126457496284333,0.4228858832383662,-0.7126457496284333,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.743654581064796,0.3654729070307547,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.8467453180736981
V10_X100S40D18_R60L1p02,100,40,-0.18,60,1.02,0.2848436322199026,-0.7126457496284333,0.39969877371529594,921.981497916714,894,-0.22693711700116959,-0.3862888694877312,-0.4986922972129292,-0.711394879437738,0.6475388370201061,-0.6992207245312605,-0.20603495760967405,-0.49034666595960474,313.89063575982726,-0.7126457496284333,0.4228858832383662,-0.7126457496284333,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.743654581064796,0.3654729070307547,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.8467453180736981
V10_X80S50D18_R60L1p00,80,50,-0.18,60,1.0,0.2792014609718336,-0.7126457496284333,0.3917815564288521,817.8316124621675,1080,-0.46089435323709826,-0.5680178961208662,-0.35832972639542804,-0.6410103479420675,0.6475388370201063,-0.6992207245312605,-0.3251312262841075,-0.5614916416879039,311.92108852223976,-0.7126457496284333,0.42233860441530524,-0.7126457496284333,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.5458764666115,0.4437895247222983,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.8328740160157965
V10_X80S50D18_R60L0p98,80,50,-0.18,60,0.98,0.2792014609718336,-0.7126457496284333,0.3917815564288521,817.8316124621675,1080,-0.46089435323709826,-0.5680178961208662,-0.35832972639542804,-0.6410103479420675,0.6475388370201063,-0.6992207245312605,-0.3251312262841075,-0.5614916416879039,311.92108852223976,-0.7126457496284333,0.42233860441530524,-0.7126457496284333,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.5458764666115,0.4437895247222983,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.8328740160157965
V10_X80S50D18_R60L1p02,80,50,-0.18,60,1.02,0.2792014609718336,-0.7126457496284333,0.3917815564288521,817.8316124621675,1080,-0.46089435323709826,-0.5680178961208662,-0.35832972639542804,-0.6410103479420675,0.6475388370201063,-0.6992207245312605,-0.3251312262841075,-0.5614916416879039,311.92108852223976,-0.7126457496284333,0.42233860441530524,-0.7126457496284333,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.5458764666115,0.4437895247222983,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.8328740160157965
V10_X80S40D18_R60L0p98,80,40,-0.18,60,0.98,0.28818309494995686,-0.7126457496284335,0.40438478037680387,989.5247379227931,996,-0.28424537094054436,-0.42647013182127613,-0.3662715201732031,-0.616722568840172,0.6475388370201065,-0.6992207245312605,-0.20603495760967527,-0.49034666595960474,287.7460191148526,-0.7126457496284335,0.4153440188704902,-0.7126457496284335,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.34980028235295,0.32702302540309763,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.8327626561453783
V10_X80S40D18_R60L1p02,80,40,-0.18,60,1.02,0.28818309494995686,-0.7126457496284335,0.40438478037680387,989.5247379227931,996,-0.28424537094054436,-0.42647013182127613,-0.3662715201732031,-0.616722568840172,0.6475388370201065,-0.6992207245312605,-0.20603495760967527,-0.49034666595960474,287.7460191148526,-0.7126457496284335,0.4153440188704902,-0.7126457496284335,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.34980028235295,0.32702302540309763,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.8327626561453783
V10_X80S40D18_R60L1p00,80,40,-0.18,60,1.0,0.28818309494995686,-0.7126457496284335,0.40438478037680387,989.5247379227931,996,-0.28424537094054436,-0.42647013182127613,-0.3662715201732031,-0.616722568840172,0.6475388370201065,-0.6992207245312605,-0.20603495760967527,-0.49034666595960474,287.7460191148526,-0.7126457496284335,0.4153440188704902,-0.7126457496284335,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.34980028235295,0.32702302540309763,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.8327626561453783
V10_X80S50D15_R60L1p02,80,50,-0.15,60,1.02,0.2627213557257666,-0.6992207245312605,0.37573450915930473,574.4901269479657,2241,-0.46089435323709826,-0.5680178961208662,-0.3583297263954278,-0.6410103479420678,0.6475388370201061,-0.6992207245312605,-0.16839664613998384,-0.49034666595960474,407.45252799485195,-0.6992207245312605,0.4457637939220864,-0.6992207245312605,31,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.545876466611504,0.4437895247222987,2023-02-03,2023-02-28,1.0,1.0,0,0.8245429743178567
V10_X80S50D15_R60L0p98,80,50,-0.15,60,0.98,0.2627213557257666,-0.6992207245312605,0.37573450915930473,574.4901269479657,2241,-0.46089435323709826,-0.5680178961208662,-0.3583297263954278,-0.6410103479420678,0.6475388370201061,-0.6992207245312605,-0.16839664613998384,-0.49034666595960474,407.45252799485195,-0.6992207245312605,0.4457637939220864,-0.6992207245312605,31,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.545876466611504,0.4437895247222987,2023-02-03,2023-02-28,1.0,1.0,0,0.8245429743178567
V10_X80S50D15_R60L1p00,80,50,-0.15,60,1.0,0.2627213557257666,-0.6992207245312605,0.37573450915930473,574.4901269479657,2241,-0.46089435323709826,-0.5680178961208662,-0.3583297263954278,-0.6410103479420678,0.6475388370201061,-0.6992207245312605,-0.16839664613998384,-0.49034666595960474,407.45252799485195,-0.6992207245312605,0.4457637939220864,-0.6992207245312605,31,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.545876466611504,0.4437895247222987,2023-02-03,2023-02-28,1.0,1.0,0,0.8245429743178567
V10_X100S40D18_R100L0p98,100,40,-0.18,100,0.98,0.28163985805284875,-0.7254892331683095,0.3882068060788296,861.3709789399927,895,-0.22693711700116959,-0.3862888694877312,-0.5057105072239634,-0.7154352948055942,0.6475388370201063,-0.6992207245312605,-0.20603495760967394,-0.49034666595960474,297.36699104850857,-0.7254892331683095,0.41819122100479134,-0.7254892331683095,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.705029260640272,0.3617021242742617,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.8228430883790547
V10_X100S40D18_R100L1p02,100,40,-0.18,100,1.02,0.28163985805284875,-0.7254892331683095,0.3882068060788296,861.3709789399927,895,-0.22693711700116959,-0.3862888694877312,-0.5057105072239634,-0.7154352948055942,0.6475388370201063,-0.6992207245312605,-0.20603495760967394,-0.49034666595960474,297.36699104850857,-0.7254892331683095,0.41819122100479134,-0.7254892331683095,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.705029260640272,0.3617021242742617,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.8228430883790547
V10_X100S40D18_R100L1p00,100,40,-0.18,100,1.0,0.28163985805284875,-0.7254892331683095,0.3882068060788296,861.3709789399927,895,-0.22693711700116959,-0.3862888694877312,-0.5057105072239634,-0.7154352948055942,0.6475388370201063,-0.6992207245312605,-0.20603495760967394,-0.49034666595960474,297.36699104850857,-0.7254892331683095,0.41819122100479134,-0.7254892331683095,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.705029260640272,0.3617021242742617,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.8228430883790547
V10_X100S40D18_R80L1p02,100,40,-0.18,80,1.02,0.28037231869700974,-0.7211905643098875,0.38876315438943665,838.4667358773994,895,-0.22693711700116959,-0.3862888694877312,-0.5157074224848454,-0.7211905643098875,0.6475388370201061,-0.6992207245312605,-0.20603495760967483,-0.49034666595960474,295.42849051363106,-0.7179610774225,0.4176245493149917,-0.7179610774225,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.54969027485776,0.346537212693932,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.8146784358230217
V10_X100S40D18_R80L0p98,100,40,-0.18,80,0.98,0.28037231869700974,-0.7211905643098875,0.38876315438943665,838.4667358773994,895,-0.22693711700116959,-0.3862888694877312,-0.5157074224848454,-0.7211905643098875,0.6475388370201061,-0.6992207245312605,-0.20603495760967483,-0.49034666595960474,295.42849051363106,-0.7179610774225,0.4176245493149917,-0.7179610774225,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.54969027485776,0.346537212693932,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.8146784358230217
