date,reason,total_before,target_or_cap,fee
2010-03-18,HARVEST_CAP,2.2340799305881625,0.4,2.7074692880895148e-06
2010-03-23,HARVEST_CAP,2.2608594472980865,0.4,8.023772344337876e-06
2010-04-06,HARVEST_CAP,2.2876965313035993,0.4,8.021223643609465e-06
2010-04-12,HARVEST_CAP,2.3060066240539268,0.4,5.479880652138725e-06
2010-04-13,HARVEST_CAP,2.3199172188331887,0.4,4.172212306561174e-06
2010-04-14,HARVEST_CAP,2.3526247516943246,0.4,9.810203267427542e-06
2010-04-15,HARVEST_CAP,2.36521000832424,0.4,3.7761409679295532e-06
2010-04-23,HARVEST_CAP,2.3864461231221665,0.4,6.347662244168162e-06
2010-10-26,HARVEST_CAP,2.3979046169243667,0.4,2.934847688518094e-06
2010-10-27,HARVEST_CAP,2.407782650065203,0.4,2.9611663309419554e-06
2010-10-28,HARVEST_CAP,2.413319895223753,0.4,1.6589278082131954e-06
2010-11-03,HARVEST_CAP,2.4544422838957862,0.4,1.2324186539249937e-05
2010-11-04,HARVEST_CAP,2.4892235401478353,0.4,1.0437032652186151e-05
2010-11-05,HARVEST_CAP,2.4904120319817196,0.4,3.583582246834416e-07
2010-11-08,HARVEST_CAP,2.492947425782858,0.4,7.572395889122175e-07
2010-12-09,HARVEST_CAP,2.507560962552761,0.4,4.295697615027017e-06
2010-12-10,HARVEST_CAP,2.5286228654228085,0.4,6.316688712478147e-06
2010-12-17,HARVEST_CAP,2.5345586116589467,0.4,1.7649174329047446e-06
2010-12-20,HARVEST_CAP,2.5372973065421323,0.4,8.193227291832806e-07
2010-12-21,HARVEST_CAP,2.5540328878327134,0.4,5.018063458087973e-06
2010-12-22,HARVEST_CAP,2.5551186477527414,0.4,3.2428435088049937e-07
2011-01-04,HARVEST_CAP,2.576061712954397,0.4,6.252967293880807e-06
2011-01-05,HARVEST_CAP,2.601637580511264,0.4,7.67174666810988e-06
2011-01-06,HARVEST_CAP,2.611048145269421,0.4,2.8228241179100166e-06
2011-01-11,HARVEST_CAP,2.6252074916411576,0.4,4.23647087542367e-06
2011-01-12,HARVEST_CAP,2.646508430012765,0.4,6.387868151068399e-06
2011-01-13,HARVEST_CAP,2.649846437359127,0.4,1.0000277788463351e-06
2011-01-14,HARVEST_CAP,2.6728408538917043,0.4,6.894408565693011e-06
2011-01-18,HARVEST_CAP,2.681375380466459,0.4,2.559191364250535e-06
2011-02-07,HARVEST_CAP,2.7037144502969177,0.4,6.636921378961325e-06
2011-02-08,HARVEST_CAP,2.72677592158115,0.4,6.917253673625279e-06
2011-02-14,HARVEST_CAP,2.754786881715873,0.4,8.390678116751537e-06
2011-02-17,HARVEST_CAP,2.771303732915386,0.4,4.947936401588749e-06
2011-04-28,HARVEST_CAP,2.7757996856750156,0.4,1.2278622217829494e-06
2012-02-08,HARVEST_CAP,2.7979307296866036,0.4,6.514015456324685e-06
2012-02-09,HARVEST_CAP,2.822750878862726,0.4,7.446803617721543e-06
2012-02-14,HARVEST_CAP,2.8382758218236113,0.4,4.652469212536592e-06
2012-02-17,HARVEST_CAP,2.8495155087088735,0.4,3.3637576967571193e-06
2012-02-21,HARVEST_CAP,2.8591796540996723,0.4,2.898381290716845e-06
2012-02-24,HARVEST_CAP,2.8767036766074128,0.4,5.2506570362556015e-06
2012-02-27,HARVEST_CAP,2.8822615946281998,0.4,1.6669185614973659e-06
2012-02-28,HARVEST_CAP,2.9167567923952538,0.4,1.0345961528850034e-05
2012-03-02,HARVEST_CAP,2.925874833708253,0.4,2.7322518068081393e-06
2012-03-12,HARVEST_CAP,2.933533323264931,0.4,2.2842835400935792e-06
2012-03-13,HARVEST_CAP,2.9996377652683694,0.4,1.982985551991534e-05
2012-03-14,HARVEST_CAP,3.0130597482392645,0.4,4.03365305269654e-06
2012-03-15,HARVEST_CAP,3.022277283609773,0.4,2.764407863432905e-06
2012-03-20,HARVEST_CAP,3.052661565121051,0.4,9.108391361577817e-06
2012-03-27,HARVEST_CAP,3.111385966210713,0.4,1.7607701434131152e-05
2012-04-03,HARVEST_CAP,3.1127084732076984,0.4,3.931474977318938e-07
2012-09-07,HARVEST_CAP,3.1299458064356633,0.4,4.832272733774512e-06
2012-09-14,HARVEST_CAP,3.1696585397405244,0.4,1.1898164324340876e-05
2012-09-17,HARVEST_CAP,3.1720145217448374,0.4,7.091589730559012e-07
2012-09-18,HARVEST_CAP,3.17437856654654,0.4,7.061694341408132e-07
2012-09-19,HARVEST_CAP,3.182825257967198,0.4,2.5305814901562805e-06
2013-05-03,HARVEST_CAP,3.2599563731160344,0.4,2.2697214029792858e-05
2013-05-06,HARVEST_CAP,3.2767518621593097,0.4,5.048248934993671e-06
2013-05-09,HARVEST_CAP,3.2893161040420598,0.4,3.7678957991024165e-06
2013-05-10,HARVEST_CAP,3.311685211508247,0.4,6.711245641989883e-06
2013-05-13,HARVEST_CAP,3.316849219705846,0.4,1.5511782179171708e-06
2013-05-14,HARVEST_CAP,3.3363672750173383,0.4,5.854810163119839e-06
2013-05-15,HARVEST_CAP,3.3462203773694945,0.4,2.957269369089355e-06
2013-05-20,HARVEST_CAP,3.3727539279092076,0.4,7.957878889554349e-06
2013-05-21,HARVEST_CAP,3.37777791374097,0.4,1.5097693803570733e-06
2013-07-12,HARVEST_CAP,3.4309268151764067,0.4,1.5890414380683506e-05
2013-07-15,HARVEST_CAP,3.4415963630066253,0.4,3.207584234736549e-06
2013-07-31,HARVEST_CAP,3.4552106953100177,0.4,4.075783521871323e-06
2013-08-01,HARVEST_CAP,3.4973224271697623,0.4,1.2634323448318274e-05
2013-08-02,HARVEST_CAP,3.520634041438004,0.4,6.998344233285936e-06
2013-08-05,HARVEST_CAP,3.5236635281799735,0.4,9.110878296009206e-07
2013-09-10,HARVEST_CAP,3.5816353700195265,0.4,1.7358910348241108e-05
2013-09-18,HARVEST_CAP,3.641775898630309,0.4,1.8048365022223735e-05
2013-09-19,HARVEST_CAP,3.6507386486358486,0.4,2.6976324135932208e-06
2013-10-02,HARVEST_CAP,3.6703968531043767,0.4,5.895724413526926e-06
2013-10-17,HARVEST_CAP,3.7286084655328677,0.4,1.744488973020586e-05
2013-10-18,HARVEST_CAP,3.80232156242813,0.4,2.2121009162976324e-05
2013-10-21,HARVEST_CAP,3.8110323177519394,0.4,2.623155469358096e-06
2013-10-22,HARVEST_CAP,3.8162816246209363,0.4,1.574969403908999e-06
2013-10-28,HARVEST_CAP,3.843983760925763,0.4,8.305840243206131e-06
2013-10-29,HARVEST_CAP,3.8513814944346185,0.4,2.2225577418658604e-06
2013-11-14,HARVEST_CAP,3.885538094959168,0.4,1.0223148934451421e-05
2013-11-15,HARVEST_CAP,3.8963200357709677,0.4,3.2365483960284934e-06
2013-11-25,HARVEST_CAP,3.9079679782615813,0.4,3.4761946159229672e-06
2013-11-26,HARVEST_CAP,3.933834845804335,0.4,7.759006958636183e-06
2013-11-27,HARVEST_CAP,3.9653133779412046,0.4,9.444254621865379e-06
2013-11-29,HARVEST_CAP,3.9913273901689257,0.4,7.805951822351109e-06
2013-12-09,HARVEST_CAP,4.02789705167044,0.4,1.0960926790428927e-05
2013-12-23,HARVEST_CAP,4.10088923216323,0.4,2.1874028076658614e-05
2013-12-24,HARVEST_CAP,4.103161474783363,0.4,6.897782589573298e-07
2013-12-26,HARVEST_CAP,4.119166043606803,0.4,4.7983939300038086e-06
2014-01-16,HARVEST_CAP,4.149970513441946,0.4,9.212159563203315e-06
2014-01-22,HARVEST_CAP,4.172444309424875,0.4,6.7423972975538815e-06
2014-02-14,HARVEST_CAP,4.214735041401328,0.4,1.2656763855128706e-05
2014-02-18,HARVEST_CAP,4.241081649639678,0.4,7.90980910178396e-06
2014-02-25,HARVEST_CAP,4.242627136423399,0.4,4.591187806085584e-07
2014-02-28,HARVEST_CAP,4.261572972314205,0.4,5.678171960364353e-06
2014-03-05,HARVEST_CAP,4.305557099687459,0.4,1.3191279077299223e-05
2014-06-06,HARVEST_CAP,4.378835655402134,0.4,2.1896616150827498e-05
2014-06-11,HARVEST_CAP,4.3829762391089195,0.4,1.2482754579424828e-06
2014-06-23,HARVEST_CAP,4.3905554756380765,0.4,2.264376837273652e-06
2014-06-26,HARVEST_CAP,4.422726025486637,0.4,9.649840523459963e-06
2014-06-27,HARVEST_CAP,4.440289416833975,0.4,5.27252604172257e-06
2014-06-30,HARVEST_CAP,4.453446530231837,0.4,3.948818793713782e-06
2014-07-01,HARVEST_CAP,4.5132361413563835,0.4,1.793779740393997e-05
2014-07-02,HARVEST_CAP,4.520228190312612,0.4,2.1052403694059587e-06
2014-07-03,HARVEST_CAP,4.554948953147676,0.4,1.0416904785302327e-05
2014-07-21,HARVEST_CAP,4.566934838085711,0.4,3.5928401059301953e-06
2014-07-22,HARVEST_CAP,4.603192912330928,0.4,1.0878511906995513e-05
2014-07-23,HARVEST_CAP,4.637660667316988,0.4,1.0344669757800352e-05
2014-08-18,HARVEST_CAP,4.683454818486434,0.4,1.3720947028140196e-05
2014-08-19,HARVEST_CAP,4.715719826739507,0.4,9.685136336312517e-06
2014-08-20,HARVEST_CAP,4.715712948569691,0.4,1.3756339630743853e-09
2014-08-22,HARVEST_CAP,4.733880549472726,0.4,5.448035380296146e-06
2014-08-25,HARVEST_CAP,4.7549807997571545,0.4,6.331953768846766e-06
2014-08-26,HARVEST_CAP,4.761460431903104,0.4,1.9462065188582403e-06
2014-08-27,HARVEST_CAP,4.7616777509030985,0.4,6.47517028831146e-08
2014-09-02,HARVEST_CAP,4.7920956239772,0.4,9.121709663461486e-06
2014-09-19,HARVEST_CAP,4.7953139567188945,0.4,9.5876501872183e-07
2014-11-03,HARVEST_CAP,4.865352737209113,0.4,2.0995215667478306e-05
2014-11-11,HARVEST_CAP,4.894592913952957,0.4,8.776990259428907e-06
2014-11-12,HARVEST_CAP,4.905353169897863,0.4,3.2315912467839602e-06
2014-11-13,HARVEST_CAP,4.930530864735014,0.4,7.554165085786657e-06
2014-11-14,HARVEST_CAP,4.948752625811358,0.4,5.470011922221962e-06
2014-11-19,HARVEST_CAP,4.948750454962765,0.4,4.3416971884369105e-10
2014-11-21,HARVEST_CAP,4.989493552500757,0.4,1.222116206711954e-05
2014-11-24,HARVEST_CAP,5.034557074410561,0.4,1.3524988958502738e-05
2014-11-25,HARVEST_CAP,5.04109630923464,0.4,1.968233267034991e-06
2014-11-26,HARVEST_CAP,5.082316629758138,0.4,1.2366000039509162e-05
2014-11-28,HARVEST_CAP,5.112653993980951,0.4,9.106787231636826e-06
2015-02-17,HARVEST_CAP,5.147439679324076,0.4,1.0393453309587741e-05
2015-02-18,HARVEST_CAP,5.156269377057623,0.4,2.653615815995103e-06
2015-02-19,HARVEST_CAP,5.187317516116455,0.4,9.314970532155132e-06
2015-02-20,HARVEST_CAP,5.227202511150639,0.4,1.1969353198768352e-05
2015-02-23,HARVEST_CAP,5.235455137155958,0.4,2.481150194570292e-06
2015-02-24,HARVEST_CAP,5.239762719761467,0.4,1.2925804548067355e-06
2015-03-03,HARVEST_CAP,5.252119728495867,0.4,3.704068599257093e-06
2015-04-24,HARVEST_CAP,5.340055712795815,0.4,2.6344444005307554e-05
2015-06-23,HARVEST_CAP,5.3495350710538485,0.4,2.8361916654418007e-06
2015-07-17,HARVEST_CAP,5.496765537925356,0.4,4.4162533843047806e-05
2015-07-20,HARVEST_CAP,5.521329528783326,0.4,7.390427845781477e-06
2016-09-28,HARVEST_CAP,5.552031663127678,0.4,5.387282655555881e-06
2016-10-25,HARVEST_CAP,5.571242960151163,0.4,5.387579150849753e-06
2016-12-14,HARVEST_CAP,5.606010643622344,0.4,9.442427174091605e-06
2016-12-15,HARVEST_CAP,5.619691154050241,0.4,4.073970349733891e-06
2016-12-21,HARVEST_CAP,5.638949006625625,0.4,5.647995344918666e-06
2017-01-06,HARVEST_CAP,5.718429004198843,0.4,2.351738635249956e-05
2017-01-09,HARVEST_CAP,5.741629167807842,0.4,6.937565511665245e-06
2017-01-10,HARVEST_CAP,5.754840135936199,0.4,3.933608213874784e-06
2017-01-11,HARVEST_CAP,5.772599482894558,0.4,5.295310398621078e-06
2017-01-19,HARVEST_CAP,5.7752273730320605,0.4,6.163180575700089e-07
2017-01-20,HARVEST_CAP,5.7902924521447785,0.4,4.485249286021231e-06
2017-01-23,HARVEST_CAP,5.795549709638136,0.4,1.5463325306657173e-06
2017-01-24,HARVEST_CAP,5.843936762796943,0.4,1.4484254664673957e-05
2017-01-25,HARVEST_CAP,5.912224947890788,0.4,2.0459399453973905e-05
2017-01-26,HARVEST_CAP,5.922033838464053,0.4,2.918901773603544e-06
2017-01-27,HARVEST_CAP,5.933408125601033,0.4,3.379341423271232e-06
2017-02-07,HARVEST_CAP,5.95864115805519,0.4,7.326337620148005e-06
2017-02-08,HARVEST_CAP,5.972095055613291,0.4,4.002591007009393e-06
2017-02-09,HARVEST_CAP,5.996987827198788,0.4,7.432507220443529e-06
2017-02-10,HARVEST_CAP,6.020799615371725,0.4,7.109557431503433e-06
2017-02-13,HARVEST_CAP,6.063173359384516,0.4,1.2678191410967932e-05
2017-02-14,HARVEST_CAP,6.085989555670741,0.4,6.813447640770631e-06
2017-02-15,HARVEST_CAP,6.127996731057182,0.4,1.2566797452888911e-05
2017-02-21,HARVEST_CAP,6.196297483787591,0.4,2.0384452525957333e-05
2017-02-22,HARVEST_CAP,6.196645269991031,0.4,7.727674154622832e-08
2017-03-02,HARVEST_CAP,6.210915134605397,0.4,4.049792178540734e-06
2017-03-03,HARVEST_CAP,6.223891041286419,0.4,3.847105998135758e-06
2017-03-13,HARVEST_CAP,6.25692348621571,0.4,9.595327994604608e-06
2017-03-16,HARVEST_CAP,6.280707259868684,0.4,6.97635157224763e-06
2017-03-30,HARVEST_CAP,6.316957789368476,0.4,1.0324601418574941e-05
2017-04-25,HARVEST_CAP,6.466110497657275,0.4,4.3755359384966885e-05
2017-04-28,HARVEST_CAP,6.51508515328746,0.4,1.4529832497571782e-05
2017-05-01,HARVEST_CAP,6.580800165819522,0.4,1.9661271683671932e-05
2017-05-02,HARVEST_CAP,6.596525536590534,0.4,4.665943026916697e-06
2017-05-08,HARVEST_CAP,6.617992136866691,0.4,6.174198107122164e-06
2017-05-09,HARVEST_CAP,6.647242611291272,0.4,8.709686042641218e-06
2017-05-10,HARVEST_CAP,6.651620838965238,0.4,1.2473941820017042e-06
2017-05-15,HARVEST_CAP,6.687825875345082,0.4,1.0657036003943077e-05
2017-05-16,HARVEST_CAP,6.721627198351689,0.4,1.0077016155229712e-05
2017-05-26,HARVEST_CAP,6.805533277399423,0.4,2.4604654124923186e-05
2017-05-30,HARVEST_CAP,6.811298118791412,0.4,1.668028576280234e-06
2017-06-02,HARVEST_CAP,6.934963936557573,0.4,3.687287901350534e-05
2017-07-20,HARVEST_CAP,6.966778835806474,0.4,6.862457906649633e-06
2017-07-25,HARVEST_CAP,6.980495717568138,0.4,3.8364119251381724e-06
2017-07-26,HARVEST_CAP,7.005692072577093,0.4,7.465840192655948e-06
2017-09-01,HARVEST_CAP,7.050176957286026,0.4,1.1054216380340653e-05
2017-09-13,HARVEST_CAP,7.069929088449124,0.4,5.336279608040284e-06
2017-10-06,HARVEST_CAP,7.150762456708826,0.4,2.2789740499385092e-05
2017-10-12,HARVEST_CAP,7.159604423178745,0.4,2.305489733031907e-06
2017-10-13,HARVEST_CAP,7.19184484262462,0.4,9.583527873625375e-06
2017-10-16,HARVEST_CAP,7.221725710175194,0.4,8.879154172315662e-06
2017-10-17,HARVEST_CAP,7.2320561115556306,0.4,3.012858745586877e-06
2017-10-30,HARVEST_CAP,7.372339663342261,0.4,4.1252591246667914e-05
2017-10-31,HARVEST_CAP,7.403674986801297,0.4,9.326875814539503e-06
2017-11-06,HARVEST_CAP,7.498359404736366,0.4,2.800919455962969e-05
2017-11-07,HARVEST_CAP,7.50346002213305,0.4,1.4408202201454668e-06
2017-11-08,HARVEST_CAP,7.54121855583091,0.4,1.1222160193497199e-05
2017-11-22,HARVEST_CAP,7.603305605359229,0.4,1.753253537028199e-05
2017-11-24,HARVEST_CAP,7.6377309870509995,0.4,1.0221879054768346e-05
2017-12-18,HARVEST_CAP,7.786051981621327,0.4,4.266612352923094e-05
2018-01-04,HARVEST_CAP,7.876123640537079,0.4,2.5668793997464913e-05
2018-01-05,HARVEST_CAP,7.971500826492093,0.4,2.8497535054756718e-05
2018-01-08,HARVEST_CAP,8.007195029530116,0.4,1.0592499070589679e-05
2018-01-09,HARVEST_CAP,8.009891089781899,0.4,6.825678400719237e-07
2018-01-12,HARVEST_CAP,8.120410293459406,0.4,3.275434588179138e-05
2018-01-18,HARVEST_CAP,8.20080638609446,0.4,2.3727230997160343e-05
2018-01-19,HARVEST_CAP,8.23252620410732,0.4,9.390641433920656e-06
2018-01-22,HARVEST_CAP,8.335661802165179,0.4,3.080787221090398e-05
2018-01-23,HARVEST_CAP,8.420396437901246,0.4,2.5297860151994422e-05
2018-01-29,HARVEST_CAP,8.45062896033483,0.4,8.520600894596608e-06
2018-03-12,HARVEST_CAP,8.589572419899726,0.4,3.715083669257413e-05
2018-06-15,HARVEST_CAP,8.646142854940372,0.4,4.715426213667718e-06
2018-07-13,HARVEST_CAP,8.792474437752784,0.4,4.018930256384534e-05
2018-07-18,HARVEST_CAP,8.811979970682916,0.4,5.260320966158139e-06
2018-07-25,HARVEST_CAP,8.979507974690183,0.4,4.924109814667843e-05
2018-08-28,HARVEST_CAP,9.061362821338061,0.4,1.9453105947864202e-05
2018-08-29,HARVEST_CAP,9.188561058167169,0.4,3.794503753989309e-05
2018-12-21,BULL_EXIT,7.21571530196811,0.0,0.0008319131367373249
2020-05-11,REVERSAL_ENTRY,7.388033139636693,0.35,0.00025858115988728426
2020-05-12,BULL_FULL,7.357036553369018,1.0,0.0004798549364151028
2021-01-21,HARVEST_CAP,9.984197807327341,0.4,3.80190809899541e-05
2021-01-26,HARVEST_CAP,10.062162901454894,0.4,2.3383220795167414e-05
2021-02-05,HARVEST_CAP,10.13539986487033,0.4,2.1934985217307636e-05
2021-02-08,HARVEST_CAP,10.214695702004704,0.4,2.3796943473915368e-05
2021-02-12,HARVEST_CAP,10.319360789361351,0.4,3.1396467476854985e-05
2021-04-16,HARVEST_CAP,10.38326436900029,0.4,1.9083454519677636e-05
2021-06-22,HARVEST_CAP,10.522308449983463,0.4,4.165453262606267e-05
2021-06-23,HARVEST_CAP,10.529561301864607,0.4,2.1919227702968947e-06
2021-06-24,HARVEST_CAP,10.607073950062642,0.4,2.3249876345837972e-05
2021-06-29,HARVEST_CAP,10.792805051444283,0.4,5.571504477310585e-05
2021-07-06,HARVEST_CAP,10.98155827155328,0.4,5.6633522930168214e-05
2021-07-07,HARVEST_CAP,11.009561035614961,0.4,8.423916711571611e-06
2021-07-13,HARVEST_CAP,11.059347045433656,0.4,1.4917471487363e-05
2021-07-14,HARVEST_CAP,11.083374896918363,0.4,7.209889544036674e-06
2021-07-23,HARVEST_CAP,11.257189688915304,0.4,5.210925057952176e-05
2021-07-26,HARVEST_CAP,11.275944944324756,0.4,5.64660065707967e-06
2021-08-16,HARVEST_CAP,11.284337771527943,0.4,2.4331476653012274e-06
2021-08-24,HARVEST_CAP,11.477279360597443,0.4,5.78431232267147e-05
2021-08-25,HARVEST_CAP,11.482361200206277,0.4,1.5469150539466625e-06
2021-08-30,HARVEST_CAP,11.690570044885787,0.4,6.244551981805335e-05
2021-09-02,HARVEST_CAP,11.696467165437355,0.4,1.783936578931833e-06
2021-09-03,HARVEST_CAP,11.738555897263627,0.4,1.262194177144238e-05
2021-09-07,HARVEST_CAP,11.757775838922479,0.4,5.76670369016119e-06
2021-10-29,HARVEST_CAP,11.853728397156424,0.4,2.859198285441966e-05
2021-11-01,HARVEST_CAP,11.900469246589441,0.4,1.402977728942023e-05
2021-11-02,HARVEST_CAP,11.963959895993213,0.4,1.9048542830921277e-05
2021-11-03,HARVEST_CAP,12.115856620886298,0.4,4.557213249186321e-05
2021-11-04,HARVEST_CAP,12.296578975007101,0.4,5.4233001705443763e-05
2021-11-05,HARVEST_CAP,12.314770802433657,0.4,5.4795411918862055e-06
2021-11-19,HARVEST_CAP,12.504921308561341,0.4,5.698763679705232e-05
2022-03-08,BULL_EXIT,9.885490532575467,0.0,0.0011896405667765474
2023-02-03,REVERSAL_ENTRY,10.11857011450777,0.35,0.0003541499540077719
2023-02-28,BULL_FULL,10.051870066071976,1.0,0.0006591389647815491
2024-05-28,HARVEST_CAP,14.544253195235884,0.4,3.512278267449798e-05
2024-06-06,HARVEST_CAP,14.672307351618219,0.4,3.2072985896127724e-05
2024-06-11,HARVEST_CAP,14.839795536176787,0.4,4.751890931322578e-05
2024-06-12,HARVEST_CAP,15.07567632163748,0.4,6.986139615840781e-05
2024-06-13,HARVEST_CAP,15.173858628827555,0.4,2.854865665340789e-05
2024-06-14,HARVEST_CAP,15.263724115117125,0.4,2.60273634721373e-05
2024-06-17,HARVEST_CAP,15.487037744377986,0.4,6.605493956042263e-05
2024-06-18,HARVEST_CAP,15.492129102333278,0.4,5.937924497465552e-07
2024-07-03,HARVEST_CAP,15.723584099976904,0.4,5.979687068291062e-05
2024-07-05,HARVEST_CAP,15.915999823990918,0.4,5.6775641545338654e-05
2024-07-08,HARVEST_CAP,15.960037334010543,0.4,1.2249633646407077e-05
2024-07-09,HARVEST_CAP,15.975991948606357,0.4,3.8010881569601196e-06
2024-07-10,HARVEST_CAP,16.17818555695436,0.4,5.966623872340016e-05
2024-12-12,HARVEST_CAP,16.596948301096244,0.4,2.5657971179045002e-05
2024-12-13,HARVEST_CAP,16.741199185462868,0.4,4.245370461808662e-05
2024-12-16,HARVEST_CAP,17.03421636266768,0.4,8.708573622055038e-05
2025-09-12,HARVEST_CAP,17.669360593657313,0.4,3.184672666400212e-05
2025-09-15,HARVEST_CAP,17.851399560573803,0.4,5.38013629686338e-05
2025-09-19,HARVEST_CAP,18.12780047285584,0.4,7.964434341305316e-05
2025-09-22,HARVEST_CAP,18.251913190035307,0.4,3.643674332737934e-05
2025-10-02,HARVEST_CAP,18.37136040302996,0.4,2.9146233477240103e-05
2025-10-09,HARVEST_CAP,18.539686483098407,0.4,4.630058058348619e-05
2025-10-27,HARVEST_CAP,19.105585945361515,0.4,0.00015965904007889665
2025-10-28,HARVEST_CAP,19.281714252868817,0.4,5.207268393946718e-05
2025-10-29,HARVEST_CAP,19.381810692419265,0.4,2.9201067555657544e-05
2026-04-27,HARVEST_CAP,19.913285123237664,0.4,5.6769465237671126e-05
2026-05-01,HARVEST_CAP,20.25828241538415,0.4,0.00010012382339881043
2026-05-06,HARVEST_CAP,21.041441882986987,0.4,0.00023240135855469646
2026-05-11,HARVEST_CAP,21.68047707387285,0.4,0.0001891228469429045
2026-05-14,HARVEST_CAP,21.910106897709582,0.4,6.61948865210098e-05
2026-05-27,HARVEST_CAP,22.226921401052948,0.4,8.760738384337241e-05
2026-05-28,HARVEST_CAP,22.44754408719554,0.4,6.528200250354921e-05
2026-05-29,HARVEST_CAP,22.54382284700668,0.4,2.795690834052067e-05
2026-06-01,HARVEST_CAP,22.703549223321172,0.4,4.6968950032736604e-05
2026-06-02,HARVEST_CAP,22.830006705021628,0.4,3.6982317530260826e-05
