date,reason,target,price,notional,fee,campaign_full_date,start_date,age_td,policy
2008-02-13,BASE_V7_EXIT,0.0,0.446508,-0.20203527342687103,0.00010101763671343551,2002-12-12,2006-12-14,1009,HOLD25
2006-12-15,INITIAL,0.5,0.552618,0.5000955357154211,0.00025004776785771056,2002-12-12,2006-12-14,1009,HOLD50
2008-02-13,BASE_V7_EXIT,0.0,0.446508,-0.40407054685374205,0.00020203527342687103,2002-12-12,2006-12-14,1009,HOLD50
2006-12-15,INITIAL,1.0,0.552618,0.9996912258179332,0.0004998456129089666,2002-12-12,2006-12-14,1009,HOLD100
2008-02-13,BASE_V7_EXIT,0.0,0.446508,-0.8077372250949366,0.0004038686125474683,2002-12-12,2006-12-14,1009,HOLD100
2006-12-15,INITIAL,0.25,0.552618,0.25004776785771055,0.00012502388392885528,2002-12-12,2006-12-14,1009,I25_X60_3D
2007-01-31,EARLY_EXIT_MA60_3D,0.0,0.528756,-0.23925072571174227,0.00011962536285587114,2002-12-12,2006-12-14,1009,I25_X60_3D
2006-12-15,INITIAL,0.25,0.552618,0.25004776785771055,0.00012502388392885528,2002-12-12,2006-12-14,1009,I25_X80_3D
2007-03-02,EARLY_EXIT_MA80_3D,0.0,0.464845,-0.21033237181890105,0.00010516618590945053,2002-12-12,2006-12-14,1009,I25_X80_3D
2006-12-15,INITIAL,0.25,0.552618,0.25004776785771055,0.00012502388392885528,2002-12-12,2006-12-14,1009,I25_X100_3D
2007-03-02,EARLY_EXIT_MA100_3D,0.0,0.464845,-0.21033237181890105,0.00010516618590945053,2002-12-12,2006-12-14,1009,I25_X100_3D
2006-12-15,INITIAL,0.25,0.552618,0.25004776785771055,0.00012502388392885528,2002-12-12,2006-12-14,1009,I25_X110NEG20
2008-01-25,EARLY_EXIT_MA110_NEG20,0.0,0.428068,-0.19369156974856852,9.684578487428426e-05,2002-12-12,2006-12-14,1009,I25_X110NEG20
2006-12-15,INITIAL,0.25,0.552618,0.25004776785771055,0.00012502388392885528,2002-12-12,2006-12-14,1009,I25_XDD63_10
2007-11-13,EARLY_EXIT_DD63_10,0.0,0.690303,-0.31234727116286687,0.00015617363558143344,2002-12-12,2006-12-14,1009,I25_XDD63_10
2006-12-15,INITIAL,0.5,0.552618,0.5000955357154211,0.00025004776785771056,2002-12-12,2006-12-14,1009,I50_X60_3D
2007-01-31,EARLY_EXIT_MA60_3D,0.0,0.528756,-0.47850145142348455,0.0002392507257117423,2002-12-12,2006-12-14,1009,I50_X60_3D
2006-12-15,INITIAL,0.5,0.552618,0.5000955357154211,0.00025004776785771056,2002-12-12,2006-12-14,1009,I50_X80_3D
2007-03-02,EARLY_EXIT_MA80_3D,0.0,0.464845,-0.4206647436378021,0.00021033237181890106,2002-12-12,2006-12-14,1009,I50_X80_3D
2006-12-15,INITIAL,0.5,0.552618,0.5000955357154211,0.00025004776785771056,2002-12-12,2006-12-14,1009,I50_X100_3D
2007-03-02,EARLY_EXIT_MA100_3D,0.0,0.464845,-0.4206647436378021,0.00021033237181890106,2002-12-12,2006-12-14,1009,I50_X100_3D
2006-12-15,INITIAL,0.5,0.552618,0.5000955357154211,0.00025004776785771056,2002-12-12,2006-12-14,1009,I50_X110NEG20
2008-01-25,EARLY_EXIT_MA110_NEG20,0.0,0.428068,-0.38738313949713704,0.00019369156974856851,2002-12-12,2006-12-14,1009,I50_X110NEG20
2006-12-15,INITIAL,0.25,0.552618,0.25004776785771055,0.00012502388392885528,2002-12-12,2006-12-14,1009,L25_50_PB5_X60
2007-01-31,EARLY_EXIT_MA60_3D,0.0,0.528756,-0.23925072571174227,0.00011962536285587114,2002-12-12,2006-12-14,1009,L25_50_PB5_X60
2006-12-15,INITIAL,0.25,0.552618,0.25004776785771055,0.00012502388392885528,2002-12-12,2006-12-14,1009,L25_50_PB5_X80
2007-03-02,EARLY_EXIT_MA80_3D,0.0,0.464845,-0.21033237181890105,0.00010516618590945053,2002-12-12,2006-12-14,1009,L25_50_PB5_X80
2006-12-15,INITIAL,0.25,0.552618,0.25004776785771055,0.00012502388392885528,2002-12-12,2006-12-14,1009,L25_50_PB5_X100
2007-03-02,EARLY_EXIT_MA100_3D,0.0,0.464845,-0.21033237181890105,0.00010516618590945053,2002-12-12,2006-12-14,1009,L25_50_PB5_X100
2006-12-15,INITIAL,0.25,0.552618,0.25004776785771055,0.00012502388392885528,2002-12-12,2006-12-14,1009,L25_50_PB5_X110NEG20
2007-03-02,ADD_PB5,0.5,0.464845,0.27355137287561415,0.00013677568643780707,2002-12-12,2006-12-14,1009,L25_50_PB5_X110NEG20
2008-01-25,EARLY_EXIT_MA110_NEG20,0.0,0.428068,-0.4456004621409109,0.00022280023107045546,2002-12-12,2006-12-14,1009,L25_50_PB5_X110NEG20
2011-04-25,INITIAL,0.25,0.444463849067688,0.25000044642858915,0.00012500022321429457,2009-04-22,2011-04-21,505,HOLD25
2018-12-21,BASE_V7_EXIT,0.0,3.910327911376953,-2.199467348305156,0.001099733674152578,2009-04-22,2011-04-21,505,HOLD25
2011-04-25,INITIAL,0.5,0.444463849067688,0.5000008928571783,0.00025000044642858914,2009-04-22,2011-04-21,505,HOLD50
2018-12-21,BASE_V7_EXIT,0.0,3.910327911376953,-4.398934696610312,0.002199467348305156,2009-04-22,2011-04-21,505,HOLD50
2011-04-25,INITIAL,1.0,0.444463849067688,0.9995020346970082,0.0004997510173485041,2009-04-22,2011-04-21,505,HOLD100
2018-12-21,BASE_V7_EXIT,0.0,3.910327911376953,-8.79347265689218,0.00439673632844609,2009-04-22,2011-04-21,505,HOLD100
2011-04-25,INITIAL,0.25,0.444463849067688,0.25000044642858915,0.00012500022321429457,2009-04-22,2011-04-21,505,I25_X60_3D
2011-05-26,EARLY_EXIT_MA60_3D,0.0,0.4125079214572906,-0.23202598982115788,0.00011601299491057894,2009-04-22,2011-04-21,505,I25_X60_3D
2011-04-25,INITIAL,0.25,0.444463849067688,0.25000044642858915,0.00012500022321429457,2009-04-22,2011-04-21,505,I25_X80_3D
2011-05-26,EARLY_EXIT_MA80_3D,0.0,0.4125079214572906,-0.23202598982115788,0.00011601299491057894,2009-04-22,2011-04-21,505,I25_X80_3D
2011-04-25,INITIAL,0.25,0.444463849067688,0.25000044642858915,0.00012500022321429457,2009-04-22,2011-04-21,505,I25_X100_3D
2011-05-26,EARLY_EXIT_MA100_3D,0.0,0.4125079214572906,-0.23202598982115788,0.00011601299491057894,2009-04-22,2011-04-21,505,I25_X100_3D
2011-04-25,INITIAL,0.25,0.444463849067688,0.25000044642858915,0.00012500022321429457,2009-04-22,2011-04-21,505,I25_X110NEG20
2011-06-28,EARLY_EXIT_MA110_NEG20,0.0,0.3882425129413605,-0.21837726906584903,0.00010918863453292452,2009-04-22,2011-04-21,505,I25_X110NEG20
2011-04-25,INITIAL,0.25,0.444463849067688,0.25000044642858915,0.00012500022321429457,2009-04-22,2011-04-21,505,I25_XDD63_10
2011-08-09,EARLY_EXIT_DD63_10,0.0,0.3155463337898254,-0.1774873805413749,8.874369027068745e-05,2009-04-22,2011-04-21,505,I25_XDD63_10
2011-04-25,INITIAL,0.5,0.444463849067688,0.5000008928571783,0.00025000044642858914,2009-04-22,2011-04-21,505,I50_X60_3D
