strategy,soft_ma,soft_slope,soft_dd,soft_w,hard_ma,hard_slope,hard_dd,recover_ma,CAGR,MDD,Calmar,Final,MaxUnderwaterDays,DotCom_Return,DotCom_MDD,GFC_Return,GFC_MDD,COVID_Return,COVID_MDD,2022_Bear_Return,2022_Bear_MDD,Actual_TQQQ_Era_Return,Actual_TQQQ_Era_MDD,ActualEra_CAGR,ActualEra_MDD,TradeCount,InvestedDayPct,Cycle22_TroughDate,Cycle22_TroughPx,Cycle22_PeakDate,Cycle22_PeakPx,Cycle22_TheoreticalMult,Cycle22_PortfolioMult,Cycle22_Capture,Cycle22_First25Date,Cycle22_First75Date,Cycle22_WeightAtPeak,Cycle22_MaxWeight,Cycle22_ExitCountBeforePeak
V9_SM80S30D15W50_HM110S40D25_R80,80,30,-0.15,0.5,110,40,-0.25,80,0.25487253250490327,-0.7220734467664555,0.35297314095436916,484.761341842211,1346,-0.23591764888572375,-0.38774541956073294,-0.5407742057333575,-0.7220734467664555,0.271850811650608,-0.6992207245312605,-0.3558742516581027,-0.5814674860466074,282.3001486360489,-0.6992207245312605,0.41369265954379797,-0.6992207245312605,32,0.826328079392878,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,6.025867130704566,0.4906484374652096,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V9_SM80S30D15W50_HM110S40D30_R80,80,30,-0.15,0.5,110,40,-0.3,80,0.24324425057603283,-0.7220734467664556,0.3368691255236072,376.1887614534943,1346,-0.338310350146829,-0.469792073640936,-0.5407742057333577,-0.7220734467664556,0.2718508116506082,-0.6992207245312605,-0.422789364078617,-0.624946807118502,252.8694647307266,-0.6992207245312605,0.4042171365286453,-0.6992207245312605,32,0.8317279626386457,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,6.0258671307045715,0.4906484374652101,2023-02-03,2023-02-28,1.0,1.0,0
V9_SM80S30D15W50_HM120S20D22_R80,80,30,-0.15,0.5,120,20,-0.22,80,0.19916949937519401,-0.6992207245312605,0.28484496009284066,140.7493629507816,1346,-0.23652737296332105,-0.39390228226160884,-0.4237081262911473,-0.6636052145705529,-0.0393875302079697,-0.6992207245312605,-0.30237045150181296,-0.5467024109923715,64.59877618276397,-0.6992207245312605,0.2924079499975052,-0.6992207245312605,40,0.7599241097489784,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,2.1938910766086694,0.11655317898537064,2023-02-03,2023-02-28,0.0,1.0000000000000002,0
V9_SM80S30D15W50_HM120S20D25_R80,80,30,-0.15,0.5,120,20,-0.25,80,0.2622817932773649,-0.6992207245312605,0.3751058629636469,569.0680193525102,1346,-0.24995614203275152,-0.39899437946564187,-0.4508183923275312,-0.6794300987001042,0.27185081165060776,-0.6992207245312605,-0.3558742516581027,-0.5814674860466074,282.30014863604885,-0.6992207245312605,0.41369265954379797,-0.6992207245312605,34,0.8250145942790427,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,6.025867130704567,0.4906484374652097,2023-02-03,2023-02-28,1.0,1.0,0
V9_SM80S30D15W50_HM120S20D30_R80,80,30,-0.15,0.5,120,20,-0.3,80,0.2462707816615226,-0.7070870497835975,0.3482891982492018,401.94489019463845,1346,-0.350467581106785,-0.4795335894995817,-0.5001491000414225,-0.7070870497835975,0.2718508116506082,-0.6992207245312605,-0.4227893640786168,-0.6249468071185018,252.86946473072663,-0.6992207245312605,0.4042171365286453,-0.6992207245312605,34,0.8308523058960887,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,6.025867130704566,0.4906484374652096,2023-02-03,2023-02-28,1.0,1.0,0
V9_SM80S30D15W50_HM120S40D22_R80,80,30,-0.15,0.5,120,40,-0.22,80,0.2430260668137394,-0.736618940442893,0.3299210127119725,374.39474368044364,1346,-0.23652737296332105,-0.39390228226160884,-0.5648233273334351,-0.736618940442893,0.2718508116506082,-0.6992207245312605,-0.3023704515018134,-0.5467024109923717,230.07657963569736,-0.6992207245312605,0.3961412148881318,-0.6992207245312605,38,0.8072095738470519,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,6.025867130704567,0.4906484374652097,2023-02-03,2023-02-28,1.0,1.0,0
V9_SM80S30D15W50_HM120S40D25_R80,80,30,-0.15,0.5,120,40,-0.25,80,0.24933214983966012,-0.7490090693329374,0.33288268466724136,429.7217061018122,1346,-0.24995614203275152,-0.39899437946564187,-0.5852951679181229,-0.7490090693329374,0.2718508116506082,-0.6992207245312605,-0.3558742516581024,-0.5814674860466071,282.3001486360492,-0.6992207245312605,0.41369265954379797,-0.6992207245312605,34,0.8261821366024519,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,6.02586713070457,0.4906484374652099,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V9_SM80S30D15W50_HM120S40D30_R80,80,30,-0.15,0.5,120,40,-0.3,80,0.23775520789150995,-0.7490090693329373,0.3174263405158141,333.47641908446934,1346,-0.350467581106785,-0.4795335894995817,-0.5852951679181231,-0.7490090693329373,0.27185081165060776,-0.6992207245312605,-0.42278936407861756,-0.6249468071185023,252.8694647307263,-0.6992207245312605,0.4042171365286453,-0.6992207245312605,34,0.8315820198482194,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,6.025867130704565,0.49064843746520953,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V9_SM80S30D15W50_HM150S20D22_R80,80,30,-0.15,0.5,150,20,-0.22,80,0.24060343164548104,-0.6992207245312605,0.3441022601364903,355.02033800601646,1346,-0.4014826001908791,-0.4432572980199344,-0.26241773104868127,-0.5384810560142864,0.039980539662501924,-0.6992207245312605,-0.30237045150181263,-0.5467024109923713,187.94916274104247,-0.6992207245312605,0.379017907164356,-0.6992207245312605,55,0.7810858143607706,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,6.025867130704566,0.4906484374652096,2023-02-03,2023-02-28,1.0,1.0,0
V9_SM80S30D15W50_HM150S20D25_R80,80,30,-0.15,0.5,150,20,-0.25,80,0.24184379183669802,-0.6992207245312606,0.3458761780821411,364.81589634503786,1346,-0.4014826001908791,-0.4432572980199344,-0.4944906903258425,-0.6794300987001042,0.27185081165060776,-0.6992207245312606,-0.35587425165810227,-0.5814674860466071,282.3001486360491,-0.6992207245312606,0.41369265954379797,-0.6992207245312606,53,0.8152364273204904,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,6.025867130704567,0.4906484374652097,2023-02-03,2023-02-28,1.0,1.0,0
V9_SM80S30D15W50_HM150S20D30_R80,80,30,-0.15,0.5,150,20,-0.3,80,0.2274351241273982,-0.7070870497835975,0.32165081257958866,265.4768300984684,1346,-0.4816883701957184,-0.5178649487267093,-0.5259717880385887,-0.7070870497835975,0.271850811650608,-0.6992207245312605,-0.4227893640786172,-0.6249468071185021,252.8694647307264,-0.6992207245312605,0.4042171365286453,-0.6992207245312605,53,0.8213660245183888,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,6.025867130704568,0.49064843746520975,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V9_SM80S30D15W50_HM150S40D22_R80,80,30,-0.15,0.5,150,40,-0.22,80,0.2607876281122181,-0.6992207245312605,0.37296896239316046,551.0032703192782,1346,-0.420969623803363,-0.46138418653315694,-0.27133013919943183,-0.5424971185445345,0.271850811650608,-0.6992207245312605,-0.30237045150181285,-0.5467024109923715,305.83225331574664,-0.6992207245312605,0.42062601038859504,-0.6992207245312605,51,0.7942206654991243,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,6.025867130704564,0.4906484374652094,2023-02-03,2023-02-28,1.0,1.0,0
V9_SM80S30D15W50_HM150S40D25_R80,80,30,-0.15,0.5,150,40,-0.25,80,0.23964431543011977,-0.6992207245312606,0.3427305670763279,347.6200653465082,1346,-0.45032265439179087,-0.4886884646816565,-0.4755196962930548,-0.6794300987001041,0.27185081165060754,-0.6992207245312606,-0.35587425165810294,-0.5814674860466074,282.3001486360487,-0.6992207245312606,0.41369265954379797,-0.6992207245312606,53,0.815820198482195,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,6.025867130704566,0.4906484374652096,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V9_SM80S30D15W50_HM150S40D30_R80,80,30,-0.15,0.5,150,40,-0.3,80,0.2274351241273982,-0.7070870497835975,0.32165081257958866,265.4768300984684,1346,-0.4816883701957184,-0.5178649487267093,-0.5259717880385887,-0.7070870497835975,0.271850811650608,-0.6992207245312605,-0.4227893640786172,-0.6249468071185021,252.8694647307264,-0.6992207245312605,0.4042171365286453,-0.6992207245312605,53,0.8213660245183888,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,6.025867130704568,0.49064843746520975,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V9_SM80S40D10W25_HM110S20D22_R80,80,40,-0.1,0.25,110,20,-0.22,80,0.18711394684903282,-0.6992207245312605,0.2676035481849729,106.88758614272696,1354,-0.22223753493752263,-0.3825580141011322,-0.3373702137511738,-0.615702036491864,-0.01177652058210632,-0.6992207245312605,-0.25963918014968657,-0.5189369840249386,39.67601495897385,-0.6992207245312605,0.2550864019515191,-0.6992207245312605,45,0.7597781669585523,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,2.0592939948238698,0.1034131881842547,2023-02-03,2023-02-28,0.0,1.0,0
V9_SM80S40D10W25_HM110S20D25_R80,80,40,-0.1,0.25,110,20,-0.25,80,0.22575228990499774,-0.6992207245312605,0.32286269840805454,255.7396598908157,1354,-0.23591764888572375,-0.38774541956073294,-0.4454307354337914,-0.6654347080696503,0.4412082800959567,-0.6992207245312605,-0.2863910802278312,-0.5363195215520563,117.36714751368571,-0.6992207245312605,0.3400356648919325,-0.6992207245312605,42,0.8251605370694688,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,3.666412143097211,0.2603075086598049,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V9_SM80S40D10W25_HM110S20D30_R80,80,40,-0.1,0.25,110,20,-0.3,80,0.2157954426201798,-0.6992207245312605,0.30862277825767176,204.79539647012018,1354,-0.338310350146829,-0.469792073640936,-0.46195521433436826,-0.6791695209124189,0.44120828009595736,-0.6992207245312605,-0.3198486364380887,-0.5580591820880039,111.81750346964637,-0.6992207245312605,0.33609608006495484,-0.6992207245312605,42,0.8312901342673672,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,3.6664121430972125,0.260307508659805,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V9_SM80S40D10W25_HM110S40D22_R80,80,40,-0.1,0.25,110,40,-0.22,80,0.2231425216380607,-0.6992207245312605,0.31913030293495614,241.31619177042572,1354,-0.22223753493752263,-0.3825580141011322,-0.4052042103704392,-0.6400255696578236,0.44120828009595714,-0.6992207245312605,-0.25963918014968446,-0.5189369840249374,101.30589535726699,-0.6992207245312605,0.32810790839203774,-0.6992207245312605,46,0.8073555166374781,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,3.6664121430972134,0.26030750865980506,2023-02-03,2023-02-28,1.0,1.0,0
V9_SM80S40D10W25_HM110S40D25_R80,80,40,-0.1,0.25,110,40,-0.25,80,0.22267072864505888,-0.6992207245312605,0.3184555617889209,238.793760273573,1354,-0.23591764888572375,-0.38774541956073294,-0.4821777737780182,-0.6866104902678156,0.4412082800959569,-0.6992207245312605,-0.2863910802278301,-0.5363195215520556,117.36714751368594,-0.6992207245312605,0.3400356648919325,-0.6992207245312605,42,0.826328079392878,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,3.666412143097214,0.2603075086598051,2023-02-03,2023-02-28,1.0000000000000002,1.0000000000000002,0
V9_SM80S40D10W25_HM110S40D30_R80,80,40,-0.1,0.25,110,40,-0.3,80,0.21408656621145172,-0.6992207245312605,0.3061788054908839,197.09810585558645,1354,-0.338310350146829,-0.469792073640936,-0.4821777737780186,-0.6866104902678157,0.4412082800959567,-0.6992207245312605,-0.3198486364380879,-0.5580591820880034,111.81750346964645,-0.6992207245312605,0.33609608006495484,-0.6992207245312605,42,0.8317279626386457,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,3.6664121430972125,0.260307508659805,2023-02-03,2023-02-28,1.0,1.0,0
V9_SM80S40D10W25_HM120S20D22_R80,80,40,-0.1,0.25,120,20,-0.22,80,0.18521499348987658,-0.6992207245312605,0.26488773429025564,102.3270365066961,1354,-0.23652737296332105,-0.39390228226160884,-0.3537692925987015,-0.6157020364918642,-0.01177652058210632,-0.6992207245312605,-0.259639180149686,-0.5189369840249383,39.676014958973965,-0.6992207245312605,0.2550864019515193,-0.6992207245312605,47,0.7599241097489784,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,2.059293994823872,0.10341318818425492,2023-02-03,2023-02-28,0.0,1.0,0
V9_SM80S40D10W25_HM120S20D25_R80,80,40,-0.1,0.25,120,20,-0.25,80,0.22556485588824216,-0.6992207245312605,0.3225946371075529,254.67667444952406,1354,-0.24995614203275152,-0.39899437946564187,-0.437399138672525,-0.6654347080696502,0.4412082800959569,-0.6992207245312605,-0.28639108022783055,-0.536319521552056,117.36714751368574,-0.6992207245312605,0.3400356648919325,-0.6992207245312605,44,0.8250145942790427,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,3.666412143097212,0.26030750865980495,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V9_SM80S40D10W25_HM120S20D30_R80,80,40,-0.1,0.25,120,20,-0.3,80,0.21496795964992743,-0.6992207245312605,0.30743934226783165,201.0326884770672,1354,-0.350467581106785,-0.4795335894995817,-0.4619552143343686,-0.6791695209124189,0.4412082800959569,-0.6992207245312605,-0.31984863643808825,-0.5580591820880036,111.81750346964645,-0.6992207245312605,0.33609608006495484,-0.6992207245312605,44,0.8308523058960887,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,3.66641214309721,0.26030750865980473,2023-02-03,2023-02-28,1.0000000000000002,1.0000000000000002,0
V9_SM80S40D10W25_HM120S40D22_R80,80,40,-0.1,0.25,120,40,-0.22,80,0.22034863297519314,-0.6992207245312605,0.3151345851811088,226.7443435378025,1354,-0.23652737296332105,-0.39390228226160884,-0.430660397607181,-0.655419793512375,0.4412082800959569,-0.6992207245312605,-0.2596391801496859,-0.5189369840249383,101.30589535726676,-0.6992207245312605,0.32810790839203774,-0.6992207245312605,48,0.8072095738470519,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,3.6664121430972116,0.2603075086598049,2023-02-03,2023-02-28,1.0,1.0,0
V9_SM80S40D10W25_HM120S40D25_R80,80,40,-0.1,0.25,120,40,-0.25,80,0.2198779176465444,-0.7000125206895307,0.31410569260955346,224.37422875322483,1354,-0.24995614203275152,-0.39899437946564187,-0.5043396313027042,-0.7000125206895307,0.4412082800959576,-0.6992207245312605,-0.286391080227831,-0.5363195215520562,117.36714751368564,-0.6992207245312605,0.34003566489193227,-0.6992207245312605,44,0.8261821366024519,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,3.666412143097212,0.26030750865980495,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V9_SM80S40D10W25_HM120S40D30_R80,80,40,-0.1,0.25,120,40,-0.3,80,0.21131336306212845,-0.7000125206895307,0.3018708334730631,185.196361242455,1354,-0.350467581106785,-0.4795335894995817,-0.5043396313027041,-0.7000125206895307,0.44120828009595714,-0.6992207245312605,-0.3198486364380895,-0.5580591820880043,111.8175034696462,-0.6992207245312605,0.3360960800649546,-0.6992207245312605,44,0.8315820198482194,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,3.6664121430972094,0.2603075086598047,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V9_SM80S40D10W25_HM150S20D22_R80,80,40,-0.1,0.25,150,20,-0.22,80,0.20373271027799844,-0.6992207245312605,0.29137109803857086,156.0892729034022,1354,-0.4014826001908791,-0.4432572980199344,-0.19620968860280685,-0.5236193833854152,0.14695961915883604,-0.6992207245312605,-0.2596391801496861,-0.5189369840249383,80.41830184937717,-0.6992207245312605,0.30964143808626665,-0.6992207245312605,66,0.7810858143607706,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,3.666412143097208,0.26030750865980457,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V9_SM80S40D10W25_HM150S20D25_R80,80,40,-0.1,0.25,150,20,-0.25,80,0.20152503645111852,-0.6992207245312605,0.28821376338096344,148.4769165833889,1354,-0.4014826001908791,-0.4432572980199344,-0.47408021689495883,-0.6659535824472145,0.4412082800959576,-0.6992207245312605,-0.2863910802278302,-0.5363195215520556,117.36714751368596,-0.6992207245312605,0.3400356648919325,-0.6992207245312605,65,0.8152364273204904,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,3.666412143097212,0.26030750865980495,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V9_SM80S40D10W25_HM150S20D30_R80,80,40,-0.1,0.25,150,20,-0.3,80,0.1917649883603607,-0.6992207245312605,0.2742552982663879,118.89977882717916,1354,-0.4816883701957184,-0.5178649487267093,-0.4897510283058891,-0.679169520912419,0.44120828009595714,-0.6992207245312605,-0.31984863643808936,-0.5580591820880043,111.81750346964614,-0.6992207245312605,0.3360960800649546,-0.6992207245312605,65,0.8213660245183888,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,3.6664121430972108,0.26030750865980484,2023-02-03,2023-02-28,1.0000000000000002,1.0000000000000002,0
V9_SM80S40D10W25_HM150S40D22_R80,80,40,-0.1,0.25,150,40,-0.22,80,0.22030107757047213,-0.6992207245312605,0.31506657317423803,226.50380487229918,1354,-0.420969623803363,-0.46138418653315694,-0.20066589267818313,-0.5236193833854152,0.44120828009595736,-0.6992207245312605,-0.25963918014968645,-0.5189369840249385,121.80451651943194,-0.6992207245312605,0.3430628461148033,-0.6992207245312605,63,0.7942206654991243,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,3.666412143097209,0.2603075086598047,2023-02-03,2023-02-28,1.0000000000000002,1.0000000000000002,0
V9_SM80S40D10W25_HM150S40D25_R80,80,40,-0.1,0.25,150,40,-0.25,80,0.19855861322953827,-0.6992207245312605,0.28397129298855783,138.80945534870787,1354,-0.45032265439179087,-0.4886884646816565,-0.46463674473657446,-0.6654347080696503,0.4412082800959567,-0.6992207245312605,-0.28639108022783144,-0.5363195215520564,117.36714751368561,-0.6992207245312605,0.34003566489193227,-0.6992207245312605,65,0.815820198482195,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,3.6664121430972108,0.26030750865980484,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V9_SM80S40D10W25_HM150S40D30_R80,80,40,-0.1,0.25,150,40,-0.3,80,0.1917649883603607,-0.6992207245312605,0.2742552982663879,118.89977882717916,1354,-0.4816883701957184,-0.5178649487267093,-0.4897510283058891,-0.679169520912419,0.44120828009595714,-0.6992207245312605,-0.31984863643808936,-0.5580591820880043,111.81750346964614,-0.6992207245312605,0.3360960800649546,-0.6992207245312605,65,0.8213660245183888,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,3.6664121430972108,0.26030750865980484,2023-02-03,2023-02-28,1.0000000000000002,1.0000000000000002,0
V9_SM80S40D10W35_HM110S20D22_R80,80,40,-0.1,0.35,110,20,-0.22,80,0.19352191810782737,-0.6992207245312605,0.27676799516713335,123.76744954266645,1346,-0.22223753493752263,-0.3825580141011322,-0.35183892752799695,-0.6307145966027391,-0.011776520582105987,-0.6992207245312605,-0.27673168869053644,-0.5300431548119113,44.56005425022927,-0.6992207245312605,0.26384275173067806,-0.6992207245312605,45,0.7597781669585523,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,2.1131328275377856,0.10866918450470069,2023-02-03,2023-02-28,0.0,1.0,0
V9_SM80S40D10W35_HM110S20D25_R80,80,40,-0.1,0.35,110,20,-0.25,80,0.23922227473796775,-0.6992207245312605,0.34212697985795,344.41100321272415,1346,-0.23591764888572375,-0.38774541956073294,-0.4482998751624778,-0.6675793962521459,0.46871902101917673,-0.6992207245312605,-0.3141843487999393,-0.5543787073498765,150.61475998958218,-0.6992207245312605,0.3605300973933929,-0.6992207245312605,42,0.8251605370694688,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.1374087138714115,0.3062883763373467,2023-02-03,2023-02-28,1.0,1.0,0
V9_SM80S40D10W35_HM110S20D30_R80,80,40,-0.1,0.35,110,20,-0.3,80,0.2275303377167952,-0.6992207245312606,0.3254055975948448,266.03829613176543,1346,-0.338310350146829,-0.469792073640936,-0.47182295173802835,-0.6871579321142182,0.46871902101917695,-0.6992207245312606,-0.36102492749430015,-0.5848142321002032,140.259611220242,-0.6992207245312606,0.3546415745533329,-0.6992207245312606,42,0.8312901342673672,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.137408713871412,0.3062883763373468,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V9_SM80S40D10W35_HM110S40D22_R80,80,40,-0.1,0.35,110,40,-0.22,80,0.23274529487363527,-0.6992207245312605,0.3328638392828841,298.6002523734431,1346,-0.22223753493752263,-0.3825580141011322,-0.44522901122470093,-0.6642488495435892,0.46871902101917695,-0.6992207245312605,-0.27673168869053655,-0.5300431548119116,127.42133013964039,-0.6992207245312605,0.34675069981425444,-0.6992207245312605,46,0.8073555166374781,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.137408713871413,0.30628837633734685,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V9_SM80S40D10W35_HM110S40D25_R80,80,40,-0.1,0.35,110,40,-0.25,80,0.23469810811247283,-0.6992207245312605,0.33565668161481965,311.7550302677139,1346,-0.23591764888572375,-0.38774541956073294,-0.5006103535803959,-0.697766012095282,0.46871902101917695,-0.6992207245312605,-0.3141843487999405,-0.5543787073498773,150.61475998958198,-0.6992207245312605,0.3605300973933929,-0.6992207245312605,42,0.826328079392878,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.137408713871414,0.30628837633734696,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V9_SM80S40D10W35_HM110S40D30_R80,80,40,-0.1,0.35,110,40,-0.3,80,0.22500704798292137,-0.6992207245312605,0.32179688056837885,251.53832616638113,1346,-0.338310350146829,-0.469792073640936,-0.5006103535803955,-0.6977660120952818,0.4687190210191765,-0.6992207245312605,-0.36102492749430015,-0.5848142321002032,140.25961122024185,-0.6992207245312605,0.3546415745533329,-0.6992207245312605,42,0.8317279626386457,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.137408713871412,0.3062883763373468,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V9_SM80S40D10W35_HM120S20D22_R80,80,40,-0.1,0.35,120,20,-0.22,80,0.1911580529112853,-0.6992207245312605,0.2733872813043874,117.26149672920943,1346,-0.23652737296332105,-0.39390228226160884,-0.37441626960494223,-0.6307145966027391,-0.011776520582105876,-0.6992207245312605,-0.27673168869053655,-0.5300431548119114,44.56005425022932,-0.6992207245312605,0.2638427517306783,-0.6992207245312605,47,0.7599241097489784,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,2.1131328275377887,0.10866918450470099,2023-02-03,2023-02-28,0.0,1.0,0
V9_SM80S40D10W35_HM120S20D25_R80,80,40,-0.1,0.35,120,20,-0.25,80,0.23931181376629773,-0.6992207245312605,0.34225503531338575,345.0894352642841,1346,-0.24995614203275152,-0.39899437946564187,-0.4368666634542028,-0.6675793962521458,0.4687190210191765,-0.6992207245312605,-0.3141843487999394,-0.5543787073498765,150.61475998958244,-0.6992207245312605,0.36053009739339315,-0.6992207245312605,44,0.8250145942790427,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.137408713871412,0.3062883763373468,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V9_SM80S40D10W35_HM120S20D30_R80,80,40,-0.1,0.35,120,20,-0.3,80,0.2266948678554015,-0.6992207245312605,0.3242107390443438,261.1503716931942,1346,-0.350467581106785,-0.4795335894995817,-0.47182295173802824,-0.6871579321142182,0.46871902101917695,-0.6992207245312605,-0.36102492749429993,-0.584814232100203,140.25961122024196,-0.6992207245312605,0.3546415745533329,-0.6992207245312605,44,0.8308523058960887,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.137408713871412,0.3062883763373468,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V9_SM80S40D10W35_HM120S40D22_R80,80,40,-0.1,0.35,120,40,-0.22,80,0.22895826328312086,-0.6992207245312605,0.32744776470492715,274.5971090472642,1346,-0.23652737296332105,-0.39390228226160884,-0.48027567772117363,-0.6854483448282643,0.4687190210191774,-0.6992207245312605,-0.2767316886905363,-0.5300431548119112,127.4213301396407,-0.6992207245312605,0.34675069981425466,-0.6992207245312605,48,0.8072095738470519,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.137408713871415,0.306288376337347,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V9_SM80S40D10W35_HM120S40D25_R80,80,40,-0.1,0.35,120,40,-0.25,80,0.23090507741942146,-0.7168492170008939,0.3221110826980697,286.69443298189947,1346,-0.24995614203275152,-0.39899437946564187,-0.532158402674485,-0.7168492170008939,0.4687190210191774,-0.6992207245312605,-0.3141843487999394,-0.5543787073498766,150.61475998958235,-0.6992207245312605,0.36053009739339315,-0.6992207245312605,44,0.8261821366024519,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.137408713871413,0.30628837633734685,2023-02-03,2023-02-28,1.0,1.0000000000000002,0
V9_SM80S40D10W35_HM120S40D30_R80,80,40,-0.1,0.35,120,40,-0.3,80,0.22124378852567061,-0.7168492170008938,0.3086336474653564,231.31828131709597,1346,-0.350467581106785,-0.4795335894995817,-0.5321584026744841,-0.7168492170008938,0.4687190210191763,-0.6992207245312605,-0.3610249274942995,-0.5848142321002028,140.259611220242,-0.6992207245312605,0.3546415745533329,-0.6992207245312605,44,0.8315820198482194,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.137408713871415,0.306288376337347,2023-02-03,2023-02-28,1.0000000000000002,1.0000000000000002,0
V9_SM80S40D10W35_HM150S20D22_R80,80,40,-0.1,0.35,150,20,-0.22,80,0.2146986325633513,-0.6992207245312605,0.3070541604831289,199.82244166018657,1346,-0.4014826001908791,-0.4432572980199344,-0.20956149047516537,-0.5236193833854152,0.14695961915883693,-0.6992207245312605,-0.2767316886905369,-0.5300431548119118,99.28744627180123,-0.6992207245312605,0.3264862521845797,-0.6992207245312605,66,0.7810858143607706,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.137408713871414,0.30628837633734696,2023-02-03,2023-02-28,1.0,1.0,0
V9_SM80S40D10W35_HM150S20D25_R80,80,40,-0.1,0.35,150,20,-0.25,80,0.21472878418279495,-0.6992207245312605,0.30709728223050536,199.95758114423506,1346,-0.4014826001908791,-0.4432572980199344,-0.47680113462376505,-0.6676818171494676,0.4687190210191772,-0.6992207245312605,-0.3141843487999395,-0.5543787073498765,150.61475998958218,-0.6992207245312605,0.3605300973933929,-0.6992207245312605,65,0.8152364273204904,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.137408713871413,0.30628837633734685,2023-02-03,2023-02-28,1.0,1.0,0
