strategy,soft_ma,soft_slope,soft_dd,soft_w,hard_ma,hard_slope,hard_dd,recover_ma,CAGR,MDD,Calmar,Final,MaxUnderwaterDays,DotCom_Return,DotCom_MDD,GFC_Return,GFC_MDD,COVID_Return,COVID_MDD,2022_Bear_Return,2022_Bear_MDD,Actual_TQQQ_Era_Return,Actual_TQQQ_Era_MDD,ActualEra_CAGR,ActualEra_MDD,TradeCount,InvestedDayPct,Cycle22_TroughDate,Cycle22_TroughPx,Cycle22_PeakDate,Cycle22_PeakPx,Cycle22_TheoreticalMult,Cycle22_PortfolioMult,Cycle22_Capture,Cycle22_First25Date,Cycle22_First75Date,Cycle22_WeightAtPeak,Cycle22_MaxWeight,Cycle22_ExitCountBeforePeak,score
V9_SM80S40D15W50_HM110S20D25_R80,80,40,-0.15,0.5,110,20,-0.25,80,0.2864620487748142,-0.6992207245312605,0.4096875832260992,954.1410349312774,1346,-0.23591764888572375,-0.38774541956073294,-0.4533591229250924,-0.6712778825640539,0.6475388370201063,-0.6992207245312605,-0.3558742516581026,-0.5814674860466074,418.4786113504238,-0.6992207245312605,0.4481269285776557,-0.6992207245312605,26,0.8251605370694688,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,6.025867130704569,0.49064843746520986,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.9782109503105239
V9_SM80S40D15W50_HM120S20D25_R80,80,40,-0.15,0.5,120,20,-0.25,80,0.2870108493289685,-0.6992207245312605,0.4104724577798708,965.2895479456269,1346,-0.24995614203275152,-0.39899437946564187,-0.4366210142507665,-0.671277882564054,0.6475388370201063,-0.6992207245312605,-0.3558742516581026,-0.5814674860466074,418.47861135042376,-0.6992207245312605,0.4481269285776557,-0.6992207245312605,28,0.8250145942790427,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,6.025867130704569,0.49064843746520986,2023-02-03,2023-02-28,1.0,1.0,0,0.9774429198257586
V9_SM110S40D15W50_HM150S40D22_R80,110,40,-0.15,0.5,150,40,-0.22,80,0.27745636477131885,-0.6992207245312605,0.39680798213942875,787.9814796918529,1346,-0.420969623803363,-0.46138418653315694,-0.3052606107962472,-0.5643134086518345,0.6475388370201061,-0.6992207245312605,-0.3023704515018125,-0.5467024109923713,459.22661169601963,-0.6992207245312605,0.45638170335650874,-0.6992207245312605,49,0.7942206654991243,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,6.4650899812875045,0.533527407349024,2023-02-03,2023-02-28,1.0,1.0,0,0.9769216151859731
V9_SM80S40D15W50_HM150S40D22_R80,80,40,-0.15,0.5,150,40,-0.22,80,0.28115943376741437,-0.6992207245312605,0.4021039764745194,852.6197403463684,1346,-0.420969623803363,-0.46138418653315694,-0.23850160143445454,-0.5236193833854154,0.6475388370201061,-0.6992207245312605,-0.3023704515018115,-0.5467024109923707,453.32227324300595,-0.6992207245312605,0.45522915974214917,-0.6992207245312605,47,0.7942206654991243,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,6.0258671307045715,0.4906484374652101,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.9724546637113157
V9_SM100S40D15W50_HM150S40D22_R80,100,40,-0.15,0.5,150,40,-0.22,80,0.2770147214580718,-0.6992207245312605,0.3961763599666977,780.5951672051634,1346,-0.420969623803363,-0.46138418653315694,-0.3052606107962472,-0.5643134086518345,0.6475388370201061,-0.6992207245312605,-0.3023704515018125,-0.5467024109923713,454.91257937890674,-0.6992207245312605,0.4555409692332393,-0.6992207245312605,49,0.7942206654991243,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,6.404488081259309,0.527611169059595,2023-02-03,2023-02-28,1.0,1.0,0,0.9723538019765111
V9_SM110S40D12W50_HM150S40D22_R80,110,40,-0.12,0.5,150,40,-0.22,80,0.27222616658389653,-0.6992207245312605,0.38932794328484743,704.6719770881531,1354,-0.420969623803363,-0.46138418653315694,-0.30526061079624767,-0.5643134086518344,0.6475388370201063,-0.6992207245312605,-0.3023704515018122,-0.546702410992371,430.96785702239634,-0.6992207245312605,0.45073422863943535,-0.6992207245312605,53,0.7942206654991243,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,6.4650899812875045,0.533527407349024,2023-02-03,2023-02-28,1.0,1.0,0,0.9560231104194447
V9_SM100S40D15W50_HM120S20D25_R80,100,40,-0.15,0.5,120,20,-0.25,80,0.27960025825892854,-0.7322602350182712,0.38183182001129967,824.8044376288278,1346,-0.24995614203275152,-0.39899437946564187,-0.5202925290489122,-0.7322602350182712,0.6475388370201061,-0.6992207245312605,-0.35587425165810194,-0.5814674860466069,419.9469510044501,-0.6992207245312605,0.4484372162856851,-0.6992207245312605,29,0.8250145942790427,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,6.404488081259307,0.5276111690595948,2023-02-03,2023-02-28,1.0,1.0,0,0.9483217958107624
V9_SM80S40D15W50_HM110S40D25_R80,80,40,-0.15,0.5,110,40,-0.25,80,0.2793527424713298,-0.7155172052822144,0.3904207200176933,820.4700034391008,1346,-0.23591764888572375,-0.38774541956073294,-0.5299411450992607,-0.7155172052822144,0.6475388370201061,-0.6992207245312605,-0.3558742516581026,-0.5814674860466074,418.4786113504239,-0.6992207245312605,0.4481269285776557,-0.6992207245312605,26,0.826328079392878,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,6.025867130704569,0.49064843746520986,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.9456288266062751
V9_SM100S40D15W50_HM110S20D25_R80,100,40,-0.15,0.5,110,20,-0.25,80,0.2773326107847045,-0.732260235018271,0.37873504189092644,785.904980424569,1346,-0.23591764888572375,-0.38774541956073294,-0.5513145102316519,-0.732260235018271,0.6475388370201063,-0.6992207245312605,-0.35587425165810216,-0.5814674860466069,419.94695100444994,-0.6992207245312605,0.4484372162856851,-0.6992207245312605,27,0.8251605370694688,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,6.404488081259306,0.5276111690595947,2023-02-03,2023-02-28,1.0,1.0,0,0.9444489396113392
V9_SM110S40D15W50_HM120S20D25_R80,110,40,-0.15,0.5,120,20,-0.25,80,0.2777097420387524,-0.7452385633969283,0.37264542614770585,792.2494607785168,1346,-0.24995614203275152,-0.39899437946564187,-0.5435457095547036,-0.7452385633969283,0.6475388370201061,-0.6992207245312605,-0.35587425165810294,-0.5814674860466076,423.9301241665001,-0.6992207245312605,0.4492738472145872,-0.6992207245312605,31,0.8250145942790427,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,6.465089981287499,0.5335274073490235,2023-02-03,2023-02-28,1.0,1.0,0,0.9381519410006138
V9_SM110S40D15W50_HM110S20D25_R80,110,40,-0.15,0.5,110,20,-0.25,80,0.27544544484857547,-0.7452385633969282,0.3696070739992933,754.8853625890742,1346,-0.23591764888572375,-0.38774541956073294,-0.5730639415324141,-0.7452385633969282,0.6475388370201061,-0.6992207245312605,-0.35587425165810305,-0.5814674860466076,423.9301241665003,-0.6992207245312605,0.4492738472145872,-0.6992207245312605,29,0.8251605370694688,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,6.465089981287502,0.5335274073490237,2023-02-03,2023-02-28,1.0,1.0,0,0.9342881305681179
V9_SM80S40D15W50_HM110S40D22_R80,80,40,-0.15,0.5,110,40,-0.22,80,0.2732143185990983,-0.699428145237031,0.39062528504126465,719.7322336352534,1346,-0.22223753493752263,-0.3825580141011322,-0.5033567425213453,-0.699428145237031,0.6475388370201063,-0.6992207245312605,-0.3023704515018123,-0.5467024109923712,341.15189511148026,-0.6992207245312605,0.43014797150397865,-0.6992207245312605,30,0.8073555166374781,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,6.025867130704569,0.49064843746520986,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.9189757037841271
V9_SM110S40D12W50_HM120S20D25_R80,110,40,-0.12,0.5,120,20,-0.25,80,0.2724785064669144,-0.7452385633969282,0.36562588122776357,708.4887250042241,1354,-0.24995614203275152,-0.39899437946564187,-0.5435457095547034,-0.7452385633969282,0.6475388370201063,-0.6992207245312605,-0.3558742516581016,-0.5814674860466067,397.8386383047824,-0.6992207245312605,0.4436539349406301,-0.6992207245312605,35,0.8250145942790427,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,6.465089981287504,0.5335274073490239,2023-02-03,2023-02-28,1.0,1.0,0,0.9172837102279027
V9_SM110S40D10W50_HM150S40D22_R80,110,40,-0.1,0.5,150,40,-0.22,80,0.267236052168385,-0.6992207245312605,0.3821912634919869,633.1393391708989,1269,-0.420969623803363,-0.46138418653315694,-0.3052606107962479,-0.5643134086518344,0.6475388370201063,-0.6992207245312605,-0.3023704515018124,-0.5467024109923713,338.15166791713693,-0.6992207245312605,0.42937588899976586,-0.6992207245312605,59,0.7942206654991243,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,6.465089981287504,0.5335274073490239,2023-02-03,2023-02-28,1.0,1.0,0,0.9169197939299599
V9_SM80S40D15W35_HM110S20D25_R80,80,40,-0.15,0.35,110,20,-0.25,80,0.2758072507933027,-0.6992207245312605,0.39444947942324904,760.7395452431275,1358,-0.23591764888572375,-0.38774541956073294,-0.4482998751624778,-0.6675793962521457,0.6475388370201061,-0.6992207245312605,-0.3141843487999393,-0.5543787073498765,368.84068822314094,-0.6992207245312605,0.4369878563195264,-0.6992207245312605,26,0.8251605370694688,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.471110380926874,0.4364905129970502,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.9147827878946145
V9_SM110S40D15W35_HM150S40D22_R80,110,40,-0.15,0.35,150,40,-0.22,80,0.26594693408096703,-0.6992207245312605,0.3803476137799705,615.8290515577322,1358,-0.420969623803363,-0.46138418653315694,-0.3025868883510229,-0.5643134086518345,0.6475388370201065,-0.6992207245312605,-0.2767316886905372,-0.5300431548119119,398.8804115594738,-0.6992207245312605,0.44388485461689275,-0.6992207245312605,49,0.7942206654991243,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,6.042100086684689,0.4922331738460085,2023-02-03,2023-02-28,1.0,1.0,0,0.9143322404332775
V9_SM110S40D12W50_HM110S20D25_R80,110,40,-0.12,0.5,110,20,-0.25,80,0.2702234798267038,-0.7452385633969283,0.3625999687871461,675.0749537141064,1354,-0.23591764888572375,-0.38774541956073294,-0.5730639415324141,-0.7452385633969283,0.6475388370201061,-0.6992207245312605,-0.3558742516581025,-0.5814674860466074,397.8386383047816,-0.6992207245312605,0.4436539349406299,-0.6992207245312605,33,0.8251605370694688,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,6.465089981287501,0.5335274073490237,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.9134449302803156
V9_SM80S40D15W35_HM120S20D25_R80,80,40,-0.15,0.35,120,20,-0.25,80,0.27589943324023003,-0.6992207245312605,0.3945813153996342,762.2380748649066,1358,-0.24995614203275152,-0.39899437946564187,-0.4368666634542032,-0.6675793962521457,0.6475388370201063,-0.6992207245312605,-0.3141843487999403,-0.554378707349877,368.8406882231402,-0.6992207245312605,0.4369878563195262,-0.6992207245312605,28,0.8250145942790427,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.471110380926874,0.4364905129970502,2023-02-03,2023-02-28,1.0,1.0,0,0.9127818885203365
V9_SM80S40D15W50_HM120S40D25_R80,80,40,-0.15,0.5,120,40,-0.25,80,0.27363649676825674,-0.7434603451868227,0.36805795835619876,726.2606817036532,1346,-0.24995614203275152,-0.39899437946564187,-0.5761271764326636,-0.7434603451868227,0.6475388370201061,-0.6992207245312605,-0.3558742516581018,-0.5814674860466069,418.47861135042433,-0.6992207245312605,0.4481269285776559,-0.6992207245312605,28,0.8261821366024519,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,6.025867130704571,0.49064843746521003,2023-02-03,2023-02-28,1.0,1.0,0,0.909782130289001
V9_SM100S20D12W50_HM110S20D25_R80,100,20,-0.12,0.5,110,20,-0.25,80,0.2636230896589331,-0.6992207245312605,0.3770241361705336,585.7694180939405,1354,-0.23591764888572375,-0.38774541956073294,-0.4930327997026198,-0.6952134206859235,0.29987692073883077,-0.6992207245312605,-0.2771476973191608,-0.5303134640451824,293.5235146385771,-0.6992207245312605,0.4170642786720722,-0.6992207245312605,36,0.8251605370694688,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,6.851656197698353,0.5712657926119531,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.909123969057455
V9_SM100S20D12W50_HM120S20D25_R80,100,20,-0.12,0.5,120,20,-0.25,80,0.2642196235348879,-0.6992207245312605,0.37787727718169956,593.3480468438904,1354,-0.24995614203275152,-0.39899437946564187,-0.4768620881076724,-0.6952134206859235,0.299876920738831,-0.6992207245312605,-0.27714769731916,-0.5303134640451819,293.52351463857747,-0.6992207245312605,0.4170642786720722,-0.6992207245312605,38,0.8250145942790427,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,6.8516561976983565,0.5712657926119534,2023-02-03,2023-02-28,1.0,1.0,0,0.9084848185415513
V9_SM100S40D15W35_HM150S40D22_R80,100,40,-0.15,0.35,150,40,-0.22,80,0.2653370533029278,-0.6992207245312605,0.37947538451581636,607.7993047634063,1358,-0.420969623803363,-0.46138418653315694,-0.3025868883510229,-0.5643134086518345,0.6475388370201065,-0.6992207245312605,-0.2767316886905372,-0.5300431548119119,393.6664021769814,-0.6992207245312605,0.4427234057747509,-0.6992207245312605,49,0.7942206654991243,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.963317616648029,0.4845420640697502,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.9082153798114981
V9_SM100S20D10W50_HM110S20D25_R80,100,20,-0.1,0.5,110,20,-0.25,80,0.27544180330595824,-0.6992207245312605,0.39392682974408016,754.8266619650799,1262,-0.23591764888572375,-0.38774541956073294,-0.4930327997026206,-0.6952134206859236,0.299876920738831,-0.6992207245312605,-0.24260672484600077,-0.5078698339297889,317.49522513608895,-0.6992207245312605,0.42387922214357454,-0.6992207245312605,38,0.8251605370694688,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.774316162200336,0.4660908663178485,2023-02-03,2023-02-28,1.0,1.0,0,0.907142457552584
V9_SM100S20D10W50_HM120S20D25_R80,100,20,-0.1,0.5,120,20,-0.25,80,0.2760439165853905,-0.6992207245312605,0.3947879502147812,764.5925371796184,1262,-0.24995614203275152,-0.39899437946564187,-0.47686208810767194,-0.6952134206859235,0.29987692073883054,-0.6992207245312605,-0.24260672484600032,-0.5078698339297886,317.4952251360895,-0.6992207245312605,0.42387922214357476,-0.6992207245312605,40,0.8250145942790427,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.774316162200335,0.4660908663178484,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.9065183714260694
V9_SM80S40D15W50_HM110S20D30_R80,80,40,-0.15,0.5,110,20,-0.3,80,0.27149970876491025,-0.699969904756023,0.3878734027279965,693.7942589066985,1346,-0.338310350146829,-0.469792073640936,-0.4877966739931858,-0.699969904756023,0.6475388370201058,-0.6992207245312605,-0.4227893640786172,-0.6249468071185021,374.9010047902589,-0.6992207245312605,0.4384206038344629,-0.6992207245312605,26,0.8312901342673672,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,6.025867130704566,0.4906484374652096,2023-02-03,2023-02-28,1.0,1.0,0,0.906474460433095
V9_SM100S20D12W50_HM150S40D22_R80,100,20,-0.12,0.5,150,40,-0.22,80,0.25959691533819385,-0.6992207245312605,0.37126604837438265,537.0040911174408,1354,-0.420969623803363,-0.46138418653315694,-0.26936975296784627,-0.5412570218571243,0.29987692073883077,-0.6992207245312605,-0.22364389716287025,-0.4955483889909461,315.32344141491666,-0.6992207245312605,0.4232820021479553,-0.6992207245312605,57,0.7942206654991243,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,6.851656197698355,0.5712657926119533,2023-02-03,2023-02-28,1.0,1.0,0,0.9063824530509139
V9_SM80S40D15W35_HM150S40D22_R80,80,40,-0.15,0.35,150,40,-0.22,80,0.27024725642779335,-0.6992207245312605,0.3864977780928335,675.4192106882684,1358,-0.420969623803363,-0.46138418653315694,-0.21580017618069214,-0.5236193833854154,0.6475388370201061,-0.6992207245312605,-0.2767316886905371,-0.5300431548119118,389.0378324067284,-0.6992207245312605,0.4416802346003361,-0.6992207245312605,47,0.7942206654991243,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.471110380926873,0.43649051299705005,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,0.9050699049368994
V9_SM100S20D10W50_HM150S40D22_R80,100,20,-0.1,0.5,150,40,-0.22,80,0.27123104040731416,-0.6992207245312605,0.3879047500903816,689.8124347928812,1262,-0.420969623803363,-0.46138418653315694,-0.2693697529678456,-0.5412570218571242,0.2998769207388312,-0.6992207245312605,-0.18910292468971068,-0.4731047588755528,339.994375096127,-0.6992207245312605,0.4298508495225062,-0.6992207245312605,59,0.7942206654991243,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,5.774316162200334,0.46609086631784835,2023-02-03,2023-02-28,1.0,1.0,0,0.903607237069358
V9_SM100S40D15W50_HM110S40D25_R80,100,40,-0.15,0.5,110,40,-0.25,80,0.2702835270916226,-0.7664462128859111,0.3526451335364032,675.9446926404976,1346,-0.23591764888572375,-0.38774541956073294,-0.614092564587295,-0.7664462128859111,0.6475388370201063,-0.6992207245312605,-0.35587425165810305,-0.5814674860466076,419.9469510044494,-0.6992207245312605,0.4484372162856849,-0.6992207245312605,28,0.826328079392878,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,6.404488081259303,0.5276111690595945,2023-02-03,2023-02-28,1.0,1.0,0,0.9031955280260517
