date,reason,target_weight,price,notional,fee,cash_after,shares_after,avg_cost_after
2000-08-28,RED_REVERSAL_ENTRY,0.35,79.677436,0.37758599292479295,0.00018879299646239647,0.7010423367210102,0.004738932524445101,79.717274718
2000-09-22,HARD_RED,0.0,62.831498,-0.2977542294318073,0.00014887711471590364,1.0016613168368296,0.0,
2001-12-24,RED_REVERSAL_ENTRY,0.35,1.257756,0.36833244130884923,0.00018416622065442462,0.6838617962100657,0.2928488842898378,1.258384878
2002-01-23,HARD_RED,0.0,1.137651,-0.33315982606121824,0.00016657991303060913,1.0177024967936996,0.0,
2002-01-28,RED_REVERSAL_ENTRY,0.35,1.19214,0.3562668350672235,0.00017813341753361177,0.6614602745644531,0.29884647362492955,1.1927360699999998
2002-02-05,HARD_RED,0.0,0.95029,-0.28399081542103427,0.00014199540771051713,0.9455776613810429,0.0,
2002-11-15,RED_REVERSAL_ENTRY,0.35,0.226152,0.3352765828850807,0.00016763829144254036,0.6224888727808502,1.48252760481924,0.22626507599999998
2002-12-12,BULL_FULL,1.0,0.204519,0.6227097136416101,0.0003113548568208051,0.0,4.527279992820404,0.21170886077179638
2004-08-09,SOFT_CUT,0.5,0.303975,-0.6880899679087911,0.00034404498395439556,0.6877459229248367,2.263639996410202,0.21170886077179638
2004-11-09,CAUTION_RECOVER_FULL,1.0,0.454257,0.6903473053123753,0.00034517365265618766,0.0,3.7833684877980622,0.30922843692748797
2006-07-14,SOFT_CUT,0.5,0.313996,-0.5939812858473201,0.00029699064292366007,0.5936842952043965,1.8916842438990313,0.30922843692748797
2006-09-29,CAUTION_RECOVER_FULL,1.0,0.43719,0.5996487189178616,0.00029982435945893085,-1.1102230246251565e-16,3.2632817619526504,0.36310413614715253
2008-02-01,SOFT_CUT,0.5,0.475312,-0.7755384904186192,0.0003877692452093096,0.7751507211734098,1.631640880976325,0.36310413614715253
2008-05-20,CAUTION_RECOVER_FULL,1.0,0.560718,0.778341211127739,0.0003891706055638695,0.0,3.0197561387845973,0.4540717433145017
2008-09-08,SOFT_CUT,0.5,0.357896,-0.5403793215232261,0.00027018966076161307,0.5401091318624645,1.5098780693922986,0.4540717433145017
2008-09-25,HARD_RED,0.0,0.304321,-0.45948760395553373,0.00022974380197776688,0.9996406452644583,0.0,
2009-04-01,RED_REVERSAL_ENTRY,0.35,0.080306,0.35032650378057756,0.00017516325189028878,0.6504312009120394,4.3623951358625455,0.08034615299999999
2009-04-22,BULL_FULL,1.0,0.095538,0.6501660014328297,0.0003250830007164148,0.0,11.167708220005292,0.08963278156505594
2011-08-22,SOFT_CUT,0.5,0.2622023820877075,-1.4640998488729298,0.0007320499244364649,1.4633677989484932,5.583854110002646,0.08963278156505594
2011-10-21,CAUTION_RECOVER_FULL,1.0,0.3756386339664459,1.4626605679689464,0.0007313302839844732,0.0,9.477651061941298,0.20721255310529194
2018-12-18,SOFT_CUT,0.5,4.86110258102417,-23.035917019624655,0.011517958509812328,23.024399061114842,4.738825530970649,0.20721255310529194
2019-03-05,CAUTION_RECOVER_FULL,1.0,6.227753162384033,23.1230909118314,0.0115615454559157,0.0,8.451736160039271,2.8534488225397023
2022-02-22,SOFT_CUT,0.5,23.343351364135746,-98.64592341038406,0.04932296170519203,98.59660044867887,4.2258680800196355,2.8534488225397023
2022-05-10,HARD_RED,0.0,15.076711654663086,-63.71219453310076,0.03185609726655038,162.39684030256439,0.0,
2023-02-03,RED_REVERSAL_ENTRY,0.35,12.25070095062256,58.12256810152458,0.02906128405076229,107.91285090449489,4.744427958513744,12.256826301097872
2023-02-28,BULL_FULL,1.0,10.623353004455566,108.17691470896888,0.05408845735448444,0.0,14.927363107482073,11.146150284808332
2025-04-04,SOFT_CUT,0.5,20.4023551940918,-152.2766821150156,0.0761383410575078,152.2005437739581,7.4636815537410355,11.146150284808332
2025-06-24,CAUTION_RECOVER_FULL,1.0,38.77886581420898,153.50606119962825,0.07675303059981413,0.0,11.422179513301835,20.72933017997478
