strategy,trend_ma,slope_lb,yellow_buy_cap,red_dd,red_target,rec_fast_ma,CAGR,MDD,Calmar,Final,MaxUnderwaterDays,DotCom_Return,DotCom_MDD,GFC_Return,GFC_MDD,COVID_Return,COVID_MDD,2022_Bear_Return,2022_Bear_MDD,Actual_TQQQ_Era_Return,Actual_TQQQ_Era_MDD,ActualEra_CAGR,ActualEra_MDD,InvestedDayPct,AvgWeight,TradeCount
V3_M150_S20_YBC80_RD25_RT15_RF40,150,20,0.8,-0.25,0.15,40,0.005303453276959802,-0.5957710008669215,0.0089018318602997,1.1549613392335858,9379,-0.5653250179166611,-0.5957710008669215,0.4046119806693045,-0.1316855379434172,0.0018368852408519043,0.0,-0.056226112975224285,-0.23082792157814536,0.18356812063608263,-0.23082792157814536,0.010386907575659965,-0.23082792157814536,0.1618505545826036,0.03159277999923133,208
V3_M150_S20_YBC80_RD25_RT15_RF60,150,20,0.8,-0.25,0.15,60,0.009380777038406896,-0.5553917278886349,0.0168903794697639,1.2895720783695321,7020,-0.5219044325652458,-0.5553917278886349,0.4808233687747159,-0.11124887812145956,0.0018368852408516823,0.0,-0.09124014861099983,-0.24963570611566333,0.1396578069273693,-0.24963570611566333,0.008047558765956087,-0.24963570611566333,0.159369527145359,0.02990172053047175,174
V3_M150_S20_YBC80_RD25_RT25_RF40,150,20,0.8,-0.25,0.25,40,-0.0008675430978917209,-0.6982799020249849,-0.001242400211399296,0.9766379530595833,9379,-0.6320179824065284,-0.6982799020249849,0.34858961704968716,-0.14585402734596953,0.00183688524085035,0.0,-0.05491124198825825,-0.2806265998432059,0.24657346264661406,-0.2806265998432059,0.013605049975770278,-0.2806265998432059,0.1587857559836544,0.03990123555414205,219
V3_M150_S20_YBC80_RD25_RT25_RF60,150,20,0.8,-0.25,0.25,60,0.005596717598119527,-0.6228527903548755,0.008985618567961703,1.1641731890565572,9379,-0.5698848109287776,-0.6228527903548755,0.37683090693689136,-0.1447132102411245,0.0018368852408512382,0.0,-0.05123775893374127,-0.27335337496308276,0.24521084711109697,-0.27335337496308276,0.013537082547227186,-0.27335337496308276,0.1582019848219498,0.03699750857889063,183
V3_M150_S20_YBC80_RD30_RT0_RF40,150,20,0.8,-0.3,0.0,40,0.005854133427002806,-0.4429503592550844,0.013216229098104312,1.1723172787967533,8945,-0.3777186088000508,-0.4429503592550844,0.06454085082142713,-0.057434535300992184,0.0018368852408536807,0.0,-0.05342845505501981,-0.29726236551117535,0.17399541809804275,-0.29726236551117535,0.009883943646710858,-0.29726236551117535,0.06260945709281962,0.023218674777114104,167
V3_M150_S20_YBC80_RD30_RT0_RF60,150,20,0.8,-0.3,0.0,60,0.008718835122346613,-0.4299433677426209,0.02027903155739807,1.2667353806773742,8945,-0.3482779736703474,-0.4299433677426209,0.048984232017231566,-0.06796001114632366,0.0018368852408519043,0.0,-0.04840427479005893,-0.29431882260589115,0.22920671240593382,-0.29431882260589115,0.012733526092303604,-0.29431882260589115,0.060274372446001166,0.02251743275398303,133
V3_M150_S20_YBC80_RD30_RT15_RF40,150,20,0.8,-0.3,0.15,40,0.013506824382251148,-0.5223475036498857,0.02585792846308763,1.4411177127809969,6562,-0.4731027034715093,-0.5223475036498857,0.4046119806693067,-0.13168553794341664,0.0018368852408510161,0.0,-0.052827920450919774,-0.3088655806029229,0.2183272067828459,-0.3088655806029229,0.0121816471379248,-0.3088655806029229,0.15017513134851138,0.03504846858434053,189
V3_M150_S20_YBC80_RD30_RT15_RF60,150,20,0.8,-0.3,0.15,60,0.020636941658138452,-0.4738150620641106,0.04355484515041889,1.744313235152056,2929,-0.39874534002525963,-0.4738150620641106,0.48082336877471943,-0.11124887812145945,0.0018368852408516823,0.0,-0.04786113020997396,-0.3027055613739501,0.22577168918993595,-0.3027055613739501,0.012559776451054327,-0.3027055613739501,0.13937536485697608,0.033274119612872424,157
V3_M150_S20_YBC80_RD30_RT25_RF40,150,20,0.8,-0.3,0.25,40,0.009758191824146945,-0.6142345671412058,0.015886751326230134,1.302769700251567,7873,-0.5196781475307042,-0.6142345671412058,0.34858961704968694,-0.14585402734596986,0.001836885240850794,0.0,-0.05076204933967221,-0.320114294021252,0.27393180359307046,-0.320114294021252,0.014955133832620593,-0.320114294021252,0.14711033274956217,0.04119707989733954,205
V3_M150_S20_YBC80_RD30_RT25_RF60,150,20,0.8,-0.3,0.25,60,0.019371819390057166,-0.5012732699298676,0.03864522716874061,1.6863711054756398,2981,-0.40131407419225684,-0.5012732699298676,0.37683090693689225,-0.1447132102411245,0.0018368852408516823,0.0,-0.04581745502453827,-0.3168348176025999,0.2958782033345613,-0.3168348176025999,0.016018617453145367,-0.3168348176025999,0.1361646234676007,0.0380762054355987,171
V3_M150_S40_YBC50_RD20_RT0_RF40,150,40,0.5,-0.2,0.0,40,0.00449935743796992,-0.4124947574188619,0.010907671811695566,1.130062312670158,8945,-0.34369658832960837,-0.4124947574188619,-0.044975085729223485,-0.28445385651548516,0.0018368852408516823,0.0,-0.06519225542571583,-0.16260444086279402,0.19606122106672363,-0.16260444086279402,0.011037600560532823,-0.16260444086279402,0.07326328079392878,0.026599229232853464,205
V3_M150_S40_YBC50_RD20_RT0_RF60,150,40,0.5,-0.2,0.0,60,0.0037676084719939773,-0.39877663403301344,0.009447916829756051,1.107853535017172,8945,-0.3126463439375824,-0.39877663403301344,-0.10071119370683257,-0.2945543755622615,0.001836885240850572,0.0,-0.07072942291301654,-0.1474770532291021,0.18897656505636884,-0.1474770532291021,0.010669389613360059,-0.1474770532291021,0.06903093987157034,0.02501682839945695,166
V3_M150_S40_YBC50_RD20_RT15_RF40,150,40,0.5,-0.2,0.15,40,-0.0005500480459754709,-0.5322173842584789,-0.0010335025916934954,0.9851261107433674,9256,-0.44456961852248067,-0.4964811738276057,0.09153330642551771,-0.421092859310198,0.0018368852408514602,0.0,-0.18932328448207547,-0.303705335779045,0.016651326858458937,-0.303705335779045,0.0010130514212869368,-0.303705335779045,0.1907472270869819,0.04141929398736625,228
V3_M150_S40_YBC50_RD20_RT15_RF60,150,40,0.5,-0.2,0.15,60,0.0021566556106966672,-0.46887995693225226,0.004599590105764062,1.0604325906571859,9141,-0.3655578689280421,-0.444771216615541,0.12390433386083255,-0.3912026227464164,0.0018368852408510161,0.0,-0.2558424227862591,-0.3204256565060609,-0.06951681204719096,-0.3204256565060609,-0.004407947522861111,-0.3204256565060609,0.17892586106246353,0.03905489481118245,194
V3_M150_S40_YBC50_RD20_RT25_RF40,150,40,0.5,-0.2,0.25,40,-0.0072734210296535595,-0.6137724910974243,-0.011850353567734347,0.8196909188615097,9262,-0.4942358583505483,-0.5938008607669392,-0.026763966319114152,-0.4785679531170479,0.0018368852408530145,0.0,-0.1978265299476072,-0.34977701558646546,0.054810869676227725,-0.34977701558646546,0.0032771190907454617,-0.34977701558646546,0.18768242848803268,0.050589555029870406,243
V3_M150_S40_YBC50_RD20_RT25_RF60,150,40,0.5,-0.2,0.25,60,-0.0010307457774884066,-0.5411124628884403,-0.001904864234666339,0.9723022257824885,9144,-0.36849640428485486,-0.4739349803594939,-0.04516288969428295,-0.47006079125206945,0.0018368852408516823,0.0,-0.22325127609358242,-0.33338439649885876,0.021378825866821494,-0.33338439649885876,0.0012978296808110468,-0.33338439649885876,0.17571511967308814,0.04668712497323583,204
V3_M150_S40_YBC50_RD25_RT0_RF40,150,40,0.5,-0.25,0.0,40,0.007862994354647546,-0.4124947574188619,0.019062046761149937,1.2377861489096238,8945,-0.34369658832960837,-0.4124947574188619,0.06454085082142669,-0.05743453530099163,0.0018368852408510161,0.0,-0.08141806897775017,-0.21666942034599934,0.17530073156233916,-0.21666942034599934,0.009952752934118791,-0.21666942034599934,0.056187974314068884,0.017948223930771025,183
V3_M150_S40_YBC50_RD25_RT0_RF60,150,40,0.5,-0.25,0.0,60,0.009450593711758604,-0.39877663403301344,0.023698965549160584,1.2920037130476323,8945,-0.3126463439375824,-0.39877663403301344,0.048984232017230456,-0.06796001114632377,0.0018368852408521263,0.0,-0.07091846645122901,-0.1843581274167405,0.18873468896318468,-0.1843581274167405,0.010656782259600206,-0.1843581274167405,0.05253940455341506,0.016659983099596976,148
V3_M150_S40_YBC50_RD25_RT15_RF40,150,40,0.5,-0.25,0.15,40,0.01439255791114169,-0.4964811738276057,0.028989131249796896,1.4758167451176312,3096,-0.44456961852248067,-0.4964811738276057,0.40461198066930715,-0.1316855379434162,0.0018368852408516823,0.0,-0.05622611297522595,-0.23082792157814513,0.18356812063607908,-0.23082792157814513,0.010386907575659743,-0.23082792157814513,0.15002918855808522,0.030144915365237984,203
V3_M150_S40_YBC50_RD25_RT15_RF60,150,40,0.5,-0.25,0.15,60,0.019920897744770905,-0.444771216615541,0.044789089312833104,1.7112872682788747,2901,-0.3655578689280421,-0.444771216615541,0.4808233687747199,-0.11124887812145956,0.0018368852408521263,0.0,-0.0912401486110006,-0.249635706115664,0.13965780692736685,-0.249635706115664,0.008047558765955865,-0.249635706115664,0.13922942206654992,0.028240814892860684,169
V3_M150_S40_YBC50_RD25_RT25_RF40,150,40,0.5,-0.25,0.25,40,0.010867465784044628,-0.5938008607669392,0.01830153255421096,1.3423168318435326,7868,-0.4942358583505483,-0.5938008607669392,0.3485896170496856,-0.14585402734596975,0.0018368852408514602,0.0,-0.054911241988258586,-0.2806265998432065,0.24657346264662006,-0.2806265998432065,0.013605049975770722,-0.2806265998432065,0.14696438995913602,0.03785098598028229,215
V3_M150_S40_YBC50_RD25_RT25_RF60,150,40,0.5,-0.25,0.25,60,0.019876555667651896,-0.4739349803594939,0.0419394146694446,1.7092620153961617,2935,-0.36849640428485486,-0.4739349803594939,0.3768309069368925,-0.1447132102411247,0.0018368852408512382,0.0,-0.05123775893374227,-0.27335337496308265,0.24521084711109076,-0.27335337496308265,0.013537082547226742,-0.27335337496308265,0.13601868067717454,0.034574526891114364,179
V3_M150_S40_YBC50_RD30_RT0_RF40,150,40,0.5,-0.3,0.0,40,0.005854133427002806,-0.4429503592550844,0.013216229098104312,1.1723172787967533,8945,-0.3777186088000508,-0.4429503592550844,0.06454085082142713,-0.057434535300992184,0.0018368852408536807,0.0,-0.05342845505501981,-0.29726236551117535,0.17399541809804275,-0.29726236551117535,0.009883943646710858,-0.29726236551117535,0.06260945709281962,0.023218674777114104,167
V3_M150_S40_YBC50_RD30_RT0_RF60,150,40,0.5,-0.3,0.0,60,0.008718835122346613,-0.4299433677426209,0.02027903155739807,1.2667353806773742,8945,-0.3482779736703474,-0.4299433677426209,0.048984232017231566,-0.06796001114632366,0.0018368852408519043,0.0,-0.04840427479005893,-0.29431882260589115,0.22920671240593382,-0.29431882260589115,0.012733526092303604,-0.29431882260589115,0.060274372446001166,0.02251743275398303,133
V3_M150_S40_YBC50_RD30_RT15_RF40,150,40,0.5,-0.3,0.15,40,0.013506824382251148,-0.5223475036498857,0.02585792846308763,1.4411177127809969,6562,-0.4731027034715093,-0.5223475036498857,0.4046119806693067,-0.13168553794341664,0.0018368852408510161,0.0,-0.052827920450919774,-0.3088655806029229,0.2183272067828459,-0.3088655806029229,0.0121816471379248,-0.3088655806029229,0.15017513134851138,0.03504846858434053,189
V3_M150_S40_YBC50_RD30_RT15_RF60,150,40,0.5,-0.3,0.15,60,0.020636941658138452,-0.4738150620641106,0.04355484515041889,1.744313235152056,2929,-0.39874534002525963,-0.4738150620641106,0.48082336877471943,-0.11124887812145945,0.0018368852408516823,0.0,-0.04786113020997396,-0.3027055613739501,0.22577168918993595,-0.3027055613739501,0.012559776451054327,-0.3027055613739501,0.13937536485697608,0.033274119612872424,157
V3_M150_S40_YBC50_RD30_RT25_RF40,150,40,0.5,-0.3,0.25,40,0.009758191824146945,-0.6142345671412058,0.015886751326230134,1.302769700251567,7873,-0.5196781475307042,-0.6142345671412058,0.34858961704968694,-0.14585402734596986,0.001836885240850794,0.0,-0.05076204933967221,-0.320114294021252,0.27393180359307046,-0.320114294021252,0.014955133832620593,-0.320114294021252,0.14711033274956217,0.04119707989733954,205
V3_M150_S40_YBC50_RD30_RT25_RF60,150,40,0.5,-0.3,0.25,60,0.019371819390057166,-0.5012732699298676,0.03864522716874061,1.6863711054756398,2981,-0.40131407419225684,-0.5012732699298676,0.37683090693689225,-0.1447132102411245,0.0018368852408516823,0.0,-0.04581745502453827,-0.3168348176025999,0.2958782033345613,-0.3168348176025999,0.016018617453145367,-0.3168348176025999,0.1361646234676007,0.0380762054355987,171
V3_M150_S40_YBC60_RD20_RT0_RF40,150,40,0.6,-0.2,0.0,40,0.00449935743796992,-0.4124947574188619,0.010907671811695566,1.130062312670158,8945,-0.34369658832960837,-0.4124947574188619,-0.044975085729223485,-0.28445385651548516,0.0018368852408516823,0.0,-0.06519225542571583,-0.16260444086279402,0.19606122106672363,-0.16260444086279402,0.011037600560532823,-0.16260444086279402,0.07326328079392878,0.026599229232853464,205
V3_M150_S40_YBC60_RD20_RT0_RF60,150,40,0.6,-0.2,0.0,60,0.0037676084719939773,-0.39877663403301344,0.009447916829756051,1.107853535017172,8945,-0.3126463439375824,-0.39877663403301344,-0.10071119370683257,-0.2945543755622615,0.001836885240850572,0.0,-0.07072942291301654,-0.1474770532291021,0.18897656505636884,-0.1474770532291021,0.010669389613360059,-0.1474770532291021,0.06903093987157034,0.02501682839945695,166
V3_M150_S40_YBC60_RD20_RT15_RF40,150,40,0.6,-0.2,0.15,40,-0.0005500480459754709,-0.5322173842584789,-0.0010335025916934954,0.9851261107433674,9256,-0.44456961852248067,-0.4964811738276057,0.09153330642551771,-0.421092859310198,0.0018368852408514602,0.0,-0.18932328448207547,-0.303705335779045,0.016651326858458937,-0.303705335779045,0.0010130514212869368,-0.303705335779045,0.1907472270869819,0.04141929398736625,228
V3_M150_S40_YBC60_RD20_RT15_RF60,150,40,0.6,-0.2,0.15,60,0.0021566556106966672,-0.46887995693225226,0.004599590105764062,1.0604325906571859,9141,-0.3655578689280421,-0.444771216615541,0.12390433386083255,-0.3912026227464164,0.0018368852408510161,0.0,-0.2558424227862591,-0.3204256565060609,-0.06951681204719096,-0.3204256565060609,-0.004407947522861111,-0.3204256565060609,0.17892586106246353,0.03905489481118245,194
V3_M150_S40_YBC60_RD20_RT25_RF40,150,40,0.6,-0.2,0.25,40,-0.0072734210296535595,-0.6137724910974243,-0.011850353567734347,0.8196909188615097,9262,-0.4942358583505483,-0.5938008607669392,-0.026763966319114152,-0.4785679531170479,0.0018368852408530145,0.0,-0.1978265299476072,-0.34977701558646546,0.054810869676227725,-0.34977701558646546,0.0032771190907454617,-0.34977701558646546,0.18768242848803268,0.050589555029870406,243
V3_M150_S40_YBC60_RD20_RT25_RF60,150,40,0.6,-0.2,0.25,60,-0.0010307457774884066,-0.5411124628884403,-0.001904864234666339,0.9723022257824885,9144,-0.36849640428485486,-0.4739349803594939,-0.04516288969428295,-0.47006079125206945,0.0018368852408516823,0.0,-0.22325127609358242,-0.33338439649885876,0.021378825866821494,-0.33338439649885876,0.0012978296808110468,-0.33338439649885876,0.17571511967308814,0.04668712497323583,204
V3_M150_S40_YBC60_RD25_RT0_RF40,150,40,0.6,-0.25,0.0,40,0.007862994354647546,-0.4124947574188619,0.019062046761149937,1.2377861489096238,8945,-0.34369658832960837,-0.4124947574188619,0.06454085082142669,-0.05743453530099163,0.0018368852408510161,0.0,-0.08141806897775017,-0.21666942034599934,0.17530073156233916,-0.21666942034599934,0.009952752934118791,-0.21666942034599934,0.056187974314068884,0.017948223930771025,183
V3_M150_S40_YBC60_RD25_RT0_RF60,150,40,0.6,-0.25,0.0,60,0.009450593711758604,-0.39877663403301344,0.023698965549160584,1.2920037130476323,8945,-0.3126463439375824,-0.39877663403301344,0.048984232017230456,-0.06796001114632377,0.0018368852408521263,0.0,-0.07091846645122901,-0.1843581274167405,0.18873468896318468,-0.1843581274167405,0.010656782259600206,-0.1843581274167405,0.05253940455341506,0.016659983099596976,148
V3_M150_S40_YBC60_RD25_RT15_RF40,150,40,0.6,-0.25,0.15,40,0.01439255791114169,-0.4964811738276057,0.028989131249796896,1.4758167451176312,3096,-0.44456961852248067,-0.4964811738276057,0.40461198066930715,-0.1316855379434162,0.0018368852408516823,0.0,-0.05622611297522595,-0.23082792157814513,0.18356812063607908,-0.23082792157814513,0.010386907575659743,-0.23082792157814513,0.15002918855808522,0.030144915365237984,203
V3_M150_S40_YBC60_RD25_RT15_RF60,150,40,0.6,-0.25,0.15,60,0.019920897744770905,-0.444771216615541,0.044789089312833104,1.7112872682788747,2901,-0.3655578689280421,-0.444771216615541,0.4808233687747199,-0.11124887812145956,0.0018368852408521263,0.0,-0.0912401486110006,-0.249635706115664,0.13965780692736685,-0.249635706115664,0.008047558765955865,-0.249635706115664,0.13922942206654992,0.028240814892860684,169
V3_M150_S40_YBC60_RD25_RT25_RF40,150,40,0.6,-0.25,0.25,40,0.010867465784044628,-0.5938008607669392,0.01830153255421096,1.3423168318435326,7868,-0.4942358583505483,-0.5938008607669392,0.3485896170496856,-0.14585402734596975,0.0018368852408514602,0.0,-0.054911241988258586,-0.2806265998432065,0.24657346264662006,-0.2806265998432065,0.013605049975770722,-0.2806265998432065,0.14696438995913602,0.03785098598028229,215
V3_M150_S40_YBC60_RD25_RT25_RF60,150,40,0.6,-0.25,0.25,60,0.019876555667651896,-0.4739349803594939,0.0419394146694446,1.7092620153961617,2935,-0.36849640428485486,-0.4739349803594939,0.3768309069368925,-0.1447132102411247,0.0018368852408512382,0.0,-0.05123775893374227,-0.27335337496308265,0.24521084711109076,-0.27335337496308265,0.013537082547226742,-0.27335337496308265,0.13601868067717454,0.034574526891114364,179
V3_M150_S40_YBC60_RD30_RT0_RF40,150,40,0.6,-0.3,0.0,40,0.005854133427002806,-0.4429503592550844,0.013216229098104312,1.1723172787967533,8945,-0.3777186088000508,-0.4429503592550844,0.06454085082142713,-0.057434535300992184,0.0018368852408536807,0.0,-0.05342845505501981,-0.29726236551117535,0.17399541809804275,-0.29726236551117535,0.009883943646710858,-0.29726236551117535,0.06260945709281962,0.023218674777114104,167
V3_M150_S40_YBC60_RD30_RT0_RF60,150,40,0.6,-0.3,0.0,60,0.008718835122346613,-0.4299433677426209,0.02027903155739807,1.2667353806773742,8945,-0.3482779736703474,-0.4299433677426209,0.048984232017231566,-0.06796001114632366,0.0018368852408519043,0.0,-0.04840427479005893,-0.29431882260589115,0.22920671240593382,-0.29431882260589115,0.012733526092303604,-0.29431882260589115,0.060274372446001166,0.02251743275398303,133
V3_M150_S40_YBC60_RD30_RT15_RF40,150,40,0.6,-0.3,0.15,40,0.013506824382251148,-0.5223475036498857,0.02585792846308763,1.4411177127809969,6562,-0.4731027034715093,-0.5223475036498857,0.4046119806693067,-0.13168553794341664,0.0018368852408510161,0.0,-0.052827920450919774,-0.3088655806029229,0.2183272067828459,-0.3088655806029229,0.0121816471379248,-0.3088655806029229,0.15017513134851138,0.03504846858434053,189
V3_M150_S40_YBC60_RD30_RT15_RF60,150,40,0.6,-0.3,0.15,60,0.020636941658138452,-0.4738150620641106,0.04355484515041889,1.744313235152056,2929,-0.39874534002525963,-0.4738150620641106,0.48082336877471943,-0.11124887812145945,0.0018368852408516823,0.0,-0.04786113020997396,-0.3027055613739501,0.22577168918993595,-0.3027055613739501,0.012559776451054327,-0.3027055613739501,0.13937536485697608,0.033274119612872424,157
V3_M150_S40_YBC60_RD30_RT25_RF40,150,40,0.6,-0.3,0.25,40,0.009758191824146945,-0.6142345671412058,0.015886751326230134,1.302769700251567,7873,-0.5196781475307042,-0.6142345671412058,0.34858961704968694,-0.14585402734596986,0.001836885240850794,0.0,-0.05076204933967221,-0.320114294021252,0.27393180359307046,-0.320114294021252,0.014955133832620593,-0.320114294021252,0.14711033274956217,0.04119707989733954,205
V3_M150_S40_YBC60_RD30_RT25_RF60,150,40,0.6,-0.3,0.25,60,0.019371819390057166,-0.5012732699298676,0.03864522716874061,1.6863711054756398,2981,-0.40131407419225684,-0.5012732699298676,0.37683090693689225,-0.1447132102411245,0.0018368852408516823,0.0,-0.04581745502453827,-0.3168348176025999,0.2958782033345613,-0.3168348176025999,0.016018617453145367,-0.3168348176025999,0.1361646234676007,0.0380762054355987,171
V3_M150_S40_YBC70_RD20_RT0_RF40,150,40,0.7,-0.2,0.0,40,0.00449935743796992,-0.4124947574188619,0.010907671811695566,1.130062312670158,8945,-0.34369658832960837,-0.4124947574188619,-0.044975085729223485,-0.28445385651548516,0.0018368852408516823,0.0,-0.06519225542571583,-0.16260444086279402,0.19606122106672363,-0.16260444086279402,0.011037600560532823,-0.16260444086279402,0.07326328079392878,0.026599229232853464,205
V3_M150_S40_YBC70_RD20_RT0_RF60,150,40,0.7,-0.2,0.0,60,0.0037676084719939773,-0.39877663403301344,0.009447916829756051,1.107853535017172,8945,-0.3126463439375824,-0.39877663403301344,-0.10071119370683257,-0.2945543755622615,0.001836885240850572,0.0,-0.07072942291301654,-0.1474770532291021,0.18897656505636884,-0.1474770532291021,0.010669389613360059,-0.1474770532291021,0.06903093987157034,0.02501682839945695,166
V3_M150_S40_YBC70_RD20_RT15_RF40,150,40,0.7,-0.2,0.15,40,-0.0005500480459754709,-0.5322173842584789,-0.0010335025916934954,0.9851261107433674,9256,-0.44456961852248067,-0.4964811738276057,0.09153330642551771,-0.421092859310198,0.0018368852408514602,0.0,-0.18932328448207547,-0.303705335779045,0.016651326858458937,-0.303705335779045,0.0010130514212869368,-0.303705335779045,0.1907472270869819,0.04141929398736625,228
V3_M150_S40_YBC70_RD20_RT15_RF60,150,40,0.7,-0.2,0.15,60,0.0021566556106966672,-0.46887995693225226,0.004599590105764062,1.0604325906571859,9141,-0.3655578689280421,-0.444771216615541,0.12390433386083255,-0.3912026227464164,0.0018368852408510161,0.0,-0.2558424227862591,-0.3204256565060609,-0.06951681204719096,-0.3204256565060609,-0.004407947522861111,-0.3204256565060609,0.17892586106246353,0.03905489481118245,194
V3_M150_S40_YBC70_RD20_RT25_RF40,150,40,0.7,-0.2,0.25,40,-0.0072734210296535595,-0.6137724910974243,-0.011850353567734347,0.8196909188615097,9262,-0.4942358583505483,-0.5938008607669392,-0.026763966319114152,-0.4785679531170479,0.0018368852408530145,0.0,-0.1978265299476072,-0.34977701558646546,0.054810869676227725,-0.34977701558646546,0.0032771190907454617,-0.34977701558646546,0.18768242848803268,0.050589555029870406,243
V3_M150_S40_YBC70_RD20_RT25_RF60,150,40,0.7,-0.2,0.25,60,-0.0010307457774884066,-0.5411124628884403,-0.001904864234666339,0.9723022257824885,9144,-0.36849640428485486,-0.4739349803594939,-0.04516288969428295,-0.47006079125206945,0.0018368852408516823,0.0,-0.22325127609358242,-0.33338439649885876,0.021378825866821494,-0.33338439649885876,0.0012978296808110468,-0.33338439649885876,0.17571511967308814,0.04668712497323583,204
V3_M150_S40_YBC70_RD25_RT0_RF40,150,40,0.7,-0.25,0.0,40,0.007862994354647546,-0.4124947574188619,0.019062046761149937,1.2377861489096238,8945,-0.34369658832960837,-0.4124947574188619,0.06454085082142669,-0.05743453530099163,0.0018368852408510161,0.0,-0.08141806897775017,-0.21666942034599934,0.17530073156233916,-0.21666942034599934,0.009952752934118791,-0.21666942034599934,0.056187974314068884,0.017948223930771025,183
V3_M150_S40_YBC70_RD25_RT0_RF60,150,40,0.7,-0.25,0.0,60,0.009450593711758604,-0.39877663403301344,0.023698965549160584,1.2920037130476323,8945,-0.3126463439375824,-0.39877663403301344,0.048984232017230456,-0.06796001114632377,0.0018368852408521263,0.0,-0.07091846645122901,-0.1843581274167405,0.18873468896318468,-0.1843581274167405,0.010656782259600206,-0.1843581274167405,0.05253940455341506,0.016659983099596976,148
V3_M150_S40_YBC70_RD25_RT15_RF40,150,40,0.7,-0.25,0.15,40,0.01439255791114169,-0.4964811738276057,0.028989131249796896,1.4758167451176312,3096,-0.44456961852248067,-0.4964811738276057,0.40461198066930715,-0.1316855379434162,0.0018368852408516823,0.0,-0.05622611297522595,-0.23082792157814513,0.18356812063607908,-0.23082792157814513,0.010386907575659743,-0.23082792157814513,0.15002918855808522,0.030144915365237984,203
V3_M150_S40_YBC70_RD25_RT15_RF60,150,40,0.7,-0.25,0.15,60,0.019920897744770905,-0.444771216615541,0.044789089312833104,1.7112872682788747,2901,-0.3655578689280421,-0.444771216615541,0.4808233687747199,-0.11124887812145956,0.0018368852408521263,0.0,-0.0912401486110006,-0.249635706115664,0.13965780692736685,-0.249635706115664,0.008047558765955865,-0.249635706115664,0.13922942206654992,0.028240814892860684,169
V3_M150_S40_YBC70_RD25_RT25_RF40,150,40,0.7,-0.25,0.25,40,0.010867465784044628,-0.5938008607669392,0.01830153255421096,1.3423168318435326,7868,-0.4942358583505483,-0.5938008607669392,0.3485896170496856,-0.14585402734596975,0.0018368852408514602,0.0,-0.054911241988258586,-0.2806265998432065,0.24657346264662006,-0.2806265998432065,0.013605049975770722,-0.2806265998432065,0.14696438995913602,0.03785098598028229,215
V3_M150_S40_YBC70_RD25_RT25_RF60,150,40,0.7,-0.25,0.25,60,0.019876555667651896,-0.4739349803594939,0.0419394146694446,1.7092620153961617,2935,-0.36849640428485486,-0.4739349803594939,0.3768309069368925,-0.1447132102411247,0.0018368852408512382,0.0,-0.05123775893374227,-0.27335337496308265,0.24521084711109076,-0.27335337496308265,0.013537082547226742,-0.27335337496308265,0.13601868067717454,0.034574526891114364,179
V3_M150_S40_YBC70_RD30_RT0_RF40,150,40,0.7,-0.3,0.0,40,0.005854133427002806,-0.4429503592550844,0.013216229098104312,1.1723172787967533,8945,-0.3777186088000508,-0.4429503592550844,0.06454085082142713,-0.057434535300992184,0.0018368852408536807,0.0,-0.05342845505501981,-0.29726236551117535,0.17399541809804275,-0.29726236551117535,0.009883943646710858,-0.29726236551117535,0.06260945709281962,0.023218674777114104,167
V3_M150_S40_YBC70_RD30_RT0_RF60,150,40,0.7,-0.3,0.0,60,0.008718835122346613,-0.4299433677426209,0.02027903155739807,1.2667353806773742,8945,-0.3482779736703474,-0.4299433677426209,0.048984232017231566,-0.06796001114632366,0.0018368852408519043,0.0,-0.04840427479005893,-0.29431882260589115,0.22920671240593382,-0.29431882260589115,0.012733526092303604,-0.29431882260589115,0.060274372446001166,0.02251743275398303,133
V3_M150_S40_YBC70_RD30_RT15_RF40,150,40,0.7,-0.3,0.15,40,0.013506824382251148,-0.5223475036498857,0.02585792846308763,1.4411177127809969,6562,-0.4731027034715093,-0.5223475036498857,0.4046119806693067,-0.13168553794341664,0.0018368852408510161,0.0,-0.052827920450919774,-0.3088655806029229,0.2183272067828459,-0.3088655806029229,0.0121816471379248,-0.3088655806029229,0.15017513134851138,0.03504846858434053,189
V3_M150_S40_YBC70_RD30_RT15_RF60,150,40,0.7,-0.3,0.15,60,0.020636941658138452,-0.4738150620641106,0.04355484515041889,1.744313235152056,2929,-0.39874534002525963,-0.4738150620641106,0.48082336877471943,-0.11124887812145945,0.0018368852408516823,0.0,-0.04786113020997396,-0.3027055613739501,0.22577168918993595,-0.3027055613739501,0.012559776451054327,-0.3027055613739501,0.13937536485697608,0.033274119612872424,157
V3_M150_S40_YBC70_RD30_RT25_RF40,150,40,0.7,-0.3,0.25,40,0.009758191824146945,-0.6142345671412058,0.015886751326230134,1.302769700251567,7873,-0.5196781475307042,-0.6142345671412058,0.34858961704968694,-0.14585402734596986,0.001836885240850794,0.0,-0.05076204933967221,-0.320114294021252,0.27393180359307046,-0.320114294021252,0.014955133832620593,-0.320114294021252,0.14711033274956217,0.04119707989733954,205
