date,reason,target,fee
2000-08-28,REVERSAL_ENTRY,0.35,4.719824911559912e-05
2000-09-13,BULL_EXIT,0.0,3.939692361520711e-05
2001-12-24,REVERSAL_ENTRY,0.35,4.906737411063481e-05
2002-02-05,BULL_EXIT,0.0,3.707256013375817e-05
2002-11-15,REVERSAL_ENTRY,0.35,4.872513366291336e-05
2002-12-12,BULL_FULL,1.0,9.049726577767535e-05
2008-02-13,BULL_EXIT,0.0,0.0002937760699304119
2009-04-01,REVERSAL_ENTRY,0.35,6.888121925008244e-05
2009-04-22,BULL_FULL,1.0,0.00012783568017364213
2018-12-21,BULL_EXIT,0.0,0.008586280407785432
2020-05-11,REVERSAL_ENTRY,0.35,0.000823746099839684
2020-05-12,BULL_FULL,1.0,0.001528644362694725
2022-03-08,BULL_EXIT,0.0,0.005384469764435487
2023-02-03,REVERSAL_ENTRY,0.35,0.0011153947729755397
2023-02-28,BULL_FULL,1.0,0.002075957225638137
