date,reason,target,fee
2000-08-28,REVERSAL_ENTRY,0.35,3.7758599292479296e-05
2000-09-13,BULL_EXIT,0.0,3.151753889216569e-05
2001-12-24,REVERSAL_ENTRY,0.35,3.937131219173902e-05
2002-02-05,BULL_EXIT,0.0,2.974675872163414e-05
2002-11-15,REVERSAL_ENTRY,0.35,3.926923271278314e-05
2002-12-12,BULL_FULL,1.0,7.293480638307669e-05
2006-01-12,RATCHET_40_TO_30,0.3,7.635686364278307e-05
2008-02-13,BULL_EXIT,0.0,0.0001789738911512758
2009-04-01,REVERSAL_ENTRY,0.35,5.546573615687942e-05
2009-04-22,BULL_FULL,1.0,0.00010293807492291115
2009-12-28,RATCHET_40_TO_30,0.3,0.00011737019396598586
2013-09-19,RATCHET_60_TO_45,0.45,0.00030725842823361505
2017-07-25,RATCHET_80_TO_60,0.6,0.0010729982654031937
2018-12-21,BULL_EXIT,0.0,0.0028063159932340577
2020-05-11,REVERSAL_ENTRY,0.35,0.0003582489502597616
2020-05-12,BULL_FULL,1.0,0.0006648107206364526
2021-01-21,RATCHET_40_TO_30,0.3,0.000744299063092718
2022-03-08,BULL_EXIT,0.0,0.0017234738107760005
2023-02-03,REVERSAL_ENTRY,0.35,0.00047058535183445814
2023-02-28,BULL_FULL,1.0,0.0008758469064850388
2024-05-28,RATCHET_40_TO_30,0.3,0.0010129717322704711
