age_td,policy,independent_campaigns,CAGR_Median,CAGR_Min,Return_Median,Return_Min,MDD_Median,MDD_Worst,WinRate_vs_Wait,DiffCAGR_Median,DiffCAGR_Min,AddRate,rule
505,WAIT_NEXT,3,0.04049017522020404,0.0042863677505813325,0.03479480840071947,0.033345275858313705,0.0,0.0,0.0,0.0,0.0,0.0,minCAGR>=0_and_worstMDD>=-45%
505,L25_TO100_PB10_R63,3,0.06068443231015497,-0.6504856133020507,0.20478840247808416,-0.3780460737827148,-0.5475367824704787,-0.5643134086518345,0.6666666666666666,0.02019425708995093,-0.7291372660192335,1.0,max_median_CAGR_unconstrained
756,WAIT_NEXT,2,0.02485715673211386,0.0048829358558417635,0.06639350073674877,0.03302117649394232,0.0,0.0,0.0,0.0,0.0,0.0,minCAGR>=0_and_worstMDD>=-45%
756,L25_TO100_PB10_R63,2,0.20860885859971812,0.03390158423984735,3.891114718199373,0.0749716791005377,-0.5559250955611565,-0.5643134086518344,0.5,0.18375170186760426,-0.01092979336853861,1.0,max_median_CAGR_unconstrained
879,WAIT_NEXT,2,0.025034160791953197,0.005199639481798579,0.05438403116668955,0.03258141703554718,0.0,0.0,0.0,0.0,0.0,0.0,minCAGR>=0_and_worstMDD>=-45%
879,L25_TO100_PB5_POST,2,0.2790474348766214,0.16785385915638074,3.481558913799809,0.2963778619543509,-0.5559250955611565,-0.5643134086518344,1.0,0.25401327408466823,0.12298517705427292,1.0,max_median_CAGR_unconstrained
1009,WAIT_NEXT,2,0.023906591268297084,0.005615803136841402,0.0407858346316079,0.0321840732177876,0.0,0.0,0.0,0.0,0.0,0.0,minCAGR>=0_and_worstMDD>=-45%
1009,L25_TO100_PB5_POST,2,0.1473932474370762,-0.09035571689409017,2.6051533798448077,-0.10457348460129823,-0.5559250955611565,-0.5643134086518344,0.5,0.12348665616877913,-0.13255309629384293,1.0,max_median_CAGR_unconstrained
