start_date,full_date,age_td,age_bucket,horizon_y,Jump_CAGR,Jump_MDD,Jump_Final,Wait_CAGR,Wait_MDD,Wait_Final,CAGR_Diff,Jump_Outperformed
2012-10-01,2009-04-22,869,757_1008,5,0.49779586221441097,-0.44536912654272764,7.519696407384406,0.00210598343766244,0.0,1.010561483845766,0.4956898787767485,True
2012-11-01,2009-04-22,890,757_1008,3,0.6721037707353099,-0.37237079670987805,4.657173622754855,0.00032733615469293653,0.0,1.0009798835191537,0.671776434580617,True
2012-11-01,2009-04-22,890,757_1008,5,0.5882282233811782,-0.44536912654272764,10.102937223395326,0.0022817313354055457,0.0,1.0114594973778896,0.5859464920457726,True
2012-12-03,2009-04-22,911,757_1008,3,0.6461736649239074,-0.37237079670987805,4.456519045750012,0.0003371320790468424,0.0,1.0010110651747974,0.6458365328448605,True
2012-12-03,2009-04-22,911,757_1008,5,0.5972610333251669,-0.44536912654272764,10.36686659994777,0.0024728113825214226,0.0,1.0124102096278926,0.5947882219426455,True
2013-01-02,2009-04-22,931,757_1008,3,0.601809289165326,-0.37237079670987816,4.095476737988488,0.0003752629966284893,0.0,1.0011234065543853,0.6014340261686975,True
2013-01-02,2009-04-22,931,757_1008,5,0.5992262382437843,-0.44536912654272764,10.45757280953615,0.00266799735773926,0.0,1.0134097880781192,0.596558240886045,True
2013-02-01,2009-04-22,952,757_1008,3,0.49170135220412203,-0.37237079670987805,3.3166504755335633,0.00041883044484314347,0.0,1.0012561825534598,0.4912825217592789,True
2013-02-01,2009-04-22,952,757_1008,5,0.6611715018506463,-0.44536912654272764,12.645736309901181,0.0028907134157853953,0.0,1.0145356674045185,0.6582807884348609,True
2013-03-01,2009-04-22,971,757_1008,3,0.4785481005309131,-0.44536912654272764,3.2332038242805132,0.00047429217020722447,0.0,1.001423905756035,0.4780738083607059,True
2013-03-01,2009-04-22,971,757_1008,5,0.6164112187497297,-0.44536912654272764,11.03158570794621,0.0031116946961042835,0.0,1.0156537657960756,0.6132995240536254,True
2013-04-01,2009-04-22,991,757_1008,3,0.5125639648508147,-0.44536912654272753,3.4615876247262998,0.0005343070820293949,0.0,1.0016041770192166,0.5120296577687853,True
2013-04-01,2009-04-22,991,757_1008,5,0.5671956269766816,-0.44536912654272753,9.416724061140817,0.0033722471635642126,0.0,1.0169452274714261,0.5638233798131174,True
