campaign_full_date,late_entry_date,exit_date,matched_age_td,remaining_calendar_days,TQQQ_Remaining_Return,TQQQ_Remaining_CAGR,TQQQ_Remaining_MDD
2002-12-12,2006-06-12,2008-02-13,879,611,0.23548845883531366,0.13474733505041048,-0.5643134086518344
2009-04-22,2012-10-15,2018-12-21,879,2258,5.941710906513722,0.36807941848964365,-0.5473104376893233
