strategy,long_ma,slope_lb,guard_dd,rec1_ma,rec1_days,rec2_ma,CAGR,MDD,Calmar,Final,MaxUnderwaterDays,DotCom_Return,DotCom_MDD,GFC_Return,GFC_MDD,COVID_Return,COVID_MDD,2022_Bear_Return,2022_Bear_MDD,Actual_TQQQ_Era_Return,Actual_TQQQ_Era_MDD,InvestedDayPct,AvgWeight,TradeCount,ActualEra_CAGR,ActualEra_MDD
C_L250_S20_DD20_R60x3_150,250,20,-0.2,60,3,150,0.12359307538969211,-0.8475674461448619,0.14582093254271614,23.901412444046848,5967,-0.8108152929593668,-0.8475674461448619,-0.14447206811783775,-0.1734093569179901,0.6410060624119922,-0.49223904372175953,-0.22977589148696564,-0.29480646284158374,38.13630735795169,-0.49223904372175953,0.5614419147694104,0.23060589940044998,107,0.25212043806180806,-0.49223904372175953
C_L250_S20_DD25_R80x3_120,250,20,-0.25,80,3,120,0.12344706127471694,-0.8475674461448619,0.1456486582114646,23.816957781705224,6685,-0.8214447331539751,-0.8475674461448619,-0.20905667001772454,-0.3705722525537404,0.6410060624119924,-0.4922390437217594,-0.21858968724264716,-0.39441454775646734,43.69353989214673,-0.4922390437217594,0.580122591943958,0.24565738732065717,109,0.2623556327671419,-0.4922390437217594
C_L250_S20_DD25_R40x3_150,250,20,-0.25,40,3,150,0.1233882828590731,-0.8475674461448619,0.14557930866776614,23.78304152049226,6685,-0.8214447331539751,-0.8475674461448619,-0.20905667001772454,-0.3705722525537404,0.6410060624119924,-0.4922390437217594,-0.21970244549350793,-0.3952769246634307,43.62989457743411,-0.4922390437217594,0.5807063631056626,0.24563230485488655,105,0.2622453398686424,-0.4922390437217594
C_L250_S20_DD25_R40x5_150,250,20,-0.25,40,5,150,0.12335422920846129,-0.8475674461448619,0.14553913056658174,23.763413208263174,6685,-0.8214447331539751,-0.8475674461448619,-0.20905667001772454,-0.3705722525537404,0.6410060624119924,-0.4922390437217594,-0.22034643057919578,-0.383621588984554,43.5930612100634,-0.4922390437217594,0.5802685347343841,0.245523245906326,101,0.2621814427420779,-0.4922390437217594
C_L250_S20_DD25_R40x3_120,250,20,-0.25,40,3,120,0.12324732310775333,-0.8475674461448619,0.1454129977128552,23.701894534717123,6685,-0.8214447331539751,-0.8475674461448619,-0.20905667001772454,-0.3705722525537404,0.6410060624119924,-0.4922390437217594,-0.22236479608064286,-0.39734022067836505,43.47761878809486,-0.4922390437217594,0.5807063631056626,0.24581065323141177,110,0.26198085615619315,-0.4922390437217594
C_L250_S20_DD25_R40x5_120,250,20,-0.25,40,5,120,0.12321327373010216,-0.8475674461448619,0.14537282465311105,23.68233319366877,6685,-0.8214447331539751,-0.8475674461448619,-0.20905667001772454,-0.3705722525537404,0.6410060624119924,-0.4922390437217594,-0.2230065839095785,-0.3857246526363455,43.44091109500906,-0.4922390437217594,0.5802685347343841,0.24570159428285118,106,0.26191697241826906,-0.4922390437217594
C_L250_S20_DD20_R80x10_150,250,20,-0.2,80,10,150,0.12320816270739798,-0.8475674461448619,0.14536679442775563,23.6793982578016,6532,-0.8108152929593668,-0.8475674461448619,-0.15981714169269468,-0.18823540030207475,0.6410060624119938,-0.49223904372175953,-0.22299362769564068,-0.2885968304241051,38.48092492754767,-0.49223904372175953,0.5585230589608874,0.22958448531082315,102,0.2527936766221406,-0.49223904372175953
C_L250_S20_DD20_R80x5_150,250,20,-0.2,80,5,150,0.12304651331734462,-0.8475674461448619,0.14517607286242343,23.586753843795957,6532,-0.8108152929593668,-0.8475674461448619,-0.15573496825613475,-0.18429130188009168,0.6410060624119935,-0.4922390437217594,-0.22977589148696564,-0.29480646284158296,38.136307357951566,-0.4922390437217594,0.5595446584938704,0.22986823977228885,104,0.25212043806180784,-0.4922390437217594
C_L250_S20_DD20_R80x3_150,250,20,-0.2,80,3,150,0.1229068709142187,-0.8475674461448619,0.145011316176969,23.507003241694598,6532,-0.8108152929593668,-0.8475674461448619,-0.15858956389318757,-0.18704934396783457,0.6410060624119931,-0.4922390437217594,-0.22977589148696553,-0.2948064628415834,38.136307357951644,-0.4922390437217594,0.5598365440747227,0.22993975402501046,105,0.25212043806180784,-0.4922390437217594
C_L250_S20_DD25_R60x5_150,250,20,-0.25,60,5,150,0.1228903749392165,-0.8475674461448619,0.1449918534485723,23.497599465268806,6685,-0.8214447331539751,-0.8475674461448619,-0.20905667001772454,-0.3705722525537404,0.6410060624119924,-0.4922390437217594,-0.22906751082597687,-0.4025347599287995,43.094250352888125,-0.4922390437217594,0.5798307063631056,0.2453900502212765,105,0.26131121139827296,-0.4922390437217594
