date,mode,reason,target_weight,price,notional,fee,cash_after,shares_after,avg_cost_after,strategy
2022-08-22,C,recovery_MA120,0.5,15.554279327392578,0.2134334011593757,0.00010671670057968785,3.0008797787395967,0.192936389547483,17.033601697431788,C_V1
2022-08-31,C,RED_reassert,0.0,13.281068801879885,-2.5624014639664208,0.0012812007319832105,5.564289556441437,0.0,,C_V1
2023-01-19,C,recovery_MA60_5d,0.25,9.048810958862305,1.41153145192917,0.000705765725964585,4.233888590061545,0.15599082115277607,9.053335364341736,C_V1
2023-01-20,C,RED_reassert,0.0,9.788080215454102,-1.5268506703179265,0.0007634253351589633,5.760736086880574,0.0,,C_V1
2023-01-24,C,recovery_MA120,0.5,10.36893081665039,2.881405183575501,0.0014407025917877506,2.879964480983713,0.27788836038413445,10.374115282058716,C_V1
2023-01-26,C,recovery_MA120,0.5,10.887378692626951,-0.07223459711912739,3.6117298559563696e-05,2.953205099357578,0.2712536506749879,10.374115282058716,C_V1
2023-01-31,C,recovery_MA120,0.5,10.997788429260254,-0.014194016712256285,7.097008356128143e-06,2.9689891470673726,0.2699630260368114,10.374115282058716,C_V1
2023-05-26,C,TP_50,0.0,16.88979721069336,-4.559620764146875,0.0022798103820734377,7.572422563998469,0.0,,C_V1
2023-08-17,C,dip_-6%_to_15%,0.15,17.713361740112305,1.1490622632071708,0.0005745311316035854,6.5107782937090315,0.06486980168225738,17.72221842098236,C_V1
2023-10-27,C,dip_-10%_to_35%,0.35,15.214143753051758,1.6613938729216586,0.0008306969364608294,4.917500830537433,0.17407041789100097,16.153585418273764,C_V1
2023-12-19,C,TP_50,0.0,24.799541473388672,-4.316866547777976,0.002158433273888988,9.26924169024628,0.0,,C_V1
2024-04-22,C,dip_-6%_to_15%,0.15,24.94928741455078,1.414795593063998,0.000707397796531999,8.016467629566124,0.0567068537692531,24.961762058258056,C_V1
2024-06-18,C,TP_50,0.0,37.67872619628906,-2.1366420166246898,0.0010683210083123449,10.219018551675992,0.0,,C_V1
2024-07-25,C,dip_-6%_to_15%,0.15,31.11898422241211,1.5407945782577874,0.0007703972891288937,8.730398879505,0.04951301004060719,31.134543714523314,C_V1
2024-08-05,C,dip_-10%_to_35%,0.35,26.37268829345703,2.211228280909653,0.0011056141404548266,6.5305019566249936,0.1333583979777274,28.148949953822743,C_V1
2024-12-05,C,TP_50,0.0,42.20784378051758,-5.628770428664009,0.0028143852143320044,12.260812980912206,0.0,,C_V1
2025-02-28,C,dip_-6%_to_15%,0.15,37.09048843383789,1.8564240348509338,0.0009282120174254669,10.5188079854712,0.05005121564150949,37.10903367805481,C_V1
2025-03-11,C,dip_-10%_to_35%,0.35,29.26346206665039,2.7338383018682215,0.0013669191509341108,7.795866220618002,0.1434727764821796,32.009957432293405,C_V1
2025-04-04,C,dip_-15%_to_60%,0.6,20.4023551940918,3.520665478737412,0.001760332739368706,4.296805017400219,0.3160344952271283,25.67752382072155,C_V1
2025-04-09,C,dip_-22%_to_100%,1.0,26.12236595153809,4.296785429255897,0.0021483927146279487,0.0,0.48052133524871143,25.834268305505194,C_V1
2025-06-25,C,TP_50,0.0,39.07662963867188,-18.777154250993984,0.009388577125496992,18.76776567386849,0.0,,C_V1
2025-11-19,C,dip_-6%_to_15%,0.15,49.864349365234375,2.8614921397761917,0.0014307460698880958,16.213691379328534,0.057385530468211335,49.88928153991699,C_V1
2026-03-30,C,dip_-10%_to_35%,0.35,37.88999938964844,4.333118548888821,0.0021665592744444105,12.083109358290127,0.1717460112992728,41.91193693265017,C_V1
2026-05-01,C,TP_50,0.0,65.30000305175781,-11.215015061969746,0.005607507530984873,23.332281008223596,0.0,,C_V1
