strategy,long_ma,slope_lb,guard_dd,rec1_ma,rec1_days,rec2_ma,CAGR,MDD,Calmar,Final,MaxUnderwaterDays,DotCom_Return,DotCom_MDD,GFC_Return,GFC_MDD,COVID_Return,COVID_MDD,2022_Bear_Return,2022_Bear_MDD,Actual_TQQQ_Era_Return,Actual_TQQQ_Era_MDD,InvestedDayPct,AvgWeight,TradeCount,ActualEra_CAGR,ActualEra_MDD,risk_tier_dotcom_cap
C_L200_S40_DD25_R80x3_150,200,40,-0.25,80,3,150,0.16317067200036406,-0.689208727606458,0.23675073379734596,61.363582094239,2991,-0.5748085918991979,-0.689208727606458,-0.2090566700177242,-0.3705722525537405,0.6410060624119926,-0.4922390437217594,-0.21523826480719888,-0.39211897882876323,43.90668279330914,-0.4922390437217594,0.5836252189141856,0.2439659605090063,107,0.2627239239930166,-0.4922390437217594,-0.7
