strategy,arm_dd,fast_ma,full_ma,starter_w,exit_ma,exit_slope_lb,exit_dd,CAGR,MDD,Calmar,Final,MaxUnderwaterDays,DotCom_Return,DotCom_MDD,GFC_Return,GFC_MDD,COVID_Return,COVID_MDD,2022_Bear_Return,2022_Bear_MDD,Actual_TQQQ_Era_Return,Actual_TQQQ_Era_MDD,ActualEra_CAGR,ActualEra_MDD,InvestedDayPct,AvgWeight,TradeCount,Cycle22_TroughDate,Cycle22_TroughPx,Cycle22_PeakDate,Cycle22_PeakPx,Cycle22_TheoreticalMult,Cycle22_PortfolioMult,Cycle22_Capture,Cycle22_First25Date,Cycle22_First75Date,Cycle22_WeightAtPeak,Cycle22_MaxWeight,Cycle22_ExitCountBeforePeak
BH_A25_F60_M150_W35_X150S20D20,-0.25,60,150,0.35,150,20,-0.2,0.26946926206854993,-0.5945790527013105,0.453210150684402,664.2420725898157,1086,-0.39263039820076473,-0.4926265096839506,-0.4268976045621762,-0.5645312519475085,0.9032933212481493,-0.14723087963306436,-0.3760530846085478,-0.5945790527013105,255.49832172057125,-0.5945790527013105,0.4051043797398213,-0.5945790527013105,0.7427028604786924,0.7297580026543874,46,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.46539221171608,0.6311815461451566,2023-01-25,2023-02-07,1.0,1.0,0
BH_A20_F60_M150_W35_X150S40D15,-0.2,60,150,0.35,150,40,-0.15,0.2309813750024543,-0.6992207245312605,0.3303411453619288,287.1788430153554,2065,-0.45918865630776884,-0.5482267498426107,0.09134512405356254,-0.15216773807744066,0.6475388370201065,-0.6992207245312605,-0.3660308984752879,-0.5880669535212051,150.49737195542068,-0.6992207245312605,0.36046548704603487,-0.6992207245312605,0.5621716287215411,0.5420576859584652,54,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.465392211716079,0.6311815461451565,2023-01-25,2023-02-07,1.0,1.0,0
BH_A25_F60_M150_W35_X150S40D15,-0.25,60,150,0.35,150,40,-0.15,0.21862699168837496,-0.5804007047324975,0.376682850151153,218.19105343666442,2060,-0.45918865630776884,-0.5482267498426107,0.14317472572120682,-0.15216773807744066,0.9032933212481502,-0.14723087963306425,-0.3310162046674038,-0.5653155142836861,108.8851726909043,-0.5804007047324975,0.33394040434114247,-0.5804007047324975,0.5089025102159953,0.4960580387771574,46,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.465392211716079,0.6311815461451565,2023-01-25,2023-02-07,1.0,1.0,0
BH_A25_F60_M150_W35_X120S40D20,-0.25,60,150,0.35,120,40,-0.2,0.2853825289902261,-0.5945790527013105,0.4799740718978697,932.5721670715009,1001,-0.19521748364744262,-0.3224539304023757,-0.4020344989118769,-0.5645312519475085,0.9032933212481515,-0.14723087963306425,-0.3760530846085478,-0.5945790527013105,255.49832172057143,-0.5945790527013105,0.4051043797398215,-0.5945790527013105,0.7463514302393461,0.7306210496245351,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.465392211716077,0.6311815461451564,2023-01-25,2023-02-07,1.0,1.0,0
BH_A25_F60_M150_W35_X100S40D20,-0.25,60,150,0.35,100,40,-0.2,0.26618421258072833,-0.6068757243688091,0.438614038908176,618.9806127236112,1076,-0.46030347815227945,-0.5456297201749352,-0.38965419950895186,-0.5643134086518344,0.9032933212481482,-0.14723087963306436,-0.39497778597792377,-0.6068757243688091,247.71856671166535,-0.6068757243688091,0.4024534105883517,-0.6068757243688091,0.7494162288382954,0.731362885821151,23,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.465392211716077,0.6311815461451564,2023-01-25,2023-02-07,1.0,1.0,0
BH_A30_F60_M150_W35_X120S40D20,-0.3,60,150,0.35,120,40,-0.2,0.2519994073921956,-0.6456035706808683,0.3903314957295408,455.4221178217918,1987,-0.19521748364744262,-0.3224539304023757,-0.4020344989118769,-0.5645312519475085,0.0018368852408519043,0.0,0.12362486863662636,-0.21529355408890805,124.2610929431284,-0.6456035706808683,0.3446948518645945,-0.6456035706808683,0.6805312317571512,0.6648957050155567,19,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.465392211716077,0.6311815461451564,2023-01-25,2023-02-07,1.0,1.0,0
BH_A30_F60_M150_W35_X100S40D20,-0.3,60,150,0.35,100,40,-0.2,0.24050705484056678,-0.6563526367084329,0.36642963155704605,354.26991745082404,1989,-0.36747866356458503,-0.46748054694231433,-0.3896541995089503,-0.5643134086518344,0.0018368852408512382,0.0,0.08954462147840281,-0.21529355408890827,120.46184541313102,-0.6563526367084329,0.3421578555945428,-0.6563526367084329,0.6809690601284296,0.6634848191446069,17,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.465392211716077,0.6311815461451564,2023-01-25,2023-02-07,1.0,1.0000000000000002,0
BH_A30_F60_M150_W35_X150S20D20,-0.3,60,150,0.35,150,20,-0.2,0.23649942952081138,-0.6456035706808683,0.366322988690093,324.38297230673925,1987,-0.39263039820076473,-0.4926265096839506,-0.4268976045621762,-0.5645312519475085,0.0018368852408516823,0.0,0.12362486863662836,-0.21529355408890816,124.2610929431284,-0.6456035706808683,0.3446948518645945,-0.6456035706808683,0.6768826619964974,0.6640326580454088,43,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.465392211716077,0.6311815461451564,2023-01-25,2023-02-07,1.0,1.0000000000000002,0
BH_A20_F60_M150_W35_X150S40D20,-0.2,60,150,0.35,150,40,-0.2,0.30973065908035124,-0.6992207245312605,0.44296550175623967,1554.714628690557,1094,-0.45918865630776884,-0.5482267498426107,-0.4491991682186922,-0.5797032984011903,0.6475388370201063,-0.6992207245312605,-0.3761756483803663,-0.5946586907590514,700.5420843266164,-0.6992207245312605,0.4945159365947225,-0.6992207245312605,0.810128429655575,0.7884188987064135,51,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.465392211716076,0.6311815461451563,2023-01-25,2023-02-07,1.0,1.0000000000000002,0
BH_A30_F60_M150_W35_X150S40D15,-0.3,60,150,0.35,150,40,-0.15,0.18399144990428296,-0.5804007047324975,0.3170076266345736,99.4884837589077,2914,-0.45918865630776884,-0.5482267498426107,0.14317472572120682,-0.15216773807744066,0.0018368852408516823,0.0,0.12484712545766086,-0.21529355408890805,49.10429642467988,-0.5804007047324975,0.2712316809126256,-0.5804007047324975,0.44366608289550497,0.4309164653298835,43,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.465392211716076,0.6311815461451563,2023-01-25,2023-02-07,1.0,1.0,0
BH_A25_F60_M150_W35_X150S40D20,-0.25,60,150,0.35,150,40,-0.2,0.3147497576181917,-0.6992207245312605,0.4501436335846478,1725.4155825839723,1094,-0.45918865630776884,-0.5482267498426107,-0.38884368978220785,-0.5643134086518344,0.6475388370201061,-0.6992207245312605,-0.37605308460854847,-0.5945790527013111,700.679917426143,-0.6992207245312605,0.4945339383148992,-0.6992207245312605,0.7967016929363689,0.7838516889852803,43,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.465392211716074,0.631181546145156,2023-01-25,2023-02-07,1.0,1.0,0
BH_A30_F60_M150_W35_X150S40D20,-0.3,60,150,0.35,150,40,-0.2,0.3147497576181917,-0.6992207245312605,0.4501436335846478,1725.4155825839723,1094,-0.45918865630776884,-0.5482267498426107,-0.38884368978220785,-0.5643134086518344,0.6475388370201061,-0.6992207245312605,-0.37605308460854847,-0.5945790527013111,700.679917426143,-0.6992207245312605,0.4945339383148992,-0.6992207245312605,0.7967016929363689,0.7838516889852803,43,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.465392211716074,0.631181546145156,2023-01-25,2023-02-07,1.0,1.0,0
