strategy,arm_dd,fast_ma,full_ma,starter_w,exit_ma,exit_slope_lb,exit_dd,CAGR,MDD,Calmar,Final,MaxUnderwaterDays,DotCom_Return,DotCom_MDD,GFC_Return,GFC_MDD,COVID_Return,COVID_MDD,2022_Bear_Return,2022_Bear_MDD,Actual_TQQQ_Era_Return,Actual_TQQQ_Era_MDD,ActualEra_CAGR,ActualEra_MDD,InvestedDayPct,AvgWeight,TradeCount,Cycle22_TroughDate,Cycle22_TroughPx,Cycle22_PeakDate,Cycle22_PeakPx,Cycle22_TheoreticalMult,Cycle22_PortfolioMult,Cycle22_Capture,Cycle22_First25Date,Cycle22_First75Date,Cycle22_WeightAtPeak,Cycle22_MaxWeight,Cycle22_ExitCountBeforePeak,score
BH_A25_F40_M150_W35_X100S40D20,-0.25,40,150,0.35,100,40,-0.2,0.2893881627923591,-0.6365637373577278,0.4546098777061386,1015.0490409098601,994,-0.17275569853295047,-0.4142009864900541,-0.4149485886711205,-0.5656421292513465,1.2978150597001186,-0.14723087963306436,-0.4406679365534193,-0.6365637373577278,276.5977548929926,-0.6365637373577278,0.41193126617182685,-0.6365637373577278,0.7546701692936368,0.7345763612285314,48,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,6.9928360149424105,0.5850484205507681,2023-02-03,2023-02-07,1.0,1.0,0,1.1565029303863454
BH_A20_F80_M150_W35_X100S40D20,-0.2,80,150,0.35,100,40,-0.2,0.2946687999540316,-0.743904172389775,0.3961112343373675,1134.5725047785422,979,-0.2077813498915857,-0.405224410374032,-0.4784739342155485,-0.6301002198706092,0.6475388370201067,-0.6992207245312605,-0.3805816582481739,-0.5975215764474808,362.46944926010053,-0.743904172389775,0.435457640821451,-0.743904172389775,0.8018096906012843,0.7761003635247352,18,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,6.992836014942417,0.5850484205507687,2023-02-03,2023-02-07,1.0,1.0000000000000002,0,1.1551295430484574
BH_A30_F80_M100_W100_X150S40D20,-0.3,80,100,1.0,150,40,-0.2,0.28723950711025803,-0.7501088302594839,0.3829304435876241,969.9715153530587,2591,-0.6882338345854484,-0.7307902169268979,-0.25193125408389794,-0.5643134086518347,0.6475388370201061,-0.6992207245312605,-0.366859628939035,-0.5886054363334117,711.0187187823419,-0.6992207245312605,0.49587486593124175,-0.6992207245312605,0.7877991827203736,0.7877991827203736,29,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.14774892966119,0.6001717370995872,2023-02-03,2023-02-03,1.0,1.0,0,1.1488872989338785
BH_A30_F80_M150_W100_X150S40D20,-0.3,80,150,1.0,150,40,-0.2,0.28723950711025803,-0.7501088302594839,0.3829304435876241,969.9715153530587,2591,-0.6882338345854484,-0.7307902169268979,-0.25193125408389794,-0.5643134086518347,0.6475388370201061,-0.6992207245312605,-0.366859628939035,-0.5886054363334117,711.0187187823419,-0.6992207245312605,0.49587486593124175,-0.6992207245312605,0.7877991827203736,0.7877991827203736,29,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.14774892966119,0.6001717370995872,2023-02-03,2023-02-03,1.0,1.0,0,1.1488872989338785
BH_A25_F80_M120_W100_X150S40D20,-0.25,80,120,1.0,150,40,-0.2,0.28723950711025803,-0.7501088302594839,0.3829304435876241,969.9715153530587,2591,-0.6882338345854484,-0.7307902169268979,-0.25193125408389794,-0.5643134086518347,0.6475388370201061,-0.6992207245312605,-0.366859628939035,-0.5886054363334117,711.0187187823419,-0.6992207245312605,0.49587486593124175,-0.6992207245312605,0.7877991827203736,0.7877991827203736,29,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.14774892966119,0.6001717370995872,2023-02-03,2023-02-03,1.0,1.0,0,1.1488872989338785
BH_A25_F80_M150_W100_X150S40D20,-0.25,80,150,1.0,150,40,-0.2,0.28723950711025803,-0.7501088302594839,0.3829304435876241,969.9715153530587,2591,-0.6882338345854484,-0.7307902169268979,-0.25193125408389794,-0.5643134086518347,0.6475388370201061,-0.6992207245312605,-0.366859628939035,-0.5886054363334117,711.0187187823419,-0.6992207245312605,0.49587486593124175,-0.6992207245312605,0.7877991827203736,0.7877991827203736,29,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.14774892966119,0.6001717370995872,2023-02-03,2023-02-03,1.0,1.0,0,1.1488872989338785
BH_A25_F80_M100_W100_X150S40D20,-0.25,80,100,1.0,150,40,-0.2,0.28723950711025803,-0.7501088302594839,0.3829304435876241,969.9715153530587,2591,-0.6882338345854484,-0.7307902169268979,-0.25193125408389794,-0.5643134086518347,0.6475388370201061,-0.6992207245312605,-0.366859628939035,-0.5886054363334117,711.0187187823419,-0.6992207245312605,0.49587486593124175,-0.6992207245312605,0.7877991827203736,0.7877991827203736,29,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.14774892966119,0.6001717370995872,2023-02-03,2023-02-03,1.0,1.0,0,1.1488872989338785
BH_A30_F80_M120_W100_X150S40D20,-0.3,80,120,1.0,150,40,-0.2,0.28723950711025803,-0.7501088302594839,0.3829304435876241,969.9715153530587,2591,-0.6882338345854484,-0.7307902169268979,-0.25193125408389794,-0.5643134086518347,0.6475388370201061,-0.6992207245312605,-0.366859628939035,-0.5886054363334117,711.0187187823419,-0.6992207245312605,0.49587486593124175,-0.6992207245312605,0.7877991827203736,0.7877991827203736,29,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.14774892966119,0.6001717370995872,2023-02-03,2023-02-03,1.0,1.0,0,1.1488872989338785
BH_A25_F60_M120_W35_X100S40D20,-0.25,60,120,0.35,100,40,-0.2,0.27993287612404116,-0.5810372490267552,0.4817812912905881,830.663907902103,1043,-0.3848911415207479,-0.4821401049737477,-0.3100447283609177,-0.5643134086518344,0.9032933212481495,-0.14723087963306414,-0.36980888471240503,-0.5499605073457781,258.0652496984801,-0.5810372490267552,0.40596252325263227,-0.5810372490267552,0.7494162288382954,0.7332125454604551,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.7759522459269865,0.6614998557148253,2023-01-25,2023-03-20,1.0,1.0,0,1.1426092552233766
BH_A25_F80_M120_W35_X150S20D20,-0.25,80,120,0.35,150,20,-0.2,0.27355482197324843,-0.5960664019195403,0.458933469647521,724.9932509047404,1094,-0.3868820136604989,-0.42967578811226925,-0.3467227184183832,-0.5730472011590659,1.1938242172670077,-0.14723087963306436,-0.35307256451363456,-0.5499605073457781,305.540991609167,-0.5960664019195403,0.420543290600323,-0.5960664019195403,0.7358435493286631,0.7245877967170972,36,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.303396049153325,0.6153667301204375,2023-02-03,2023-03-20,1.0,1.0000000000000002,0,1.1415991998365504
BH_A25_F40_M100_W35_X100S40D20,-0.25,40,100,0.35,100,40,-0.2,0.2858779089192809,-0.6187664085603655,0.46201265124331853,942.4109229129224,788,-0.3997283822633304,-0.544317055601802,-0.28637445208697454,-0.565642129251346,1.2978150597001208,-0.14723087963306447,-0.413277668538628,-0.6187664085603655,290.19160620909867,-0.6187664085603655,0.4160761054302573,-0.6187664085603655,0.7546701692936368,0.7422797279633065,48,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.335272404968976,0.6184786476793965,2023-02-03,2023-02-16,1.0,1.0000000000000002,0,1.1343552537613584
BH_A25_F60_M120_W35_X150S20D20,-0.25,60,120,0.35,150,20,-0.2,0.2733662603553628,-0.5810372490267554,0.4704797511919498,722.0752811304485,1080,-0.4432060277232417,-0.48790865624508717,-0.34755201634177624,-0.5735891931729445,0.9032933212481484,-0.14723087963306447,-0.35009691648041497,-0.549960507345778,266.1686422220933,-0.5810372490267554,0.40862012545825666,-0.5810372490267554,0.7427028604786924,0.7272175317498646,46,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.775952245926985,0.6614998557148252,2023-01-25,2023-03-20,1.0,1.0000000000000002,0,1.1245260949558322
BH_A25_F60_M100_W100_X150S40D20,-0.25,60,100,1.0,150,40,-0.2,0.28512509734275016,-0.8060444545817929,0.3537337124795234,927.4984544253355,2612,-0.7686038052964239,-0.8060444545817929,-0.2527598296174216,-0.5643134086518344,0.6475388370201061,-0.6992207245312605,-0.3686617444764476,-0.5897763939426197,708.9920907947818,-0.6992207245312605,0.49561346179788557,-0.6992207245312605,0.7967016929363689,0.7967016929363689,39,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,8.497234748962004,0.7319147958398967,2023-01-25,2023-01-25,1.0,1.0,0,1.1245159848206197
BH_A25_F60_M120_W100_X150S40D20,-0.25,60,120,1.0,150,40,-0.2,0.28512509734275016,-0.8060444545817929,0.3537337124795234,927.4984544253355,2612,-0.7686038052964239,-0.8060444545817929,-0.2527598296174216,-0.5643134086518344,0.6475388370201061,-0.6992207245312605,-0.3686617444764476,-0.5897763939426197,708.9920907947818,-0.6992207245312605,0.49561346179788557,-0.6992207245312605,0.7967016929363689,0.7967016929363689,39,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,8.497234748962004,0.7319147958398967,2023-01-25,2023-01-25,1.0,1.0,0,1.1245159848206197
BH_A30_F60_M150_W100_X150S40D20,-0.3,60,150,1.0,150,40,-0.2,0.28512509734275016,-0.8060444545817929,0.3537337124795234,927.4984544253355,2612,-0.7686038052964239,-0.8060444545817929,-0.2527598296174216,-0.5643134086518344,0.6475388370201061,-0.6992207245312605,-0.3686617444764476,-0.5897763939426197,708.9920907947818,-0.6992207245312605,0.49561346179788557,-0.6992207245312605,0.7967016929363689,0.7967016929363689,39,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,8.497234748962004,0.7319147958398967,2023-01-25,2023-01-25,1.0,1.0,0,1.1245159848206197
BH_A30_F60_M100_W100_X150S40D20,-0.3,60,100,1.0,150,40,-0.2,0.28512509734275016,-0.8060444545817929,0.3537337124795234,927.4984544253355,2612,-0.7686038052964239,-0.8060444545817929,-0.2527598296174216,-0.5643134086518344,0.6475388370201061,-0.6992207245312605,-0.3686617444764476,-0.5897763939426197,708.9920907947818,-0.6992207245312605,0.49561346179788557,-0.6992207245312605,0.7967016929363689,0.7967016929363689,39,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,8.497234748962004,0.7319147958398967,2023-01-25,2023-01-25,1.0,1.0,0,1.1245159848206197
BH_A25_F60_M150_W100_X150S40D20,-0.25,60,150,1.0,150,40,-0.2,0.28512509734275016,-0.8060444545817929,0.3537337124795234,927.4984544253355,2612,-0.7686038052964239,-0.8060444545817929,-0.2527598296174216,-0.5643134086518344,0.6475388370201061,-0.6992207245312605,-0.3686617444764476,-0.5897763939426197,708.9920907947818,-0.6992207245312605,0.49561346179788557,-0.6992207245312605,0.7967016929363689,0.7967016929363689,39,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,8.497234748962004,0.7319147958398967,2023-01-25,2023-01-25,1.0,1.0,0,1.1245159848206197
BH_A30_F60_M120_W100_X150S40D20,-0.3,60,120,1.0,150,40,-0.2,0.28512509734275016,-0.8060444545817929,0.3537337124795234,927.4984544253355,2612,-0.7686038052964239,-0.8060444545817929,-0.2527598296174216,-0.5643134086518344,0.6475388370201061,-0.6992207245312605,-0.3686617444764476,-0.5897763939426197,708.9920907947818,-0.6992207245312605,0.49561346179788557,-0.6992207245312605,0.7967016929363689,0.7967016929363689,39,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,8.497234748962004,0.7319147958398967,2023-01-25,2023-01-25,1.0,1.0,0,1.1245159848206197
BH_A20_F80_M120_W35_X100S40D20,-0.2,80,120,0.35,100,40,-0.2,0.2841553471612377,-0.7432067679962964,0.3823368669358696,908.6233639897087,1099,-0.26135072458041686,-0.41360878676346124,-0.5722580235915298,-0.7411254765280226,0.6475388370201061,-0.6992207245312605,-0.3530725645136349,-0.549960507345778,379.64531748952294,-0.7432067679962964,0.43952717683416864,-0.7432067679962964,0.8018096906012843,0.7821955507703579,18,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.303396049153326,0.6153667301204376,2023-02-03,2023-03-20,1.0,1.0,0,1.1228723628170525
BH_A25_F80_M120_W100_X100S40D20,-0.25,80,120,1.0,100,40,-0.2,0.28551273681201805,-0.6139834944376654,0.46501695794528347,935.1485999441402,1094,-0.4810447664816452,-0.6139834944376654,-0.17230583299424085,-0.5643134086518347,1.1072031578673305,-0.14723087963306425,-0.36685962893903445,-0.5886054363334112,287.162575480889,-0.6120153352558859,0.41516850524731064,-0.6120153352558859,0.7450379451255108,0.7450379451255108,11,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.14774892966119,0.6001717370995872,2023-02-03,2023-02-03,1.0,1.0,0,1.1131055287553884
BH_A25_F80_M150_W100_X100S40D20,-0.25,80,150,1.0,100,40,-0.2,0.28551273681201805,-0.6139834944376654,0.46501695794528347,935.1485999441402,1094,-0.4810447664816452,-0.6139834944376654,-0.17230583299424085,-0.5643134086518347,1.1072031578673305,-0.14723087963306425,-0.36685962893903445,-0.5886054363334112,287.162575480889,-0.6120153352558859,0.41516850524731064,-0.6120153352558859,0.7450379451255108,0.7450379451255108,11,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.14774892966119,0.6001717370995872,2023-02-03,2023-02-03,1.0,1.0,0,1.1131055287553884
BH_A25_F80_M100_W100_X100S40D20,-0.25,80,100,1.0,100,40,-0.2,0.28551273681201805,-0.6139834944376654,0.46501695794528347,935.1485999441402,1094,-0.4810447664816452,-0.6139834944376654,-0.17230583299424085,-0.5643134086518347,1.1072031578673305,-0.14723087963306425,-0.36685962893903445,-0.5886054363334112,287.162575480889,-0.6120153352558859,0.41516850524731064,-0.6120153352558859,0.7450379451255108,0.7450379451255108,11,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.14774892966119,0.6001717370995872,2023-02-03,2023-02-03,1.0,1.0,0,1.1131055287553884
BH_A25_F80_M150_W35_X150S20D20,-0.25,80,150,0.35,150,20,-0.2,0.2674924521482962,-0.5975215764474806,0.4476699464790081,636.6377224442869,1098,-0.3598413192296356,-0.4420675889680231,-0.42616915932465016,-0.5645312519475085,1.1938242172670095,-0.14723087963306436,-0.38058165824817336,-0.5975215764474806,292.50604455159674,-0.5975215764474806,0.41676363635855584,-0.5975215764474806,0.7358435493286631,0.725013314670679,36,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,6.992836014942413,0.5850484205507683,2023-02-03,2023-02-07,1.0,1.0,0,1.108777763254753
BH_A20_F80_M150_W35_X120S40D20,-0.2,80,150,0.35,120,40,-0.2,0.2841527436589255,-0.743904172389775,0.3819749293058693,908.5731913186384,1097,-0.2680957183125692,-0.4505067500861797,-0.5479416899136251,-0.6758128885539245,0.6475388370201061,-0.6992207245312605,-0.3805816582481738,-0.5975215764474808,362.4694492601006,-0.743904172389775,0.435457640821451,-0.743904172389775,0.8019556333917105,0.775811155481638,20,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,6.992836014942415,0.5850484205507686,2023-02-03,2023-02-07,1.0,1.0000000000000002,0,1.1076895223667704
BH_A25_F40_M150_W35_X150S20D20,-0.25,40,150,0.35,150,20,-0.2,0.2749582125369092,-0.6150012025256552,0.4470856502519427,747.0702576303066,1143,-0.3236518291211622,-0.5087217333028269,-0.44669819687834156,-0.5777948953188219,1.2978150597001208,-0.14723087963306436,-0.4074829785828572,-0.6150012025256552,293.06752380286366,-0.6150012025256552,0.41692966313762314,-0.6150012025256552,0.7454757734967893,0.7331425094091648,74,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,6.992836014942413,0.5850484205507683,2023-02-03,2023-02-07,1.0,1.0,0,1.105568352433182
BH_A20_F60_M150_W35_X120S40D20,-0.2,60,150,0.35,120,40,-0.2,0.27872727027184574,-0.7389828475492837,0.377176914452344,809.6144479913496,1097,-0.3576325162817642,-0.4848059799201606,-0.5528649442622815,-0.6710152379272774,0.6475388370201061,-0.6992207245312605,-0.3761756483803663,-0.5946586907590514,372.0892366737377,-0.7389828475492837,0.43775857787357264,-0.7389828475492837,0.8123175715119673,0.7816120514818198,33,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.465392211716077,0.6311815461451564,2023-01-25,2023-02-07,1.0,1.0000000000000002,0,1.098210686684982
BH_A25_F60_M150_W35_X150S20D20,-0.25,60,150,0.35,150,20,-0.2,0.26946926206854993,-0.5945790527013105,0.453210150684402,664.2420725898157,1086,-0.39263039820076473,-0.4926265096839506,-0.4268976045621762,-0.5645312519475085,0.9032933212481493,-0.14723087963306436,-0.3760530846085478,-0.5945790527013105,255.49832172057125,-0.5945790527013105,0.4051043797398213,-0.5945790527013105,0.7427028604786924,0.7297580026543874,46,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.46539221171608,0.6311815461451566,2023-01-25,2023-02-07,1.0,1.0,0,1.0951303387130846
BH_A20_F60_M120_W35_X200S20D20,-0.2,60,120,0.35,200,20,-0.2,0.2773093968138507,-0.738285443155805,0.3756127110247362,785.5160549333257,1014,-0.3693694460211078,-0.4202901596767945,-0.4801234517140174,-0.6453660666254577,0.6475388370201061,-0.6992207245312605,-0.4629508589888186,-0.6004567425514467,321.04996356616147,-0.738285443155805,0.42484854169470276,-0.738285443155805,0.8045826036193812,0.7792697459331257,108,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.36322967342497,0.6212079657705823,2023-01-25,2023-03-20,1.0,1.0000000000000002,3,1.091605000135866
BH_A20_F60_M120_W35_X100S40D20,-0.2,60,120,0.35,100,40,-0.2,0.27557211481066024,-0.7382854431558048,0.3732595805122824,756.9299851464048,1099,-0.3848911415207479,-0.4821401049737477,-0.5660429934386726,-0.7313297916558728,0.6475388370201063,-0.6992207245312605,-0.37410060018692415,-0.5503810271792982,374.33041860258146,-0.7382854431558048,0.43828663710195226,-0.7382854431558048,0.8115878575598365,0.7857528276579379,26,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.775952245926987,0.6614998557148254,2023-01-25,2023-03-20,1.0,1.0,0,1.0905498163987377
BH_A20_F40_M150_W35_X120S40D20,-0.2,40,150,0.35,120,40,-0.2,0.28318452745449774,-0.7332520366765646,0.38620353342354186,890.0983590769096,1098,-0.24775970435975636,-0.5293176119400436,-0.5594779295876047,-0.6729445911642206,0.6475388370201058,-0.6992207245312605,-0.4183148005870465,-0.6220393774562165,354.5252697655701,-0.7332520366765646,0.4335139780609796,-0.7332520366765646,0.8206363105662581,0.7869104314300484,59,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,6.992836014942412,0.5850484205507682,2023-02-03,2023-02-07,1.0,1.0,0,1.0872469549592294
BH_A25_F80_M100_W35_X150S20D20,-0.25,80,100,0.35,150,20,-0.2,0.2643141392228183,-0.5960664019195405,0.44343069559303316,594.5574507164066,1224,-0.5347409572134705,-0.567214626200941,-0.29706485560749285,-0.568158696925398,1.1938242172670068,-0.14723087963306447,-0.35024898915476355,-0.5778123686052835,306.8789184660497,-0.5960664019195405,0.4209226614333501,-0.5960664019195405,0.7358435493286631,0.7295672637236091,40,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.335272404968976,0.6184786476793965,2023-02-03,2023-02-16,1.0,1.0000000000000002,0,1.0811727322477913
BH_A20_F80_M120_W35_X200S20D20,-0.2,80,120,0.35,200,20,-0.2,0.27115872876568314,-0.7432067679962961,0.3648496494410752,688.7444989106592,1080,-0.3068655130960787,-0.3707478046442124,-0.48389521730814955,-0.6479389775844611,0.6475388370201061,-0.6992207245312605,-0.4458414529705137,-0.5876459897381737,325.06107656415423,-0.7432067679962961,0.42593031992640795,-0.7432067679962961,0.7923234092235844,0.7732304616875363,98,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.167493935042611,0.602099336016588,2023-02-03,2023-03-20,1.0,1.0000000000000002,1,1.0808676388721463
BH_A25_F60_M100_W35_X100S40D20,-0.25,60,100,0.35,100,40,-0.2,0.27136564899971427,-0.599363768812269,0.4527561776673068,691.8046542220172,1133,-0.5241282493620747,-0.599363768812269,-0.26028496377460053,-0.5643134086518344,0.9032933212481498,-0.14723087963306447,-0.36722551027960815,-0.5888431744422715,259.1272490289401,-0.5888431744422715,0.40631522560362243,-0.5888431744422715,0.7494162288382954,0.7389821784952338,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.807828601742638,0.6646117732737843,2023-01-25,2023-02-16,1.0,1.0,0,1.0805061610255615
BH_A25_F60_M120_W100_X120S40D20,-0.25,60,120,1.0,120,40,-0.2,0.2706975907115199,-0.6228450738253394,0.43461464509781117,681.9715406464663,1140,-0.5520468229411096,-0.6228450738253394,-0.23344619930285226,-0.5645312519475085,0.9277666407707252,-0.14723087963306436,-0.36866174447644795,-0.5897763939426199,261.87405762167936,-0.5897763939426199,0.4072212415818153,-0.5897763939426199,0.7463514302393461,0.7463514302393461,17,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,8.497234748962006,0.7319147958398969,2023-01-25,2023-01-25,1.0,1.0,0,1.0768629168027735
BH_A25_F60_M150_W100_X120S40D20,-0.25,60,150,1.0,120,40,-0.2,0.2706975907115199,-0.6228450738253394,0.43461464509781117,681.9715406464663,1140,-0.5520468229411096,-0.6228450738253394,-0.23344619930285226,-0.5645312519475085,0.9277666407707252,-0.14723087963306436,-0.36866174447644795,-0.5897763939426199,261.87405762167936,-0.5897763939426199,0.4072212415818153,-0.5897763939426199,0.7463514302393461,0.7463514302393461,17,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,8.497234748962006,0.7319147958398969,2023-01-25,2023-01-25,1.0,1.0,0,1.0768629168027735
BH_A25_F60_M100_W100_X120S40D20,-0.25,60,100,1.0,120,40,-0.2,0.2706975907115199,-0.6228450738253394,0.43461464509781117,681.9715406464663,1140,-0.5520468229411096,-0.6228450738253394,-0.23344619930285226,-0.5645312519475085,0.9277666407707252,-0.14723087963306436,-0.36866174447644795,-0.5897763939426199,261.87405762167936,-0.5897763939426199,0.4072212415818153,-0.5897763939426199,0.7463514302393461,0.7463514302393461,17,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,8.497234748962006,0.7319147958398969,2023-01-25,2023-01-25,1.0,1.0,0,1.0768629168027735
BH_A20_F60_M150_W35_X100S40D20,-0.2,60,150,0.35,100,40,-0.2,0.27609283371965865,-0.7389828475492839,0.3736119649262165,765.3912641116302,1076,-0.46030347815227945,-0.5456297201749352,-0.47768001196875376,-0.6203045349984602,0.6475388370201063,-0.6992207245312605,-0.3990980966826553,-0.6095529717882138,358.38005921442453,-0.7389828475492839,0.43446214663847305,-0.7389828475492839,0.8115878575598365,0.7800470821613184,27,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.465392211716078,0.6311815461451564,2023-01-25,2023-02-07,1.0,1.0000000000000002,0,1.0752278654049592
BH_A25_F80_M150_W100_X120S40D20,-0.25,80,150,1.0,120,40,-0.2,0.2801606035592741,-0.6483142106250466,0.43213707021656717,834.6987074539817,1134,-0.5271985049336342,-0.6483142106250466,-0.18909484275451804,-0.5645312519475086,1.107203157867331,-0.14723087963306436,-0.3668596289390341,-0.5886054363334112,287.1625754808892,-0.6120153352558857,0.41516850524731064,-0.6120153352558857,0.7441622883829538,0.7441622883829538,13,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.147748929661191,0.6001717370995873,2023-02-03,2023-02-03,1.0,1.0,0,1.0729958433364222
BH_A25_F80_M100_W100_X120S40D20,-0.25,80,100,1.0,120,40,-0.2,0.2801606035592741,-0.6483142106250466,0.43213707021656717,834.6987074539817,1134,-0.5271985049336342,-0.6483142106250466,-0.18909484275451804,-0.5645312519475086,1.107203157867331,-0.14723087963306436,-0.3668596289390341,-0.5886054363334112,287.1625754808892,-0.6120153352558857,0.41516850524731064,-0.6120153352558857,0.7441622883829538,0.7441622883829538,13,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.147748929661191,0.6001717370995873,2023-02-03,2023-02-03,1.0,1.0,0,1.0729958433364222
BH_A25_F80_M120_W100_X120S40D20,-0.25,80,120,1.0,120,40,-0.2,0.2801606035592741,-0.6483142106250466,0.43213707021656717,834.6987074539817,1134,-0.5271985049336342,-0.6483142106250466,-0.18909484275451804,-0.5645312519475086,1.107203157867331,-0.14723087963306436,-0.3668596289390341,-0.5886054363334112,287.1625754808892,-0.6120153352558857,0.41516850524731064,-0.6120153352558857,0.7441622883829538,0.7441622883829538,13,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.147748929661191,0.6001717370995873,2023-02-03,2023-02-03,1.0,1.0,0,1.0729958433364222
BH_A20_F80_M100_W100_X150S40D20,-0.2,80,100,1.0,150,40,-0.2,0.2661764221567686,-0.7501088302594839,0.35485040492682995,618.8768931644388,2591,-0.6882338345854484,-0.7307902169268979,-0.5227050959558732,-0.7067785627770643,0.6475388370201063,-0.6992207245312605,-0.3668596289390338,-0.5886054363334109,711.0187187823432,-0.6992207245312605,0.49587486593124197,-0.6992207245312605,0.7987448920023351,0.7987448920023351,31,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.147748929661191,0.6001717370995873,2023-02-03,2023-02-03,1.0,1.0,0,1.0714515286608877
BH_A20_F80_M150_W100_X150S40D20,-0.2,80,150,1.0,150,40,-0.2,0.2661764221567686,-0.7501088302594839,0.35485040492682995,618.8768931644388,2591,-0.6882338345854484,-0.7307902169268979,-0.5227050959558732,-0.7067785627770643,0.6475388370201063,-0.6992207245312605,-0.3668596289390338,-0.5886054363334109,711.0187187823432,-0.6992207245312605,0.49587486593124197,-0.6992207245312605,0.7987448920023351,0.7987448920023351,31,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.147748929661191,0.6001717370995873,2023-02-03,2023-02-03,1.0,1.0,0,1.0714515286608877
BH_A20_F80_M120_W100_X150S40D20,-0.2,80,120,1.0,150,40,-0.2,0.2661764221567686,-0.7501088302594839,0.35485040492682995,618.8768931644388,2591,-0.6882338345854484,-0.7307902169268979,-0.5227050959558732,-0.7067785627770643,0.6475388370201063,-0.6992207245312605,-0.3668596289390338,-0.5886054363334109,711.0187187823432,-0.6992207245312605,0.49587486593124197,-0.6992207245312605,0.7987448920023351,0.7987448920023351,31,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.147748929661191,0.6001717370995873,2023-02-03,2023-02-03,1.0,1.0,0,1.0714515286608877
BH_A20_F80_M120_W35_X200S40D20,-0.2,80,120,0.35,200,40,-0.2,0.26290716590424146,-0.697790004836975,0.37677118342453847,576.7970738197625,1097,-0.29311573166137883,-0.3582652629197428,-0.5569744619532921,-0.697790004836975,1.19382421726701,-0.14723087963306436,-0.44283530987089603,-0.5875578929483021,310.91924903632724,-0.5875578929483021,0.4220589810455577,-0.5875578929483021,0.752918855808523,0.7346272735307655,98,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.16749393504261,0.6020993360165879,2023-02-03,2023-03-20,1.0,1.0,1,1.0688790180941063
