strategy,arm_dd,fast_ma,full_ma,starter_w,exit_ma,exit_slope_lb,exit_dd,CAGR,MDD,Calmar,Final,MaxUnderwaterDays,DotCom_Return,DotCom_MDD,GFC_Return,GFC_MDD,COVID_Return,COVID_MDD,2022_Bear_Return,2022_Bear_MDD,Actual_TQQQ_Era_Return,Actual_TQQQ_Era_MDD,ActualEra_CAGR,ActualEra_MDD,InvestedDayPct,AvgWeight,TradeCount,Cycle22_TroughDate,Cycle22_TroughPx,Cycle22_PeakDate,Cycle22_PeakPx,Cycle22_TheoreticalMult,Cycle22_PortfolioMult,Cycle22_Capture,Cycle22_First25Date,Cycle22_First75Date,Cycle22_WeightAtPeak,Cycle22_MaxWeight,Cycle22_ExitCountBeforePeak
BH_A20_F40_M100_W35_X200S10D10,-0.2,40,100,0.35,200,10,-0.1,0.11411374186647061,-0.721386658660423,0.15818665412855543,18.97603644082539,3346,-0.652834752852816,-0.6962590380015381,0.10936541738275185,-0.17796681615605991,1.2978150597001212,-0.14723087963306447,-0.3485975601366842,-0.5767393223245975,13.313180034270626,-0.5819993927830933,0.1772313952010176,-0.5819993927830933,0.3552247518972563,0.3382990559168937,133,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,3.9322218873379806,0.28625708756490365,2023-02-03,2023-02-16,1.0,1.0,1
BH_A20_F40_M100_W35_X200S10D15,-0.2,40,100,0.35,200,10,-0.15,0.18387169962302874,-0.721386658660423,0.254886470959234,99.21478102105175,3403,-0.652834752852816,-0.6962590380015381,0.10936541738275296,-0.17796681615606025,0.6475388370201065,-0.6992207245312606,-0.3868306163172375,-0.6015819515170493,84.47870716920511,-0.6992207245312606,0.31355516724042976,-0.6992207245312606,0.5539988324576766,0.5371679903505305,130,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,3.932221887337981,0.2862570875649037,2023-02-03,2023-02-16,1.0,1.0000000000000002,1
BH_A20_F40_M100_W35_X200S10D20,-0.2,40,100,0.35,200,10,-0.2,0.2096473131308063,-0.7234626254393985,0.28978319785832196,178.38235676268678,2540,-0.652834752852816,-0.6962590380015381,-0.5946093077145062,-0.7234626254393985,0.6475388370201063,-0.6992207245312605,-0.4648580068106132,-0.6522816789918179,185.70670040013658,-0.7159546045272235,0.3780088057687898,-0.7159546045272235,0.8032691185055458,0.7828149407276804,129,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,3.9322218873379833,0.2862570875649039,2023-02-03,2023-02-16,1.0,1.0000000000000002,1
BH_A20_F40_M100_W35_X200S20D10,-0.2,40,100,0.35,200,20,-0.1,0.15604311505168833,-0.6992207245312605,0.22316717679713455,51.90446708773906,3375,-0.6217356138604359,-0.6690498559981775,0.1093654173827503,-0.17796681615605991,0.6475388370201061,-0.6992207245312605,-0.554100594503913,-0.6639190635209824,41.390609029673826,-0.6992207245312605,0.2582676944453486,-0.6992207245312605,0.5164915353181553,0.5007801715562619,131,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,1.8705842754214834,0.08499047095927725,2023-02-03,2023-02-16,0.0,1.0000000000000002,2
BH_A20_F40_M100_W35_X200S20D15,-0.2,40,100,0.35,200,20,-0.15,0.14861645231464737,-0.6992207245312605,0.2125458343848089,43.5481034408778,3375,-0.6217356138604359,-0.6690498559981775,0.10936541738275118,-0.17796681615606047,0.6475388370201061,-0.6992207245312605,-0.5541005945039126,-0.6639190635209821,34.41068521235226,-0.6992207245312605,0.24446395644362107,-0.6992207245312605,0.5178050204319906,0.5020936566700973,131,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,1.8705842754214852,0.08499047095927742,2023-02-03,2023-02-16,0.0,1.0000000000000002,2
BH_A20_F40_M100_W35_X200S20D20,-0.2,40,100,0.35,200,20,-0.2,0.2407711410389659,-0.7159546045272236,0.33629386488541085,356.32982888693016,2001,-0.6217356138604359,-0.6690498559981775,-0.537847765037883,-0.6847427231660907,0.6475388370201063,-0.6992207245312605,-0.5386605552757202,-0.6522816789918178,299.25461470381686,-0.7159546045272236,0.4187397087473703,-0.7159546045272236,0.8083771161704612,0.7890424167378484,129,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,6.323649687891532,0.5197193505213008,2023-02-03,2023-02-16,1.0,1.0000000000000002,1
BH_A20_F40_M100_W35_X200S40D10,-0.2,40,100,0.35,200,40,-0.1,0.1651778708201168,-0.6992207245312605,0.2362313716185226,64.3139405862697,2011,-0.582106148716818,-0.6343773420725431,0.1093654173827514,-0.17796681615606014,0.6475388370201058,-0.6992207245312605,-0.551681724618857,-0.6620959257321215,38.64231871138292,-0.6992207245312605,0.2531070779949549,-0.6992207245312605,0.5232049036777583,0.507493539915865,131,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,2.0583782108429154,0.10332378510860118,2023-02-03,2023-02-16,0.0,1.0000000000000002,2
BH_A20_F40_M100_W35_X200S40D15,-0.2,40,100,0.35,200,40,-0.15,0.20479312835335617,-0.6992207245312605,0.29288766932737037,159.87807303368265,1626,-0.582106148716818,-0.6343773420725431,0.10936541738275118,-0.17796681615606014,0.6475388370201063,-0.6992207245312605,-0.5516817246188572,-0.6620959257321215,116.96941567641969,-0.6992207245312605,0.33975915218192587,-0.6992207245312605,0.6325160537069469,0.6168046899450534,130,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,6.323649687891534,0.519719350521301,2023-02-03,2023-02-16,1.0,1.0000000000000002,1
BH_A20_F40_M100_W35_X200S40D20,-0.2,40,100,0.35,200,40,-0.2,0.23386880706954072,-0.7293824250881378,0.32063948763404915,306.10178903199113,1277,-0.582106148716818,-0.6343773420725431,-0.6032874535948123,-0.7293824250881378,1.2978150597001208,-0.14723087963306425,-0.5361579278313293,-0.6503954118992812,270.9831343985363,-0.6503954118992812,0.410163482434003,-0.6503954118992812,0.7666374781085814,0.7499522365078515,129,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,6.323649687891535,0.5197193505213011,2023-02-03,2023-02-16,1.0,1.0000000000000002,1
BH_A20_F40_M100_W100_X100S10D10,-0.2,40,100,1.0,100,10,-0.1,0.08780094444717768,-0.8366471339867765,0.1049438178659504,9.896596461384652,3296,-0.7490796385354639,-0.8366471339867765,0.4971066398652024,-0.1681952713631828,-0.08162450367485308,-0.6844824066775052,-0.4308155730788906,-0.6301619835635472,5.381114541774834,-0.6844824066775052,0.12034234517768905,-0.6844824066775052,0.3345008756567426,0.3345008756567426,52,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,2.8561008049338317,0.18120116112003823,2023-02-03,2023-02-03,0.0,1.0000000000000002,2
BH_A20_F40_M100_W100_X100S10D15,-0.2,40,100,1.0,100,10,-0.15,0.10914306070462998,-0.8366471339867765,0.13045291888414576,16.80013612880999,3394,-0.7490796385354639,-0.8366471339867765,0.4971066398652053,-0.16819527136318269,-0.08162450367485341,-0.6844824066775052,-0.3974792252653534,-0.608501080405522,12.33384216769174,-0.6844824066775052,0.1721267192512761,-0.6844824066775052,0.39594279042615294,0.39594279042615294,51,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.341789555545968,0.32624098113320554,2023-02-03,2023-02-03,1.0,1.0000000000000002,1
BH_A20_F40_M100_W100_X100S10D20,-0.2,40,100,1.0,100,10,-0.2,0.17990805370616525,-0.8784600192537793,0.20479936452770017,90.55383566308332,3762,-0.8185420482615033,-0.8784600192537793,-0.4245041546055772,-0.6694925169784038,-0.0816245036748533,-0.6844824066775053,-0.5346809711021754,-0.6976504301275264,113.7744957595201,-0.6976504301275264,0.3375056713668316,-0.6976504301275264,0.8169877408056042,0.8169877408056042,51,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.3579775352234185,0.32782132671893266,2023-02-03,2023-02-03,1.0,1.0,1
BH_A20_F40_M100_W100_X100S20D10,-0.2,40,100,1.0,100,20,-0.1,0.11256183659837915,-0.733898257749988,0.15337526068460133,18.269100254974926,3284,-0.603510718601941,-0.733898257749988,0.49710663986520465,-0.16819527136318269,0.012450943844537044,-0.6992207245312605,-0.32651574479973555,-0.5623912579762644,6.697579871335798,-0.6992207245312605,0.13330075474688652,-0.6992207245312605,0.3422358435493287,0.3422358435493287,52,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,2.8791955690667685,0.18345577900800944,2023-02-03,2023-02-03,0.0,1.0000000000000002,2
BH_A20_F40_M100_W100_X100S20D15,-0.2,40,100,1.0,100,20,-0.15,0.1184297567347441,-0.733898257749988,0.16137081057779093,21.083411666810466,3240,-0.603510718601941,-0.733898257749988,0.49710663986520287,-0.16819527136318269,0.0124509438445366,-0.6992207245312605,-0.4776287498814733,-0.6605797034323233,9.58980227460904,-0.6992207245312605,0.15568403497729189,-0.6992207245312605,0.39842381786339753,0.39842381786339753,51,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.341789555545973,0.3262409811332061,2023-02-03,2023-02-03,1.0,1.0,1
BH_A20_F40_M100_W100_X100S20D20,-0.2,40,100,1.0,100,20,-0.2,0.2085250964593528,-0.8020114282721909,0.26000264972356785,173.92940521035712,2631,-0.7044050815807308,-0.8020114282721909,-0.4430281210325385,-0.6801308379469166,0.11885656177538406,-0.6992207245312605,-0.5346809711021754,-0.6976504301275264,138.82973001659317,-0.6992207245312605,0.35379681720274014,-0.6992207245312605,0.8164039696438996,0.8164039696438996,51,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,4.357977535223417,0.32782132671893244,2023-02-03,2023-02-03,1.0000000000000002,1.0000000000000002,1
