strategy,arm_dd,fast_ma,full_ma,starter_w,exit_ma,exit_slope_lb,exit_dd,CAGR,MDD,Calmar,Final,MaxUnderwaterDays,DotCom_Return,DotCom_MDD,GFC_Return,GFC_MDD,COVID_Return,COVID_MDD,2022_Bear_Return,2022_Bear_MDD,Actual_TQQQ_Era_Return,Actual_TQQQ_Era_MDD,ActualEra_CAGR,ActualEra_MDD,InvestedDayPct,AvgWeight,TradeCount,Cycle22_TroughDate,Cycle22_TroughPx,Cycle22_PeakDate,Cycle22_PeakPx,Cycle22_TheoreticalMult,Cycle22_PortfolioMult,Cycle22_Capture,Cycle22_First25Date,Cycle22_First75Date,Cycle22_WeightAtPeak,Cycle22_MaxWeight,Cycle22_ExitCountBeforePeak,MDD_floor,Actual_floor
BH_A25_F80_M120_W35_X100S40D20,-0.25,80,120,0.35,100,40,-0.2,0.2976300019493747,-0.5960664019195403,0.4993235669564717,1207.4145311792215,753,-0.26135072458041686,-0.41360878676346124,-0.29419244315489235,-0.5643134086518345,1.1938242172670086,-0.14723087963306436,-0.35307256451363367,-0.549960507345778,305.54099160916746,-0.5960664019195403,0.42054329060032325,-0.5960664019195403,0.7450379451255108,0.7331719801676374,15,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.303396049153328,0.6153667301204377,2023-02-03,2023-03-20,1.0,1.0,0,-0.65,0.18
BH_A25_F80_M120_W35_X100S40D20,-0.25,80,120,0.35,100,40,-0.2,0.2976300019493747,-0.5960664019195403,0.4993235669564717,1207.4145311792215,753,-0.26135072458041686,-0.41360878676346124,-0.29419244315489235,-0.5643134086518345,1.1938242172670086,-0.14723087963306436,-0.35307256451363367,-0.549960507345778,305.54099160916746,-0.5960664019195403,0.42054329060032325,-0.5960664019195403,0.7450379451255108,0.7331719801676374,15,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.303396049153328,0.6153667301204377,2023-02-03,2023-03-20,1.0,1.0,0,-0.65,0.2
BH_A25_F80_M120_W35_X100S40D20,-0.25,80,120,0.35,100,40,-0.2,0.2976300019493747,-0.5960664019195403,0.4993235669564717,1207.4145311792215,753,-0.26135072458041686,-0.41360878676346124,-0.29419244315489235,-0.5643134086518345,1.1938242172670086,-0.14723087963306436,-0.35307256451363367,-0.549960507345778,305.54099160916746,-0.5960664019195403,0.42054329060032325,-0.5960664019195403,0.7450379451255108,0.7331719801676374,15,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.303396049153328,0.6153667301204377,2023-02-03,2023-03-20,1.0,1.0,0,-0.65,0.22
BH_A25_F80_M120_W35_X100S40D20,-0.25,80,120,0.35,100,40,-0.2,0.2976300019493747,-0.5960664019195403,0.4993235669564717,1207.4145311792215,753,-0.26135072458041686,-0.41360878676346124,-0.29419244315489235,-0.5643134086518345,1.1938242172670086,-0.14723087963306436,-0.35307256451363367,-0.549960507345778,305.54099160916746,-0.5960664019195403,0.42054329060032325,-0.5960664019195403,0.7450379451255108,0.7331719801676374,15,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.303396049153328,0.6153667301204377,2023-02-03,2023-03-20,1.0,1.0,0,-0.65,0.24
BH_A25_F80_M120_W35_X100S40D20,-0.25,80,120,0.35,100,40,-0.2,0.2976300019493747,-0.5960664019195403,0.4993235669564717,1207.4145311792215,753,-0.26135072458041686,-0.41360878676346124,-0.29419244315489235,-0.5643134086518345,1.1938242172670086,-0.14723087963306436,-0.35307256451363367,-0.549960507345778,305.54099160916746,-0.5960664019195403,0.42054329060032325,-0.5960664019195403,0.7450379451255108,0.7331719801676374,15,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.303396049153328,0.6153667301204377,2023-02-03,2023-03-20,1.0,1.0,0,-0.65,0.26
BH_A25_F80_M120_W35_X100S40D20,-0.25,80,120,0.35,100,40,-0.2,0.2976300019493747,-0.5960664019195403,0.4993235669564717,1207.4145311792215,753,-0.26135072458041686,-0.41360878676346124,-0.29419244315489235,-0.5643134086518345,1.1938242172670086,-0.14723087963306436,-0.35307256451363367,-0.549960507345778,305.54099160916746,-0.5960664019195403,0.42054329060032325,-0.5960664019195403,0.7450379451255108,0.7331719801676374,15,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.303396049153328,0.6153667301204377,2023-02-03,2023-03-20,1.0,1.0,0,-0.6,0.18
BH_A25_F80_M120_W35_X100S40D20,-0.25,80,120,0.35,100,40,-0.2,0.2976300019493747,-0.5960664019195403,0.4993235669564717,1207.4145311792215,753,-0.26135072458041686,-0.41360878676346124,-0.29419244315489235,-0.5643134086518345,1.1938242172670086,-0.14723087963306436,-0.35307256451363367,-0.549960507345778,305.54099160916746,-0.5960664019195403,0.42054329060032325,-0.5960664019195403,0.7450379451255108,0.7331719801676374,15,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.303396049153328,0.6153667301204377,2023-02-03,2023-03-20,1.0,1.0,0,-0.6,0.2
BH_A25_F80_M120_W35_X100S40D20,-0.25,80,120,0.35,100,40,-0.2,0.2976300019493747,-0.5960664019195403,0.4993235669564717,1207.4145311792215,753,-0.26135072458041686,-0.41360878676346124,-0.29419244315489235,-0.5643134086518345,1.1938242172670086,-0.14723087963306436,-0.35307256451363367,-0.549960507345778,305.54099160916746,-0.5960664019195403,0.42054329060032325,-0.5960664019195403,0.7450379451255108,0.7331719801676374,15,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.303396049153328,0.6153667301204377,2023-02-03,2023-03-20,1.0,1.0,0,-0.6,0.22
BH_A25_F80_M120_W35_X100S40D20,-0.25,80,120,0.35,100,40,-0.2,0.2976300019493747,-0.5960664019195403,0.4993235669564717,1207.4145311792215,753,-0.26135072458041686,-0.41360878676346124,-0.29419244315489235,-0.5643134086518345,1.1938242172670086,-0.14723087963306436,-0.35307256451363367,-0.549960507345778,305.54099160916746,-0.5960664019195403,0.42054329060032325,-0.5960664019195403,0.7450379451255108,0.7331719801676374,15,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.303396049153328,0.6153667301204377,2023-02-03,2023-03-20,1.0,1.0,0,-0.6,0.24
BH_A25_F80_M120_W35_X100S40D20,-0.25,80,120,0.35,100,40,-0.2,0.2976300019493747,-0.5960664019195403,0.4993235669564717,1207.4145311792215,753,-0.26135072458041686,-0.41360878676346124,-0.29419244315489235,-0.5643134086518345,1.1938242172670086,-0.14723087963306436,-0.35307256451363367,-0.549960507345778,305.54099160916746,-0.5960664019195403,0.42054329060032325,-0.5960664019195403,0.7450379451255108,0.7331719801676374,15,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.303396049153328,0.6153667301204377,2023-02-03,2023-03-20,1.0,1.0,0,-0.6,0.26
