strategy,fast_ma,full_ma,starter_w,exit_ma,exit_slope_lb,exit_dd,CAGR,MDD,Calmar,Final,MaxUnderwaterDays,DotCom_Return,DotCom_MDD,GFC_Return,GFC_MDD,COVID_Return,COVID_MDD,2022_Bear_Return,2022_Bear_MDD,Actual_TQQQ_Era_Return,Actual_TQQQ_Era_MDD,ActualEra_CAGR,ActualEra_MDD,InvestedDayPct,AvgWeight,TradeCount,Cycle22_TroughDate,Cycle22_TroughPx,Cycle22_PeakDate,Cycle22_PeakPx,Cycle22_TheoreticalMult,Cycle22_PortfolioMult,Cycle22_Capture,Cycle22_First25Date,Cycle22_First75Date,Cycle22_WeightAtPeak,Cycle22_MaxWeight,Cycle22_ExitCountBeforePeak
BH_A25_F60_M120_W35_X100S50D18,60,120,0.35,100,50,-0.18,0.22930267182589947,-0.5804007047324975,0.3950764875993447,276.7008131595849,1002,-0.3227519919152283,-0.47232739274358204,-0.2766867528011857,-0.5643134086518345,0.9032933212481502,-0.14723087963306447,-0.3903125922494022,-0.562125563551562,73.76408450204005,-0.5804007047324975,0.3028128748277803,-0.5804007047324975,0.7075306479859895,0.6915210800479905,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,2.0802820676102707,0.10546214110128299,2023-01-25,2023-03-20,0.0,1.0,1
BH_A25_F60_M120_W35_X100S50D20,60,120,0.35,100,50,-0.2,0.28513852569537357,-0.5810372490267552,0.4907405268302234,927.7624547909529,1043,-0.3848911415207479,-0.4821401049737477,-0.22939399386150583,-0.5643134086518344,0.9032933212481502,-0.14723087963306447,-0.3698088847124047,-0.5499605073457781,258.0652496984802,-0.5810372490267552,0.40596252325263227,-0.5810372490267552,0.75,0.7337963166221597,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.775952245926987,0.6614998557148254,2023-01-25,2023-03-20,1.0,1.0,0
BH_A25_F60_M120_W35_X100S50D22,60,120,0.35,100,50,-0.22,0.2815804480445516,-0.602808289382802,0.46711442593606955,860.2841173453833,1002,-0.3696225870626083,-0.4723273927435814,-0.3275225860448697,-0.5730360211176697,0.9032933212481495,-0.14723087963306458,-0.4469583874537485,-0.602808289382802,267.6088382989259,-0.602808289382802,0.4090845202973321,-0.602808289382802,0.7570052539404554,0.7406969589256248,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.775952245926988,0.6614998557148255,2023-01-25,2023-03-20,1.0,1.0,0
BH_A25_F60_M120_W35_X110S30D18,60,120,0.35,110,30,-0.18,0.2312746883275998,-0.5567780366106212,0.41538040856546954,289.0484285289989,1043,-0.3742426323732312,-0.47317512950102814,-0.24196361158084434,-0.5236193833854152,0.9032933212481498,-0.14723087963306436,-0.2827190894102106,-0.49034666595960474,79.6550058128623,-0.5567780366106212,0.3088853098926141,-0.5567780366106212,0.7040280210157618,0.6877293396222272,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,1.9075612210857409,0.08860033173366276,2023-01-25,2023-03-20,0.0,1.0,1
BH_A25_F60_M120_W35_X110S30D20,60,120,0.35,110,30,-0.2,0.21684597537869,-0.5810372490267554,0.37320494639872004,209.67016981318832,1043,-0.3742426323732312,-0.47317512950102814,-0.3240398321703438,-0.5645312519475085,0.9032933212481489,-0.14723087963306436,-0.3698088847124045,-0.5499605073457781,64.6094368200326,-0.5810372490267554,0.2924208267881132,-0.5810372490267554,0.7068009340338587,0.690502252640324,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,1.9075612210857444,0.0886003317336631,2023-01-25,2023-03-20,0.0,1.0,1
BH_A25_F60_M120_W35_X110S30D22,60,120,0.35,110,30,-0.22,0.23030471487201876,-0.6028082893828017,0.38205299915139057,282.9101247578588,1043,-0.3742426323732312,-0.47317512950102814,-0.3100447283609181,-0.5643134086518344,0.9032933212481509,-0.14723087963306436,-0.4469583874537483,-0.6028082893828017,85.73179228097268,-0.6028082893828017,0.31472777942832564,-0.6028082893828017,0.7122008172796264,0.6959021358860917,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,2.4320884173830506,0.1398071071175563,2023-01-25,2023-03-20,0.0,1.0,1
BH_A25_F60_M120_W35_X110S40D18,60,120,0.35,110,40,-0.18,0.2334602138640398,-0.5804007047324975,0.4022397146668523,303.3529011561139,1038,-0.3383795992322641,-0.44298205664621615,-0.31004472836091757,-0.5643134086518344,0.9032933212481491,-0.14723087963306436,-0.2827190894102113,-0.49034666595960474,86.95794357782096,-0.5804007047324975,0.3158598937031232,-0.5804007047324975,0.7040280210157618,0.6892091455631908,20,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,2.08028206761027,0.1054621411012829,2023-01-25,2023-03-20,0.0,1.0,1
BH_A25_F60_M120_W35_X110S40D20,60,120,0.35,110,40,-0.2,0.2833629080342108,-0.5810372490267554,0.48768458219993166,893.474675374101,1038,-0.3383795992322641,-0.44298205664621615,-0.31004472836091757,-0.5643134086518344,0.9032933212481493,-0.14723087963306425,-0.3698088847124047,-0.5499605073457781,258.06524969848033,-0.5810372490267554,0.40596252325263227,-0.5810372490267554,0.7472270869819031,0.732408211529332,19,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.775952245926989,0.6614998557148256,2023-01-25,2023-03-20,1.0,1.0000000000000002,0
BH_A25_F60_M120_W35_X110S40D22,60,120,0.35,110,40,-0.22,0.28506862418413403,-0.6028082893828015,0.472900969022851,926.3889884153589,1038,-0.3383795992322641,-0.44298205664621615,-0.31004472836091757,-0.5643134086518344,0.9032933212481498,-0.14723087963306436,-0.4469583874537476,-0.6028082893828015,267.6088382989263,-0.6028082893828015,0.40908452029733233,-0.6028082893828015,0.7521891418563923,0.7373702664038212,19,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.775952245926989,0.6614998557148256,2023-01-25,2023-03-20,1.0,1.0,0
BH_A25_F60_M120_W35_X110S50D18,60,120,0.35,110,50,-0.18,0.2872754582948278,-0.5804007047324975,0.4949605607857265,970.7096344137904,1043,-0.3840838968454935,-0.48146048601358304,-0.22939399386150594,-0.5643134086518344,0.9032933212481493,-0.14723087963306436,-0.3903125922494034,-0.5621255635515628,269.7024156622605,-0.5804007047324975,0.4097554481659269,-0.5804007047324975,0.7494162288382954,0.7330142091118644,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.775952245926986,0.6614998557148252,2023-01-25,2023-03-20,1.0,1.0,0
BH_A25_F60_M120_W35_X110S50D20,60,120,0.35,110,50,-0.2,0.2852004091167799,-0.5810372490267552,0.49084703191489737,928.9800137501649,1043,-0.3840838968454935,-0.48146048601358304,-0.22939399386150594,-0.5643134086518344,0.9032933212481502,-0.14723087963306425,-0.3698088847124038,-0.5499605073457781,258.0652496984808,-0.5810372490267552,0.4059625232526325,-0.5810372490267552,0.7502918855808524,0.7338898658544214,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.775952245926987,0.6614998557148254,2023-01-25,2023-03-20,1.0,1.0,0
BH_A25_F60_M120_W35_X110S50D22,60,120,0.35,110,50,-0.22,0.2804888992091461,-0.6028082893828016,0.4653036531669642,840.5485829386914,1043,-0.3840838968454935,-0.48146048601358304,-0.32752258604486917,-0.5730360211176696,0.9032933212481487,-0.14723087963306436,-0.44695838745374783,-0.6028082893828016,267.6088382989259,-0.6028082893828016,0.4090845202973321,-0.6028082893828016,0.7571511967308815,0.7407491770044505,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.775952245926987,0.6614998557148254,2023-01-25,2023-03-20,1.0,1.0,0
BH_A25_F60_M120_W35_X120S30D18,60,120,0.35,120,30,-0.18,0.24049850018631025,-0.5804007047324975,0.4143663131786759,354.2033820647501,1037,-0.32024822205482484,-0.4277172576559951,-0.23966023803358305,-0.5236193833854152,0.9032933212481482,-0.14723087963306436,-0.2602830090213174,-0.49034666595960474,89.70921084817294,-0.5804007047324975,0.3183471805958835,-0.5804007047324975,0.7016929363689434,0.6879822089656036,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,2.080282067610272,0.10546214110128312,2023-01-25,2023-03-20,0.0,1.0,1
BH_A25_F60_M120_W35_X120S30D20,60,120,0.35,120,30,-0.2,0.2851236856580954,-0.5810372490267552,0.49071498623484333,927.4707050190884,1037,-0.32024822205482484,-0.4277172576559951,-0.32403983217034427,-0.5645312519475085,0.9032933212481506,-0.14723087963306436,-0.35009691648041374,-0.5499605073457781,266.16864222209426,-0.5810372490267552,0.4086201254582569,-0.5810372490267552,0.7457676590776415,0.7320569316743017,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.775952245926989,0.6614998557148256,2023-01-25,2023-03-20,1.0,1.0,0
BH_A25_F60_M120_W35_X120S30D22,60,120,0.35,120,30,-0.22,0.28634484363312485,-0.6028082893828017,0.47501809227989417,951.7762167149905,1037,-0.32024822205482484,-0.4277172576559951,-0.3100447283609167,-0.5643134086518344,0.9032933212481491,-0.14723087963306436,-0.44695838745374816,-0.6028082893828017,267.60883829892555,-0.6028082893828017,0.4090845202973321,-0.6028082893828017,0.7514594279042616,0.7373466155497255,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.775952245926985,0.6614998557148252,2023-01-25,2023-03-20,1.0,1.0,0
BH_A25_F60_M120_W35_X120S40D18,60,120,0.35,120,40,-0.18,0.22963175526002533,-0.5804007047324977,0.39564348111165865,278.7254074150538,862,-0.2921473661737971,-0.4114654862334465,-0.3240398321703428,-0.5645312519475085,0.9032933212481509,-0.14723087963306447,-0.3712419666542761,-0.5486244233982432,76.10265644132477,-0.5804007047324977,0.3052754997643601,-0.5804007047324977,0.7043199065966141,0.6902075905326399,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,2.0802820676102747,0.10546214110128338,2023-01-25,2023-03-20,0.0,1.0000000000000002,1
BH_A25_F60_M120_W35_X120S40D20,60,120,0.35,120,40,-0.2,0.2870364290328884,-0.5810372490267552,0.4940069324534323,965.8122312367914,874,-0.2921473661737971,-0.4114654862334465,-0.3240398321703428,-0.5645312519475085,0.9032933212481489,-0.14723087963306436,-0.35009691648041474,-0.5499605073457781,266.16864222209307,-0.5810372490267552,0.40862012545825643,-0.5810372490267552,0.7463514302393461,0.7322391141753719,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.7759522459269865,0.6614998557148253,2023-01-25,2023-03-20,1.0,1.0000000000000002,0
BH_A25_F60_M120_W35_X120S40D22,60,120,0.35,120,40,-0.22,0.2874982196578555,-0.6028082893828015,0.47693143030965424,975.2952579814626,997,-0.3034510907169252,-0.448249621004974,-0.3100447283609168,-0.5643134086518344,0.9032933212481484,-0.14723087963306447,-0.4469583874537483,-0.6028082893828015,267.6088382989253,-0.6028082893828015,0.4090845202973319,-0.6028082893828015,0.7548161120840631,0.7384869646131093,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.775952245926988,0.6614998557148255,2023-01-25,2023-03-20,1.0,1.0,0
BH_A25_F60_M120_W35_X120S50D18,60,120,0.35,120,50,-0.18,0.29338905717056574,-0.5804007047324975,0.5054939712827996,1104.4195751953275,862,-0.2812613775413737,-0.4114654862334478,-0.2714633580228355,-0.5643134086518345,0.9032933212481498,-0.14723087963306436,-0.3712419666542772,-0.5486244233982432,278.1698111688167,-0.5804007047324975,0.41242021989808464,-0.5804007047324975,0.7467892586106246,0.732385345136779,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.775952245926987,0.6614998557148254,2023-01-25,2023-03-20,1.0,1.0,0
BH_A25_F60_M120_W35_X120S50D20,60,120,0.35,120,50,-0.2,0.2883408388555255,-0.5810372490267554,0.4962519000950456,992.8303655480768,1001,-0.31765325171897574,-0.4594994379395738,-0.27915617642922375,-0.5643134086518347,0.9032933212481487,-0.14723087963306447,-0.35009691648041474,-0.5499605073457781,266.16864222209324,-0.5810372490267554,0.40862012545825666,-0.5810372490267554,0.75,0.7341748285534775,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.775952245926986,0.6614998557148252,2023-01-25,2023-03-20,1.0,1.0,0
BH_A25_F60_M120_W35_X120S50D22,60,120,0.35,120,50,-0.22,0.28628590714918456,-0.6028082893828017,0.4749203224167746,950.5892046769668,997,-0.3034510907169252,-0.448249621004974,-0.3275225860448705,-0.5730360211176697,0.90329332124815,-0.14723087963306436,-0.4469583874537477,-0.6028082893828017,267.6088382989261,-0.6028082893828017,0.40908452029733233,-0.6028082893828017,0.7572971395213076,0.7409679920503538,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.775952245926991,0.6614998557148257,2023-01-25,2023-03-20,1.0,1.0000000000000002,0
BH_A25_F60_M120_W50_X100S30D18,60,120,0.5,100,30,-0.18,0.2165952379685694,-0.6445350305192268,0.33604882234885486,208.49662102936944,1133,-0.5304936256536628,-0.6445350305192268,-0.25911627077867017,-0.5370751009365846,0.9089453559149463,-0.14723087963306447,-0.2965481380378002,-0.5053802387313011,78.33488756933811,-0.5567780366106212,0.30756159109754266,-0.5567780366106212,0.7113251605370695,0.6965387337250667,23,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,1.9484253488986727,0.09258967724128721,2023-01-25,2023-03-20,0.0,1.0,1
BH_A25_F60_M120_W50_X100S30D20,60,120,0.5,100,30,-0.2,0.19849281873426294,-0.6565568472731618,0.30232388795981835,138.60206378467558,1196,-0.5920868568163351,-0.6565568472731618,-0.30311752316008855,-0.5645312519475085,0.9089453559149445,-0.14723087963306447,-0.38195885754636927,-0.5654352787098376,63.53557644868236,-0.5810372490267554,0.2911137590667241,-0.5810372490267554,0.713806187974314,0.6988689200020528,23,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,1.9484253488986756,0.09258967724128749,2023-01-25,2023-03-20,0.0,1.0,1
BH_A25_F60_M120_W50_X100S30D22,60,120,0.5,100,30,-0.22,0.21337041959488334,-0.6445350305192259,0.33104549712836545,193.95591692144015,1133,-0.5769524430010471,-0.6445350305192259,-0.28868924310675526,-0.5643134086518344,0.9089453559149454,-0.14723087963306425,-0.45762093157010253,-0.6186357306729953,84.31221242811995,-0.6186357306729953,0.31339815195151144,-0.6186357306729953,0.7193520140105079,0.7043305763013429,23,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,2.4841890634025385,0.1448934135987239,2023-01-25,2023-03-20,0.0,1.0,1
BH_A25_F60_M120_W50_X100S40D18,60,120,0.5,100,40,-0.18,0.22971332492376306,-0.5804007047324976,0.3957840213678518,279.2294446400955,1035,-0.39944798995085273,-0.545319907059953,-0.28868924310675637,-0.5643134086518344,0.9089453559149452,-0.14723087963306447,-0.29654813803780045,-0.5053802387313007,85.51829473259808,-0.5804007047324976,0.31452912128188015,-0.5804007047324976,0.7059252772913018,0.6934989436599474,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,2.124846253209193,0.10981270339479024,2023-01-25,2023-03-20,0.0,1.0000000000000002,1
BH_A25_F60_M120_W50_X100S40D20,60,120,0.5,100,40,-0.2,0.2728753665300474,-0.5810372490267552,0.46963489343775655,714.531719936666,1078,-0.47823273239798847,-0.5606971769129335,-0.2886892431067548,-0.5643134086518345,0.9089453559149459,-0.14723087963306436,-0.3819588575463696,-0.565435278709838,253.82500746003083,-0.5810372490267552,0.40454062707645155,-0.5810372490267552,0.7494162288382954,0.7368390540466826,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.94253012711497,0.6777619603418713,2023-01-25,2023-03-20,1.0,1.0,0
BH_A25_F60_M120_W50_X100S40D22,60,120,0.5,100,40,-0.22,0.2762730763048902,-0.6186357306729955,0.44658441568569096,768.3412370241334,1035,-0.4588740971710632,-0.5453199070599517,-0.28868924310675625,-0.5643134086518344,0.9089453559149447,-0.14723087963306458,-0.4576209315701022,-0.6186357306729955,263.212391677461,-0.6186357306729955,0.40765946674278153,-0.6186357306729955,0.7545242265032107,0.7418628819746941,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.942530127114968,0.6777619603418712,2023-01-25,2023-03-20,1.0,1.0,0
BH_A25_F60_M120_W50_X100S50D18,60,120,0.5,100,50,-0.18,0.22451838327569695,-0.5804007047324976,0.38683340913442865,248.81963399607886,1035,-0.39944798995085273,-0.545319907059953,-0.2542987719861408,-0.5643134086518344,0.9089453559149443,-0.14723087963306425,-0.4020672572417815,-0.5795741450554286,72.54038572579168,-0.5804007047324976,0.30149529728616087,-0.5804007047324976,0.7075306479859895,0.695104314354635,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,2.1248462532091987,0.10981270339479081,2023-01-25,2023-03-20,0.0,1.0000000000000002,1
BH_A25_F60_M120_W50_X100S50D20,60,120,0.5,100,50,-0.2,0.2780523123134877,-0.5810372490267552,0.478544728034612,798.0552618310833,1078,-0.47823273239798847,-0.5606971769129335,-0.2055422082787033,-0.5643134086518345,0.9089453559149452,-0.14723087963306447,-0.38195885754636827,-0.5654352787098378,253.82500746003126,-0.5810372490267552,0.40454062707645155,-0.5810372490267552,0.75,0.7374228252083872,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.942530127114971,0.6777619603418714,2023-01-25,2023-03-20,1.0,1.0000000000000002,0
BH_A25_F60_M120_W50_X100S50D22,60,120,0.5,100,50,-0.22,0.27507133342768797,-0.6186357306729955,0.4446418462258008,748.8777162055796,1035,-0.4588740971710632,-0.5453199070599517,-0.30670807518047727,-0.5730360211176696,0.9089453559149456,-0.14723087963306447,-0.45762093157010275,-0.6186357306729955,263.212391677461,-0.6186357306729955,0.40765946674278153,-0.6186357306729955,0.7570052539404554,0.7443439094119387,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.942530127114969,0.6777619603418712,2023-01-25,2023-03-20,1.0,1.0,0
BH_A25_F60_M120_W50_X110S30D18,60,120,0.5,110,30,-0.18,0.2248766960236559,-0.5567780366106211,0.4038893081928838,250.81032597276547,1078,-0.46456168074059967,-0.5491868121189483,-0.21850088061779904,-0.5236193833854154,0.9089453559149452,-0.14723087963306447,-0.29654813803779945,-0.505380238731301,78.33488756933836,-0.5567780366106211,0.3075615910975429,-0.5567780366106211,0.7040280210157618,0.6913784958687637,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,1.9484253488986758,0.09258967724128751,2023-01-25,2023-03-20,0.0,1.0,1
BH_A25_F60_M120_W50_X110S30D20,60,120,0.5,110,30,-0.2,0.2105229580541541,-0.5810372490267552,0.36232265385185325,181.93298578108337,1078,-0.46456168074059967,-0.5491868121189483,-0.3031175231600882,-0.5645312519475085,0.9089453559149445,-0.14723087963306436,-0.3819588575463688,-0.5654352787098377,63.535576448682164,-0.5810372490267552,0.2911137590667239,-0.5810372490267552,0.7068009340338587,0.6941514088868606,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,1.9484253488986745,0.09258967724128737,2023-01-25,2023-03-20,0.0,1.0,1
BH_A25_F60_M120_W50_X110S30D22,60,120,0.5,110,30,-0.22,0.22391176277783664,-0.6186357306729953,0.36194443947531085,245.4840559854333,1078,-0.46456168074059967,-0.5491868121189483,-0.28868924310675603,-0.5643134086518345,0.9089453559149452,-0.14723087963306436,-0.4576209315701021,-0.6186357306729953,84.31221242811998,-0.6186357306729953,0.31339815195151144,-0.6186357306729953,0.7122008172796264,0.6995512921326282,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,2.4841890634025368,0.1448934135987237,2023-01-25,2023-03-20,0.0,1.0000000000000002,1
BH_A25_F60_M120_W50_X110S40D18,60,120,0.5,110,40,-0.18,0.2281902127061337,-0.5804007047324976,0.3931597788312557,269.96107411386834,1077,-0.41938191402745095,-0.5111476320172168,-0.28868924310675614,-0.5643134086518344,0.9089453559149452,-0.14723087963306447,-0.2965481380377999,-0.5053802387313007,85.51829473259824,-0.5804007047324976,0.31452912128188015,-0.5804007047324976,0.7040280210157618,0.6925041250311895,20,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,2.1248462532091956,0.1098127033947905,2023-01-25,2023-03-20,0.0,1.0000000000000002,1
BH_A25_F60_M120_W50_X110S40D20,60,120,0.5,110,40,-0.2,0.27787969590030137,-0.5810372490267552,0.4782476448209704,795.1246951595887,1077,-0.41938191402745095,-0.5111476320172168,-0.28868924310675614,-0.5643134086518344,0.9089453559149452,-0.14723087963306458,-0.3819588575463686,-0.5654352787098378,253.82500746003151,-0.5810372490267552,0.4045406270764518,-0.5810372490267552,0.7472270869819031,0.7357031909973307,19,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.94253012711497,0.6777619603418713,2023-01-25,2023-03-20,1.0,1.0000000000000002,0
BH_A25_F60_M120_W50_X110S40D22,60,120,0.5,110,40,-0.22,0.27957812431934803,-0.6186357306729955,0.451926894062849,824.4159373678323,1077,-0.41938191402745095,-0.5111476320172168,-0.28868924310675614,-0.5643134086518344,0.9089453559149447,-0.14723087963306447,-0.45762093157010275,-0.6186357306729955,263.21239167746063,-0.6186357306729955,0.4076594667427813,-0.6186357306729955,0.7521891418563923,0.7406652458718199,19,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.942530127114968,0.6777619603418712,2023-01-25,2023-03-20,1.0,1.0,0
BH_A25_F60_M120_W50_X110S50D18,60,120,0.5,110,50,-0.18,0.2802201826608468,-0.5804007047324976,0.4828046905801023,835.7574219917703,1078,-0.47707291351784875,-0.5597206654681726,-0.20554220827870406,-0.5643134086518345,0.9089453559149454,-0.14723087963306436,-0.4020672572417816,-0.5795741450554288,265.27170247985913,-0.5804007047324976,0.40832971607993973,-0.5804007047324976,0.7494162288382954,0.7366840559837892,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.942530127114971,0.6777619603418714,2023-01-25,2023-03-20,1.0,1.0000000000000002,0
BH_A25_F60_M120_W50_X110S50D20,60,120,0.5,110,50,-0.2,0.2781565063741336,-0.5810372490267552,0.4787240522703996,799.8292319850945,1078,-0.47707291351784875,-0.5597206654681726,-0.20554220827870406,-0.5643134086518345,0.9089453559149452,-0.14723087963306436,-0.38195885754636916,-0.5654352787098377,253.82500746003117,-0.5810372490267552,0.40454062707645155,-0.5810372490267552,0.7502918855808524,0.7375597127263461,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.942530127114966,0.677761960341871,2023-01-25,2023-03-20,1.0,1.0,0
BH_A25_F60_M120_W50_X110S50D22,60,120,0.5,110,50,-0.22,0.273470819223266,-0.6186357306729953,0.44205467881036437,723.6919175731776,1078,-0.47707291351784875,-0.5597206654681726,-0.30670807518047816,-0.5730360211176697,0.9089453559149456,-0.14723087963306447,-0.4576209315701024,-0.6186357306729953,263.21239167746086,-0.6186357306729953,0.40765946674278153,-0.6186357306729953,0.7571511967308815,0.7444190238763753,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.942530127114969,0.6777619603418712,2023-01-25,2023-03-20,1.0,1.0,0
BH_A25_F60_M120_W50_X120S30D18,60,120,0.5,120,30,-0.18,0.2365204567595165,-0.5804007047324975,0.4075123528124024,324.5332511108367,1045,-0.3947897069283016,-0.4904421821444228,-0.21612621308693203,-0.5236193833854152,0.9089453559149463,-0.14723087963306436,-0.2638099805588512,-0.49034666595960474,89.54479563610728,-0.5804007047324975,0.3182005435023092,-0.5804007047324975,0.7016929363689434,0.6911118721596458,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,2.124846253209196,0.10981270339479055,2023-01-25,2023-03-20,0.0,1.0,1
BH_A25_F60_M120_W50_X120S30D20,60,120,0.5,120,30,-0.2,0.28100253772475936,-0.5810372490267552,0.48362224314438046,849.7803760520871,1045,-0.3947897069283016,-0.4904421821444228,-0.303117523160088,-0.5645312519475085,0.9089453559149463,-0.14723087963306447,-0.35319565519492924,-0.5499605073457781,265.68438501648586,-0.5810372490267552,0.4084634474873947,-0.5810372490267552,0.7457676590776415,0.7351865948683439,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.942530127114968,0.6777619603418712,2023-01-25,2023-03-20,1.0,1.0,0
BH_A25_F60_M120_W50_X120S30D22,60,120,0.5,120,30,-0.22,0.2815284675191927,-0.6186357306729955,0.45507954610530854,859.3342562376805,1045,-0.3947897069283016,-0.4904421821444228,-0.2886892431067547,-0.5643134086518344,0.9089453559149465,-0.14723087963306447,-0.45762093157010264,-0.6186357306729955,263.21239167746086,-0.6186357306729955,0.40765946674278153,-0.6186357306729955,0.7514594279042616,0.7405609420534597,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.942530127114967,0.6777619603418711,2023-01-25,2023-03-20,1.0,1.0000000000000002,0
BH_A25_F60_M120_W50_X120S40D18,60,120,0.5,120,40,-0.18,0.2265354961004391,-0.5804007047324976,0.39030878883037823,260.2278429179942,1043,-0.35780116726628297,-0.45929961934995667,-0.303117523160089,-0.5645312519475085,0.9089453559149456,-0.14723087963306436,-0.3742398857431345,-0.5601981000158628,75.96290382424074,-0.5804007047324976,0.30513031660743684,-0.5804007047324976,0.7043199065966141,0.693422001158088,22,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,2.124846253209198,0.10981270339479073,2023-01-25,2023-03-20,0.0,1.0,1
BH_A25_F60_M120_W50_X120S40D20,60,120,0.5,120,40,-0.2,0.2837956227385918,-0.5810372490267554,0.48842931019302643,901.7162659459556,1043,-0.35780116726628297,-0.45929961934995667,-0.303117523160089,-0.5645312519475085,0.9089453559149465,-0.14723087963306447,-0.3531956551949287,-0.5499605073457781,265.6843850164862,-0.5810372490267554,0.4084634474873947,-0.5810372490267554,0.7463514302393461,0.73545352480082,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.942530127114971,0.6777619603418714,2023-01-25,2023-03-20,1.0,1.0,0
BH_A25_F60_M120_W50_X120S40D22,60,120,0.5,120,40,-0.22,0.28321782525926875,-0.6186357306729953,0.4578103255548537,890.7276722244236,1035,-0.37268001171721643,-0.51404203822135,-0.28868924310675537,-0.5643134086518344,0.908945355914945,-0.14723087963306436,-0.4576209315701024,-0.6186357306729953,263.2123916774605,-0.6186357306729953,0.4076594667427813,-0.6186357306729953,0.7548161120840631,0.7422000601244607,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.942530127114968,0.6777619603418712,2023-01-25,2023-03-20,1.0,1.0,0
BH_A25_F60_M120_W50_X120S50D18,60,120,0.5,120,50,-0.18,0.2904546431594235,-0.5804007047324975,0.5004381297112517,1038.1659728557092,861,-0.3434721794235097,-0.45772745826815575,-0.24891370277069158,-0.5643134086518344,0.9089453559149467,-0.14723087963306425,-0.37423988574313405,-0.5601981000158627,277.6638012137477,-0.5804007047324975,0.41226311925039516,-0.5804007047324975,0.7467892586106246,0.7356646711414105,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.942530127114967,0.6777619603418711,2023-01-25,2023-03-20,1.0,1.0,0
