strategy,fast_ma,full_ma,starter_w,exit_ma,exit_slope_lb,exit_dd,CAGR,MDD,Calmar,Final,MaxUnderwaterDays,DotCom_Return,DotCom_MDD,GFC_Return,GFC_MDD,COVID_Return,COVID_MDD,2022_Bear_Return,2022_Bear_MDD,Actual_TQQQ_Era_Return,Actual_TQQQ_Era_MDD,ActualEra_CAGR,ActualEra_MDD,InvestedDayPct,AvgWeight,TradeCount,Cycle22_TroughDate,Cycle22_TroughPx,Cycle22_PeakDate,Cycle22_PeakPx,Cycle22_TheoreticalMult,Cycle22_PortfolioMult,Cycle22_Capture,Cycle22_First25Date,Cycle22_First75Date,Cycle22_WeightAtPeak,Cycle22_MaxWeight,Cycle22_ExitCountBeforePeak,blend
BH_A25_F80_M110_W35_X110S50D18,80,110,0.35,110,50,-0.18,0.31351685347257696,-0.5804007047324976,0.5401731095710413,1681.8843335363663,750,-0.22223753493752263,-0.3825580141011322,-0.17128434617060462,-0.5643134086518344,1.1938242172670086,-0.14723087963306436,-0.3251312262841064,-0.5614916416879032,344.38251077044595,-0.5804007047324976,0.4309722687677704,-0.5804007047324976,0.7446001167542323,0.7362844216366656,15,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.87505629663021,0.6711748523590746,2023-02-03,2023-02-28,1.0,1.0,0,1.2652956198145002
BH_A25_F70_M110_W35_X120S50D18,70,110,0.35,120,50,-0.18,0.31022462341163726,-0.5804007047324975,0.5345007696960284,1570.7644040633252,874,-0.08936815790683916,-0.35122816633236753,-0.21894742375529286,-0.5643134086518344,0.7715778855468698,-0.14723087963306436,-0.29269739675532647,-0.5404171663315621,291.3106840089473,-0.5804007047324975,0.41640917857284965,-0.5804007047324975,0.7438704028021016,0.7345900215257575,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,8.10754789036875,0.6938717590271224,2023-01-27,2023-02-28,1.0,1.0,0,1.2560689139826204
BH_A25_F80_M110_W35_X120S50D18,80,110,0.35,120,50,-0.18,0.30895032219950225,-0.5804007047324976,0.5323052154836634,1529.6815283959654,979,-0.2517738759391892,-0.40045091868371596,-0.21652606547907782,-0.5643134086518344,1.1938242172670077,-0.14723087963306447,-0.32513122628410673,-0.5614916416879034,344.382510770446,-0.5804007047324976,0.4309722687677704,-0.5804007047324976,0.7441622883829538,0.7362523090667825,17,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.875056296630215,0.6711748523590751,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,1.2503007107152968
BH_A25_F80_M110_W35_X110S50D20,80,110,0.35,110,50,-0.2,0.3113995039576867,-0.5960664019195395,0.5224241845453339,1609.5821818419954,734,-0.22223753493752263,-0.3825580141011322,-0.17128434617060462,-0.5643134086518344,1.1938242172670086,-0.14723087963306447,-0.3024354779609214,-0.549960507345778,329.5349388010936,-0.5960664019195395,0.4271222603315523,-0.5960664019195395,0.7454757734967893,0.7371600783792225,15,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.875056296630212,0.6711748523590748,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,1.248332672169644
BH_A25_F70_M110_W50_X120S50D18,70,110,0.5,120,50,-0.18,0.31084388157527054,-0.5804007047324975,0.5355677190614995,1591.110756868399,874,-0.10260171027175657,-0.3882014298167411,-0.19908359176032042,-0.5643134086518344,0.7774460477495024,-0.14723087963306447,-0.29334227068606933,-0.5408361849907473,292.0115386310123,-0.5804007047324975,0.4166171661784688,-0.5804007047324975,0.7438704028021016,0.7367928966583247,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,8.039217840634107,0.6872010629537221,2023-01-27,2023-02-28,1.0,1.0,0,1.2474701785885416
BH_A25_F80_M110_W35_X100S50D20,80,110,0.35,100,50,-0.2,0.31110772101639017,-0.5960664019195397,0.5219346703899361,1599.8563800817633,734,-0.22693711700116959,-0.3862888694877312,-0.1712843461706025,-0.5643134086518344,1.1938242172670068,-0.14723087963306436,-0.30243547796092085,-0.5499605073457781,329.5349388010936,-0.5960664019195397,0.4271222603315523,-0.5960664019195397,0.7456217162872154,0.7372022353052727,15,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.875056296630217,0.6711748523590753,2023-02-03,2023-02-28,1.0,1.0,0,1.2468570437390831
BH_A25_F70_M110_W35_X110S50D18,70,110,0.35,110,50,-0.18,0.3081312848841391,-0.5804007047324975,0.5308940571086223,1503.82469839569,874,-0.1288600229843192,-0.3470688740554637,-0.17384552583289048,-0.5643134086518344,0.7715778855468713,-0.14723087963306436,-0.3307855391112451,-0.565165635109705,275.56979617166996,-0.5804007047324975,0.4116101346435581,-0.5804007047324975,0.7438704028021016,0.7344329178264025,17,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,8.10754789036875,0.6938717590271224,2023-01-27,2023-02-28,1.0,1.0,0,1.2459085734041058
BH_A25_F80_M110_W35_X110S40D22,80,110,0.35,110,40,-0.22,0.30782339964182404,-0.6022332649272366,0.5111364940610115,1494.2141339771522,788,-0.22223753493752263,-0.3825580141011322,-0.2580167692766966,-0.5643134086518344,1.1938242172670082,-0.14723087963306447,-0.38783299420606454,-0.6022332649272366,341.7113672401161,-0.6022332649272366,0.4302912434342263,-0.6022332649272366,0.7498540572095739,0.7415383620920071,15,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.8750562966302144,0.671174852359075,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,1.2404201027497326
BH_A25_F60_M110_W35_X120S50D18,60,110,0.35,120,50,-0.18,0.3012699435476336,-0.5804007047324976,0.5190723255349711,1303.1379783842208,862,-0.24937230251885723,-0.3853533215655164,-0.23326478914188387,-0.5643134086518344,0.90329332124815,-0.14723087963306447,-0.3250179208296944,-0.5614180193916329,298.69337899608,-0.5804007047324976,0.41857696911411857,-0.5804007047324976,0.7467892586106246,0.7356791705387337,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,8.347612493403876,0.7173079779534628,2023-01-25,2023-02-28,1.0,1.0,0,1.2400048304423574
BH_A25_F80_M110_W35_X100S40D22,80,110,0.35,100,40,-0.22,0.3075324123743344,-0.6022332649272368,0.5106533137313348,1485.185436580805,788,-0.22693711700116959,-0.3862888694877312,-0.2580167692766965,-0.5643134086518344,1.193824217267006,-0.14723087963306436,-0.38783299420606476,-0.6022332649272368,341.71136724011615,-0.6022332649272368,0.4302912434342263,-0.6022332649272368,0.75,0.7415805190180573,15,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.875056296630212,0.6711748523590748,2023-02-03,2023-02-28,1.0,1.0,0,1.2389464635036884
BH_A25_F70_M110_W65_X120S50D18,70,110,0.65,120,50,-0.18,0.3113470236756317,-0.5804007047324976,0.5364346065346858,1607.828701936743,874,-0.11711211501018148,-0.4234579704267194,-0.17921975976534799,-0.5643134086518345,0.7833142099521324,-0.14723087963306436,-0.29407751634107104,-0.541313924334584,292.6730318531917,-0.5804007047324976,0.4168130448465266,-0.5804007047324976,0.7438704028021016,0.7389571768172762,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.9708877908994635,0.6805303668803218,2023-01-27,2023-02-28,1.0,1.0,0,1.2389099668860881
BH_A25_F80_M110_W35_X110S50D22,80,110,0.35,110,50,-0.22,0.30659194887761276,-0.6022332649272372,0.5090916871133907,1456.362894836731,788,-0.22223753493752263,-0.3825580141011322,-0.27681259248948786,-0.5730360211176697,1.1938242172670073,-0.14723087963306436,-0.3878329942060652,-0.6022332649272372,341.71136724011564,-0.6022332649272372,0.4302912434342261,-0.6022332649272372,0.7523350846468184,0.7440193895292516,15,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.875056296630214,0.6711748523590749,2023-02-03,2023-02-28,1.0,1.0,0,1.2373414758392038
BH_A25_F80_M110_W35_X120S40D22,80,110,0.35,120,40,-0.22,0.3069332814908883,-0.6022332649272372,0.5096584651928393,1466.7609218339335,788,-0.23652737296332105,-0.39390228226160884,-0.25801676927669703,-0.5643134086518344,1.193824217267009,-0.14723087963306436,-0.3878329942060652,-0.6022332649272372,341.7113672401161,-0.6022332649272372,0.4302912434342263,-0.6022332649272372,0.7494162288382954,0.7414034340335134,17,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.875056296630213,0.6711748523590748,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,1.2359259537402973
BH_A25_F80_M110_W35_X120S30D22,80,110,0.35,120,30,-0.22,0.3069332814908883,-0.6022332649272372,0.5096584651928393,1466.7609218339335,788,-0.23652737296332105,-0.39390228226160884,-0.25801676927669703,-0.5643134086518344,1.193824217267009,-0.14723087963306436,-0.3878329942060652,-0.6022332649272372,341.7113672401161,-0.6022332649272372,0.4302912434342263,-0.6022332649272372,0.7494162288382954,0.7414034340335134,17,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.875056296630213,0.6711748523590748,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,1.2359259537402973
BH_A25_F80_M110_W35_X100S50D22,80,110,0.35,100,50,-0.22,0.30630123560468014,-0.6022332649272368,0.5086089617478837,1447.5629112348174,788,-0.22693711700116959,-0.3862888694877312,-0.2768125924894883,-0.5730360211176697,1.1938242172670073,-0.14723087963306447,-0.38783299420606476,-0.6022332649272368,341.7113672401164,-0.6022332649272368,0.4302912434342263,-0.6022332649272368,0.7524810274372447,0.744061546455302,15,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.8750562966302144,0.671174852359075,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,1.2358685215795526
BH_A25_F80_M110_W35_X110S40D20,80,110,0.35,110,40,-0.2,0.30608748028932076,-0.596066401919539,0.5135123860422491,1441.1251698687618,734,-0.22223753493752263,-0.3825580141011322,-0.2580167692766966,-0.5643134086518344,1.1938242172670095,-0.14723087963306436,-0.3024354779609212,-0.5499605073457781,329.53493880109414,-0.596066401919539,0.42712226033155254,-0.596066401919539,0.7448920023350847,0.7365763072175179,15,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.8750562966302144,0.671174852359075,2023-02-03,2023-02-28,1.0,1.0,0,1.2350526129987296
BH_A25_F80_M110_W35_X100S40D20,80,110,0.35,100,40,-0.2,0.3057968792593222,-0.5960664019195396,0.513024854738584,1432.4172592867772,734,-0.22693711700116959,-0.3862888694877312,-0.2580167692766965,-0.5643134086518344,1.1938242172670086,-0.14723087963306425,-0.3024354779609215,-0.5499605073457781,329.5349388010933,-0.5960664019195396,0.4271222603315523,-0.5960664019195396,0.7450379451255108,0.7366184641435681,15,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.875056296630212,0.6711748523590748,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,1.233579939346413
BH_A25_F80_M110_W50_X110S50D18,80,110,0.5,110,50,-0.18,0.30927779544361744,-0.5804007047324975,0.5328694347229667,1540.1391793703178,997,-0.2846504198047204,-0.43684160522157867,-0.14917582834040155,-0.5643134086518344,1.1738193613605614,-0.14723087963306436,-0.3395256933296096,-0.5708447105491963,333.9334804701187,-0.5804007047324975,0.4282794604907427,-0.5804007047324975,0.7446001167542323,0.7382087170250679,15,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.7070869924362,0.6547769105707973,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,1.233230812780854
BH_A25_F80_M110_W35_X120S50D22,80,110,0.35,120,50,-0.22,0.30570266886482145,-0.6022332649272366,0.5076150499620063,1429.6051239119988,788,-0.23652737296332105,-0.39390228226160884,-0.27681259248948753,-0.5730360211176697,1.1938242172670077,-0.14723087963306436,-0.38783299420606443,-0.6022332649272366,341.7113672401163,-0.6022332649272366,0.4302912434342263,-0.6022332649272366,0.7518972562755399,0.743884461470758,17,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.875056296630212,0.6711748523590748,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,1.2328494221751305
BH_A25_F80_M110_W35_X120S50D20,80,110,0.35,120,50,-0.2,0.30633109605600817,-0.5960664019195403,0.5139210917936591,1448.46443085782,979,-0.2517738759391892,-0.40045091868371596,-0.22479898183926494,-0.5643134086518344,1.1938242172670077,-0.14723087963306447,-0.3024354779609221,-0.5499605073457781,329.5349388010925,-0.5960664019195403,0.4271222603315521,-0.5960664019195403,0.7451838879159369,0.7372739085997656,17,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.875056296630209,0.6711748523590745,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,1.2320830714989304
BH_A25_F70_M110_W80_X120S50D18,70,110,0.8,120,50,-0.18,0.3117349448153859,-0.5804007047324975,0.5371029743305744,1620.83358135385,874,-0.1328376104952088,-0.457078796785206,-0.15935592777037622,-0.5643134086518344,0.7891823721547644,-0.14723087963306436,-0.2949031337203325,-0.5418503843630728,293.2947925377491,-0.5804007047324975,0.4169967808502384,-0.5804007047324975,0.7438704028021016,0.741086566190441,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.90255774116482,0.6738596708069214,2023-01-27,2023-01-27,1.0,1.0,0,1.2303742744352002
BH_A25_F70_M110_W50_X110S50D18,70,110,0.5,110,50,-0.18,0.30664093018396543,-0.5804007047324975,0.5283262540580375,1457.8506383070737,874,-0.15839315997741377,-0.38383629427202914,-0.1528346564293842,-0.5643134086518344,0.7774460477495011,-0.14723087963306425,-0.34729532383125017,-0.5758931704108172,269.6402173249273,-0.5804007047324975,0.4097355858003555,-0.5804007047324975,0.7438704028021016,0.736650364161657,17,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,8.039217840634105,0.687201062953722,2023-01-27,2023-02-28,1.0,1.0000000000000002,0,1.2295779307654855
BH_A25_F80_M110_W35_X120S40D20,80,110,0.35,120,40,-0.2,0.30325132350694983,-0.5960664019195394,0.5087542638376797,1358.275159975496,979,-0.2517738759391892,-0.40045091868371596,-0.27306721205997564,-0.5645312519475085,1.1938242172670086,-0.14723087963306447,-0.3024354779609212,-0.5499605073457781,329.5349388010938,-0.5960664019195394,0.4271222603315523,-0.5960664019195394,0.7441622883829538,0.7362523090667825,17,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.875056296630211,0.6711748523590747,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,1.224383640126285
BH_A25_F80_M110_W35_X120S30D20,80,110,0.35,120,30,-0.2,0.30325132350694983,-0.5960664019195394,0.5087542638376797,1358.275159975496,979,-0.2517738759391892,-0.40045091868371596,-0.27306721205997564,-0.5645312519475085,1.1938242172670086,-0.14723087963306447,-0.3024354779609212,-0.5499605073457781,329.5349388010938,-0.5960664019195394,0.4271222603315523,-0.5960664019195394,0.7441622883829538,0.7362523090667825,17,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.875056296630211,0.6711748523590747,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,1.224383640126285
BH_A25_F70_M110_W35_X110S50D20,70,110,0.35,110,50,-0.2,0.30602261674323183,-0.6096649471114475,0.501952126644556,1439.1771127697928,893,-0.1288600229843192,-0.3470688740554637,-0.17384552583289048,-0.5643134086518344,0.7715778855468707,-0.14723087963306447,-0.3082799445866399,-0.5505422124649095,263.68039869161845,-0.6096649471114475,0.4078122197253966,-0.6096649471114475,0.7447460595446584,0.7353085745689595,17,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,8.10754789036875,0.6938717590271224,2023-01-27,2023-02-28,1.0,1.0000000000000002,0,1.222910496079516
BH_A25_F70_M110_W35_X120S40D20,70,110,0.35,120,40,-0.2,0.3036718100596367,-0.6096649471114477,0.4980962272776444,1370.2620202004443,893,-0.1053592710251825,-0.35122816633236753,-0.27531382760744216,-0.5710598053485318,0.7715778855468696,-0.14723087963306436,-0.26891090300012277,-0.549960507345778,278.74460500120585,-0.6096649471114477,0.41259835190229666,-0.6096649471114477,0.7434325744308231,0.7344203556258129,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,8.107547890368748,0.6938717590271223,2023-01-27,2023-02-28,1.0,1.0,0,1.2219449795274278
BH_A25_F70_M110_W35_X100S50D20,70,110,0.35,100,50,-0.2,0.3057412289466581,-0.6096649471114481,0.5014905816633213,1430.755480492186,893,-0.13395767252560908,-0.35088963092862135,-0.17384552583289115,-0.5643134086518344,0.7715778855468698,-0.14723087963306436,-0.30827994458663965,-0.5505422124649093,263.6803986916181,-0.6096649471114481,0.4078122197253964,-0.6096649471114481,0.7448920023350847,0.735349400931633,17,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,8.107547890368751,0.6938717590271226,2023-01-27,2023-02-28,1.0,1.0000000000000002,0,1.2214428752134503
BH_A25_F70_M110_W35_X110S40D22,70,110,0.35,110,40,-0.22,0.3024611748620547,-0.6055659091981335,0.49946862970301925,1336.022980035787,852,-0.1288600229843192,-0.3470688740554637,-0.26030989883386835,-0.5643134086518344,0.77157788554687,-0.14723087963306447,-0.39296196725686017,-0.6055659091981335,273.4308412486752,-0.6055659091981335,0.41093832409644815,-0.6055659091981335,0.749124343257443,0.7396868582817441,17,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,8.10754789036875,0.6938717590271224,2023-01-27,2023-02-28,1.0,1.0000000000000002,0,1.2196027836828267
BH_A25_F60_M110_W35_X120S40D20,60,110,0.35,120,40,-0.2,0.2948786075360408,-0.5810372490267552,0.5075037926225319,1139.5909913042562,874,-0.2607412819038938,-0.38535332156551494,-0.28859794833928987,-0.5645312519475085,0.9032933212481498,-0.14723087963306447,-0.3023183620589397,-0.5499605073457781,285.80992695487345,-0.5810372490267552,0.41476031003712843,-0.5810372490267552,0.7463514302393461,0.7355329395773267,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,8.347612493403878,0.717307977953463,2023-01-25,2023-02-28,1.0,1.0,0,1.2191600545885717
BH_A25_F70_M100_W100_X120S50D18,70,100,1.0,120,50,-0.18,0.3120732735525784,-0.5804007047324977,0.5376858970155982,1632.258571981284,874,-0.1555277329910878,-0.4993896998900914,-0.13293699812722137,-0.5643134086518344,0.7969870376596468,-0.14723087963306436,-0.2961412329537396,-0.5426548620384577,294.0595332649459,-0.5804007047324977,0.4172222697183068,-0.5804007047324977,0.7438704028021016,0.7438704028021016,17,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.811678661191242,0.6649876339170283,2023-01-27,2023-01-27,1.0,1.0000000000000002,0,1.2190360856984346
BH_A25_F70_M110_W100_X120S50D18,70,110,1.0,120,50,-0.18,0.3120732735525784,-0.5804007047324977,0.5376858970155982,1632.258571981284,874,-0.1555277329910878,-0.4993896998900914,-0.13293699812722137,-0.5643134086518344,0.7969870376596468,-0.14723087963306436,-0.2961412329537396,-0.5426548620384577,294.0595332649459,-0.5804007047324977,0.4172222697183068,-0.5804007047324977,0.7438704028021016,0.7438704028021016,17,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.811678661191242,0.6649876339170283,2023-01-27,2023-01-27,1.0,1.0000000000000002,0,1.2190360856984346
BH_A25_F70_M120_W100_X120S50D18,70,120,1.0,120,50,-0.18,0.3120732735525784,-0.5804007047324977,0.5376858970155982,1632.258571981284,874,-0.1555277329910878,-0.4993896998900914,-0.13293699812722137,-0.5643134086518344,0.7969870376596468,-0.14723087963306436,-0.2961412329537396,-0.5426548620384577,294.0595332649459,-0.5804007047324977,0.4172222697183068,-0.5804007047324977,0.7438704028021016,0.7438704028021016,17,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.811678661191242,0.6649876339170283,2023-01-27,2023-01-27,1.0,1.0000000000000002,0,1.2190360856984346
BH_A25_F70_M110_W35_X120S50D20,70,110,0.35,120,50,-0.2,0.3047016159757854,-0.6096649471114479,0.49978536148328917,1400.050763009517,973,-0.14282646989048176,-0.38306838369771623,-0.22719477232871088,-0.5643134086518345,0.7715778855468702,-0.14723087963306447,-0.2689109030001232,-0.549960507345778,278.74460500120557,-0.6096649471114479,0.41259835190229643,-0.6096649471114479,0.747081144191477,0.7364988206843058,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,8.107547890368748,0.6938717590271223,2023-01-27,2023-02-28,1.0,1.0,0,1.218151450844729
BH_A25_F70_M110_W35_X100S40D22,70,110,0.35,100,40,-0.22,0.30218055439237923,-0.6055659091981331,0.4990052276762326,1328.204974765655,852,-0.13395767252560908,-0.35088963092862135,-0.2603098988338681,-0.5643134086518344,0.7715778855468713,-0.14723087963306425,-0.3929619672568597,-0.6055659091981331,273.4308412486754,-0.6055659091981331,0.41093832409644815,-0.6055659091981331,0.7492702860478693,0.7397276846444176,17,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,8.107547890368748,0.6938717590271223,2023-01-27,2023-02-28,1.0,1.0000000000000002,0,1.2181370811340064
BH_A25_F70_M110_W35_X120S30D22,70,110,0.35,120,30,-0.22,0.3021556135338679,-0.6055659091981329,0.4989640416415956,1327.5122660541406,852,-0.13440934608216026,-0.3512281663323674,-0.2603098988338691,-0.5643134086518344,0.7715778855468702,-0.14723087963306425,-0.3929619672568594,-0.6055659091981329,273.4308412486757,-0.6055659091981329,0.41093832409644837,-0.6055659091981329,0.7483946293053123,0.7394682578476136,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,8.107547890368748,0.6938717590271223,2023-01-27,2023-02-28,1.0,1.0000000000000002,0,1.2180070219069794
BH_A25_F70_M110_W35_X120S30D20,70,110,0.35,120,30,-0.2,0.30209275387215895,-0.6096649471114488,0.49550618795365214,1325.7679420243187,893,-0.13440934608216026,-0.3512281663323674,-0.2753138276074417,-0.5710598053485316,0.7715778855468693,-0.14723087963306436,-0.2689109030001229,-0.5499605073457781,278.744605001205,-0.6096649471114488,0.41259835190229643,-0.6096649471114488,0.7429947460595446,0.734258953943965,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,8.107547890368746,0.6938717590271221,2023-01-27,2023-02-28,1.0,1.0,0,1.2179973390587326
BH_A25_F60_M110_W50_X120S50D18,60,110,0.5,120,50,-0.18,0.29640406883883297,-0.5804007047324976,0.5106886783940819,1176.7275791250463,861,-0.32141801266440817,-0.4395113694910884,-0.2195369708840219,-0.5643134086518344,0.9089453559149456,-0.14723087963306447,-0.3396026370860351,-0.5708947061655687,293.08847778623146,-0.5804007047324976,0.4169358533707541,-0.5804007047324976,0.7467892586106246,0.7381906578854389,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,8.382167273541429,0.7206813757056368,2023-01-25,2023-02-28,1.0,1.0,0,1.2165572241816824
BH_A25_F70_M110_W35_X110S50D22,70,110,0.35,110,50,-0.22,0.30123477318612624,-0.6055659091981329,0.49744341385566065,1302.1790187423503,852,-0.1288600229843192,-0.3470688740554637,-0.2790476327853718,-0.5732698366432152,0.7715778855468711,-0.14723087963306436,-0.3929619672568594,-0.6055659091981329,273.4308412486754,-0.6055659091981329,0.41093832409644815,-0.6055659091981329,0.7516053706946877,0.7421678857189886,17,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,8.10754789036875,0.6938717590271224,2023-01-27,2023-02-28,1.0,1.0000000000000002,0,1.216536779493006
BH_A25_F70_M110_W35_X120S40D22,70,110,0.35,120,40,-0.22,0.30283828586139383,-0.6055659091981329,0.5000913711645371,1346.5990241980405,969,-0.12196402268634987,-0.3680531005355989,-0.260309898833869,-0.5643134086518344,0.7715778855468705,-0.14723087963306447,-0.3929619672568594,-0.6055659091981329,273.43084124867596,-0.6055659091981329,0.41093832409644837,-0.6055659091981329,0.7516053706946877,0.740738035931018,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,8.107547890368751,0.6938717590271226,2023-01-27,2023-02-28,1.0,1.0000000000000002,0,1.2163487158851483
BH_A25_F70_M110_W35_X100S50D22,70,110,0.35,100,50,-0.22,0.300954416949597,-0.6055659091981329,0.4969804481697282,1294.559058170331,852,-0.13395767252560908,-0.35088963092862135,-0.2790476327853715,-0.573269836643215,0.77157788554687,-0.14723087963306447,-0.3929619672568594,-0.6055659091981329,273.43084124867534,-0.6055659091981329,0.41093832409644815,-0.6055659091981329,0.7517513134851138,0.7422087120816623,17,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,8.10754789036875,0.6938717590271224,2023-01-27,2023-02-28,1.0,1.0,0,1.2150717375270514
BH_A25_F80_M110_W50_X110S50D20,80,110,0.5,110,50,-0.2,0.3071672791622997,-0.5997497569311994,0.5121590723671382,1473.9304785953143,997,-0.2846504198047204,-0.43684160522157867,-0.14917582834040155,-0.5643134086518344,1.1738193613605628,-0.14723087963306447,-0.3173140290447368,-0.5564122744663864,319.5350995412971,-0.5997497569311994,0.4244366970129423,-0.5997497569311994,0.7454757734967893,0.7390843737676248,15,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.7070869924361975,0.6547769105707971,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,1.2146361324147832
BH_A25_F80_M110_W50_X120S50D18,80,110,0.5,120,50,-0.18,0.3039107435544339,-0.5804007047324976,0.5236222855630476,1377.1186606776557,1002,-0.3234331559169279,-0.46737328374455156,-0.19562450850858648,-0.5643134086518344,1.173819361360561,-0.14723087963306425,-0.33952569332960925,-0.570844710549196,333.9334804701188,-0.5804007047324976,0.4282794604907427,-0.5804007047324976,0.7441622883829538,0.7380923866924607,17,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.707086992436198,0.6547769105707972,2023-02-03,2023-02-28,1.0,1.0000000000000002,0,1.2137068473533006
BH_A25_F70_M110_W35_X120S50D22,70,110,0.35,120,50,-0.22,0.30161152909652245,-0.6055659091981334,0.498065568941793,1312.4871519220715,969,-0.12196402268634987,-0.3680531005355989,-0.2790476327853718,-0.5732698366432153,0.7715778855468702,-0.14723087963306436,-0.39296196725686006,-0.6055659091981334,273.4308412486755,-0.6055659091981334,0.41093832409644815,-0.6055659091981334,0.7540863981319322,0.7432190633682626,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,8.10754789036875,0.6938717590271224,2023-01-27,2023-02-28,1.0,1.0,0,1.213281823972969
BH_A25_F70_M110_W50_X120S40D20,70,110,0.5,120,40,-0.2,0.30395193145931,-0.60837200401117,0.4996152509570925,1378.3039589321636,893,-0.12452632172216005,-0.3882014298167422,-0.2568835134195103,-0.5759852687314995,0.7774460477495004,-0.14723087963306436,-0.2695774639565546,-0.5499605073457781,279.4153307397383,-0.60837200401117,0.41280577992052625,-0.60837200401117,0.7434325744308231,0.7365563515611525,21,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,8.039217840634107,0.6872010629537221,2023-01-27,2023-02-28,1.0,1.0000000000000002,0,1.2130795551137064
